image_id,building,source_split,scene_category,scene_source,selection_display_group,difficulty_tag,difficulty_ordinal,difficulty_status,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_semantic_coarse,main_function_primary,main_function_primary_source,y
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7,valid,厨房与用餐,早期争议复核导出.user_type,G002,简单,0,labelled,老式炉灶与白色橱柜厨房,老式炉灶与白色橱柜厨房,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐,否,supported_component:2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kitchen,kitchen,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics,0
B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,B6ByNegPMKs,test,通行与连接,早期争议复核导出.user_type,G027,简单,0,labelled,会议区外入口走道为主,会议区外入口走道为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,supported_component:B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,overlap_with_pending_or_unsupported,present,partial,absent,present,present,absent,present,partial,absent,present,present,absent,False,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,work+circulation,work+circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,0
S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,G047,简单,0,labelled,主卧床区,主卧床区,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,G047,简单,0,labelled,主卧近入口,主卧近入口,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,G047,简单,0,labelled,主卧镜面床尾侧,主卧镜面床尾侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
S9hNv5qa7GM_dbcf0a37c275473094e1160770291679,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,G047,简单,0,labelled,主卧靠侧墙,主卧靠侧墙,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d,S9hNv5qa7GM,valid,卧室,早期争议复核导出.user_type,G047,简单,0,labelled,主卧入口内侧,主卧入口内侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,valid,卫浴,早期争议复核导出.user_type,G057,困难,2,labelled,中央椭圆浴缸主卫,中央椭圆浴缸主卫,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4,VFuaQ6m2Qom,valid,卫浴,早期争议复核导出.user_type,G057,困难,2,labelled,主卫近法式窗,主卫近法式窗,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴|用途不明,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,valid,卫浴,早期争议复核导出.user_type,G057,困难,2,labelled,主卫浴缸窗侧,主卫浴缸窗侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,valid,卫浴,早期争议复核导出.user_type,G057,困难,2,labelled,主卫近淋浴,主卫近淋浴,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,valid,卫浴,早期争议复核导出.user_type,G057,困难,2,labelled,主卫洗手台侧,主卫洗手台侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴|用途不明,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
VFuaQ6m2Qom_f75a440593bb4140b899730917096859,VFuaQ6m2Qom,valid,卫浴,早期争议复核导出.user_type,G057,困难,2,labelled,主卫近入口,主卫近入口,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,test,厨房与用餐,后续41图亲审.current_classification.coarse_type,G078,简单,0,labelled,大餐桌用餐区为主,大餐桌用餐区为主,AI_new_spatial_review,new_original,大餐桌用餐区为主,后续41图亲审.current_classification.focus,烹饪、用餐,特殊用途|用餐,否,supported_component:Z6MFQCViBuw_2008e72476f84104858e908beeac0193,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,0
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,test,厨房与用餐,后续41图亲审.current_classification.coarse_type,G078,简单,0,labelled,餐室边缘为主；餐桌局部可见,餐室边缘为主；餐桌局部可见,AI_new_spatial_review,new_original,餐室边缘为主；餐桌局部可见,后续41图亲审.current_classification.focus,烹饪、用餐,特殊用途|用餐,否,supported_component:Z6MFQCViBuw_2008e72476f84104858e908beeac0193,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,dining,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,0
Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,Z6MFQCViBuw,test,厨房与用餐,后续41图亲审.current_classification.coarse_type,G078,简单,0,labelled,餐桌及餐室围合为主,餐桌及餐室围合为主,AI_new_spatial_review,new_original,餐桌及餐室围合为主,后续41图亲审.current_classification.focus,烹饪、用餐,特殊用途|用餐,否,supported_component:Z6MFQCViBuw_2008e72476f84104858e908beeac0193,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,0
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,test,厨房与用餐,后续41图亲审.current_classification.coarse_type,G078,简单,0,labelled,餐桌区为主,餐桌区为主,AI_new_spatial_review,new_original,餐桌区为主,后续41图亲审.current_classification.focus,烹饪、用餐,特殊用途|用餐,否,supported_component:Z6MFQCViBuw_2008e72476f84104858e908beeac0193,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,test,卧室,早期争议复核导出.user_type,G090,简单,0,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,e9zR4mvMWw7,test,卧室,早期争议复核导出.user_type,G090,简单,0,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,e9zR4mvMWw7,test,卧室,早期争议复核导出.user_type,G090,简单,0,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,e9zR4mvMWw7,test,复合／待定,早期争议复核导出.user_type,G090,简单,0,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,e9zR4mvMWw7,test,卧室,早期争议复核导出.user_type,G090,简单,0,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,e9zR4mvMWw7,test,卧室,早期争议复核导出.user_type,G090,简单,0,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,e9zR4mvMWw7,test,卧室,早期争议复核导出.user_type,G090,简单,0,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,jtcxE69GiFV,valid,卧室,早期争议复核导出.user_type,G109,中等,1,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,1
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,valid,卧室,早期争议复核导出.user_type,G109,中等,1,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,1
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,valid,卧室,早期争议复核导出.user_type,G109,中等,1,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,1
jtcxE69GiFV_87e96c5b923840bc8276d949ff157948,jtcxE69GiFV,valid,卧室,早期争议复核导出.user_type,G109,中等,1,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,1
jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,jtcxE69GiFV,valid,卧室,早期争议复核导出.user_type,G109,中等,1,labelled,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,1
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,G141,中等,1,labelled,会客厅中央,会客厅中央,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲|通行,否,supported_component:pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,G141,中等,1,labelled,沙发区为主,沙发区为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲|通行,否,supported_component:pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
pa4otMbVnkk_867c64cd8f474949bcd87100dc18c2d4,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,G141,中等,1,labelled,红墙会客厅,红墙会客厅,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲|通行,否,supported_component:pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,1
