evidence_stage,base_task_id,reference_registry_sha256,reference_status,registry_status,reference_normalizer_status,eligible_rows,workers,current_registry_public_gt_as_is
C2A_RP_BLOCK1,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK1,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK1,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK1,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK1,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK1,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK1,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK1,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK1,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK1,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK1,zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK1,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK1,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK2,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK2,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK2,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK2,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK2,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,4,4,True
C2A_RP_BLOCK2,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK2,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK2,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK2,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2A_RP_BLOCK2,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2A_RP_BLOCK2,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,19,19,True
C2B,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2B,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,20,20,True
C2B,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,3,3,True
C2B,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,retained_with_post_c2_local_sensitivity_flag,passed,19,19,True
C2B,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,3,3,True
C2B,VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,reference_unavailable,post_c2_researcher_declared_local_gt_issue,passed_but_semantically_unavailable,2,2,False
C2B,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2B,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,reference_unavailable,post_c2_researcher_declared_local_gt_issue,passed_but_semantically_unavailable,2,2,False
C2B,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2B,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2B,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2B,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,3,3,True
C2B,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2B,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,19,19,True
C2B,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,1,1,True
C2B,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
C2B,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,2,2,True
