image_id,building,bi_enclosed_corners,bi_extended_corners,hohonet_corners,gap_bi_enclosed__bi_extended,gap_bi_enclosed__hohonet,gap_bi_enclosed__ulayout_boundary,gap_bi_extended__hohonet,gap_bi_extended__ulayout_boundary,gap_hohonet__ulayout_boundary,rotation_bi_enclosed,rotation_bi_extended,rotation_hohonet,rotation_ulayout_boundary
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,9,9,6,0.0002982878495618735,0.03906329280039911,0.0696925358558469,0.039065581263313165,0.06971015956359183,0.0707117202955061,0.01260062800725222,0.014555865806047952,0.012441628005937067,0.0006634689674835936
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,8,10,8,0.15375705128990336,0.17391079945008614,0.16147653222922465,0.03573938437634516,0.0389036735020617,0.030681943386677624,0.011010693985863481,0.027540911862818263,0.001910003675162845,0.0010529207224497423
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,10,10,8,0.0016551974619598564,0.1409415853452799,0.11131469567839825,0.13992573628942062,0.11000512576024002,0.047707167421506935,0.0183780235680198,0.018714844561549964,0.0021498798069095417,0.0007991388204157864
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,4,4,4,0.0033047060520745575,0.018067333195212254,0.017700450508826515,0.017400224492317706,0.01589522554152123,0.02012133511336356,0.009539275946006417,0.009556624403105599,0.0008542725797790659,0.00032080117048590334
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,6,6,6,0.00036087915213400823,0.035420454916678445,0.035030305196800615,0.03513633316029796,0.03473734504759318,0.014431771405504334,0.014708638721254127,0.01549266939596472,0.0012347389473097066,0.00042552952635381097
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,4,4,6,0.009404957724085117,0.04941239641665551,0.028486317311760656,0.0546547816248657,0.03293950060315509,0.06724550897941939,0.012549239705409073,0.010807855753267112,0.0039649931219779555,0.0018221130729162056
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,4,4,8,0.028997930262085525,0.090313477866655,0.12091093932038999,0.07719859217780611,0.10552892395091185,0.052109153237038575,0.04310792253688126,0.030941637549764867,0.006301018164866094,0.0016922635199794571
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,4,4,4,0.019871365165596733,0.09082609845512213,0.06982358827491708,0.0844742541125787,0.05510376245638848,0.05562987870270664,0.06828010519617345,0.035126708720475776,0.005147634825594549,0.0020472694393607327
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,4,4,6,0.0022282008590942537,0.015317887864699897,0.01896227418109342,0.01466173993084341,0.017891930102659104,0.01218518473269381,0.0068688710584629735,0.005522159632128025,0.0008336547309492071,0.0005329890744224519
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,4,4,4,0.048123955275411134,0.05951267760942669,0.030655912513287475,0.026484444369801352,0.043571302548405466,0.04214811865512236,0.07452828484742831,0.05874619497161034,0.0010490174413881153,0.0020110489532107665
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,4,4,6,0.0008756902105301334,0.019747747388340953,0.019002104328833758,0.019721998477694513,0.018835581809485857,0.01018471881991212,0.040256163896889276,0.040382495728771874,0.001221558358286116,0.0011272415752603404
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,4,4,6,0.02287565896250987,0.14265483362287001,0.06798697167143097,0.14278133604070953,0.06769746870026871,0.08117165132702064,0.04915514314335967,0.04188009612291543,0.002858210704454245,0.0008090113473646262
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,5,8,4,0.11679341932174747,0.0519147995941347,0.07338537985168603,0.0983016751984942,0.05574129368600522,0.057486742941039726,0.0944351910943374,0.10816290605813002,0.0016393808843851259,0.0008977954269937157
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,10,8,10,0.05153112341851995,0.060251312035714544,0.07704792650558168,0.04953865334302676,0.040868518852012814,0.0349545288246742,0.062013750853303184,0.019338375643876898,0.003991603345296506,0.0009415731780309337
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,4,4,4,0.01414706637420482,0.045585319230164956,0.06584292744259113,0.04020574888811346,0.06012608102773842,0.029333636459667467,0.04742509433737041,0.03609361612810902,0.0008602811384098944,0.0009168244711524146
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,4,4,4,0.0026624819778025,0.04765811173263079,0.0704566541006304,0.04537900805051209,0.07008233476952808,0.07797841420995077,0.012187367859659126,0.012313691582625444,0.0039003556657317695,0.0017457845397182241
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,4,4,4,8.246191714433859e-05,0.01135017835240315,0.015004586626324645,0.011333853100865987,0.01498859560399679,0.022550929443370338,0.00553589128206274,0.005225367281695796,0.001384930731382017,0.0008060272601777182
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,4,4,4,0.0006513786560453649,0.023791451619537773,0.015202828843609129,0.024261967323141787,0.015724853883742673,0.014000783081647317,0.005886882423978427,0.005718280883896846,0.0009533752798699021,0.000401043258027219
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,6,6,6,0.0013108653710279805,0.04455816920858702,0.027979994526030616,0.045810624818603096,0.02899887284170921,0.036028032472934624,0.015119742574883466,0.01391011862989111,0.000754530830031408,0.0005150610614040504
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,4,4,4,0.031095473912172267,0.14661333312055724,0.09534182314984374,0.14518481975358133,0.07551803881976837,0.15595653773988627,0.010884525390710461,0.020918469667003576,0.005907694133012916,0.0041592472753810466
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,4,4,4,0.01387655257796161,0.023966904517724097,0.012310439264772377,0.01975231072461181,0.013551700936303646,0.023838454209816673,0.013651556831635622,0.012708611806465616,0.0005302814987682888,0.00039850205782513787
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,6,6,6,0.00039861575045363473,0.016027446210236773,0.040058180720840664,0.01585806720563876,0.04022615321774514,0.04019735787475309,0.014702257900716553,0.011106302470495414,0.0015112034446006506,0.0004911205607825245
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,4,4,4,0.00036117730981977125,0.033769256463814123,0.011896761006796375,0.03358695059259098,0.011986392082685815,0.034570205602421855,0.014867648117788438,0.014724982729369248,0.003158118325924645,0.000671922519753454
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,4,4,4,0.0013469831753356587,0.025565672222388258,0.014465214348109323,0.02516740580255239,0.01364737378300862,0.015951501697473836,0.004951219209515949,0.004026781386936018,0.0011518978275489866,0.0005499308709306557
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,4,4,4,0.0019140892953609656,0.03401551074907205,0.06486671286592538,0.034458508813975275,0.06392427229540842,0.0777506262103832,0.017253788345912773,0.017313310196576743,0.0017719772472798063,0.0012818957540939497
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,8,7,6,0.003467000304681611,0.029843289994702316,0.02575976243084721,0.029698326360720673,0.024993005006626934,0.026588903693960053,0.013701975225369978,0.01315443729680225,0.0012788029252345234,0.00070896388730927
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,10,10,10,0.010342072443778383,0.1771765355914896,0.16642836270848282,0.17595103153718572,0.1668483749818902,0.08572830082520544,0.03575509162149567,0.03275681425559299,0.0029537797082304826,0.001993750488970769
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,4,10,12,0.03288939279234804,0.1413613080204229,0.09887241054076812,0.13265844441050412,0.09491924450001987,0.07830400068518151,0.035253493257447976,0.032648935397758594,0.006052587434121515,0.001935994873184299
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,16,12,12,0.1183451661717716,0.2152886333918972,0.18049973605281633,0.29980462528120044,0.25150447628018546,0.12603627154188068,0.0449380153783426,0.03379668582044282,0.015706356491276236,0.001677734383822756
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,21,20,12,0.004322176790214849,0.05744272129227346,0.08525414758152117,0.058779782299680505,0.08378989728357011,0.06839422213532342,0.029589421554961026,0.022798839416860412,0.007186230697207548,0.001783498334595679
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,10,16,10,0.008419688459294195,0.1217389097621775,0.09034569513249247,0.11728613117021125,0.0852453140621462,0.07073344985505214,0.016270772079382507,0.013723594799906666,0.015819174151663045,0.0012215580270193611
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,4,4,6,0.0044590507723089035,0.017492366576877028,0.018330011524678058,0.015681680550525434,0.016940855901960816,0.024941733749169526,0.01009285082864649,0.005951008441671439,0.002799947282193941,0.0005313488880599829
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,4,6,6,0.09689497610872189,0.10569084721225996,0.05499753182211753,0.012559587273033856,0.11716822365420587,0.12216978978853466,0.017197851919824963,0.01375218156728993,0.002001756002480537,0.0005152090142552801
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,6,6,6,0.009258352906712397,0.023215939568121402,0.03829651885630514,0.025786059539921635,0.0403321981515149,0.041625633640257176,0.024729606076023924,0.03165951138942532,0.0021164911120064023,0.0005724549260337497
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,4,4,4,0.0018062149043014397,0.014668214949309255,0.010693932996622246,0.015262835497188876,0.010800777537635975,0.012198690556714187,0.005345428107640123,0.004807988171441642,0.0007994067406451218,0.00032699190063530575
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,6,6,6,0.00016687380240199,0.03373327909674595,0.06423842297518112,0.03363766459099471,0.06416910422032562,0.057389960767345816,0.018531372065820378,0.018551417371341066,0.0011132509539196385,0.00033154227194472546
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,11,11,6,0.0006445962923971038,0.15229060266609185,0.13298081761075475,0.15240290770506326,0.13328575685811828,0.041999207860029864,0.022199620583559992,0.05793033993593455,0.0013743334778318166,0.00047730730237508884
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,8,8,10,0.0011328426050408735,0.05399290112001964,0.037726545491692964,0.05339754277197439,0.03727346631683759,0.032227799741767704,0.01220487600929221,0.014756244361539514,0.010522115635598203,0.0008447004888023265
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,6,6,6,0.0002696171214844334,0.01975190510414615,0.015041659234004245,0.01965685816952334,0.01509159659084991,0.019101481894105432,0.008540020393965805,0.008911870264826613,0.001319405604784718,0.0003197462384449586
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,6,6,12,0.00044920947971216485,0.07011613109409787,0.02624677868051728,0.06985177739511927,0.026187244179173508,0.07514231924315429,0.014976891916629357,0.015601690971113266,0.00698542770865888,0.0005281466898748866
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,6,6,10,0.0020508442198649,0.04224127457375537,0.045869020233317626,0.042387308819405,0.04711554124035011,0.0346025644161303,0.015294889181661627,0.016877242807654087,0.0025249928689791514,0.0006123271910027187
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,8,8,14,0.0038320178483780554,0.0763021985823148,0.061135582914952136,0.07497543481124336,0.061057758915024074,0.07410080937257368,0.016171207795443638,0.014854633413974047,0.020401529392924018,0.0021159596156810068
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,4,4,4,0.0004809677367626497,0.026388635363041812,0.01940026583161092,0.026131241369966807,0.019671555980811717,0.020043680058413615,0.012248123383639084,0.013957771640568217,0.0021927050902938263,0.0005929658911872915
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,6,6,6,0.00021177016457618603,0.02463083272398281,0.015614490018119098,0.024447309233582293,0.01547079265103768,0.011176387817945388,0.01141016593508067,0.010852785995461836,0.0011849968938717852,0.0003699463457803957
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,9,9,6,0.00022943817550458157,0.022934275427259232,0.017963814209030926,0.02278151483637736,0.017872852341600298,0.01953824667520465,0.0224731817822111,0.02461687479643578,0.003202641121713238,0.00033914146637722037
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,4,4,4,0.0003028476892669163,0.013146252446716855,0.008530348527788001,0.01317145046710344,0.008490205801545359,0.016123371085922433,0.007352960865586973,0.0070686170888402495,0.000979500205154989,0.0002914594222039509
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,13,14,12,0.003968252491416746,0.05653420849064761,0.04168520026136735,0.0587151919097052,0.04114898921738985,0.059083571632421616,0.010762005231071292,0.010351224230302547,0.008686958744190157,0.0032006893753978214
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,4,4,4,0.0024384981578514653,0.05047384889537876,0.06250979075879348,0.05005816306967459,0.0611458701659372,0.0554625292618377,0.010552953961807554,0.009210795935633639,0.0026139014329732793,0.001051282527142039
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,4,4,6,0.000686655760297028,0.044893719107596874,0.036277631660632914,0.04517332208192126,0.036196805689900136,0.03334011405241333,0.008884716455953123,0.01157777655623097,0.0029877981299197462,0.0010622601744362248
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,8,8,4,0.018924388842925355,0.10584188439284303,0.09796871838652466,0.09366309132061323,0.08999795271888567,0.04849332533955342,0.017029240417637242,0.013481331057798621,0.00205665163866268,0.0017997849945771138
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,4,4,4,0.0033741341328599184,0.014623469070056627,0.03701086176227031,0.016729117595799425,0.03681476439699505,0.037924392780013805,0.008581205311737006,0.0093505560001087,0.002387733631161552,0.0007590798165871085
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,6,6,8,0.001461040992824958,0.04081540154987073,0.021393758580726674,0.04009569282356329,0.020618641581065633,0.03796087520120506,0.022482660298182466,0.021674262348579276,0.005721584317608793,0.000834515011224853
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,6,6,4,0.0029970120167228664,0.02749908910054988,0.012918629446431296,0.024653969308547907,0.013266709117850328,0.032962825507337645,0.008343848856205613,0.010260920797200757,0.001168982123123885,0.0005659557303915689
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,6,6,6,0.00045230764143955327,0.0155704699779593,0.02647241570479042,0.01519270258400196,0.026419029444505693,0.031990546052902746,0.01389109605201444,0.013645326371757194,0.0009471324395555388,0.0004917566815109501
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,8,8,10,0.011488816847005756,0.027968056673049135,0.12931627096546194,0.02480314516850113,0.1281578452215245,0.1338682339284739,0.019594762740358984,0.018751744180231362,0.004290011757565604,0.0009615140780663648
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,4,4,4,0.00024448478696148523,0.017910252864498544,0.024473690946959836,0.01774543937939932,0.024470667328628903,0.02219359630579454,0.024092619187932485,0.02726971188630689,0.0010854523891394112,0.0007014128062069099
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,4,4,4,0.00027778271321698966,0.018871552851399187,0.014962131123724798,0.018715241714708286,0.01477315849426053,0.013598394066086539,0.016725906803571593,0.01776161423388382,0.0011471165635292824,0.00034977579473360887
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,4,4,4,9.178054968028704e-05,0.024049888006998588,0.014649792888376423,0.024058366885291393,0.014669977660769606,0.017655742227001392,0.01673640270332366,0.01953106413252248,0.002172129355495711,0.000617563273671388
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,4,7,4,0.18262658185110514,0.014638786139692384,0.05526279928966338,0.1895259119960938,0.16664306244571025,0.04947508583547511,0.013510184429177471,0.0133973258431029,0.002498268395503526,0.0009122706119054266
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,4,4,4,0.00027588746966389355,0.02233809181616697,0.02331723959138443,0.02211849498765872,0.02312429191820564,0.008769220667045774,0.011072134085411708,0.011301373902451969,0.0017589410409459456,0.0004917561979720375
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,4,4,4,0.0008194503089831162,0.020531222907193114,0.018355291897838022,0.020284390984135814,0.018091787850092245,0.01626974065128639,0.021880982086708817,0.0215743826078368,0.0016580949714185185,0.0006196759825202921
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,4,4,4,0.0025333618493195154,0.03532546328276143,0.044959356422493935,0.03521462743313997,0.042626734902765695,0.0430755713203691,0.014706183816233342,0.01474847710126496,0.002586404987741542,0.002579034627885187
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,7,7,6,0.0013709973118125607,0.03565989911902312,0.10826859188399918,0.03436161704275065,0.10718900935476772,0.11457225591075049,0.034156207439060005,0.028851940552510353,0.001976210099292571,0.000790467695886606
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,4,4,4,4.821089748929808e-05,0.01735958983373387,0.018502572863447364,0.017331751218486402,0.01848291344030062,0.010943280617821238,0.01520754990642185,0.015219615598622505,0.0008469225739895503,0.00041598688565724906
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,4,10,6,0.20854530975085206,0.03962602461904019,0.1414593662643081,0.19311462951305758,0.09629698653889551,0.1163191828810538,0.03431247361611567,0.022790948089067637,0.01220216276197672,0.0008037838248785567
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,4,4,4,0.006553487550751247,0.06721740256172237,0.030869019485498472,0.06332537459556364,0.02938181615044899,0.04800430683181989,0.011161692883007316,0.013694483076364746,0.002636122071847602,0.0014213233605631832
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,11,11,10,0.0011707071674521563,0.030988977513708216,0.02497784554513549,0.03000441158385969,0.024225598576619545,0.01726695735152317,0.015002532049623726,0.014275508171181691,0.0019497998224878854,0.0007777873960217822
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,15,13,10,0.02095989412807464,0.13974847750851938,0.11695077594046832,0.14916327746501945,0.13206547829398385,0.19583282338590247,0.07940987663933004,0.07844125516815563,0.016146533868076147,0.0008246813424139798
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,12,12,10,0.014090677708347266,0.03191783156160377,0.04109113170203127,0.024779184748774163,0.04639500031016719,0.040936103084913134,0.014310863461745482,0.01601314876919213,0.0018624519472812222,0.0005843326362562721
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,6,6,6,0.002247524103063059,0.010827670550132229,0.019133076200522736,0.010088561569411403,0.019501446934328204,0.024154313358254464,0.004032980606838654,0.0047654332014800405,0.0006954763998445745,0.0005757670759373168
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,6,6,6,0.004515512582235481,0.0254637228037099,0.012712663159227588,0.02112599030235629,0.016284762908949757,0.02568970607680121,0.011572530345727694,0.014643784580914384,0.0012982517544209242,0.00046965105622887027
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,6,9,6,0.17646382981628728,0.13027203660982756,0.21361332183003723,0.18201538960004493,0.055362504427445614,0.17324412538359746,0.05724201803109615,0.1495798179595181,0.0026160973956176337,0.0006725820594815449
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,4,4,4,8.127480074993088e-05,0.04131113935428454,0.035957926042487265,0.04136261552771536,0.03600816950079344,0.022906897055743447,0.016031901006424893,0.016938411754643907,0.002478719211772784,0.0006387770830679577
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,4,4,4,0.002298090012050502,0.010111569746922067,0.011422233372773483,0.010097184169344797,0.012044709783843865,0.01456939111499278,0.00657525365707512,0.007815340865786244,0.0005793986334747073,0.0003751633670151892
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,12,12,4,0.0006765195394056178,0.2166860053962978,0.23256630465329742,0.21720982271764655,0.23300263920941144,0.12790732787174708,0.02338057180356584,0.023393197091100104,0.006681162765024395,0.0009264857273055815
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,4,4,4,0.006280180794530854,0.06196984589129939,0.016423972309322576,0.05995182951560474,0.015089112625402912,0.05637966813214301,0.0038959941863393097,0.0065712671030653995,0.0008588607678598296,0.0026604718362678303
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,4,4,4,0.0010152776973745281,0.04886143570412438,0.007554768805171697,0.049766891253811285,0.00761455907282127,0.050408074135254055,0.005277599090397637,0.004965233213794569,0.00048371058736803213,0.00042106769927015747
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,10,8,6,0.03580834493912499,0.03253874998112849,0.07564234167054429,0.03405212937260571,0.046069719038368095,0.07228072039751832,0.017118402189078563,0.012621554896478204,0.0013495148790703497,0.0003624287908962816
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,6,6,6,0.004553025883150874,0.04430042198247586,0.18537266992333623,0.04126680476391087,0.18455337171221076,0.1926785045399888,0.022101202414597638,0.02309685748436785,0.001001227708761765,0.0006889560123597057
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,4,4,6,0.002855375524881687,0.03141140547032217,0.027086731063401204,0.031752092355235795,0.027401860560025915,0.015428959767358252,0.006339733167628259,0.006080123978922547,0.0011604032768292027,0.00041552271888582276
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,11,13,6,0.011866277921134372,0.07911914923818719,0.10073288505008327,0.06984589911129069,0.10832608284043,0.14086636365679506,0.028100192510785438,0.022601456408334702,0.0010138793036641447,0.0009569075209652592
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,6,6,8,2.5407233697816167e-05,0.07959579402954742,0.14392457592002628,0.07960407592844998,0.14393665799171074,0.1689255980080535,0.03320022598027639,0.033179800921647996,0.05664636856317188,0.00115303521887918
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,8,8,4,0.0029714737488414356,0.02860254559570674,0.032029432877426656,0.026608710455718887,0.03133582787111422,0.044026167001135263,0.01928982981844222,0.01963032566084962,0.001104633994675086,0.00038609284400274263
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,4,4,4,4.880230288761833e-05,0.034263425051489826,0.02147927439452435,0.03422646129121032,0.02148733559404048,0.03543352836656777,0.012742314595055185,0.012745254567178158,0.001117971819959207,0.0004781346528399677
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,6,8,8,0.07604333605907765,0.018851411682099695,0.05386907789637574,0.07636856684601279,0.08707937700845447,0.06006561192754456,0.010973529608587107,0.014587259435788424,0.0011753500326352102,0.0007315974347672505
