image_id,building_id,threshold,pointset_n,q_valid_n,q_invalid_n,complete_q_coverage,partition_scope,full_image_status,partition_status,cluster_count,cluster_membership_json,candidate_partitions_json,enumeration_truncated,partition_search_nodes,clique_search_nodes,task_crowd_structure_status,structure_reason,candidate_partition_count,singleton_clusters,supported_m2_clusters,supported_m3_clusters,point_view,mode
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,0.85,26,25,1,False,q_valid_subset_only,unknown_invalid_geometry,unique,6.0,"[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""36afcf88229ada00"", ""40ac299ba105fdef""], [""356a21e60e73bd14""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]","[[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""36afcf88229ada00"", ""40ac299ba105fdef""], [""356a21e60e73bd14""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]]",False,12,31,supported_multimodal,unique_complete_link_partition,1,3.0,3.0,2.0,confirmed_additions,with_workers
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,0.8,26,25,1,False,q_valid_subset_only,unknown_invalid_geometry,unique,6.0,"[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""36afcf88229ada00"", ""40ac299ba105fdef""], [""356a21e60e73bd14""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]","[[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""36afcf88229ada00"", ""40ac299ba105fdef""], [""356a21e60e73bd14""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]]",False,12,31,supported_multimodal,unique_complete_link_partition,1,3.0,3.0,2.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.975,25,24,1,False,q_valid_subset_only,unknown_invalid_geometry,not_evaluable,,[],"[[[""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76""], [""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6""], [""6751bda596ab6aa3"", ""9c8fbc4acb8cacca""], [""0def5b6fa7a8c943""], [""2385c7af67eeea4e""], [""4556c580e92894d6""], [""55515d4fbe62f3d7""], [""57c9e6d18d1e8441""], [""680d9cdf96eaadf7""], [""90b4dd7e59f67c16""], [""9fc7e8e2d9d6bcc3""], [""d98e0f6e768e3029""], [""e6cf4672ca0a98e0""], [""ea3d5e0fe3227ffd""], [""f3dddcec6bd52333""], [""f89be7fd70fc65db""]], [[""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76""], [""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6""], [""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca""], [""0def5b6fa7a8c943""], [""2385c7af67eeea4e""], [""4556c580e92894d6""], [""55515d4fbe62f3d7""], [""57c9e6d18d1e8441""], [""6751bda596ab6aa3""], [""90b4dd7e59f67c16""], [""9fc7e8e2d9d6bcc3""], [""d98e0f6e768e3029""], [""e6cf4672ca0a98e0""], [""ea3d5e0fe3227ffd""], [""f3dddcec6bd52333""], [""f89be7fd70fc65db""]]]",False,34,39,not_evaluable,non_unique_complete_link_partition,2,,,,no_imputation,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.95,25,24,1,False,q_valid_subset_only,unknown_invalid_geometry,not_evaluable,,[],"[[[""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76""], [""55515d4fbe62f3d7"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca""], [""90b4dd7e59f67c16"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6"", ""e6cf4672ca0a98e0""], [""4556c580e92894d6"", ""ea3d5e0fe3227ffd""], [""0def5b6fa7a8c943""], [""57c9e6d18d1e8441""], [""9fc7e8e2d9d6bcc3""], [""d98e0f6e768e3029""], [""f3dddcec6bd52333""], [""f89be7fd70fc65db""]], [[""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76""], [""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca"", ""d98e0f6e768e3029""], [""90b4dd7e59f67c16"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6"", ""e6cf4672ca0a98e0""], [""4556c580e92894d6"", ""ea3d5e0fe3227ffd""], [""0def5b6fa7a8c943""], [""55515d4fbe62f3d7""], [""57c9e6d18d1e8441""], [""9fc7e8e2d9d6bcc3""], [""f3dddcec6bd52333""], [""f89be7fd70fc65db""]]]",False,23,34,not_evaluable,non_unique_complete_link_partition,2,,,,no_imputation,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.925,25,24,1,False,q_valid_subset_only,unknown_invalid_geometry,unique,9.0,"[[""55515d4fbe62f3d7"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca"", ""d98e0f6e768e3029""], [""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76""], [""90b4dd7e59f67c16"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6"", ""e6cf4672ca0a98e0""], [""9fc7e8e2d9d6bcc3"", ""f89be7fd70fc65db""], [""4556c580e92894d6"", ""ea3d5e0fe3227ffd""], [""f3dddcec6bd52333""], [""57c9e6d18d1e8441""], [""0def5b6fa7a8c943""]]","[[[""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76""], [""55515d4fbe62f3d7"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca"", ""d98e0f6e768e3029""], [""90b4dd7e59f67c16"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6"", ""e6cf4672ca0a98e0""], [""4556c580e92894d6"", ""ea3d5e0fe3227ffd""], [""9fc7e8e2d9d6bcc3"", ""f89be7fd70fc65db""], [""0def5b6fa7a8c943""], [""57c9e6d18d1e8441""], [""f3dddcec6bd52333""]]]",False,18,33,supported_multimodal,unique_complete_link_partition,1,3.0,6.0,4.0,no_imputation,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.9,25,24,1,False,q_valid_subset_only,unknown_invalid_geometry,unique,9.0,"[[""55515d4fbe62f3d7"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca"", ""d98e0f6e768e3029""], [""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76""], [""90b4dd7e59f67c16"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6"", ""e6cf4672ca0a98e0""], [""9fc7e8e2d9d6bcc3"", ""f89be7fd70fc65db""], [""4556c580e92894d6"", ""ea3d5e0fe3227ffd""], [""f3dddcec6bd52333""], [""57c9e6d18d1e8441""], [""0def5b6fa7a8c943""]]","[[[""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76""], [""55515d4fbe62f3d7"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca"", ""d98e0f6e768e3029""], [""90b4dd7e59f67c16"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6"", ""e6cf4672ca0a98e0""], [""4556c580e92894d6"", ""ea3d5e0fe3227ffd""], [""9fc7e8e2d9d6bcc3"", ""f89be7fd70fc65db""], [""0def5b6fa7a8c943""], [""57c9e6d18d1e8441""], [""f3dddcec6bd52333""]]]",False,18,33,supported_multimodal,unique_complete_link_partition,1,3.0,6.0,4.0,no_imputation,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.85,25,24,1,False,q_valid_subset_only,unknown_invalid_geometry,unique,8.0,"[[""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76"", ""f3dddcec6bd52333""], [""55515d4fbe62f3d7"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca"", ""d98e0f6e768e3029""], [""90b4dd7e59f67c16"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6"", ""e6cf4672ca0a98e0""], [""9fc7e8e2d9d6bcc3"", ""f89be7fd70fc65db""], [""4556c580e92894d6"", ""ea3d5e0fe3227ffd""], [""57c9e6d18d1e8441""], [""0def5b6fa7a8c943""]]","[[[""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76"", ""f3dddcec6bd52333""], [""55515d4fbe62f3d7"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca"", ""d98e0f6e768e3029""], [""90b4dd7e59f67c16"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6"", ""e6cf4672ca0a98e0""], [""4556c580e92894d6"", ""ea3d5e0fe3227ffd""], [""9fc7e8e2d9d6bcc3"", ""f89be7fd70fc65db""], [""0def5b6fa7a8c943""], [""57c9e6d18d1e8441""]]]",False,16,32,supported_multimodal,unique_complete_link_partition,1,2.0,6.0,4.0,no_imputation,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.8,25,24,1,False,q_valid_subset_only,unknown_invalid_geometry,unique,8.0,"[[""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76"", ""f3dddcec6bd52333""], [""55515d4fbe62f3d7"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca"", ""d98e0f6e768e3029""], [""90b4dd7e59f67c16"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6"", ""e6cf4672ca0a98e0""], [""9fc7e8e2d9d6bcc3"", ""f89be7fd70fc65db""], [""4556c580e92894d6"", ""ea3d5e0fe3227ffd""], [""57c9e6d18d1e8441""], [""0def5b6fa7a8c943""]]","[[[""2385c7af67eeea4e"", ""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76"", ""f3dddcec6bd52333""], [""55515d4fbe62f3d7"", ""6751bda596ab6aa3"", ""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca"", ""d98e0f6e768e3029""], [""90b4dd7e59f67c16"", ""a283ac338d10b499"", ""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""164460ea4b39a74c"", ""68f273f5934bd5d6"", ""e6cf4672ca0a98e0""], [""4556c580e92894d6"", ""ea3d5e0fe3227ffd""], [""9fc7e8e2d9d6bcc3"", ""f89be7fd70fc65db""], [""0def5b6fa7a8c943""], [""57c9e6d18d1e8441""]]]",False,16,32,supported_multimodal,unique_complete_link_partition,1,2.0,6.0,4.0,no_imputation,with_workers
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,0.975,26,24,2,False,q_valid_subset_only,unknown_invalid_geometry,unique,11.0,"[[""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""a334e15731106e5e"", ""ac36f041bfa78190""], [""10617301d542a20b"", ""1a2d29b10c49284d""], [""d623e23c25ff6f17""], [""36afcf88229ada00""], [""356a21e60e73bd14""], [""acf66ab0eca22cc1""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""], [""6d05edefd05793bc""], [""add487ea63e9bb01""]]","[[[""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""a334e15731106e5e"", ""ac36f041bfa78190""], [""10617301d542a20b"", ""1a2d29b10c49284d""], [""356a21e60e73bd14""], [""36afcf88229ada00""], [""6d05edefd05793bc""], [""acf66ab0eca22cc1""], [""add487ea63e9bb01""], [""ccd2f1a9e269cf14""], [""d623e23c25ff6f17""], [""ec4505b0e4744e4e""]]]",False,21,31,supported_multimodal,unique_complete_link_partition,1,8.0,3.0,2.0,no_imputation,with_workers
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,0.95,26,24,2,False,q_valid_subset_only,unknown_invalid_geometry,unique,6.0,"[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""36afcf88229ada00""], [""356a21e60e73bd14""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]","[[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""356a21e60e73bd14""], [""36afcf88229ada00""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]]",False,12,30,supported_multimodal,unique_complete_link_partition,1,4.0,2.0,2.0,no_imputation,with_workers
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,0.925,26,24,2,False,q_valid_subset_only,unknown_invalid_geometry,unique,6.0,"[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""36afcf88229ada00""], [""356a21e60e73bd14""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]","[[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""356a21e60e73bd14""], [""36afcf88229ada00""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]]",False,12,30,supported_multimodal,unique_complete_link_partition,1,4.0,2.0,2.0,no_imputation,with_workers
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,0.9,26,24,2,False,q_valid_subset_only,unknown_invalid_geometry,unique,6.0,"[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""36afcf88229ada00""], [""356a21e60e73bd14""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]","[[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""356a21e60e73bd14""], [""36afcf88229ada00""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]]",False,12,30,supported_multimodal,unique_complete_link_partition,1,4.0,2.0,2.0,no_imputation,with_workers
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,0.85,26,24,2,False,q_valid_subset_only,unknown_invalid_geometry,unique,6.0,"[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""36afcf88229ada00""], [""356a21e60e73bd14""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]","[[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""356a21e60e73bd14""], [""36afcf88229ada00""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]]",False,12,30,supported_multimodal,unique_complete_link_partition,1,4.0,2.0,2.0,no_imputation,with_workers
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,0.8,26,24,2,False,q_valid_subset_only,unknown_invalid_geometry,unique,6.0,"[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""36afcf88229ada00""], [""356a21e60e73bd14""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]","[[[""10617301d542a20b"", ""1a2d29b10c49284d"", ""1bba99ddd10d5cc3"", ""3192a4c34488ebef"", ""364426d6af6cf0a6"", ""51e9663a6ed29c7f"", ""a6e17f93d9114eac"", ""acf66ab0eca22cc1"", ""add487ea63e9bb01"", ""ae0d0995727e574c"", ""ae6d6070e397641b"", ""cd8b1dfaf95e7319""], [""0541cfefecf4d012"", ""0615e35bd4e08e07"", ""1e45c715efe04bf6"", ""1fa12b6cb64cfe27"", ""6d05edefd05793bc"", ""a334e15731106e5e"", ""ac36f041bfa78190"", ""d623e23c25ff6f17""], [""356a21e60e73bd14""], [""36afcf88229ada00""], [""ccd2f1a9e269cf14""], [""ec4505b0e4744e4e""]]]",False,12,30,supported_multimodal,unique_complete_link_partition,1,4.0,2.0,2.0,no_imputation,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.975,24,24,0,True,all_pointset_responses,non_unique,not_evaluable,,[],"[[[""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76""], [""164460ea4b39a74c"", ""68f273f5934bd5d6""], [""3a772c253f77d4b7"", ""90b4dd7e59f67c16""], [""6751bda596ab6aa3"", ""9c8fbc4acb8cacca""], [""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""0def5b6fa7a8c943""], [""2385c7af67eeea4e""], [""4556c580e92894d6""], [""55515d4fbe62f3d7""], [""57c9e6d18d1e8441""], [""680d9cdf96eaadf7""], [""9fc7e8e2d9d6bcc3""], [""d98e0f6e768e3029""], [""e6cf4672ca0a98e0""], [""ea3d5e0fe3227ffd""], [""f3dddcec6bd52333""], [""f89be7fd70fc65db""]], [[""3d53a4f071f870cb"", ""842bcbbca90674ae"", ""870b797b2c22b194"", ""ebf6a238abbded76""], [""164460ea4b39a74c"", ""68f273f5934bd5d6""], [""3a772c253f77d4b7"", ""90b4dd7e59f67c16""], [""680d9cdf96eaadf7"", ""9c8fbc4acb8cacca""], [""caa6d658732cb9af"", ""df9f72a9643f2a2e""], [""0def5b6fa7a8c943""], [""2385c7af67eeea4e""], [""4556c580e92894d6""], [""55515d4fbe62f3d7""], [""57c9e6d18d1e8441""], [""6751bda596ab6aa3""], [""9fc7e8e2d9d6bcc3""], [""d98e0f6e768e3029""], [""e6cf4672ca0a98e0""], [""ea3d5e0fe3227ffd""], [""f3dddcec6bd52333""], [""f89be7fd70fc65db""]]]",False,34,39,not_evaluable,non_unique_complete_link_partition,2,,,,confirmed_additions,without_workers
