image_id,condition,building,family,a_workers,b_workers,a_n,b_n,a_supported,b_supported,pooled_supported,a_core_tail,b_core_tail,pooled_core_tail,pooled_late_new,description
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,Q,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,16,1,2,2,0.958333333333,0.541666666667,0.833333333333,0.256944444444,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,QB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,16,1,2,2,0.958333333333,0.541666666667,0.833333333333,0.256944444444,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,QS,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,1,2,0.541666666667,0.958333333333,0.833333333333,0.256944444444,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,QSB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,1,2,0.541666666667,0.958333333333,0.833333333333,0.256944444444,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,QT,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,2,2,0.208333333333,0.625,0.666666666667,0.225,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,QTB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,2,2,0.208333333333,0.625,0.666666666667,0.225,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,QTSB,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,2,2,0.208333333333,0.625,0.666666666667,0.225,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,S,W028;W029;W030;W037,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W031;W032;W033;W034;W035;W036,4,20,0,1,2,0,1,0.833333333333,0.256944444444,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,1,2,0.541666666667,0.958333333333,0.833333333333,0.256944444444,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,T,W001;W002;W006;W010;W011;W013;W017;W021,W008;W015;W018;W027;W028;W029;W030;W032;W033;W036;W037,8,11,1,2,2,0.708333333333,0.291666666667,0.666666666667,0.225,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,TB,W002;W006;W010;W011;W013;W017;W021,W001;W008;W015;W018;W027;W028;W029;W030;W032;W033;W036;W037,7,12,1,2,2,1,0.458333333333,0.666666666667,0.225,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,TS,W001;W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W033,W027;W028;W029;W030;W032;W036;W037,12,7,1,2,2,1,0.0416666666667,0.666666666667,0.225,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,TSB,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W033,W001;W027;W028;W029;W030;W032;W036;W037,11,8,1,2,2,1,0,0.666666666667,0.225,other
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,quality_time_edit,W001;W029;W030;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,4,15,1,2,2,0.208333333333,0.625,0.666666666667,0.225,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,B,W001;W012;W029;W031;W034;W035,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W030;W032;W033;W036;W037,6,18,2,2,5,0,0.916666666667,0.291666666667,0.125,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,Q,W002;W008;W013;W015;W017;W018;W027;W028;W033;W036,W001;W006;W010;W011;W012;W014;W021;W029;W030;W031;W032;W034;W035;W037,10,14,1,4,5,1,0,0.291666666667,0.125,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,QB,W001;W012;W029;W031;W034;W035,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W030;W032;W033;W036;W037,6,18,2,2,5,0,0.916666666667,0.291666666667,0.125,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,QS,W001;W012;W031;W034;W035,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W032;W033;W036;W037,5,19,1,3,5,0.166666666667,0.708333333333,0.291666666667,0.125,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,QSB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,5,1,0.0416666666667,0.291666666667,0.125,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,QT,W008;W015;W017;W018;W027;W028;W030;W033;W036,W001;W002;W006;W010;W011;W013;W021;W029;W032;W037,9,10,1,2,3,1,0.0833333333333,0.666666666667,0.133333333333,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,QTB,W001;W029;W030;W032;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W033;W036,5,14,1,2,3,0.0416666666667,0.916666666667,0.666666666667,0.133333333333,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,QTS,W001;W002;W006;W010;W011;W013;W021,W008;W015;W017;W018;W027;W028;W029;W030;W032;W033;W036;W037,7,12,2,2,3,0,0.625,0.666666666667,0.133333333333,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,QTSB,W001;W029;W030;W032;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W033;W036,5,14,1,2,3,0.0416666666667,0.916666666667,0.666666666667,0.133333333333,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,S,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,W006;W008;W010;W012;W013;W017;W018;W028;W029;W030;W031;W034;W037,11,13,2,3,5,0.708333333333,0.25,0.291666666667,0.125,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,5,1,0.0416666666667,0.291666666667,0.125,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,T,W001;W002;W006;W010;W011;W013;W017;W021,W008;W015;W018;W027;W028;W029;W030;W032;W033;W036;W037,8,11,2,2,3,0,0.25,0.666666666667,0.133333333333,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,TB,W002;W006;W010;W011;W013;W021,W001;W008;W015;W017;W018;W027;W028;W029;W030;W032;W033;W036;W037,6,13,2,2,3,0,0.625,0.666666666667,0.133333333333,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,TS,W001;W002;W006;W008;W010;W011;W013;W015;W017;W018;W021,W027;W028;W029;W030;W032;W033;W036;W037,11,8,2,2,3,0.5,0.0416666666667,0.666666666667,0.133333333333,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,TSB,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W028;W033,W001;W027;W029;W030;W032;W036;W037,12,7,2,2,3,0.708333333333,0,0.666666666667,0.133333333333,other
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,quality_time_edit,W001;W029;W030;W032;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W033;W036,5,14,1,2,3,0.0416666666667,0.916666666667,0.666666666667,0.133333333333,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,B,W001;W012;W029;W031;W034;W035,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W030;W032;W033;W036;W037,6,18,1,3,3,0.25,0.208333333333,0.416666666667,0.0416666666667,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,Q,W001;W011;W012;W013;W014;W028;W029;W032;W033;W034;W035;W037,W002;W006;W008;W010;W015;W017;W018;W021;W027;W030;W031;W036,12,12,2,3,3,0.458333333333,0,0.416666666667,0.0416666666667,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,QB,W001;W012;W014;W029;W030;W031;W032;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W033;W036,10,14,3,3,3,0,0.291666666667,0.416666666667,0.0416666666667,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,QS,W001;W011;W012;W013;W014;W028;W029;W030;W032;W033;W034;W035;W036;W037,W002;W006;W008;W010;W015;W017;W018;W021;W027;W031,14,10,2,2,3,0.458333333333,0.25,0.416666666667,0.0416666666667,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,QSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,16,2,3,3,0,0.5,0.416666666667,0.0416666666667,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,QT,W028;W029;W032;W033;W034;W035;W036;W037,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W030;W031,8,15,1,3,3,1,0.208333333333,0.333333333333,0.0486111111111,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,QTB,W001;W012;W029;W031;W032;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W030;W033;W036,8,15,1,3,3,0.625,0.375,0.333333333333,0.0486111111111,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,QTS,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W031,W027;W028;W029;W030;W032;W033;W034;W035;W036;W037,13,10,2,1,3,0.291666666667,0.916666666667,0.333333333333,0.0486111111111,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,QTSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,15,2,3,3,0,0.291666666667,0.333333333333,0.0486111111111,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,S,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,W006;W008;W010;W012;W013;W017;W018;W028;W029;W030;W031;W034;W037,11,13,2,2,3,0.833333333333,0.291666666667,0.416666666667,0.0416666666667,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,3,2,3,0.5,0,0.416666666667,0.0416666666667,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,T,W001;W002;W006;W010;W012;W013;W017;W018;W021;W030,W008;W011;W015;W027;W028;W029;W031;W032;W033;W034;W035;W036;W037,10,13,2,1,3,0.0833333333333,1,0.333333333333,0.0486111111111,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,TB,W001;W012;W029;W031;W034;W035,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W030;W032;W033;W036;W037,6,17,1,3,3,0.25,0.291666666667,0.333333333333,0.0486111111111,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,TS,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,11,12,1,2,3,1,0,0.333333333333,0.0486111111111,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,TSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,8,15,2,3,3,0,0.291666666667,0.333333333333,0.0486111111111,other
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,quality_time_edit,W002;W006;W010;W011;W013;W015;W017;W018;W021;W027,W001;W008;W012;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,10,13,3,2,3,0.0833333333333,0.375,0.333333333333,0.0486111111111,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,B,W001;W012;W029;W031;W034;W035,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W030;W032;W033;W036;W037,6,18,1,2,4,0.25,0.583333333333,0.458333333333,0.138888888889,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,Q,W002;W008;W013;W015;W017;W018;W027;W028;W033;W036,W001;W006;W010;W011;W012;W014;W021;W029;W030;W031;W032;W034;W035;W037,10,14,1,3,4,1,0.125,0.458333333333,0.138888888889,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,QB,W001;W012;W029;W031;W034;W035,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W030;W032;W033;W036;W037,6,18,1,2,4,0.25,0.583333333333,0.458333333333,0.138888888889,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,QS,W001;W012;W031;W034;W035,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W032;W033;W036;W037,5,19,1,3,4,0.125,0.625,0.458333333333,0.138888888889,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,QSB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,4,0.625,0.0416666666667,0.458333333333,0.138888888889,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,QT,W008;W015;W017;W018;W027;W028;W030;W033;W036,W001;W002;W006;W010;W011;W013;W021;W029;W032;W037,9,10,1,2,3,1,0.291666666667,0.333333333333,0.191666666667,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,QTB,W001;W029;W030;W032;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W033;W036,5,14,1,1,3,0.0416666666667,1,0.333333333333,0.191666666667,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,QTS,W001;W002;W006;W010;W011;W013;W021,W008;W015;W017;W018;W027;W028;W029;W030;W032;W033;W036;W037,7,12,1,3,3,1,0.166666666667,0.333333333333,0.191666666667,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,QTSB,W001;W029;W030;W032;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W033;W036,5,14,1,1,3,0.0416666666667,1,0.333333333333,0.191666666667,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,S,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,W006;W008;W010;W012;W013;W017;W018;W028;W029;W030;W031;W034;W037,11,13,2,2,4,0.25,0.416666666667,0.458333333333,0.138888888889,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W032;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,16,8,2,2,4,0.625,0.0416666666667,0.458333333333,0.138888888889,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,T,W001;W002;W006;W010;W011;W013;W017;W021,W008;W015;W018;W027;W028;W029;W030;W032;W033;W036;W037,8,11,1,3,3,1,0,0.333333333333,0.191666666667,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,TB,W002;W006;W010;W011;W013;W021,W001;W008;W015;W017;W018;W027;W028;W029;W030;W032;W033;W036;W037,6,13,1,3,3,1,0.166666666667,0.333333333333,0.191666666667,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,TS,W001;W002;W006;W008;W010;W011;W013;W015;W017;W018;W021,W027;W028;W029;W030;W032;W033;W036;W037,11,8,1,3,3,1,0,0.333333333333,0.191666666667,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,TSB,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W028;W033,W001;W027;W029;W030;W032;W036;W037,12,7,1,2,3,1,0,0.333333333333,0.191666666667,other
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,B6ByNegPMKs,quality_time_edit,W001;W029;W030;W032;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W033;W036,5,14,1,1,3,0.0416666666667,1,0.333333333333,0.191666666667,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,B,W001;W012;W029;W031;W034;W035,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W030;W033;W036;W037,6,17,2,4,5,0,0.125,0.208333333333,0.180555555556,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,Q,W001;W011;W012;W013;W014;W028;W029;W033;W034;W035;W037,W002;W006;W008;W010;W015;W017;W018;W021;W027;W030;W031;W036,11,12,3,4,5,0.125,0,0.208333333333,0.180555555556,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,QB,W001;W012;W014;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W033;W036,9,14,2,4,5,0.25,0.0416666666667,0.208333333333,0.180555555556,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,QS,W001;W011;W012;W013;W014;W028;W029;W030;W033;W034;W035;W036;W037,W002;W006;W008;W010;W015;W017;W018;W021;W027;W031,13,10,3,4,5,0.25,0,0.208333333333,0.180555555556,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,QSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W033;W036,8,15,2,4,5,0.0416666666667,0.291666666667,0.208333333333,0.180555555556,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,QT,W028;W029;W033;W034;W035;W036;W037,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W030;W031,7,15,2,4,5,0.0833333333333,0.0416666666667,0.333333333333,0.194444444444,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,QTB,W001;W012;W029;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W030;W033;W036,7,15,2,4,5,0.0416666666667,0.0833333333333,0.333333333333,0.194444444444,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,QTS,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W031,W027;W028;W029;W030;W033;W034;W035;W036;W037,13,9,4,2,5,0.125,0.333333333333,0.333333333333,0.194444444444,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,QTSB,W001;W012;W029;W030;W031;W034;W035;W037,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W033;W036,8,14,2,4,5,0.0416666666667,0.0416666666667,0.333333333333,0.194444444444,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,S,W001;W002;W011;W014;W015;W021;W027;W033;W035;W036,W006;W008;W010;W012;W013;W017;W018;W028;W029;W030;W031;W034;W037,10,13,4,2,5,0,0.375,0.208333333333,0.180555555556,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,SB,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W033;W036,W001;W012;W029;W030;W031;W034;W035;W037,15,8,4,2,5,0.291666666667,0.0416666666667,0.208333333333,0.180555555556,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,T,W001;W002;W006;W010;W012;W013;W017;W018;W021;W030,W008;W011;W015;W027;W028;W029;W031;W033;W034;W035;W036;W037,10,12,2,2,5,0.333333333333,0.375,0.333333333333,0.194444444444,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,TB,W001;W012;W029;W031;W034;W035,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W030;W033;W036;W037,6,16,2,4,5,0,0.25,0.333333333333,0.194444444444,other
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,B6ByNegPMKs,TS,W011;W015;W027;W028;W029;W030;W033;W035;W036;W037,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,10,12,2,3,5,0.458333333333,0.25,0.333333333333,0.194444444444,other
