image_id,building_id,split,population_role,image_url,image_url_provenance,local_image_source,room_instance_id,room_identity_status,region_class_values_json,room_mapping_status,coordinate_width,coordinate_height
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,7y3sRwLe3Va,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64.jpg,public_GT_import,data/mp3d_layout/test/img/7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df.jpg,public_GT_import,data/mp3d_layout/test/img/7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67.jpg,public_GT_import,data/mp3d_layout/test/img/7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_53d54b73e58940019b731673e65c1902.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,val,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,"[""3""]",region_class_only,1024,512
UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,UwV83HsGsw3,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.jpg,public_GT_import,data/mp3d_layout/test/img/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.png,,unknown_not_inferred_from_building_or_class,"[""11""]",region_class_only,1024,512
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,"[""8""]",region_class_only,1024,512
UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,UwV83HsGsw3,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.jpg,public_GT_import,data/mp3d_layout/test/img/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.png,,unknown_not_inferred_from_building_or_class,"[""11""]",region_class_only,1024,512
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.jpg,public_GT_import,data/mp3d_layout/test/img/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,"[""8""]",region_class_only,1024,512
UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,UwV83HsGsw3,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.jpg,public_GT_import,data/mp3d_layout/test/img/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.png,,unknown_not_inferred_from_building_or_class,"[""12""]",region_class_only,1024,512
