code,image_id,condition,stage,id,worker,count,view,cut,cluster,cluster_size,N,n_same_count_others,close_neighbors,pair_source
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,split_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,split_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,split_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,split_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,split_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_fixed,3.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_fixed,3.0,1,2,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_fixed,3.0,2,1,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_fixed,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_fixed,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_fixed,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,split_cyclic,3.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,split_cyclic,3.0,1,2,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,split_cyclic,3.0,2,1,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,split_cyclic,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,split_cyclic,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,split_cyclic,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,split_cyclic,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,split_cyclic,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,split_cyclic,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,split_cyclic,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,split_cyclic,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,split_cyclic,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_cyclic,3.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_cyclic,3.0,1,2,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_cyclic,3.0,2,1,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_cyclic,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_cyclic,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_cyclic,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_cyclic,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_cyclic,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_cyclic,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_cyclic,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_cyclic,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_cyclic,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,split_free,3.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,split_free,3.0,1,2,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,split_free,3.0,2,1,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,split_free,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,split_free,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,split_free,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,split_free,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,split_free,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,split_free,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,split_free,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,split_free,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,split_free,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_free,3.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_free,3.0,1,2,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_free,3.0,2,1,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_free,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_free,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_free,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_free,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_free,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_free,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bound_free,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bound_free,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bound_free,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,top_fixed,3.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,top_fixed,3.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,top_fixed,3.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,top_fixed,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,top_fixed,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,top_fixed,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,top_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,top_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,top_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,top_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,top_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,top_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bottom_fixed,3.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bottom_fixed,3.0,1,2,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bottom_fixed,3.0,2,1,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bottom_fixed,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bottom_fixed,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bottom_fixed,6.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bottom_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bottom_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bottom_fixed,9.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,b7ad646fe3dc3b0d378e,W008,8,bottom_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,3651a92290f6ddca5577,W031,8,bottom_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,C2-A-RP,17be19782ab6f1fa54ca,W034,8,bottom_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,8bdb2a37829bea126cde,W008,8,count_only,0.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,06925f70038be9cf6628,W031,8,count_only,0.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,022a2edfc36f1862ff6d,W034,8,count_only,0.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,8bdb2a37829bea126cde,W008,8,split_fixed,3.0,1,1,3,2,0,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,06925f70038be9cf6628,W031,8,split_fixed,3.0,2,1,3,2,0,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,022a2edfc36f1862ff6d,W034,8,split_fixed,3.0,3,1,3,2,0,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,8bdb2a37829bea126cde,W008,8,split_fixed,6.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,06925f70038be9cf6628,W031,8,split_fixed,6.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,022a2edfc36f1862ff6d,W034,8,split_fixed,6.0,2,1,3,2,0,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,8bdb2a37829bea126cde,W008,8,split_fixed,9.0,1,2,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,06925f70038be9cf6628,W031,8,split_fixed,9.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,022a2edfc36f1862ff6d,W034,8,split_fixed,9.0,2,1,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,8bdb2a37829bea126cde,W008,8,split_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,06925f70038be9cf6628,W031,8,split_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,022a2edfc36f1862ff6d,W034,8,split_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,8bdb2a37829bea126cde,W008,8,bound_fixed,3.0,1,1,3,2,0,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,06925f70038be9cf6628,W031,8,bound_fixed,3.0,2,1,3,2,0,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,022a2edfc36f1862ff6d,W034,8,bound_fixed,3.0,3,1,3,2,0,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,8bdb2a37829bea126cde,W008,8,bound_fixed,6.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,06925f70038be9cf6628,W031,8,bound_fixed,6.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,022a2edfc36f1862ff6d,W034,8,bound_fixed,6.0,2,1,3,2,0,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,8bdb2a37829bea126cde,W008,8,bound_fixed,9.0,1,2,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,06925f70038be9cf6628,W031,8,bound_fixed,9.0,1,2,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,022a2edfc36f1862ff6d,W034,8,bound_fixed,9.0,2,1,3,2,1,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,8bdb2a37829bea126cde,W008,8,bound_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,C2-A-RP,06925f70038be9cf6628,W031,8,bound_fixed,12.0,1,3,3,2,2,conditional_unique_x_assignment
