id,code,worker,condition,route,role,ordinal,point_index,x,y
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,split,top,1,1,121.24581724581725,155.51093951093952
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,split,top,2,3,379.55212355212353,155.51093951093952
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,split,top,3,5,644.4478764478764,156.82882882882882
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,split,top,4,7,896.164736164736,159.46460746460747
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,split,bottom,1,2,122.56370656370656,371.64478764478764
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,split,bottom,2,4,380.8700128700129,375.59845559845564
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,split,bottom,3,6,643.1299871299872,375.59845559845564
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,split,bottom,4,8,896.164736164736,374.2805662805663
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,bound,top,1,1,121.24581724581725,155.51093951093952
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,bound,bottom,1,2,122.56370656370656,371.64478764478764
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,bound,top,2,3,379.55212355212353,155.51093951093952
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,bound,bottom,2,4,380.8700128700129,375.59845559845564
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,bound,top,3,5,644.4478764478764,156.82882882882882
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,bound,bottom,3,6,643.1299871299872,375.59845559845564
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,bound,top,4,7,896.164736164736,159.46460746460747
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,W017,manual,bound,bottom,4,8,896.164736164736,374.2805662805663
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,split,top,1,1,121.90476190476188,157.8345864661654
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,split,top,2,4,382.3959899749373,156.55137844611528
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,split,top,3,5,645.453634085213,157.8345864661654
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,split,top,4,8,896.9624060150376,160.40100250626566
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,split,bottom,1,2,121.90476190476188,373.4135338345865
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,split,bottom,2,3,381.1127819548872,374.69674185463657
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,split,bottom,3,6,642.8872180451128,375.9799498746867
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,split,bottom,4,7,896.9624060150376,374.6967418546367
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,bound,top,1,1,121.90476190476188,157.8345864661654
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,bound,bottom,1,2,121.90476190476188,373.4135338345865
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,bound,top,2,4,382.3959899749373,156.55137844611528
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,bound,bottom,2,3,381.1127819548872,374.69674185463657
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,bound,top,3,5,645.453634085213,157.8345864661654
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,bound,bottom,3,6,642.8872180451128,375.9799498746867
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,bound,top,4,8,896.9624060150376,160.40100250626566
b86432f92a43add3,7y3sRwLe3Va-04,W018,manual,bound,bottom,4,7,896.9624060150376,374.6967418546367
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,split,top,1,1,121.90476190476188,157.8345864661654
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,split,top,2,4,382.3959899749373,156.55137844611528
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,split,top,3,5,645.453634085213,157.8345864661654
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,split,top,4,8,896.9624060150376,160.40100250626566
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,split,bottom,1,2,121.90476190476188,373.4135338345865
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,split,bottom,2,3,381.1127819548872,374.69674185463657
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,split,bottom,3,6,642.8872180451128,375.9799498746867
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,split,bottom,4,7,896.9624060150376,374.6967418546367
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,bound,top,1,1,121.90476190476188,157.8345864661654
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,bound,bottom,1,2,121.90476190476188,373.4135338345865
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,bound,top,2,4,382.3959899749373,156.55137844611528
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,bound,bottom,2,3,381.1127819548872,374.69674185463657
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,bound,top,3,5,645.453634085213,157.8345864661654
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,bound,bottom,3,6,642.8872180451128,375.9799498746867
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,bound,top,4,8,896.9624060150376,160.40100250626566
f5958e31992e703a,7y3sRwLe3Va-04,W002,manual,bound,bottom,4,7,896.9624060150376,374.6967418546367
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,split,top,1,1,123.6233250931997,160.05386931639694
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,split,top,2,3,380.9250138526819,158.0001552107273
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,split,top,3,5,645.5061588338245,160.3615929178369
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,split,top,4,7,897.2129629073912,162.39148649907537
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,split,bottom,1,2,121.26250225880266,376.06914622558776
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,split,bottom,2,4,381.61999327282706,378.5751529009694
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,split,bottom,3,6,645.5061588338245,378.5751529009694
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,split,bottom,4,8,897.2129629073912,375.53031252911177
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,bound,top,1,1,123.6233250931997,160.05386931639694
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,bound,bottom,1,2,121.26250225880266,376.06914622558776
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,bound,top,2,3,380.9250138526819,158.0001552107273
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,bound,bottom,2,4,381.61999327282706,378.5751529009694
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,bound,top,3,5,645.5061588338245,160.3615929178369
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,bound,bottom,3,6,645.5061588338245,378.5751529009694
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,bound,top,4,7,897.2129629073912,162.39148649907537
9130e3a10b708f2c,7y3sRwLe3Va-04,W021,manual,bound,bottom,4,8,897.2129629073912,375.53031252911177
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,split,top,1,1,128.3526170798898,157.9724517906336
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,split,top,2,3,378.0055096418733,155.15151515151516
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,split,top,3,5,644.5840220385675,155.15151515151516
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,split,top,4,7,895.6473829201102,157.9724517906336
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,split,bottom,1,2,128.3526170798898,375.18457300275475
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,split,bottom,2,4,378.0055096418733,376.59504132231405
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,split,bottom,3,6,644.5840220385675,376.59504132231405
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,split,bottom,4,8,895.6473829201102,375.18457300275475
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,bound,top,1,1,128.3526170798898,157.9724517906336
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,bound,bottom,1,2,128.3526170798898,375.18457300275475
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,bound,top,2,3,378.0055096418733,155.15151515151516
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,bound,bottom,2,4,378.0055096418733,376.59504132231405
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,bound,top,3,5,644.5840220385675,155.15151515151516
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,bound,bottom,3,6,644.5840220385675,376.59504132231405
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,bound,top,4,7,895.6473829201102,157.9724517906336
2099f09dd0969482,7y3sRwLe3Va-04,W027,manual,bound,bottom,4,8,895.6473829201102,375.18457300275475
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,split,top,1,7,122.8101910357858,159.14431334993392
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,split,top,2,1,380.54132458840866,156.71334228920657
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,split,top,3,3,646.8624421584398,157.73917783215077
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,split,top,4,5,895.4742741076826,159.97860951750488
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,split,bottom,1,8,122.8101910357858,376.54446817265324
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,split,bottom,2,2,380.54132458840866,378.56104492428295
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,split,bottom,3,4,646.8624421584398,374.9155580265318
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,split,bottom,4,6,895.4742741076827,373.34877953059635
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,bound,top,1,7,122.8101910357858,159.14431334993392
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,bound,bottom,1,8,122.8101910357858,376.54446817265324
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,bound,top,2,1,380.54132458840866,156.71334228920657
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,bound,bottom,2,2,380.54132458840866,378.56104492428295
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,bound,top,3,3,646.8624421584398,157.73917783215077
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,bound,bottom,3,4,646.8624421584398,374.9155580265318
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,bound,top,4,5,895.4742741076826,159.97860951750488
3040d441f80810e4,7y3sRwLe3Va-04,W028,manual,bound,bottom,4,6,895.4742741076827,373.34877953059635
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,split,top,1,1,121.6353591160221,161.23756906077347
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,split,top,2,3,396.0220994475138,161.23756906077347
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,split,top,3,5,643.5359116022099,159.8232044198895
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,split,top,4,7,899.5359116022099,165.48066298342542
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,split,bottom,1,2,121.6353591160221,373.3922651933702
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,split,bottom,2,4,396.0220994475138,376.2209944751381
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,split,bottom,3,6,643.5359116022099,377.6353591160221
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,split,bottom,4,8,899.5359116022099,371.9779005524862
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,bound,top,1,1,121.6353591160221,161.23756906077347
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,bound,bottom,1,2,121.6353591160221,373.3922651933702
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,bound,top,2,3,396.0220994475138,161.23756906077347
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,bound,bottom,2,4,396.0220994475138,376.2209944751381
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,bound,top,3,5,643.5359116022099,159.8232044198895
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,bound,bottom,3,6,643.5359116022099,377.6353591160221
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,bound,top,4,7,899.5359116022099,165.48066298342542
be7a92e1f36d2292,7y3sRwLe3Va-04,W029,manual,bound,bottom,4,8,899.5359116022099,371.9779005524862
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,split,top,1,8,121.5479674796748,158.1788617886179
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,split,top,2,5,386.28943089430896,161.5089430894309
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,split,top,3,4,646.0357723577235,163.1739837398374
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,split,top,4,1,897.4569105691057,164.8390243902439
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,split,bottom,1,7,123.2130081300813,374.6341463414634
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,split,bottom,2,6,382.9593495934959,377.9642276422764
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,split,bottom,3,3,649.3658536585366,372.9691056910569
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,split,bottom,4,2,892.4617886178862,374.6341463414634
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,bound,top,1,8,121.5479674796748,158.1788617886179
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,bound,bottom,1,7,123.2130081300813,374.6341463414634
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,bound,top,2,5,386.28943089430896,161.5089430894309
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,bound,bottom,2,6,382.9593495934959,377.9642276422764
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,bound,top,3,4,646.0357723577235,163.1739837398374
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,bound,bottom,3,3,649.3658536585366,372.9691056910569
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,bound,top,4,1,897.4569105691057,164.8390243902439
674ea0b8b27fa7c7,7y3sRwLe3Va-04,W030,manual,bound,bottom,4,2,892.4617886178862,374.6341463414634
9c964b13299f32cb,7y3sRwLe3Va-04,W031,manual,split,top,1,7,122.78354710253403,157.40765108444367
9c964b13299f32cb,7y3sRwLe3Va-04,W031,manual,split,top,2,5,381.7475997713606,155.5186734367124
9c964b13299f32cb,7y3sRwLe3Va-04,W031,manual,split,top,3,3,646.2044704537417,158.35213990830934
