stage,language_cohort,base_task_id,planned_task_id,import_path,import_sha256,model_version,prediction_count,prediction_payload_sha256,prediction_geometry_hash,initialization_artifact_id,runtime_project_id,runtime_task_id,runtime_export_path,runtime_export_sha256,original_runtime_export_path,original_runtime_export_sha256,runtime_embedded_prediction_match_count,canonical_annotation_count,binding_basis,binding_status,source_presence_interpretation,diagnostic_pre_stage3,development_only,scientific_conclusion_prohibited,formal_profile_frozen,reviewer_policy_frozen,main_launch_authorized
P1,en,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,493,D:\Work\HOHONET\import_json\stage1_prescreen_foreign_https_20260609\stage1_prescreen_semi_import_v5_foreign_https.json,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,HoHoNet_stage1_prescreen_v5,1,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,init:p1:3eebc8bd469ed2435ca4,40,3161,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,12,12,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,en,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,synthetic::legacy_disjoint_source_004_over_parsing,D:\Work\HOHONET\import_json\stage1_prescreen_foreign_https_20260609\stage1_prescreen_semi_import_v5_foreign_https.json,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,HoHoNet_stage1_prescreen_v5,1,7ab830d0acf90ec688d6f8dee4a179e151cfeb732328bf7e8d8b1139174219b6,832c5261c5cbd25ce23bc0417faebd74508fe7c94f8959ca749063bb7379a860,init:p1:7ab830d0acf90ec688d6,40,3172,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,12,12,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,en,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,668,D:\Work\HOHONET\import_json\stage1_prescreen_foreign_https_20260609\stage1_prescreen_semi_import_v5_foreign_https.json,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,HoHoNet_stage1_prescreen_v5,1,9e9132bc6a5ea4532017b3130384afb943a749b69cd7bead0a27b70587932e2a,658cb9bb85de5ed24ba4b9c6ec11c71488b96e723c30185b4d26455511315046,init:p1:9e9132bc6a5ea4532017,40,3163,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,12,12,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,en,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,477,D:\Work\HOHONET\import_json\stage1_prescreen_foreign_https_20260609\stage1_prescreen_semi_import_v5_foreign_https.json,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,HoHoNet_stage1_prescreen_v5,1,85d09fc1acdcc7e934d2c0dfcf240a836e3f5a0015a4e9b2118de01a13e8060e,ea75adc9b942a93be20e6eb80cba8f23c7fee86bb2e0f0273f62e1a2b4e77a89,init:p1:85d09fc1acdcc7e934d2,40,3166,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,12,12,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,en,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,573,D:\Work\HOHONET\import_json\stage1_prescreen_foreign_https_20260609\stage1_prescreen_semi_import_v5_foreign_https.json,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,HoHoNet_stage1_prescreen_v5,1,c99636c7ea6fa0a9fe939024341711595f32c9a860ab024c2e403f3f875d9b18,5ef844c743c44a9a1851f0661c397c19545d1e9a0815f4533f7150da26c58ea7,init:p1:c99636c7ea6fa0a9fe93,40,3159,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,12,12,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,en,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,576,D:\Work\HOHONET\import_json\stage1_prescreen_foreign_https_20260609\stage1_prescreen_semi_import_v5_foreign_https.json,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,HoHoNet_stage1_prescreen_v5,1,c4fe804ce114a8099d1c390444196949ca25b03b49a3357c4f142b07d323383f,67bf4aeeea6169fb3226a7b3d6777e4ae8ed4ada2e5cba23746618c42431fabf,init:p1:c4fe804ce114a8099d1c,40,3160,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,12,12,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,en,wc2JMjhGNzB_77962388887942148ee65c2892600e02,572,D:\Work\HOHONET\import_json\stage1_prescreen_foreign_https_20260609\stage1_prescreen_semi_import_v5_foreign_https.json,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,HoHoNet_stage1_prescreen_v5,1,66add23370efe2eaf40e337804f1ac305ad8fe18a2d41cbd166dd661b23caefe,e9d9dc0323f8c0123c8d3b64e5a026fadd258cf620685236be22039f2b2a8680,init:p1:66add23370efe2eaf40e,40,3158,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,12,12,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,en,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,577,D:\Work\HOHONET\import_json\stage1_prescreen_foreign_https_20260609\stage1_prescreen_semi_import_v5_foreign_https.json,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,HoHoNet_stage1_prescreen_v5,1,3b195310f0426a8502100258e7e6e541ce1f710cccc3cade5674cda840b36230,79030ccf52161325aab20d3741bd623e7448808588da0ccb60f398321ebdd3db,init:p1:3b195310f0426a850210,40,3162,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,D:\Work\HOHONET\export_label\stage1_English\project-40-at-2026-06-28-05-14-bb74a057.json,1ce8a32e5708aa87c11f4e9957efebccd183b60e6d12066ceee69ce87d763305,12,12,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,synthetic::legacy_disjoint_source_011_corner_drift,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,509c41111a2f853c44ed0cad96738a929bb31167ef0d3bead393ae6a15ccd57e,53d83472e88bbc2f04e55ca4297453aac3b5b0b13e76ac069331161614c3fee4,init:p1:509c41111a2f853c44ed,29,3095,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,15,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,505,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,4ba64bd7750a6321df940d65db998bc03abcdadc49b822f1fed132467920163c,919c7cb425e44ca10d454b314c8a2cbba38ba5b9f5a51a4a99a33900444dafe7,init:p1:4ba64bd7750a6321df94,29,3092,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,B6ByNegPMKs_75327de9719945aa8b893a6404667884,synthetic::legacy_disjoint_source_003_corner_drift,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,7546183fb1c73281d9e982caa323bbdeae9cc16d64c600d23bc23cb04f2077cf,3378cee4b4ceb55760b1814f9dd0c90c99a23568c63cf13633e295c915dc39b5,init:p1:7546183fb1c73281d9e9,29,3096,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,501,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,c5066d8401c8800d9c88cb31ab054b4b0784055656e3f67529cd4d1314b18883,9d75d27aa8f9fe9a4002f9c774b00506411b78e3673309de414818f3ea6d3b5d,init:p1:c5066d8401c8800d9c88,29,3084,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,synthetic::legacy_disjoint_source_006_corner_duplicate,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,703e49deb5292e3eb97b7a27a87b0d9f977dad658cb7a21f5cde45d4abd82a13,347adbe9d929497f3d3b4d2a6dd39fbd5ab6593dd247f148be5a1b15e3c12d33,init:p1:703e49deb5292e3eb97b,29,3097,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
P1,zh,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,625,D:\Work\HOHONET\import_json\stage1_prescreen_final_20260325\stage1_prescreen_semi_import_v5.json,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,HoHoNet_stage1_prescreen_v5,1,bd071297cf74315ad5196f59bf6d50be1d251c6df567e7cf6bb0c12299cab3e5,f6afaf60cf6342f18b88307320378149d34f2a962972015a6b70b7e9e9ba8f95,init:p1:bd071297cf74315ad519,29,3093,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,14,14,base_task_id+language_cohort+runtime_project/task+canonical_annotation+prediction_payload_sha256,recovered_unique_crosswalk_and_sha,source_present_consumer_previously_unbound,true,true,true,false,false,false
