task_id,base_task_id,bucket_dir,family_dir,priority_flag,review_note_flag,default_eligible,final_scope_alias,final_scope_binary,geometry_gold_ready,scope_gold_ready,adjudication_status,final_gold_source,final_geometry_source,legacy_txt_role,poly_residue_flag,export_snapshot
554,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,非常简单,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
555,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,玻璃,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
556,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,非常简单,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
559,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,纹理弱 纯色墙,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
562,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,遮挡明显,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
564,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,遮挡明显,special_review,True,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
567,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,玻璃,low_priority,True,False,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
569,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,纹理弱 纯色墙,special_review,True,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
570,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,拼接缝及拉伸,special_review,True,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
578,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,遮挡明显,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,True,project-20-at-2026-03-27-14-57-e66c6481.json
614,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,纹理弱 纯色墙,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
630,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,非常简单,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
635,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,遮挡明显,low_priority,True,False,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
670,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,拼接缝及拉伸,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
676,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,遮挡明显,low_priority,True,False,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
677,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,遮挡明显,special_review,True,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
687,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,拼接缝及拉伸,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
696,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,遮罩,low_priority,True,False,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
697,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,玻璃,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
707,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,遮挡明显,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,True,project-20-at-2026-03-27-14-57-e66c6481.json
711,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,遮罩,special_review,True,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
714,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,玻璃,special_review,True,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
717,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,遮挡明显,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,semi,角点错位,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
475,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,semi,模型预标注失败,low_priority,True,False,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
477,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,角点重复,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,True,project-20-at-2026-03-27-14-57-e66c6481.json
492,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,模型标注质量好,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,True,project-20-at-2026-03-27-14-57-e66c6481.json
493,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,跨门扩张,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,跨门扩张,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
501,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,模型标注质量好,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
505,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,过度解析,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
568,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,模型标注质量好,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
572,wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,模型标注质量好,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
573,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,模型标注质量好,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
574,wc2JMjhGNzB_e7d38d204e374f6b8300c5a559a768e9,semi,过度解析,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
576,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,模型标注质量好,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
577,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,跨门扩张,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
579,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,semi,漏标,default,False,False,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,semi,跨门扩张,special_review,True,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
625,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,角点错位,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,semi,漏标,special_review,True,False,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
668,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,跨门扩张,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,semi,过度解析,default,False,True,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
712,wc2JMjhGNzB_40ea4145b9e946aab5d56de3ce179c8e,semi,漏标,low_priority,True,False,normal,in_scope,True,True,final_adjudicated_gold,user_verified_project20_export,ls_canonical_geometry,legacy_mp3d_reference,False,project-20-at-2026-03-27-14-57-e66c6481.json
