stage,base_task_id,condition,worker_count,annotation_count,source_artifact,source_sha256
C1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,7,7,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,6,6,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,23,23,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,4,4,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
C1,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,5,5,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
