source_export,project_id,ls_runtime_task_id,planned_project_name,planned_inner_id,task_code,task_id,base_task_id,dataset_group,condition,image,title,planned_mapping_status,runtime_binding_status
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\04b95b86ef77_project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3192,C1_anchor_all,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.jpg,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\04b95b86ef77_project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3193,C1_anchor_all,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.jpg,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3194,C1_core_all,1,B-001,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.jpg,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3195,C1_core_all,2,B-002,473,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9.jpg,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3196,C1_core_all,3,B-003,487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.jpg,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3197,C1_core_all,4,B-004,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.jpg,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3198,C1_core_all,5,B-005,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.jpg,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3199,C1_core_all,6,B-006,542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.jpg,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3200,C1_core_all,7,B-007,535,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.jpg,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3201,C1_core_all,8,B-008,695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e.jpg,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3202,C1_core_all,9,B-009,597,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347.jpg,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3203,C1_core_all,10,B-010,710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47.jpg,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3204,C1_core_all,11,B-011,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.jpg,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3205,C1_core_all,12,B-012,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089.jpg,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3206,C1_core_all,13,B-013,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.jpg,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3207,C1_core_all,14,B-014,613,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd.jpg,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3208,C1_core_all,15,B-015,587,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.jpg,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3209,C1_core_all,16,B-016,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3210,C1_core_all,17,B-017,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.jpg,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3211,C1_core_all,18,B-018,652,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d.jpg,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3212,C1_core_all,19,B-019,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d.jpg,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3213,C1_core_all,20,B-020,465,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.jpg,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3214,C1_core_all,21,B-021,479,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.jpg,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3215,C1_core_all,22,B-022,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.jpg,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3216,C1_core_all,23,B-023,713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.jpg,Z6MFQCViBuw_2008e72476f84104858e908beeac0193.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3217,C1_core_all,24,B-024,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3218,C1_core_all,25,B-025,594,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257.jpg,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3219,C1_core_all,26,B-026,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.jpg,B6ByNegPMKs_7018ca302c584d0d85024187f3568460.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3220,C1_core_all,27,B-027,602,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.jpg,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3221,C1_core_all,28,B-028,503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211.jpg,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3222,C1_core_all,29,B-029,656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e.jpg,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3223,C1_core_all,30,B-030,698,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.jpg,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.jpg,planned_import_order,bound_from_export_and_planned_mapping
analysis_results\c1_a_rehearsal_post_scope_20260801_v10\c1_precloseout_rehearsal_20260801_7fcacc5c2d6c_72c54377_794bb747\raw_snapshots\exports\f20c24a83f22_project-67-at-2026-07-30-13-01-f5126135.json,67,3224,C1_core_all,31,B-031,605,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,Calibration_core,manual,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.jpg,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.jpg,planned_import_order,bound_from_export_and_planned_mapping
