schema_version,canonical_annotation_id,annotation_id,worker_id,base_task_id,condition,canonical_eligible,assignment_provenance,outside_assignment_disposition_applied,outside_assignment_process_override,formal_assignment_eligible,process_eligible,process_exclusion_reason,independence_eligible,independence_exclusion_reason,scope_eligible,scope_exclusion_reason,gt_reference_eligible,gt_reference_exclusion_reason,peer_reference_eligible,structural_attribution_eligible,geometry_structurally_computable,gt_score_computable,scope_reference_eligible,scope_reference_exclusion_reason,gt_primary_analysis_eligible,gt_primary_analysis_exclusion_reason,peer_analysis_eligible,peer_analysis_exclusion_reason,loo_medoid_analysis_eligible,loo_medoid_analysis_exclusion_reason,strict_loo_analysis_eligible,strict_loo_analysis_exclusion_reason,time_analysis_eligible,semi_correction_analysis_eligible,predictive_validity_analysis_eligible,routing_feature_analysis_eligible,legacy_role,formal_use_allowed,structural_opportunity_eligible,structural_opportunity_exclusion_reason,rule_version,source_sha256
assignment_evidence_v2,27d6bc8646fb2b446424,6349,32,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,48a03efd0568d764b14c,5804,33,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,23f6609f87c66a85d17b,6055,34,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,9971c6aae0055fa67213,5923,35,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,f447db699b5c09a195ce,5994,36,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,4f044fa1f2070a2eeaa3,5864,37,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,d9c1add75dab8315cd34,5829,27,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,2de8896d2c2ea564fd37,5766,28,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,42264e54a01908d81bbe,6362,29,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,acb3d20a4fb6e211d3b1,6000,30,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,b7393a16aa19bd7f1989,5939,31,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,88b2b69f04caf44309bc,6350,32,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,93cf3ac259facb9e83dc,5805,33,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,c53730832245059ca129,6044,34,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,0e09f3e9552514dbad74,5924,35,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,45865dabe049ebace6d2,5995,36,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,432c6ebaa6bb7a54b3a9,5865,37,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,cbd801dc08d6ed3f53b9,5852,27,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,a8f02e5f6ff661b1a6ea,5767,28,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,7554850145efa35545ae,6420,29,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,4cec1169f91d22cfd064,6001,30,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,87633c987c28cc7b24da,5942,31,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,e41654f88d1993dc3e61,6351,32,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,94b9a12a91240fae6082,5806,33,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,d07650e36d67becee157,6056,34,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,c8ea10e8b26d4fa2d90b,5925,35,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,ad5f99c1a3eb5c22dcef,5996,36,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,0b276bc0087988e64912,5866,37,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,f155c5b328bfdbe59187,5850,27,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,00df94cb0e7cc21280ba,5768,28,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,1d1473ea45cef547d01e,6421,29,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,4203b3767e3303cffd5c,6002,30,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,063a5ec4d91eccc8b4c3,5943,31,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,8b3873aaa11c92de279f,6352,32,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,511d41c2a1ae8135d56a,5807,33,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,1892d2228413184cfbd6,6045,34,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,b341f546633829a990db,5926,35,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,90b1682c716df1046edd,5997,36,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,74ec5ab0599eaeaf4719,5867,37,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,98f815cef49de82c7449,5851,27,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
assignment_evidence_v2,eb7401f8c6a2d74124c0,5769,28,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,original_assignment,False,False,True,True,,True,,True,,True,,True,True,True,True,True,,True,,True,,True,,True,,False,False,True,True,strict_sensitivity,False,True,,geometry_peer_candidate_v1,102fa248595f0cf94491e81c18ca264e5a49b468d27383a9f12e99404745cd77
