image_id,condition,building,n_observed,n_valid,n_excluded,total_clusters,supported_clusters,singletons,singleton_share,supported_share,largest_share,point_count_disagreement,within_cluster_median,sizes_descending,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,min_sub80_jaccard,review_draft_grade,review_draft_reason,full_p_by_8,core10_p_by_19,full_tail_no_gate,core_tail_10,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,grade_v1,status_v1,cut,doubletons,effective_modes_simpson,entropy_bits,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,supported_point_counts,source_split,scene_category,scene_source,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_function_primary,main_function_primary_source,review_status,reviewed_grade,full_requested8_exceeds_n,core_requested19_exceeds_n,expert_tag,comment_json,selection_record_json,display_group,group_comment,source,use
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,Z6MFQCViBuw,5,5,0,2,1,1,0.2,0.8,0.8,0,0.0575182402261,4;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0.75,1,0,0.645,0.0225,0.0433333333333,0,0,0.2355,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,厨房与用餐,后续41图亲审.current_classification.coarse_type,大餐桌用餐区为主,大餐桌用餐区为主,AI_new_spatial_review,new_original,大餐桌用餐区为主,后续41图亲审.current_classification.focus,烹饪、用餐,特殊用途|用餐,否,supported_component:Z6MFQCViBuw_2008e72476f84104858e908beeac0193,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,简单,"{""note"": """"}","{""group"": ""G078"", ""image_id"": ""Z6MFQCViBuw_2008e72476f84104858e908beeac0193"", ""number"": 2, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G078,较简单,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,Z6MFQCViBuw,4,4,0,1,1,0,0,1,1,0,0.000842867407285,4,1,0,False,1,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,1,1,1,0,0,0,0,0,0,simple,assigned_observed_early,,,,,,,,,,test,厨房与用餐,后续41图亲审.current_classification.coarse_type,大餐桌用餐区为主,大餐桌用餐区为主,AI_new_spatial_review,new_original,大餐桌用餐区为主,后续41图亲审.current_classification.focus,烹饪、用餐,特殊用途|用餐,否,supported_component:Z6MFQCViBuw_2008e72476f84104858e908beeac0193,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,简单,"{""note"": """"}","{""group"": ""G078"", ""image_id"": ""Z6MFQCViBuw_2008e72476f84104858e908beeac0193"", ""number"": 2, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G078,较简单,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,24,24,0,3,3,0,0,1,0.791666666667,0.228260869565,0.0226903944883,19;3;2,0.986842105263,0.684210526316,True,0.944024334734,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.485,0.7,0.7,0.0025,0.00833333333333,0.0025,0.0148080843206,0.08,0.08,,stable_outside_three_tier_limits,,,,,,,,,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,简单,"{""note"": """"}","{""group"": ""G090"", ""image_id"": ""e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8"", ""number"": 3, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G090,较简单,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,jtcxE69GiFV,6,6,0,2,2,0,0,1,0.5,0,0.0610239239447,3;3,0.75,0.888888888889,True,0.662903225806,,short_horizon_or_unconfirmed_multi_pattern,0.525,0.525,0,0,0,0,0,0.21925,0.2,0.2,,limited_horizon_or_order_sensitive,,,,,,,,,,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,中等,"{""note"": """"}","{""group"": ""G109"", ""image_id"": ""jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037"", ""number"": 5, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G109,"这图semi标的不好,而且人工标 部分地方他们可能会忽略,造成歧义",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,jtcxE69GiFV,1,1,0,1,0,1,1,0,1,,,1,,0,False,,,too_few_valid_people,,,,,,,,,,,,insufficient_people,,,,,,,,,,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,中等,"{""note"": """"}","{""group"": ""G109"", ""image_id"": ""jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99"", ""number"": 17, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G109,"这图semi标的不好,而且人工标 部分地方他们可能会忽略,造成歧义",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,pa4otMbVnkk,3,3,0,2,1,1,0.333333333333,0.666666666667,0.666666666667,0.666666666667,0.0429611475528,2;1,1,0,False,,,too_few_valid_people,,,,,,,,,,,,insufficient_people,,,,,,,,,,valid,起居与休闲,早期争议复核导出.user_type,会客厅中央,会客厅中央,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲|通行,否,supported_component:pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,中等,"{""note"": """"}","{""group"": ""G141"", ""image_id"": ""pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a"", ""number"": 17, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G141,"中等难度,突出的墙体这有很多人会忽略",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,rPc6DW4iMge,23,23,0,3,2,1,0.0434782608696,0.95652173913,0.782608695652,0.0869565217391,0.0429578969865,18;4;1,1,0.763888888889,True,0.856961734782,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.745,0.72,0.84,0.0341666666667,0.03875,0.0341666666667,0.0182380245958,0.0936166007906,0.0695454545455,,stable_outside_three_tier_limits,,,,,,,,,,test,卧室,早期争议复核导出.user_type,床头靠衣柜侧,床头靠衣柜侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep+storage,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,简单,"{""note"": """"}","{""group"": ""G165"", ""image_id"": ""rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd"", ""number"": 15, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G165,较简单,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,uNb9QFRL6hY,23,23,0,4,3,1,0.0434782608696,0.95652173913,0.782608695652,0,0.0305360896987,18;2;2;1,0.915065441381,0.972222222222,True,0.672481843416,,cluster_recovery_under_80pct_subsets_insufficient;not_automatically_difficult,0,0.22,0.245,0.315,0.0458333333334,0.0404166666667,0,0.0209163415632,0.109604743083,0.0853636363636,,order_sensitive_or_other_trajectory,,,,,,,,,,test,卧室,早期争议复核导出.user_type,睡眠为主,睡眠为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,中等,"{""note"": """"}","{""group"": ""G179"", ""image_id"": ""uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e"", ""number"": 8, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G179,10优先级稍低,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,uNb9QFRL6hY,5,5,0,3,1,2,0.4,0.6,0.6,0.7,0.0726186934161,3;1;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0.445,0.825,0,0.17,0.3725,0.418333333333,0.3725,0,0.357,0.105,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卫浴,早期争议复核导出.user_type,洗漱为主；浴缸次要,洗漱为主；浴缸次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,困难,"{""note"": ""这图可能不至于 不收敛,但是确实较难""}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab"", ""number"": 26, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": ""这图可能不至于 不收敛,但是确实较难"", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,uNb9QFRL6hY,5,5,0,4,1,3,0.6,0.4,0.4,0.7,0.0627485123536,2;1;1;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0,0.6,0,0.085,0.625,0.695,0.35,0,0.471,0.27,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卧室,早期争议复核导出.user_type,卧室床区与入口共同呈现；入口比其他视点更突出,卧室床区与入口共同呈现；入口比其他视点更突出,AI_new_spatial_review,new_original,,未有人工作答,,卧室|通行,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,中等,"{""note"": ""现有标注已经出现了不同的标注方法了,但是我觉得就3种左右的分歧,但是基本上是可以收敛的""}","{""group"": ""G179"", ""image_id"": ""uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd"", ""number"": 29, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""中等"", ""note"": ""现有标注已经出现了不同的标注方法了,但是我觉得就3种左右的分歧,但是基本上是可以收敛的"", ""legacy_review"": null}",G179,10优先级稍低,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,uNb9QFRL6hY,5,5,0,2,1,1,0.2,0.8,0.8,0.4,0.0312724166825,4;1,1,0,False,1,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,0.815,1,0,0.545,0.21,0.181666666666,0.21,0,0.2455,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,起居与休闲,早期争议复核导出.user_type,会客为主,会客为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,中等,"{""note"": """"}","{""group"": ""G172"", ""image_id"": ""uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62"", ""number"": 40, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G172,这个房间中等难度,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,uNb9QFRL6hY,4,4,0,2,1,1,0.25,0.75,0.75,0.5,0,3;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0.77,1,0,0.485,0.23,0.2425,0.23,0,0.25,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,起居与休闲,早期争议复核导出.user_type,会客为主,会客为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,中等,"{""note"": """"}","{""group"": ""G172"", ""image_id"": ""uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62"", ""number"": 40, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G172,这个房间中等难度,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,uNb9QFRL6hY,23,23,0,6,4,2,0.0869565217391,0.913043478261,0.391304347826,0.624505928854,0.0397319751544,9;7;3;2;1;1,0.974637681159,0.703703703704,True,0.907497085463,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.335,0.47,0.535,0.0641666666668,0.0658333333334,0.0641666666668,0.00463916261613,0.191185770751,0.154114718615,,stable_outside_three_tier_limits,,,,,,,,,,test,起居与休闲,早期争议复核导出.user_type,会客为主,会客为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,中等,"{""note"": """"}","{""group"": ""G172"", ""image_id"": ""uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97"", ""number"": 45, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G172,这个房间中等难度,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,uNb9QFRL6hY,24,23,1,10,4,6,0.260869565217,0.739130434783,0.304347826087,0.624505928854,0.0491924691421,7;6;2;2;1;1;1;1;1;1,0.930272108844,0.857142857143,True,0.678761061947,,singleton_rich_boundary;not_automatically_difficult,0,0.2,0.04,0.345,0.1325,0.144583333333,0.0491666666668,0.00887504746715,0.262015810277,0.173258032001,,invalid_response_evidence,,,,,,,,,,test,卫浴,后续41图亲审.current_classification.coarse_type,洗漱／淋浴为主；前室次要,洗漱／淋浴为主；前室次要,AI_new_spatial_review,new_original,洗漱／淋浴为主；前室次要,后续41图亲审.current_classification.focus,卫浴,储藏家务|卫浴|通行,否,supported_component:uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,中等,"{""note"": """"}","{""group"": ""G197"", ""image_id"": ""uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5"", ""number"": 47, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G197,这场景较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,uNb9QFRL6hY,23,23,0,8,5,3,0.130434782609,0.869565217391,0.217391304348,0.845849802372,0.0374580861185,5;4;4;4;3;1;1;1,1,0,False,1,,many_supported_clusters_with_stable_core_not_never_convergent,0,0.59,0.545,0.755,0.13,0.149583333333,0.0408333333334,0,0.230335968379,0.184689393939,,singleton_support_unresolved,,,,,,,,,,test,卫浴,早期争议复核导出.user_type,主浴室洗漱浴缸区为主，厕间可见,主浴室洗漱浴缸区为主，厕间可见,AI_new_spatial_review,new_original,,未有人工作答,,卫浴|通行,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,困难,"{""note"": ""这个标注出现不收敛了""}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8"", ""number"": 50, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""困难"", ""note"": ""这个标注出现不收敛了"", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,uNb9QFRL6hY,23,23,0,11,5,6,0.260869565217,0.739130434783,0.217391304348,0.837944664032,0.060917625066,5;4;3;3;2;1;1;1;1;1;1,0.985507246377,0,False,0.946296296296,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,0,0.315,0.16,0.485,0.150833333333,0.186666666667,0.0441666666667,0.000523880631466,0.3004743083,0.217967808335,difficult_candidate,assigned_observed_fragmentation_and_change,,,,,,,,,,test,卫浴,早期争议复核导出.user_type,淋浴入口及主浴室共同呈现，洗漱浴缸区清楚,淋浴入口及主浴室共同呈现，洗漱浴缸区清楚,AI_new_spatial_review,new_original,,未有人工作答,,卫浴|通行,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,困难,"{""note"": ""这可能不太收敛""}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d"", ""number"": 60, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""困难"", ""note"": ""这可能不太收敛"", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,uNb9QFRL6hY,24,24,0,7,3,4,0.166666666667,0.833333333333,0.625,0.163043478261,0.0474153323665,15;3;2;1;1;1;1,0.9375,0.933333333333,True,0.74034581238,,singleton_rich_boundary;not_automatically_difficult,0,0.33,0.24,0.545,0.17,0.17,0.0850000000001,0.0187808400202,0.175416666667,0.0998914141414,,singleton_support_unresolved,,,,,,,,,,test,卧室,早期争议复核导出.user_type,睡眠为主；休憩次要,睡眠为主；休憩次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,中等,"{""note"": """"}","{""group"": ""G179"", ""image_id"": ""uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7"", ""number"": 65, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G179,10优先级稍低,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,uNb9QFRL6hY,5,5,0,4,1,3,0.6,0.4,0.4,0.9,0.0572893267935,2;1;1;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0,0.66,0,0.125,0.69,0.708333333334,0.69,0,0.483,0.29,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卫浴,早期争议复核导出.user_type,沐浴为主；洗漱次要,沐浴为主；洗漱次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,困难,"{""note"": ""这图可能不至于 不收敛,但是确实较难""}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449"", ""number"": 66, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": ""这图可能不至于 不收敛,但是确实较难"", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,uNb9QFRL6hY,5,5,0,2,1,1,0.2,0.8,0.8,0.4,0.0290902680518,4;1,1,0,False,1,,short_horizon_or_unconfirmed_multi_pattern,0.785,1,0,0.595,0.2125,0.198333333333,0.2125,0,0.2405,0,,limited_horizon_or_order_sensitive,,,,,,,,,,test,卫浴,早期争议复核导出.user_type,淋浴内部为主，玻璃外主浴室可见,淋浴内部为主，玻璃外主浴室可见,AI_new_spatial_review,new_original,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,中等,"{""note"": """"}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b"", ""number"": 67, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors
