round_id,worker_id,task_id,base_task_id,task_stratum,assignment_batch,c2_component,design_id,design_manifest_sha256
C2-B,17,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,18,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,18,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,2,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,2,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,27,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,27,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,28,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,28,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,29,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,29,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,30,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,30,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,31,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,31,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,32,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,32,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,33,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,33,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,34,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,34,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,35,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,35,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,36,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,36,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,37,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,37,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,6,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,6,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,8,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,8,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,1,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,1,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,10,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,10,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,11,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,11,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,12,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,12,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,13,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,13,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,14,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,14,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,15,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,15,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,17,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,17,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,18,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,18,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,2,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,2,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,27,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,27,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,28,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,28,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,29,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,29,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,30,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,30,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,31,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,31,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,32,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,32,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,33,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,33,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,34,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,34,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,35,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,35,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,36,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,36,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,37,646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,37,654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,pairs_7_8,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,6,617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,6,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,8,514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,pairs_ge_9,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,8,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,pairs_le_4,C2-B,diverse_bridge,rehearsal_a2_b2_u6,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,1,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,1,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,1,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,10,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,10,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,10,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,11,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,11,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,11,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,12,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,12,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,pairs_7_8,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,12,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
C2-B,13,485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,pairs_5_6,C2-B,common_anchor,rehearsal_a3_b3_u9,553e097acb6238c93bec9c93320ba78dbf3a855e0f3ef3be8af65671b0111f58
