relative_path,git_status,size_bytes,project_line_guess,tracked_artifact_type,recommended_action,reason,referenced_by_code_or_test,referenced_by_manifest,referenced_by_docs,risk_level,safe_to_git_rm_cached_later,suggested_archive_root,notes
active_logs/new_server/active_logs/active_times_2026-02-19.jsonl,clean,15340,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_logs/active_times_2026-02-20.jsonl,clean,260,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_logs/active_times_2026-02-24.jsonl,clean,3959,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_logs/active_times_2026-02-28.jsonl,clean,46559,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-04-20.jsonl,clean,53948,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-04-21.jsonl,clean,67989,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-04-22.jsonl,clean,29646,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-04-23.jsonl,clean,27084,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-04-25.jsonl,clean,54900,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-04-26.jsonl,clean,27446,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-04-27.jsonl,clean,31302,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-04-28.jsonl,clean,47946,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-04-29.jsonl,clean,23686,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-04-30.jsonl,clean,25278,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-01.jsonl,clean,178119,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-02.jsonl,clean,8785,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-03.jsonl,clean,47165,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-04.jsonl,clean,13499,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-05.jsonl,clean,77174,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-06.jsonl,clean,151033,shared,active_time_log,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,
active_logs/new_server/active_times_2026-05-07.jsonl,clean,1826,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-10.jsonl,clean,32009,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-11.jsonl,clean,26284,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-12.jsonl,clean,100754,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-13.jsonl,clean,363,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-14.jsonl,clean,10269,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-17.jsonl,clean,76767,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-19.jsonl,clean,220545,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-20.jsonl,clean,57435,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-21.jsonl,clean,220859,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-22.jsonl,clean,122397,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-23.jsonl,clean,10203,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-24.jsonl,clean,45438,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-25.jsonl,clean,268780,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-26.jsonl,clean,673963,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-28.jsonl,clean,1536,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-29.jsonl,clean,56008,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-05-31.jsonl,clean,234386,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-01.jsonl,clean,115698,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-03.jsonl,clean,57013,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-04.jsonl,clean,129383,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-05.jsonl,clean,33530,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-06.jsonl,clean,7869,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-07.jsonl,clean,1799,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-09.jsonl,clean,2712,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-11.jsonl,clean,107713,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-12.jsonl,clean,101792,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-13.jsonl,clean,12384,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-14.jsonl,clean,13111,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-15.jsonl,clean,8934,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-16.jsonl,clean,486143,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-17.jsonl,clean,1048268,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-18.jsonl,clean,40956,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-20.jsonl,clean,421852,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-21.jsonl,clean,599756,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-22.jsonl,clean,458053,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-23.jsonl,clean,647103,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-24.jsonl,clean,138440,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-25.jsonl,clean,230487,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/new_server/active_times_2026-06-26.jsonl,clean,9019,shared,active_time_log,git_rm_cached_keep_local,active_logs are local runtime logs; keep local but remove Git tracking later,false,false,false,medium,true,,repo_cleanup_plan=keep_tracked; inventory_category=structured_manifest_or_output
active_logs/readme.md,clean,2187,shared,active_time_log,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,false,true,high,false,,
analysis_results/README.md,clean,2622,unknown,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,false,true,high,false,,
analysis_results/active_log_audit_20260516_per_file.csv,clean,1825,unknown,analysis_result,manual_review_required,analysis artifact has protected token/reference or prior cleanup plan required review,false,false,false,medium,false,,repo_cleanup_plan=manual_review_required; inventory_category=structured_manifest_or_output
analysis_results/active_log_audit_20260516_summary.json,clean,1591,unknown,analysis_result,manual_review_required,analysis artifact has protected token/reference or prior cleanup plan required review,false,false,false,medium,false,,repo_cleanup_plan=manual_review_required; inventory_category=structured_manifest_or_output
analysis_results/bi_layout_prediction_vs_hohonet_20260515.zip,clean,17025494,unknown,analysis_result,manual_review_required,analysis artifact has protected token/reference or prior cleanup plan required review,false,false,false,medium,false,,repo_cleanup_plan=manual_review_required; inventory_category=analysis_output
analysis_results/bi_layout_prediction_vs_hohonet_20260515/b0_relabel_audit_filled_v1_张一正.csv,clean,42016,unknown,analysis_result,manual_review_required,analysis artifact has protected token/reference or prior cleanup plan required review,false,false,false,medium,false,,repo_cleanup_plan=manual_review_required; inventory_category=structured_manifest_or_output
analysis_results/bi_layout_prediction_vs_hohonet_20260515/b0_relabel_audit_filled_v1_张珈玮.csv,clean,43795,unknown,analysis_result,manual_review_required,analysis artifact has protected token/reference or prior cleanup plan required review,false,false,false,medium,false,,repo_cleanup_plan=manual_review_required; inventory_category=structured_manifest_or_output
analysis_results/bi_layout_prediction_vs_hohonet_20260515/hard_prediction_failure_hohonet_txt_vs_bilayout_new_head_prediction_manifest.csv,clean,14065,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,sensitive_path_token
analysis_results/bi_layout_prediction_vs_hohonet_20260515/hard_prediction_failure_hohonet_txt_vs_bilayout_origin_head_prediction_manifest.csv,clean,14249,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,sensitive_path_token
analysis_results/bi_layout_prediction_vs_hohonet_20260515/highest_g_score_hohonet_txt_vs_bilayout_new_head_prediction_manifest.csv,clean,14065,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,sensitive_path_token
analysis_results/bi_layout_prediction_vs_hohonet_20260515/highest_g_score_hohonet_txt_vs_bilayout_origin_head_prediction_manifest.csv,clean,14249,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,sensitive_path_token
analysis_results/bi_layout_prediction_vs_hohonet_20260515/hohonet_txt_vs_bilayout_prediction_summary.json,clean,5066,paper_b,analysis_result,manual_review_required,analysis artifact has protected token/reference or prior cleanup plan required review,false,false,false,medium,false,,repo_cleanup_plan=manual_review_required; inventory_category=structured_manifest_or_output
analysis_results/bi_layout_prediction_vs_hohonet_20260515/images/contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_new_head_prediction.png,clean,2174634,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,
analysis_results/bi_layout_prediction_vs_hohonet_20260515/images/contact_sheet_hard_prediction_failure_hohonet_txt_vs_bilayout_origin_head_prediction.png,clean,2175695,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,
analysis_results/bi_layout_prediction_vs_hohonet_20260515/images/contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_new_head_prediction.png,clean,2174783,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,
analysis_results/bi_layout_prediction_vs_hohonet_20260515/images/contact_sheet_highest_g_score_hohonet_txt_vs_bilayout_origin_head_prediction.png,clean,2175751,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,
analysis_results/bi_layout_prediction_vs_hohonet_20260515/images/contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_new_head_prediction.png,clean,2092381,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,
analysis_results/bi_layout_prediction_vs_hohonet_20260515/images/contact_sheet_nominal_prediction_structure_hohonet_txt_vs_bilayout_origin_head_prediction.png,clean,2094883,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,
analysis_results/bi_layout_prediction_vs_hohonet_20260515/images/contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_new_head_prediction.png,clean,2088902,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,
analysis_results/bi_layout_prediction_vs_hohonet_20260515/images/contact_sheet_soft_prediction_complexity_hohonet_txt_vs_bilayout_origin_head_prediction.png,clean,2086836,paper_b,analysis_result,manual_review_required,tracked artifact is referenced by current code/test/docs/manifest,false,true,false,high,false,,
