condition,target,feature,controls,n,buildings,slope,cluster_se,lo,hi,partial_rho,status
manual,cdf_early7,trait__corner_occlusion__absent,n,42,15,0.312403272475,0.102805176886,0.110905125779,0.513901419171,0.378069721583,descriptive_not_causal
manual,cdf_early7,trait__corner_occlusion__absent,n_building_scene,42,15,0.0885784980551,0.169299666646,-0.243248848571,0.420405844682,-0.0326606694222,descriptive_not_causal
manual,cdf_early7,trait__corner_occlusion__present,none,42,15,-0.27,0.119589447073,-0.504395316262,-0.0356046837377,-0.282707546229,descriptive_not_causal
manual,cdf_early7,trait__corner_occlusion__present,n,42,15,-0.312403272475,0.102805176886,-0.513901419171,-0.110905125779,-0.378069721583,descriptive_not_causal
manual,cdf_early7,trait__corner_occlusion__present,n_building_scene,42,15,-0.0885784980551,0.169299666646,-0.420405844682,0.243248848571,0.0404408785153,descriptive_not_causal
manual,cdf_early7,trait__connected_space__absent,none,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__connected_space__absent,n,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__connected_space__absent,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__connected_space__present,none,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__connected_space__present,n,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__connected_space__present,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__reflection_glass__absent,none,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__reflection_glass__absent,n,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__reflection_glass__absent,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__reflection_glass__present,none,42,15,-0.0616666666667,0.116345220432,-0.289703298714,0.166369965381,-0.0627175706151,descriptive_not_causal
manual,cdf_early7,trait__reflection_glass__present,n,42,15,-0.08767315376,0.105827179823,-0.295094426214,0.119748118694,-0.0617539806892,descriptive_not_causal
manual,cdf_early7,trait__reflection_glass__present,n_building_scene,42,15,-0.185464448366,0.148476345587,-0.476478085716,0.105549188984,-0.226922765216,descriptive_not_causal
manual,cdf_early7,trait__low_contrast__absent,none,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__low_contrast__absent,n,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__low_contrast__absent,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__low_contrast__present,none,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__low_contrast__present,n,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__low_contrast__present,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__doorway__否,none,42,15,0.485853658537,0.058826516507,0.370553686183,0.60115363089,0.165194668604,descriptive_not_causal
manual,cdf_early7,trait__doorway__否,n,42,15,0.747366151246,0.0728583970833,0.604563692962,0.890168609529,0.0350281548995,descriptive_not_causal
manual,cdf_early7,trait__doorway__否,n_building_scene,42,,,,,,,no_within_control_variation
manual,cdf_early7,trait__doorway__无法判断,none,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__doorway__无法判断,n,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__doorway__无法判断,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__doorway__疑似,none,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__doorway__疑似,n,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__doorway__疑似,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,trait__doorway__确认,none,42,15,-0.485853658537,0.058826516507,-0.60115363089,-0.370553686183,-0.165194668604,descriptive_not_causal
manual,cdf_early7,trait__doorway__确认,n,42,15,-0.747366151246,0.0728583970833,-0.890168609529,-0.604563692962,-0.0350281548995,descriptive_not_causal
manual,cdf_early7,trait__doorway__确认,n_building_scene,42,,,,,,,no_within_control_variation
manual,cdf_early7,position_entrance,none,42,15,0.538536585366,0.0569557793828,0.426903257776,0.650169912956,0.18584400218,descriptive_not_causal
manual,cdf_early7,position_entrance,n,42,15,0.225534570139,0.0900316377319,0.0490725601841,0.401996580093,0.10145666218,descriptive_not_causal
manual,cdf_early7,position_entrance,n_building_scene,42,15,-0.190800257771,0.0761171131639,-0.339989799572,-0.04161071597,-0.125536915471,descriptive_not_causal
manual,cdf_early7,position_window,none,42,,,,,,,insufficient_variation
manual,cdf_early7,position_window,n,42,,,,,,,insufficient_variation
manual,cdf_early7,position_window,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,position_edge,none,42,,,,,,,insufficient_variation
manual,cdf_early7,position_edge,n,42,,,,,,,insufficient_variation
manual,cdf_early7,position_edge,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,position_stair_landing,none,42,15,0.538536585366,0.0679482256036,0.405358063183,0.671715107549,0.18584400218,descriptive_not_causal
manual,cdf_early7,position_stair_landing,n,42,15,0.225534570139,0.0914959767475,0.0462024557135,0.404866684564,0.10145666218,descriptive_not_causal
manual,cdf_early7,position_stair_landing,n_building_scene,42,15,0.148047739865,0.158307187463,-0.162234347562,0.458329827292,0.130237458465,descriptive_not_causal
manual,cdf_early7,position_shower_interior,none,42,15,-0.485853658537,0.062236675574,-0.607837542662,-0.363869774412,-0.165194668604,descriptive_not_causal
manual,cdf_early7,position_shower_interior,n,42,15,-0.163790203577,0.088108706857,-0.336483269017,0.00890286186246,-0.0635691148104,descriptive_not_causal
manual,cdf_early7,position_shower_interior,n_building_scene,42,15,-0.0860017207477,0.0814483353192,-0.245640457973,0.073637016478,-0.214071495072,descriptive_not_causal
manual,cdf_early7,position_bath_tub,none,42,,,,,,,insufficient_variation
manual,cdf_early7,position_bath_tub,n,42,,,,,,,insufficient_variation
manual,cdf_early7,position_bath_tub,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,position_washing,none,42,15,-0.485853658537,0.0641478559049,-0.61158345611,-0.360123860963,-0.165194668604,descriptive_not_causal
manual,cdf_early7,position_washing,n,42,15,-0.163790203577,0.0883174135853,-0.336892334204,0.00931192704991,-0.0635691148104,descriptive_not_causal
manual,cdf_early7,position_washing,n_building_scene,42,15,-0.315839463004,0.0486689797813,-0.411230663375,-0.220448262633,-0.10867979577,descriptive_not_causal
manual,cdf_early7,position_mirrored,none,42,15,-0.393658536585,0.0591604963912,-0.509613109512,-0.277703963659,-0.0344155559592,descriptive_not_causal
manual,cdf_early7,position_mirrored,n,42,15,-0.14827873799,0.0716392540925,-0.288691676012,-0.0078657999689,-0.0448041023134,descriptive_not_causal
manual,cdf_early7,position_mirrored,n_building_scene,42,,,,,,,no_within_control_variation
manual,cdf_early7,position_glass,none,42,15,-0.20925,0.0620517976044,-0.330871523305,-0.0876284766954,-0.113333827564,descriptive_not_causal
manual,cdf_early7,position_glass,n,42,15,-0.205346224197,0.0548183975781,-0.31279028345,-0.0979021649441,-0.0814919307979,descriptive_not_causal
manual,cdf_early7,position_glass,n_building_scene,42,15,-0.609001953112,0.158026684979,-0.91873425567,-0.299269650553,-0.41534970419,descriptive_not_causal
manual,cdf_early7,position_fireplace,none,42,15,0.313170731707,0.0600356865979,0.195500785975,0.430840677439,0.0757142231102,descriptive_not_causal
manual,cdf_early7,position_fireplace,n,42,15,0.0649374870599,0.0800657628764,-0.0919914081777,0.221866382298,0.0725884655749,descriptive_not_causal
manual,cdf_early7,position_fireplace,n_building_scene,42,15,0.464881549034,0.250987891732,-0.0270547187618,0.956817816829,0.0397925277575,descriptive_not_causal
manual,cdf_early7,position_empty,none,42,15,0.0671052631579,0.0636905341899,-0.0577281838544,0.19193871017,0.0214489565822,descriptive_not_causal
manual,cdf_early7,position_empty,n,42,15,0.101459707257,0.141641737191,-0.176158097637,0.379077512151,-0.000504011746635,descriptive_not_causal
manual,cdf_early7,position_empty,n_building_scene,42,15,-0.0270465862666,0.0952290156058,-0.213695456854,0.159602284321,0.143690736689,descriptive_not_causal
manual,cdf_early7,position_shared_focus,none,42,15,0.538536585366,0.0622699793696,0.416487425801,0.66058574493,0.18584400218,descriptive_not_causal
manual,cdf_early7,position_shared_focus,n,42,15,0.294048769659,0.0760492170871,0.144992304168,0.44310523515,0.115635113765,descriptive_not_causal
manual,cdf_early7,position_shared_focus,n_building_scene,42,15,0.107643056946,0.0943331639477,-0.0772499443914,0.292536058283,0.247416832328,descriptive_not_causal
manual,cdf_early7,count_hohonet,none,42,15,-0.0235087719298,0.0262224648918,-0.0749048031178,0.0278872592581,-0.139146322213,descriptive_not_causal
manual,cdf_early7,count_hohonet,n,42,15,-0.0399095622945,0.0142069029398,-0.0677550920564,-0.0120640325325,-0.236985908383,descriptive_not_causal
manual,cdf_early7,count_hohonet,n_building_scene,42,15,-0.0209577193217,0.0106776421592,-0.0418858979536,-2.95406897277e-05,-0.384927067714,descriptive_not_causal
manual,cdf_early7,count_yaw_range_hohonet,none,42,15,0.00675,0.0997536393334,-0.188767133094,0.202267133094,0.0147826731605,descriptive_not_causal
manual,cdf_early7,count_yaw_range_hohonet,n,42,15,0.0143027423446,0.0488929196423,-0.0815273801542,0.110132864843,-0.0502731071472,descriptive_not_causal
manual,cdf_early7,count_yaw_range_hohonet,n_building_scene,42,15,0.0146678312215,0.020163984683,-0.0248535787572,0.0541892412001,0.195250446419,descriptive_not_causal
manual,cdf_early7,hohonet_fallback_phases,none,42,,,,,,,insufficient_variation
manual,cdf_early7,hohonet_fallback_phases,n,42,,,,,,,insufficient_variation
manual,cdf_early7,hohonet_fallback_phases,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_early7,rotation_hohonet,none,42,15,-9.26275345296,30.0774768319,-68.2146080435,49.6891011376,-0.00268382123004,descriptive_not_causal
manual,cdf_early7,rotation_hohonet,n,42,15,-39.6834145881,24.0268593357,-86.7760588862,7.40922970994,-0.223766882907,descriptive_not_causal
manual,cdf_early7,rotation_hohonet,n_building_scene,42,15,37.5315305703,16.4559581372,5.27785262144,69.7852085191,0.00275526743206,descriptive_not_causal
manual,cdf_early7,count_bi_enclosed,none,42,15,0.000729558452264,0.0161436373796,-0.0309119708118,0.0323710877164,-0.00190774396179,descriptive_not_causal
manual,cdf_early7,count_bi_enclosed,n,42,15,-0.0229986920331,0.0137464838102,-0.0499418003011,0.00394441623492,-0.129822551357,descriptive_not_causal
manual,cdf_early7,count_bi_enclosed,n_building_scene,42,15,0.0121366283524,0.0167795711735,-0.0207513311477,0.0450245878524,0.108841883459,descriptive_not_causal
manual,cdf_early7,count_yaw_range_bi_enclosed,none,42,15,0.0317975206612,0.0164742910935,-0.000492089882142,0.0640871312045,0.0678900893351,descriptive_not_causal
manual,cdf_early7,count_yaw_range_bi_enclosed,n,42,15,-0.00151625344976,0.0127114510084,-0.0264306974261,0.0233981905266,0.0844136945015,descriptive_not_causal
manual,cdf_early7,count_yaw_range_bi_enclosed,n_building_scene,42,15,0.0446354140195,0.0133102562535,0.0185473117625,0.0707235162764,0.280654834265,descriptive_not_causal
manual,cdf_early7,count_bi_extended,none,42,15,-0.00198590254367,0.0161252813777,-0.033591454044,0.0296196489567,-0.0292775834615,descriptive_not_causal
manual,cdf_early7,count_bi_extended,n,42,15,-0.0269971747415,0.0141103489289,-0.0546534586422,0.000659109159087,-0.121500437841,descriptive_not_causal
manual,cdf_early7,count_bi_extended,n_building_scene,42,15,0.00480245918478,0.0142604716411,-0.0231480652317,0.0327529836013,0.0307966609936,descriptive_not_causal
manual,cdf_early7,count_yaw_range_bi_extended,none,42,15,0.00965283657917,0.0250033851191,-0.0393537982543,0.0586594714127,0.00115444547344,descriptive_not_causal
manual,cdf_early7,count_yaw_range_bi_extended,n,42,15,-0.017272893259,0.0147542571765,-0.046191237325,0.0116454508069,0.0323621046471,descriptive_not_causal
manual,cdf_early7,count_yaw_range_bi_extended,n_building_scene,42,15,0.0430954087336,0.0145897828573,0.0144994343332,0.071691383134,0.0419824128075,descriptive_not_causal
manual,cdf_early7,bi_head_geometry_gap,none,42,15,1.6471759428,2.53406888285,-3.31959906758,6.61395095318,-0.0238080915568,descriptive_not_causal
manual,cdf_early7,bi_head_geometry_gap,n,42,15,-2.41786118148,2.46481281338,-7.24889429571,2.41317193275,-0.0747528927515,descriptive_not_causal
manual,cdf_early7,bi_head_geometry_gap,n_building_scene,42,15,-1.12047886581,1.20667397885,-3.48555986436,1.24460213274,-0.203808752695,descriptive_not_causal
manual,cdf_early7,bi_height_head_gap,none,42,15,-0.0751334286355,0.208607031925,-0.484003211208,0.333736353937,-0.140164728111,descriptive_not_causal
manual,cdf_early7,bi_height_head_gap,n,42,15,0.0387346577501,0.111308833505,-0.17943065592,0.25689997142,0.08860512836,descriptive_not_causal
manual,cdf_early7,bi_height_head_gap,n_building_scene,42,15,0.072047961783,0.113063292859,-0.14955609222,0.293652015787,0.143765954978,descriptive_not_causal
manual,cdf_early7,rotation_bi_enclosed,none,42,15,3.56039131168,2.79452851379,-1.91688457535,9.03766719872,0.156354230369,descriptive_not_causal
manual,cdf_early7,rotation_bi_enclosed,n,42,15,-3.2741919078,2.27099293153,-7.72533805359,1.17695423799,-0.229176631725,descriptive_not_causal
manual,cdf_early7,rotation_bi_enclosed,n_building_scene,42,15,6.06710607001,1.4602290005,3.20505722903,8.92915491099,0.0755267425495,descriptive_not_causal
manual,cdf_early7,rotation_bi_extended,none,42,15,3.45620400464,3.09546348785,-2.61090443155,9.52331244083,0.159817225505,descriptive_not_causal
manual,cdf_early7,rotation_bi_extended,n,42,15,-4.28375684687,2.53294807554,-9.24833507493,0.680821381195,-0.223684917016,descriptive_not_causal
manual,cdf_early7,rotation_bi_extended,n_building_scene,42,15,5.57419903289,1.68038080778,2.28065264964,8.86774541614,-0.0275537906949,descriptive_not_causal
manual,cdf_early7,rotation_ulayout,none,42,15,44.2356882943,14.0457499567,16.7060183792,71.7653582094,-0.0763590427386,descriptive_not_causal
manual,cdf_early7,rotation_ulayout,n,42,15,8.99658732728,21.5922711379,-33.324264103,51.3174387576,-0.39835423111,descriptive_not_causal
manual,cdf_early7,rotation_ulayout,n_building_scene,42,15,20.2170246308,20.1705452501,-19.3172440595,59.7512933211,-0.070340356795,descriptive_not_causal
manual,cdf_early7,gap_hohonet_bi_enclosed,none,42,15,-0.264836694738,0.735816401899,-1.70703684246,1.17736345298,-0.0738483712653,descriptive_not_causal
manual,cdf_early7,gap_hohonet_bi_enclosed,n,42,15,-0.624415831417,0.379604838083,-1.36844131406,0.119609651225,-0.200078740358,descriptive_not_causal
manual,cdf_early7,gap_hohonet_bi_enclosed,n_building_scene,42,15,-0.26642873289,0.624558999525,-1.49056437196,0.957706906178,-0.0446551584407,descriptive_not_causal
manual,cdf_early7,gap_hohonet_bi_extended,none,42,15,-0.30405134855,0.751262013986,-1.77652489596,1.16842219886,-0.0689136031972,descriptive_not_causal
manual,cdf_early7,gap_hohonet_bi_extended,n,42,15,-0.538294309229,0.380253975392,-1.283592101,0.20700348254,-0.183603596232,descriptive_not_causal
manual,cdf_early7,gap_hohonet_bi_extended,n_building_scene,42,15,-0.16159234748,0.575897659045,-1.29035175921,0.967167064247,0.0374392221651,descriptive_not_causal
manual,cdf_early7,gap_hohonet_ulayout,none,42,15,-1.65054451855,3.21005053563,-7.94224356837,4.64115453128,-0.159730650627,descriptive_not_causal
manual,cdf_early7,gap_hohonet_ulayout,n,42,15,-5.07661774042,3.08705199239,-11.1272396455,0.974004164673,-0.319421077908,descriptive_not_causal
manual,cdf_early7,gap_hohonet_ulayout,n_building_scene,42,15,0.929240822756,1.72317044322,-2.44817324595,4.30665489146,0.0410858996487,descriptive_not_causal
manual,cdf_early7,gap_bi_enclosed_bi_extended,none,42,15,1.6471759428,2.53406888285,-3.31959906758,6.61395095318,-0.0238080915568,descriptive_not_causal
manual,cdf_early7,gap_bi_enclosed_bi_extended,n,42,15,-2.41786118148,2.46481281338,-7.24889429571,2.41317193275,-0.0747528927515,descriptive_not_causal
manual,cdf_early7,gap_bi_enclosed_bi_extended,n_building_scene,42,15,-1.12047886581,1.20667397885,-3.48555986436,1.24460213274,-0.203808752695,descriptive_not_causal
manual,cdf_early7,gap_bi_enclosed_ulayout,none,42,15,-0.25638818302,0.712338422686,-1.65257149148,1.13979512544,-0.0556676468038,descriptive_not_causal
manual,cdf_early7,gap_bi_enclosed_ulayout,n,42,15,-0.578520686174,0.369227874986,-1.30220732115,0.145165948798,-0.182865903211,descriptive_not_causal
manual,cdf_early7,gap_bi_enclosed_ulayout,n_building_scene,42,15,-0.153740953535,0.557406940769,-1.24625855744,0.938776650372,0.012804408617,descriptive_not_causal
manual,cdf_early7,gap_bi_extended_ulayout,none,42,15,-0.286065539526,0.722510628441,-1.70218637127,1.13005529222,-0.0681344292917,descriptive_not_causal
manual,cdf_early7,gap_bi_extended_ulayout,n,42,15,-0.504359517297,0.377906432723,-1.24505612544,0.236337090841,-0.160899044376,descriptive_not_causal
manual,cdf_early7,gap_bi_extended_ulayout,n_building_scene,42,15,-0.0754020838857,0.525036169924,-1.10447297694,0.953668809165,0.0374437735851,descriptive_not_causal
manual,cdf_observed_by19,trait__floor_boundary__partial,none,42,15,-0.156785714286,0.0726108544717,-0.29910298905,-0.0144684395211,-0.228247915264,descriptive_not_causal
manual,cdf_observed_by19,trait__floor_boundary__partial,n,42,15,-0.16959376532,0.0673307403158,-0.301562016339,-0.0376255143007,-0.278211466032,descriptive_not_causal
manual,cdf_observed_by19,trait__floor_boundary__partial,n_building_scene,42,15,0.0530344921199,0.150660234685,-0.242259567863,0.348328552102,0.110462760353,descriptive_not_causal
manual,cdf_observed_by19,trait__floor_boundary__present,none,42,15,0.156785714286,0.0726108544717,0.0144684395211,0.29910298905,0.228247915264,descriptive_not_causal
manual,cdf_observed_by19,trait__floor_boundary__present,n,42,15,0.16959376532,0.0673307403158,0.0376255143007,0.301562016339,0.278211466032,descriptive_not_causal
manual,cdf_observed_by19,trait__floor_boundary__present,n_building_scene,42,15,-0.0530344921199,0.150660234685,-0.348328552102,0.242259567863,-0.103249858173,descriptive_not_causal
manual,cdf_observed_by19,trait__ceiling_boundary__partial,none,42,15,0.0487567567568,0.150674161051,-0.246564598903,0.344078112417,0.0186307981893,descriptive_not_causal
manual,cdf_observed_by19,trait__ceiling_boundary__partial,n,42,15,0.0324078229288,0.144697286379,-0.251198858373,0.316014504231,-0.00697467487155,descriptive_not_causal
manual,cdf_observed_by19,trait__ceiling_boundary__partial,n_building_scene,42,15,0.123035990213,0.108620139189,-0.0898594825981,0.335931463024,0.0639410025242,descriptive_not_causal
manual,cdf_observed_by19,trait__ceiling_boundary__present,none,42,15,-0.0487567567568,0.150674161051,-0.344078112417,0.246564598903,-0.0186307981893,descriptive_not_causal
manual,cdf_observed_by19,trait__ceiling_boundary__present,n,42,15,-0.0324078229288,0.144697286379,-0.316014504231,0.251198858373,0.00697467487155,descriptive_not_causal
manual,cdf_observed_by19,trait__ceiling_boundary__present,n_building_scene,42,15,-0.123035990213,0.108620139189,-0.335931463024,0.0898594825981,-0.0624442823568,descriptive_not_causal
manual,cdf_observed_by19,trait__corner_occlusion__absent,none,42,15,0.156785714286,0.0726108544717,0.0144684395211,0.29910298905,0.228247915264,descriptive_not_causal
manual,cdf_observed_by19,trait__corner_occlusion__absent,n,42,15,0.16959376532,0.0673307403158,0.0376255143007,0.301562016339,0.278211466032,descriptive_not_causal
manual,cdf_observed_by19,trait__corner_occlusion__absent,n_building_scene,42,15,-0.0530344921199,0.150660234685,-0.348328552102,0.242259567863,-0.103249858173,descriptive_not_causal
manual,cdf_observed_by19,trait__corner_occlusion__present,none,42,15,-0.156785714286,0.0726108544717,-0.29910298905,-0.0144684395211,-0.228247915264,descriptive_not_causal
manual,cdf_observed_by19,trait__corner_occlusion__present,n,42,15,-0.16959376532,0.0673307403158,-0.301562016339,-0.0376255143007,-0.278211466032,descriptive_not_causal
manual,cdf_observed_by19,trait__corner_occlusion__present,n_building_scene,42,15,0.0530344921199,0.150660234685,-0.242259567863,0.348328552102,0.110462760353,descriptive_not_causal
manual,cdf_observed_by19,trait__connected_space__absent,none,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__connected_space__absent,n,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__connected_space__absent,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__connected_space__present,none,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__connected_space__present,n,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__connected_space__present,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__reflection_glass__absent,none,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__reflection_glass__absent,n,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__reflection_glass__absent,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__reflection_glass__present,none,42,15,-0.0701666666667,0.065565669199,-0.198675378297,0.0583420449634,-0.0779081459765,descriptive_not_causal
manual,cdf_observed_by19,trait__reflection_glass__present,n,42,15,-0.0779004300944,0.070527594235,-0.216134514795,0.0603336546062,-0.0330493901885,descriptive_not_causal
manual,cdf_observed_by19,trait__reflection_glass__present,n_building_scene,42,15,-0.124954969894,0.153137996015,-0.425105442083,0.175195502294,-0.0783693978442,descriptive_not_causal
manual,cdf_observed_by19,trait__low_contrast__absent,none,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__low_contrast__absent,n,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__low_contrast__absent,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__low_contrast__present,none,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__low_contrast__present,n,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__low_contrast__present,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__doorway__否,none,42,15,0.695609756098,0.0369257371944,0.623235311196,0.767984200999,0.263836051204,descriptive_not_causal
manual,cdf_observed_by19,trait__doorway__否,n,42,15,0.781752377564,0.0686304184618,0.647236757379,0.916267997749,0.0923364959881,descriptive_not_causal
manual,cdf_observed_by19,trait__doorway__否,n_building_scene,42,,,,,,,no_within_control_variation
manual,cdf_observed_by19,trait__doorway__无法判断,none,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__doorway__无法判断,n,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__doorway__无法判断,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__doorway__疑似,none,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__doorway__疑似,n,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__doorway__疑似,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,trait__doorway__确认,none,42,15,-0.695609756098,0.0369257371944,-0.767984200999,-0.623235311197,-0.263836051204,descriptive_not_causal
manual,cdf_observed_by19,trait__doorway__确认,n,42,15,-0.781752377564,0.0686304184618,-0.916267997749,-0.647236757379,-0.0923364959881,descriptive_not_causal
manual,cdf_observed_by19,trait__doorway__确认,n_building_scene,42,,,,,,,no_within_control_variation
manual,cdf_observed_by19,position_entrance,none,42,15,0.328780487805,0.0388514563822,0.252631633296,0.404929342314,0.178089334562,descriptive_not_causal
manual,cdf_observed_by19,position_entrance,n,42,15,0.241354941775,0.0868545002035,0.0711201213761,0.411589762174,0.0377242137911,descriptive_not_causal
manual,cdf_observed_by19,position_entrance,n_building_scene,42,15,-0.0223889789996,0.0893623994383,-0.197539281899,0.152761323899,-0.172299213875,descriptive_not_causal
manual,cdf_observed_by19,position_window,none,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,position_window,n,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,position_window,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,position_edge,none,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,position_edge,n,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,position_edge,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,position_stair_landing,none,42,15,0.328780487805,0.0396522719683,0.251062034747,0.406498940863,0.178089334562,descriptive_not_causal
manual,cdf_observed_by19,position_stair_landing,n,42,15,0.241354941775,0.0888212047309,0.0672653805024,0.415444503048,0.0377242137911,descriptive_not_causal
manual,cdf_observed_by19,position_stair_landing,n_building_scene,42,15,-0.137216618644,0.157044098549,-0.445023051801,0.170589814513,-0.0999270605398,descriptive_not_causal
manual,cdf_observed_by19,position_shower_interior,none,42,15,-0.25512195122,0.0416768564639,-0.336808589889,-0.17343531255,-0.178089334562,descriptive_not_causal
manual,cdf_observed_by19,position_shower_interior,n,42,15,-0.163583337068,0.0734679796903,-0.307580577261,-0.0195860968754,-0.0406953317868,descriptive_not_causal
manual,cdf_observed_by19,position_shower_interior,n_building_scene,42,15,-0.131476897201,0.131652098634,-0.389515010525,0.126561216122,-0.266029021896,descriptive_not_causal
manual,cdf_observed_by19,position_bath_tub,none,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,position_bath_tub,n,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,position_bath_tub,n_building_scene,42,,,,,,,insufficient_variation
manual,cdf_observed_by19,position_washing,none,42,15,-0.541951219512,0.0460071261315,-0.63212518673,-0.451777252294,-0.230856544803,descriptive_not_causal
manual,cdf_observed_by19,position_washing,n,42,15,-0.458696043433,0.0783888465588,-0.612338182688,-0.305053904177,-0.0940922866364,descriptive_not_causal
manual,cdf_observed_by19,position_washing,n_building_scene,42,15,-0.660619695882,0.0567587832644,-0.77186691108,-0.549372480683,-0.238633600778,descriptive_not_causal
manual,cdf_observed_by19,position_mirrored,none,42,15,0.27756097561,0.0399564809633,0.199246272922,0.355875678298,0.072554914081,descriptive_not_causal
