id,code,image_id,building,condition,stage,worker,view,cut,N,singleton,peer_singleton_rate,within_image_centered_singleton,no_same_count_peer,close_neighbors,singleton_despite_close_peer
d5c88ef7632f0c3ce88f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W030,split_free,6.0,5,1,0.25,0.75,True,0,False
9ba553c8c79977374da6,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W006,split_free,9.0,5,0,0.25,-0.25,False,3,False
bd14297e6f34d6705898,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W010,split_free,9.0,5,0,0.25,-0.25,False,3,False
a3e7b70ed81a76c41c0f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W027,split_free,9.0,5,0,0.25,-0.25,False,3,False
98fc2a900301cecb1f95,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W028,split_free,9.0,5,0,0.25,-0.25,False,3,False
d5c88ef7632f0c3ce88f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W030,split_free,9.0,5,1,0.0,1.0,True,0,False
9ba553c8c79977374da6,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W006,split_free,12.0,5,0,0.25,-0.25,False,3,False
bd14297e6f34d6705898,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W010,split_free,12.0,5,0,0.25,-0.25,False,3,False
a3e7b70ed81a76c41c0f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W027,split_free,12.0,5,0,0.25,-0.25,False,3,False
98fc2a900301cecb1f95,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W028,split_free,12.0,5,0,0.25,-0.25,False,3,False
d5c88ef7632f0c3ce88f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W030,split_free,12.0,5,1,0.0,1.0,True,0,False
9ba553c8c79977374da6,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W006,bound_free,6.0,5,0,0.5,-0.5,False,2,False
bd14297e6f34d6705898,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W010,bound_free,6.0,5,0,0.5,-0.5,False,2,False
a3e7b70ed81a76c41c0f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W027,bound_free,6.0,5,1,0.25,0.75,False,0,False
98fc2a900301cecb1f95,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W028,bound_free,6.0,5,0,0.5,-0.5,False,2,False
d5c88ef7632f0c3ce88f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W030,bound_free,6.0,5,1,0.25,0.75,True,0,False
9ba553c8c79977374da6,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W006,bound_free,9.0,5,0,0.25,-0.25,False,3,False
bd14297e6f34d6705898,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W010,bound_free,9.0,5,0,0.25,-0.25,False,3,False
a3e7b70ed81a76c41c0f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W027,bound_free,9.0,5,0,0.25,-0.25,False,3,False
98fc2a900301cecb1f95,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W028,bound_free,9.0,5,0,0.25,-0.25,False,3,False
d5c88ef7632f0c3ce88f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W030,bound_free,9.0,5,1,0.0,1.0,True,0,False
9ba553c8c79977374da6,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W006,bound_free,12.0,5,0,0.25,-0.25,False,3,False
bd14297e6f34d6705898,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W010,bound_free,12.0,5,0,0.25,-0.25,False,3,False
a3e7b70ed81a76c41c0f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W027,bound_free,12.0,5,0,0.25,-0.25,False,3,False
98fc2a900301cecb1f95,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W028,bound_free,12.0,5,0,0.25,-0.25,False,3,False
d5c88ef7632f0c3ce88f,7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,C1,W030,bound_free,12.0,5,1,0.0,1.0,True,0,False
9c8a68204bbf22bf,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W001,count_only,0.0,24,0,0.0,0.0,False,23,False
f5958e31992e703a,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W002,count_only,0.0,24,0,0.0,0.0,False,23,False
59650fcf724f11bc,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W006,count_only,0.0,24,0,0.0,0.0,False,23,False
13d54802362fd649,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W008,count_only,0.0,24,0,0.0,0.0,False,23,False
84b0461c974c6f08,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W010,count_only,0.0,24,0,0.0,0.0,False,23,False
b36f0dc2bb36d9b6,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W011,count_only,0.0,24,0,0.0,0.0,False,23,False
e43b14b1a0c01b0f,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W012,count_only,0.0,24,0,0.0,0.0,False,23,False
a73527487e1ba30e,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W013,count_only,0.0,24,0,0.0,0.0,False,23,False
9bf982556e9845da,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W014,count_only,0.0,24,0,0.0,0.0,False,23,False
6c26d77b8fe5e104,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W015,count_only,0.0,24,0,0.0,0.0,False,23,False
cbfa1db9b3b7ec4d,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W017,count_only,0.0,24,0,0.0,0.0,False,23,False
b86432f92a43add3,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W018,count_only,0.0,24,0,0.0,0.0,False,23,False
9130e3a10b708f2c,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W021,count_only,0.0,24,0,0.0,0.0,False,23,False
2099f09dd0969482,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W027,count_only,0.0,24,0,0.0,0.0,False,23,False
3040d441f80810e4,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W028,count_only,0.0,24,0,0.0,0.0,False,23,False
be7a92e1f36d2292,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W029,count_only,0.0,24,0,0.0,0.0,False,23,False
674ea0b8b27fa7c7,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W030,count_only,0.0,24,0,0.0,0.0,False,23,False
9c964b13299f32cb,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W031,count_only,0.0,24,0,0.0,0.0,False,23,False
6a317a400188cb9b,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W032,count_only,0.0,24,0,0.0,0.0,False,23,False
5f9c3715d22ae336,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W033,count_only,0.0,24,0,0.0,0.0,False,23,False
2c487c4855775399,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W034,count_only,0.0,24,0,0.0,0.0,False,23,False
f25bd8df99652c2b,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W035,count_only,0.0,24,0,0.0,0.0,False,23,False
4bfc0d70b116500c,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W036,count_only,0.0,24,0,0.0,0.0,False,23,False
922f49b7c63582f6,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W037,count_only,0.0,24,0,0.0,0.0,False,23,False
9c8a68204bbf22bf,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W001,split_fixed,6.0,24,0,0.0,0.0,False,23,False
f5958e31992e703a,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W002,split_fixed,6.0,24,0,0.0,0.0,False,23,False
59650fcf724f11bc,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W006,split_fixed,6.0,24,0,0.0,0.0,False,23,False
13d54802362fd649,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W008,split_fixed,6.0,24,0,0.0,0.0,False,23,False
84b0461c974c6f08,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W010,split_fixed,6.0,24,0,0.0,0.0,False,23,False
b36f0dc2bb36d9b6,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W011,split_fixed,6.0,24,0,0.0,0.0,False,23,False
e43b14b1a0c01b0f,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W012,split_fixed,6.0,24,0,0.0,0.0,False,23,False
a73527487e1ba30e,7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,P1,W013,split_fixed,6.0,24,0,0.0,0.0,False,23,False
