code,condition,worker_a,worker_b,method,role,ordinal,point_a,point_b,x_a,y_a,x_b,y_b,error_deg,dx_px,dy_px
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,top,1,9,9,142.85207100591717,145.82248520710058,144.5730794092785,149.26450201382326,1.300725157769782,-1.7210084033613384,-3.442016806722677
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,top,2,10,10,177.97041420118344,136.79289940828403,177.97041420118344,136.79289940828403,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,top,3,1,1,217.14792899408283,174.94082840236686,217.14792899408283,174.94082840236686,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,top,4,3,3,381.0,197.0,381.0,197.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,top,5,5,5,548.0,178.0,548.0,178.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,top,6,7,7,949.0,126.0,949.0,126.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,bottom,1,12,12,145.88165680473372,362.1183431952663,142.43963999801105,367.28136840535035,2.0479322295150344,3.442016806722677,-5.163025210084072
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,bottom,2,11,11,177.97041420118344,377.207100591716,177.97041420118344,377.207100591716,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,bottom,3,2,2,214.11834319526628,328.9704142011835,214.11834319526628,328.9704142011835,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,bottom,4,4,4,381.0,315.0,381.0,320.163025210084,1.8151260504201634,0.0,-5.163025210084015
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,bottom,5,6,6,548.0,335.0,548.0,335.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_fixed,bottom,6,8,8,949.0,387.0,949.0,387.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,top,1,9,9,142.85207100591717,145.82248520710058,144.5730794092785,149.26450201382326,1.300725157769782,-1.7210084033613384,-3.442016806722677
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,top,2,10,10,177.97041420118344,136.79289940828403,177.97041420118344,136.79289940828403,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,top,3,1,1,217.14792899408283,174.94082840236686,217.14792899408283,174.94082840236686,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,top,4,3,3,381.0,197.0,381.0,197.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,top,5,5,5,548.0,178.0,548.0,178.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,top,6,7,7,949.0,126.0,949.0,126.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,bottom,1,12,12,145.88165680473372,362.1183431952663,142.43963999801105,367.28136840535035,2.0479322295150344,3.442016806722677,-5.163025210084072
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,bottom,2,11,11,177.97041420118344,377.207100591716,177.97041420118344,377.207100591716,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,bottom,3,2,2,214.11834319526628,328.9704142011835,214.11834319526628,328.9704142011835,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,bottom,4,4,4,381.0,315.0,381.0,320.163025210084,1.8151260504201634,0.0,-5.163025210084015
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,bottom,5,6,6,548.0,335.0,548.0,335.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_cyclic,bottom,6,8,8,949.0,387.0,949.0,387.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,top,1,9,9,142.85207100591717,145.82248520710058,144.5730794092785,149.26450201382326,1.300725157769782,-1.7210084033613384,-3.442016806722677
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,top,2,10,10,177.97041420118344,136.79289940828403,177.97041420118344,136.79289940828403,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,top,3,1,1,217.14792899408283,174.94082840236686,217.14792899408283,174.94082840236686,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,top,4,3,3,381.0,197.0,381.0,197.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,top,5,5,5,548.0,178.0,548.0,178.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,top,6,7,7,949.0,126.0,949.0,126.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,bottom,1,12,12,145.88165680473372,362.1183431952663,142.43963999801105,367.28136840535035,2.0479322295150344,3.442016806722677,-5.163025210084072
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,bottom,2,11,11,177.97041420118344,377.207100591716,177.97041420118344,377.207100591716,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,bottom,3,2,2,214.11834319526628,328.9704142011835,214.11834319526628,328.9704142011835,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,bottom,4,4,4,381.0,315.0,381.0,320.163025210084,1.8151260504201634,0.0,-5.163025210084015
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,bottom,5,6,6,548.0,335.0,548.0,335.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_cyclic,bottom,6,8,8,949.0,387.0,949.0,387.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_free,top,1,9,9,142.85207100591717,145.82248520710058,144.5730794092785,149.26450201382326,1.300725157769782,-1.7210084033613384,-3.442016806722677
b8cTxDM8gDG-07,semi,W010,W014,split_free,top,2,10,10,177.97041420118344,136.79289940828403,177.97041420118344,136.79289940828403,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_free,top,3,1,1,217.14792899408283,174.94082840236686,217.14792899408283,174.94082840236686,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_free,top,4,3,3,381.0,197.0,381.0,197.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_free,top,5,5,5,548.0,178.0,548.0,178.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_free,top,6,7,7,949.0,126.0,949.0,126.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_free,bottom,1,12,12,145.88165680473372,362.1183431952663,142.43963999801105,367.28136840535035,2.0479322295150344,3.442016806722677,-5.163025210084072
b8cTxDM8gDG-07,semi,W010,W014,split_free,bottom,2,11,11,177.97041420118344,377.207100591716,177.97041420118344,377.207100591716,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_free,bottom,3,2,2,214.11834319526628,328.9704142011835,214.11834319526628,328.9704142011835,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_free,bottom,4,4,4,381.0,315.0,381.0,320.163025210084,1.8151260504201634,0.0,-5.163025210084015
b8cTxDM8gDG-07,semi,W010,W014,split_free,bottom,5,6,6,548.0,335.0,548.0,335.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,split_free,bottom,6,8,8,949.0,387.0,949.0,387.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_free,top,1,9,9,142.85207100591717,145.82248520710058,144.5730794092785,149.26450201382326,1.300725157769782,-1.7210084033613384,-3.442016806722677
b8cTxDM8gDG-07,semi,W010,W014,bound_free,top,2,10,10,177.97041420118344,136.79289940828403,177.97041420118344,136.79289940828403,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_free,top,3,1,1,217.14792899408283,174.94082840236686,217.14792899408283,174.94082840236686,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_free,top,4,3,3,381.0,197.0,381.0,197.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_free,top,5,5,5,548.0,178.0,548.0,178.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_free,top,6,7,7,949.0,126.0,949.0,126.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_free,bottom,1,12,12,145.88165680473372,362.1183431952663,142.43963999801105,367.28136840535035,2.0479322295150344,3.442016806722677,-5.163025210084072
b8cTxDM8gDG-07,semi,W010,W014,bound_free,bottom,2,11,11,177.97041420118344,377.207100591716,177.97041420118344,377.207100591716,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_free,bottom,3,2,2,214.11834319526628,328.9704142011835,214.11834319526628,328.9704142011835,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_free,bottom,4,4,4,381.0,315.0,381.0,320.163025210084,1.8151260504201634,0.0,-5.163025210084015
b8cTxDM8gDG-07,semi,W010,W014,bound_free,bottom,5,6,6,548.0,335.0,548.0,335.0,0.0,0.0,0.0
b8cTxDM8gDG-07,semi,W010,W014,bound_free,bottom,6,8,8,949.0,387.0,949.0,387.0,0.0,0.0,0.0
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,top,1,1,19,75.55728155339806,198.83495145631068,77.06286509962771,198.23089198583477,0.5407440675117049,-1.5055835462296727,0.604059470475903
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,top,2,3,17,97.42912621359223,186.90485436893204,97.90376572405533,187.56810561984858,0.2785826401671105,-0.4746395104631347,-0.6632512509165451
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,top,3,5,15,174.9747572815534,218.71844660194174,173.51261450104855,213.25572731972446,1.984249289718085,1.4621427805047915,5.462719282217279
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,top,4,7,13,379.7747572815534,222.69514563106796,375.620883347242,219.55646471780727,1.8046182397945736,4.1538739343113775,3.1386809132606857
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,top,5,9,11,447.37864077669906,210.76504854368935,446.8676831563318,208.40900624427616,0.8460780598233452,0.5109576203672077,2.3560422994131898
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,top,6,11,9,461.2970873786407,216.73009708737862,457.0457974147731,214.22507153481416,1.6962643374613944,4.251289963867521,2.5050255525644616
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,top,7,13,7,532.8776699029127,210.76504854368935,528.2925972238629,211.80171099709003,1.5951608165216973,4.585072679049745,-1.0366624534006803
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,top,8,17,6,544.8077669902913,206.7883495145631,532.1699740842215,206.95498992164173,4.246968966020517,12.637792906069762,-0.16664040707863137
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,top,9,15,3,972.3029126213593,178.95145631067962,543.1609572287666,205.17887879936072,127.19603831856796,429.14195539259265,-26.2274224886811
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,top,10,19,1,996.1631067961165,180.93980582524273,972.4648373888755,173.01090305163217,7.889063346295325,23.698269407241014,7.9289027736105595
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,bottom,1,2,20,65.61553398058253,334.04271844660195,77.06286509962771,345.57121267946263,5.3526235976537055,-11.447331119045202,-11.52849423286068
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,bottom,2,4,18,97.42912621359223,351.93786407766993,98.3884378316002,349.4485895398213,0.9192459033707392,-0.9593116180079733,2.489274537848644
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,bottom,3,6,16,172.98640776699028,316.147572815534,173.51261450104855,315.5215420116833,0.2796105822249661,-0.5262067340582917,0.6260308038506537
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,bottom,4,8,14,381.76310679611646,308.19417475728153,375.620883347242,306.79744407587634,2.1083635776508407,6.142223448874461,1.396730681405188
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,bottom,5,10,12,445.3902912621359,324.1009708737864,446.8676831563318,322.7916236248557,0.6613814953279099,-1.4773918941958755,1.3093472489307487
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,bottom,6,12,10,463.2854368932039,314.1592233009709,457.0457974147731,319.39891887204186,2.748781302612219,6.239639478430718,-5.239695571070968
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,bottom,7,14,8,526.9126213592233,318.13592233009706,526.8385809012284,323.7609678399455,1.9777001713228983,0.07404045799489722,-5.625045509848462
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,bottom,8,18,5,540.8310679611651,326.0893203883495,532.1699740842215,328.1230168078488,2.8468632292318237,8.661093876943596,-2.033696419499279
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,bottom,9,16,4,976.2796116504854,363.86796116504854,542.3480883426629,328.1230168078489,111.36120601101169,433.93152330782254,35.74494435719964
VFuaQ6m2Qom-07,manual,W001,W031,split_fixed,bottom,10,20,2,994.1747572815534,361.87961165048546,972.4648373888755,360.74613827787135,6.0908139872315745,21.70991989267793,1.1334733726141053
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,top,1,1,19,75.55728155339806,198.83495145631068,77.06286509962771,198.23089198583477,0.5407440675117049,-1.5055835462296727,0.604059470475903
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,top,2,3,17,97.42912621359223,186.90485436893204,97.90376572405533,187.56810561984858,0.2785826401671105,-0.4746395104631347,-0.6632512509165451
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,top,3,5,15,174.9747572815534,218.71844660194174,173.51261450104855,213.25572731972446,1.984249289718085,1.4621427805047915,5.462719282217279
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,top,4,7,13,379.7747572815534,222.69514563106796,375.620883347242,219.55646471780727,1.8046182397945736,4.1538739343113775,3.1386809132606857
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,top,5,9,11,447.37864077669906,210.76504854368935,446.8676831563318,208.40900624427616,0.8460780598233452,0.5109576203672077,2.3560422994131898
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,top,6,11,9,461.2970873786407,216.73009708737862,457.0457974147731,214.22507153481416,1.6962643374613944,4.251289963867521,2.5050255525644616
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,top,7,13,7,532.8776699029127,210.76504854368935,528.2925972238629,211.80171099709003,1.5951608165216973,4.585072679049745,-1.0366624534006803
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,top,8,17,6,544.8077669902913,206.7883495145631,532.1699740842215,206.95498992164173,4.246968966020517,12.637792906069762,-0.16664040707863137
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,top,9,15,3,972.3029126213593,178.95145631067962,543.1609572287666,205.17887879936072,127.19603831856796,429.14195539259265,-26.2274224886811
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,top,10,19,1,996.1631067961165,180.93980582524273,972.4648373888755,173.01090305163217,7.889063346295325,23.698269407241014,7.9289027736105595
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,bottom,1,2,20,65.61553398058253,334.04271844660195,77.06286509962771,345.57121267946263,5.3526235976537055,-11.447331119045202,-11.52849423286068
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,bottom,2,4,18,97.42912621359223,351.93786407766993,98.3884378316002,349.4485895398213,0.9192459033707392,-0.9593116180079733,2.489274537848644
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,bottom,3,6,16,172.98640776699028,316.147572815534,173.51261450104855,315.5215420116833,0.2796105822249661,-0.5262067340582917,0.6260308038506537
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,bottom,4,8,14,381.76310679611646,308.19417475728153,375.620883347242,306.79744407587634,2.1083635776508407,6.142223448874461,1.396730681405188
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,bottom,5,10,12,445.3902912621359,324.1009708737864,446.8676831563318,322.7916236248557,0.6613814953279099,-1.4773918941958755,1.3093472489307487
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,bottom,6,12,10,463.2854368932039,314.1592233009709,457.0457974147731,319.39891887204186,2.748781302612219,6.239639478430718,-5.239695571070968
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,bottom,7,14,8,526.9126213592233,318.13592233009706,526.8385809012284,323.7609678399455,1.9777001713228983,0.07404045799489722,-5.625045509848462
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,bottom,8,18,5,540.8310679611651,326.0893203883495,532.1699740842215,328.1230168078488,2.8468632292318237,8.661093876943596,-2.033696419499279
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,bottom,9,16,4,976.2796116504854,363.86796116504854,542.3480883426629,328.1230168078489,111.36120601101169,433.93152330782254,35.74494435719964
VFuaQ6m2Qom-07,manual,W001,W031,bound_fixed,bottom,10,20,2,994.1747572815534,361.87961165048546,972.4648373888755,360.74613827787135,6.0908139872315745,21.70991989267793,1.1334733726141053
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,top,1,1,17,75.55728155339806,198.83495145631068,97.90376572405533,187.56810561984858,8.293272066240034,-22.346484170657277,11.266845836462096
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,top,2,3,15,97.42912621359223,186.90485436893204,173.51261450104855,213.25572731972446,26.8041966099063,-76.0834882874563,-26.35087295079242
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,top,3,5,13,174.9747572815534,218.71844660194174,375.620883347242,219.55646471780727,68.54348567077844,-200.64612606568858,-0.8380181158655375
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,top,4,7,11,379.7747572815534,222.69514563106796,446.8676831563318,208.40900624427616,23.409035246891776,-67.09292587477842,14.286139386791803
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,top,5,9,9,447.37864077669906,210.76504854368935,457.0457974147731,214.22507153481416,3.4991047483495414,-9.667156638074061,-3.4600229911248164
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,top,6,11,7,461.2970873786407,216.73009708737862,528.2925972238629,211.80171099709003,22.857755001866387,-66.99550984522222,4.928386090288598
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,top,7,13,6,532.8776699029127,210.76504854368935,532.1699740842215,206.95498992164173,1.3605715666613236,0.7076958186911497,3.8100586220476202
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,top,8,17,3,544.8077669902913,206.7883495145631,543.1609572287666,205.17887879936072,0.7907899236778945,1.6468097615246506,1.6094707152023773
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,top,9,15,1,972.3029126213593,178.95145631067962,972.4648373888755,173.01090305163217,2.089080881507762,-0.16192476751621143,5.940553259047448
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,top,10,19,19,996.1631067961165,180.93980582524273,77.06286509962771,198.23089198583477,34.327196162735625,-104.89975830351113,-17.291086160592045
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,bottom,1,2,18,65.61553398058253,334.04271844660195,98.3884378316002,349.4485895398213,11.314450953089338,-32.772903851017645,-15.405871093219332
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,bottom,2,4,16,97.42912621359223,351.93786407766993,173.51261450104855,315.5215420116833,26.838553547249965,-76.0834882874563,36.416322065986606
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,bottom,3,6,14,172.98640776699028,316.147572815534,375.620883347242,306.79744407587634,66.58060541143017,-202.63447558025172,9.350128739657634
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,bottom,4,8,12,381.76310679611646,308.19417475728153,446.8676831563318,322.7916236248557,21.934773893411467,-65.10457636021533,-14.597448867574144
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,bottom,5,10,10,445.3902912621359,324.1009708737864,457.0457974147731,319.39891887204186,4.110439273776395,-11.655506152637201,4.702052001744562
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,bottom,6,12,8,463.2854368932039,314.1592233009709,526.8385809012284,323.7609678399455,20.920851161760968,-63.5531440080245,-9.601744538974629
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,bottom,7,14,5,526.9126213592233,318.13592233009706,532.1699740842215,328.1230168078488,3.897074264310376,-5.2573527249982135,-9.987094477751725
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,bottom,8,18,4,540.8310679611651,326.0893203883495,542.3480883426629,328.1230168078489,0.8626418620856225,-1.5170203814977867,-2.0336964194993925
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,bottom,9,16,2,976.2796116504854,363.86796116504854,972.4648373888755,360.74613827787135,1.5280727996277883,3.814774261609955,3.1218228871771885
VFuaQ6m2Qom-07,manual,W001,W031,split_cyclic,bottom,10,20,20,994.1747572815534,361.87961165048546,77.06286509962771,345.57121267946263,31.272013743433508,-106.88810781807433,16.308398971022825
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,top,1,1,17,75.55728155339806,198.83495145631068,97.90376572405533,187.56810561984858,8.293272066240034,-22.346484170657277,11.266845836462096
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,top,2,3,15,97.42912621359223,186.90485436893204,173.51261450104855,213.25572731972446,26.8041966099063,-76.0834882874563,-26.35087295079242
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,top,3,5,13,174.9747572815534,218.71844660194174,375.620883347242,219.55646471780727,68.54348567077844,-200.64612606568858,-0.8380181158655375
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,top,4,7,11,379.7747572815534,222.69514563106796,446.8676831563318,208.40900624427616,23.409035246891776,-67.09292587477842,14.286139386791803
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,top,5,9,9,447.37864077669906,210.76504854368935,457.0457974147731,214.22507153481416,3.4991047483495414,-9.667156638074061,-3.4600229911248164
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,top,6,11,7,461.2970873786407,216.73009708737862,528.2925972238629,211.80171099709003,22.857755001866387,-66.99550984522222,4.928386090288598
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,top,7,13,6,532.8776699029127,210.76504854368935,532.1699740842215,206.95498992164173,1.3605715666613236,0.7076958186911497,3.8100586220476202
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,top,8,17,3,544.8077669902913,206.7883495145631,543.1609572287666,205.17887879936072,0.7907899236778945,1.6468097615246506,1.6094707152023773
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,top,9,15,1,972.3029126213593,178.95145631067962,972.4648373888755,173.01090305163217,2.089080881507762,-0.16192476751621143,5.940553259047448
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,top,10,19,19,996.1631067961165,180.93980582524273,77.06286509962771,198.23089198583477,34.327196162735625,-104.89975830351113,-17.291086160592045
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,bottom,1,2,18,65.61553398058253,334.04271844660195,98.3884378316002,349.4485895398213,11.314450953089338,-32.772903851017645,-15.405871093219332
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,bottom,2,4,16,97.42912621359223,351.93786407766993,173.51261450104855,315.5215420116833,26.838553547249965,-76.0834882874563,36.416322065986606
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,bottom,3,6,14,172.98640776699028,316.147572815534,375.620883347242,306.79744407587634,66.58060541143017,-202.63447558025172,9.350128739657634
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,bottom,4,8,12,381.76310679611646,308.19417475728153,446.8676831563318,322.7916236248557,21.934773893411467,-65.10457636021533,-14.597448867574144
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,bottom,5,10,10,445.3902912621359,324.1009708737864,457.0457974147731,319.39891887204186,4.110439273776395,-11.655506152637201,4.702052001744562
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,bottom,6,12,8,463.2854368932039,314.1592233009709,526.8385809012284,323.7609678399455,20.920851161760968,-63.5531440080245,-9.601744538974629
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,bottom,7,14,5,526.9126213592233,318.13592233009706,532.1699740842215,328.1230168078488,3.897074264310376,-5.2573527249982135,-9.987094477751725
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,bottom,8,18,4,540.8310679611651,326.0893203883495,542.3480883426629,328.1230168078489,0.8626418620856225,-1.5170203814977867,-2.0336964194993925
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,bottom,9,16,2,976.2796116504854,363.86796116504854,972.4648373888755,360.74613827787135,1.5280727996277883,3.814774261609955,3.1218228871771885
VFuaQ6m2Qom-07,manual,W001,W031,bound_cyclic,bottom,10,20,20,994.1747572815534,361.87961165048546,77.06286509962771,345.57121267946263,31.272013743433508,-106.88810781807433,16.308398971022825
VFuaQ6m2Qom-07,manual,W001,W031,split_free,top,1,1,19,75.55728155339806,198.83495145631068,77.06286509962771,198.23089198583477,0.5407440675117049,-1.5055835462296727,0.604059470475903
VFuaQ6m2Qom-07,manual,W001,W031,split_free,top,2,3,17,97.42912621359223,186.90485436893204,97.90376572405533,187.56810561984858,0.2785826401671105,-0.4746395104631347,-0.6632512509165451
VFuaQ6m2Qom-07,manual,W001,W031,split_free,top,3,5,13,174.9747572815534,218.71844660194174,375.620883347242,219.55646471780727,68.54348567077844,-200.64612606568858,-0.8380181158655375
VFuaQ6m2Qom-07,manual,W001,W031,split_free,top,4,7,3,379.7747572815534,222.69514563106796,543.1609572287666,205.17887879936072,55.72754114620221,-163.38619994721324,17.51626683170724
