worker_id,image_id,tier,language,batch,source_groups,code,number,scene,difficulty,doorway,image_path,selection_state,baseline_credit,optional_kind,order
2,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,required,zh,G141,G141,pa4otMbVnkk-23,23,起居与休闲,中等,否,data/mp3d_layout/valid/img/pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc.png,已明确采用,1,,11
2,wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c,required,zh,G207,G207,wc2JMjhGNzB-45,45,主空间待定,简单,否,data/mp3d_layout/test/img/wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c.png,已明确采用,1,,12
2,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,required,zh,G057,G057,VFuaQ6m2Qom-04,4,卫浴,困难,否,data/mp3d_layout/valid/img/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.png,已明确采用,1,,13
2,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,required,zh,G057,G057,VFuaQ6m2Qom-10,10,卫浴,困难,否,data/mp3d_layout/valid/img/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.png,已明确采用,1,,14
2,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,required,zh,G015,G015,7y3sRwLe3Va-09,9,起居与休闲,中等,否,data/mp3d_layout/test/img/7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040.png,已明确采用,1,,15
2,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,required,zh,G015,G015,7y3sRwLe3Va-16,16,起居与休闲,中等,否,data/mp3d_layout/test/img/7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b.png,已明确采用,1,,16
2,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,required,zh,G015,G015,7y3sRwLe3Va-19,19,起居与休闲,中等,否,data/mp3d_layout/test/img/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.png,已明确采用,1,,17
2,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,required,zh,G197,G197,uNb9QFRL6hY-75,75,卫浴,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e.png,已明确采用,1,,18
2,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,required,zh,G179,G179,uNb9QFRL6hY-19,19,卧室,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.png,已明确采用,1,,19
2,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,required,zh,G184,G184,uNb9QFRL6hY-26,26,卫浴,困难,否,data/mp3d_layout/test/img/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.png,已明确采用,1,,20
6,wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,required,zh,G207,G207,wc2JMjhGNzB-04,4,主空间待定,简单,否,data/mp3d_layout/test/img/wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde.png,已明确采用,1,,1
6,wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c,required,zh,G207,G207,wc2JMjhGNzB-45,45,主空间待定,简单,否,data/mp3d_layout/test/img/wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c.png,已明确采用,1,,2
6,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,required,zh,G179,G179,uNb9QFRL6hY-19,19,卧室,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.png,已明确采用,1,,3
6,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,required,zh,G179,G179,uNb9QFRL6hY-29,29,卧室,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.png,已明确采用,1,,4
6,yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526,required,zh,G237,G237,yqstnuAEVhm-10,10,厨房与用餐,简单,否,data/mp3d_layout/test/img/yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526.png,已明确采用,1,,5
6,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,required,zh,G197,G197,uNb9QFRL6hY-75,75,卫浴,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e.png,已明确采用,1,,6
6,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,required,zh,G109,G109,jtcxE69GiFV-17,17,卧室,中等,否,data/mp3d_layout/valid/img/jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99.png,已明确采用,1,,7
6,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,required,zh,G109,G109,jtcxE69GiFV-33,33,卧室,中等,否,data/mp3d_layout/valid/img/jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3.png,已明确采用,1,,8
6,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,required,zh,G184,G184,uNb9QFRL6hY-88,88,卫浴,困难,否,data/mp3d_layout/test/img/uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.png,已明确采用,1,,9
6,2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,required,zh,G002,G002,2t7WUuJeko7-02,2,厨房与用餐,简单,否,data/mp3d_layout/valid/img/2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59.png,已明确采用,1,,10
6,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,required,zh,G002,G002,2t7WUuJeko7-05,5,厨房与用餐,中等,否,data/mp3d_layout/valid/img/2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e.png,已明确采用,1,,11
6,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,required,zh,G141,G141,pa4otMbVnkk-23,23,起居与休闲,中等,否,data/mp3d_layout/valid/img/pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc.png,已明确采用,1,,12
6,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,required,zh,G178,G178,uNb9QFRL6hY-07,7,工作与学习,简单,否,data/mp3d_layout/test/img/uNb9QFRL6hY_104d12b732794414a42edd37ac554bff.png,已明确采用,1,,13
6,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,required,zh,G178,G178,uNb9QFRL6hY-14,14,工作与学习,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7.png,已明确采用,1,,14
6,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,required,zh,G205,G205,wc2JMjhGNzB-54,54,卧室,简单,否,data/mp3d_layout/test/img/wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.png,已明确采用,1,,15
6,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,required,zh,G057,G057,VFuaQ6m2Qom-04,4,卫浴,困难,否,data/mp3d_layout/valid/img/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.png,已明确采用,1,,16
6,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,required,zh,G057,G057,VFuaQ6m2Qom-10,10,卫浴,困难,否,data/mp3d_layout/valid/img/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.png,已明确采用,1,,17
6,uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,required,zh,G172,G172,uNb9QFRL6hY-12,12,起居与休闲,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.png,已明确采用,1,,18
6,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,required,zh,G015,G015,7y3sRwLe3Va-09,9,起居与休闲,中等,否,data/mp3d_layout/test/img/7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040.png,已明确采用,1,,19
6,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,required,zh,G202,G202,wc2JMjhGNzB-26,26,卫浴,困难,否,data/mp3d_layout/test/img/wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.png,已明确采用,1,,20
8,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,required,zh,G057,G057,VFuaQ6m2Qom-04,4,卫浴,困难,否,data/mp3d_layout/valid/img/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.png,已明确采用,1,,1
8,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,required,zh,G057,G057,VFuaQ6m2Qom-10,10,卫浴,困难,否,data/mp3d_layout/valid/img/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.png,已明确采用,1,,2
8,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,required,zh,G141,G141,pa4otMbVnkk-17,17,起居与休闲,中等,否,data/mp3d_layout/valid/img/pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a.png,已明确采用,1,,3
8,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,required,zh,G141,G141,pa4otMbVnkk-37,37,起居与休闲,中等,否,data/mp3d_layout/valid/img/pa4otMbVnkk_b8245307c038459a9df432be2341ec27.png,已明确采用,1,,4
8,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,required,zh,G109,G109,jtcxE69GiFV-17,17,卧室,中等,否,data/mp3d_layout/valid/img/jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99.png,已明确采用,1,,5
8,jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,required,zh,G109,G109,jtcxE69GiFV-33,33,卧室,中等,否,data/mp3d_layout/valid/img/jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3.png,已明确采用,1,,6
8,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,required,zh,G184,G184,uNb9QFRL6hY-26,26,卫浴,困难,否,data/mp3d_layout/test/img/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.png,已明确采用,1,,7
8,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,required,zh,G184,G184,uNb9QFRL6hY-88,88,卫浴,困难,否,data/mp3d_layout/test/img/uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.png,已明确采用,1,,8
8,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,required,zh,G179,G179,uNb9QFRL6hY-29,29,卧室,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.png,已明确采用,1,,9
8,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,required,zh,G202,G202,wc2JMjhGNzB-02,2,卫浴,中等,否,data/mp3d_layout/test/img/wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35.png,已明确采用,1,,10
8,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,required,zh,G202,G202,wc2JMjhGNzB-26,26,卫浴,困难,否,data/mp3d_layout/test/img/wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.png,已明确采用,1,,11
8,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,required,zh,G178,G178,uNb9QFRL6hY-07,7,工作与学习,简单,否,data/mp3d_layout/test/img/uNb9QFRL6hY_104d12b732794414a42edd37ac554bff.png,已明确采用,1,,12
8,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,required,zh,G178,G178,uNb9QFRL6hY-14,14,工作与学习,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7.png,已明确采用,1,,13
8,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,required,zh,G178,G178,uNb9QFRL6hY-48,48,工作与学习,简单,否,data/mp3d_layout/test/img/uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426.png,已明确采用,1,,14
8,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,required,zh,G015,G015,7y3sRwLe3Va-09,9,起居与休闲,中等,否,data/mp3d_layout/test/img/7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040.png,已明确采用,1,,15
8,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,required,zh,G015,G015,7y3sRwLe3Va-16,16,起居与休闲,中等,否,data/mp3d_layout/test/img/7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b.png,已明确采用,1,,16
8,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,required,zh,G205,G205,wc2JMjhGNzB-03,3,卧室,简单,否,data/mp3d_layout/test/img/wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee.png,已明确采用,1,,17
8,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,required,zh,G002,G002,2t7WUuJeko7-10,10,厨房与用餐,中等,否,data/mp3d_layout/valid/img/2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371.png,已明确采用,1,,18
8,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,required,zh,G078,G078,Z6MFQCViBuw-02,2,厨房与用餐,简单,否,data/mp3d_layout/test/img/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.png,已明确采用,1,,19
8,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,required,zh,G078,G078,Z6MFQCViBuw-09,9,厨房与用餐,简单,否,data/mp3d_layout/test/img/Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06.png,已明确采用,1,,20
10,uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,required,zh,G172,G172,uNb9QFRL6hY-12,12,起居与休闲,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.png,已明确采用,1,,1
10,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,required,zh,G172,G172,uNb9QFRL6hY-40,40,起居与休闲,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.png,已明确采用,1,,2
10,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,required,zh,G202,G202,wc2JMjhGNzB-02,2,卫浴,中等,否,data/mp3d_layout/test/img/wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35.png,已明确采用,1,,3
10,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,required,zh,G202,G202,wc2JMjhGNzB-26,26,卫浴,困难,否,data/mp3d_layout/test/img/wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.png,已明确采用,1,,4
10,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,required,zh,G047,G047,S9hNv5qa7GM-06,6,卧室,简单,否,data/mp3d_layout/valid/img/S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636.png,已明确采用,1,,5
10,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,required,zh,G015,G015,7y3sRwLe3Va-19,19,起居与休闲,中等,否,data/mp3d_layout/test/img/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.png,已明确采用,1,,6
10,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,required,zh,G179,G179,uNb9QFRL6hY-19,19,卧室,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.png,已明确采用,1,,7
10,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,required,zh,G179,G179,uNb9QFRL6hY-29,29,卧室,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.png,已明确采用,1,,8
10,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,required,zh,G197,G197,uNb9QFRL6hY-75,75,卫浴,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e.png,已明确采用,1,,9
10,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,required,zh,G002,G002,2t7WUuJeko7-05,5,厨房与用餐,中等,否,data/mp3d_layout/valid/img/2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e.png,已明确采用,1,,10
10,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,required,zh,G184,G184,uNb9QFRL6hY-26,26,卫浴,困难,否,data/mp3d_layout/test/img/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.png,已明确采用,1,,11
10,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,required,zh,G184,G184,uNb9QFRL6hY-88,88,卫浴,困难,否,data/mp3d_layout/test/img/uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.png,已明确采用,1,,12
10,rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,required,zh,G165,G165,rPc6DW4iMge-02,2,卧室,简单,否,data/mp3d_layout/test/img/rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe.png,已明确采用,1,,13
10,pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc,required,zh,G141,G141,pa4otMbVnkk-23,23,起居与休闲,中等,否,data/mp3d_layout/valid/img/pa4otMbVnkk_82f4e9ccd0ef4351a3d814f1222b03cc.png,已明确采用,1,,14
10,pa4otMbVnkk_b8245307c038459a9df432be2341ec27,required,zh,G141,G141,pa4otMbVnkk-37,37,起居与休闲,中等,否,data/mp3d_layout/valid/img/pa4otMbVnkk_b8245307c038459a9df432be2341ec27.png,已明确采用,1,,15
10,wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c,required,zh,G207,G207,wc2JMjhGNzB-45,45,主空间待定,简单,否,data/mp3d_layout/test/img/wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c.png,已明确采用,1,,16
10,yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2,required,zh,G237,G237,yqstnuAEVhm-05,5,厨房与用餐,简单,否,data/mp3d_layout/test/img/yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2.png,已明确采用,1,,17
10,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,required,zh,G078,G078,Z6MFQCViBuw-05,5,厨房与用餐,简单,否,data/mp3d_layout/test/img/Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719.png,已明确采用,1,,18
10,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,required,zh,G057,G057,VFuaQ6m2Qom-10,10,卫浴,困难,否,data/mp3d_layout/valid/img/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.png,已明确采用,1,,19
10,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,required,zh,G109,G109,jtcxE69GiFV-17,17,卧室,中等,否,data/mp3d_layout/valid/img/jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99.png,已明确采用,1,,20
12,uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,required,zh,G172,G172,uNb9QFRL6hY-12,12,起居与休闲,中等,否,data/mp3d_layout/test/img/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.png,已明确采用,1,,1
12,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,required,zh,G178,G178,uNb9QFRL6hY-48,48,工作与学习,简单,否,data/mp3d_layout/test/img/uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426.png,已明确采用,1,,2
