condition,target,trait,positive,negative,adjustment,images,buildings,positive_images,negative_images,coefficient,lo,hi,status,pvalue,residual_df,largest_building,coefficient_without_largest_building,without_largest_status
manual,core10_p_by_19,floor_boundary,partial,present,n_scene,133,20,99,34,-0.31936606834,-0.446964034373,-0.191768102308,descriptive_adjusted_association,9.31369279653e-07,119,uNb9QFRL6hY,,
manual,core10_p_by_19,floor_boundary,partial,present,n_scene_building,133,20,99,34,-0.352573368224,-0.508754242261,-0.196392494188,descriptive_adjusted_association,9.66406035175e-06,101,uNb9QFRL6hY,-0.345521414737,descriptive_adjusted_association
manual,core10_p_by_19,ceiling_boundary,partial,present,unadjusted,133,20,18,115,0.0667632850242,-0.215214571554,0.348741141602,descriptive_adjusted_association,0.642607325036,131,uNb9QFRL6hY,,
manual,core10_p_by_19,ceiling_boundary,partial,present,n_scene,133,20,18,115,0.103304437736,-0.0665559137879,0.273164789261,descriptive_adjusted_association,0.233262541695,119,uNb9QFRL6hY,,
manual,core10_p_by_19,ceiling_boundary,partial,present,n_scene_building,133,20,18,115,0.137422358917,-0.108284752524,0.383129470358,descriptive_adjusted_association,0.272993505814,101,uNb9QFRL6hY,-0.0163585991708,descriptive_adjusted_association
manual,core10_p_by_19,reflection_glass,present,unknown,unadjusted,133,20,103,30,0.0551585760518,-0.0642837463074,0.174600898411,descriptive_adjusted_association,0.365405420261,131,uNb9QFRL6hY,,
manual,core10_p_by_19,reflection_glass,present,unknown,n_scene,133,20,103,30,-0.03241729679,-0.187686527463,0.122851933883,descriptive_adjusted_association,0.682390224235,119,uNb9QFRL6hY,,
manual,core10_p_by_19,reflection_glass,present,unknown,n_scene_building,133,20,103,30,-0.025306836949,-0.194927433534,0.144313759636,descriptive_adjusted_association,0.769965364558,101,uNb9QFRL6hY,-0.0176504993156,descriptive_adjusted_association
manual,core10_p_by_19,doorway,确认,否,unadjusted,128,20,8,120,-0.389541666667,-0.615817077193,-0.16326625614,descriptive_adjusted_association,0.000740434606783,126,uNb9QFRL6hY,,
manual,core10_p_by_19,doorway,确认,否,n_scene,128,20,8,120,-0.395221524795,-0.590266407519,-0.200176642071,descriptive_adjusted_association,7.14227263879e-05,114,uNb9QFRL6hY,,
manual,core10_p_by_19,doorway,确认,否,n_scene_building,128,20,8,120,-0.385978506867,-0.583752524085,-0.188204489649,descriptive_adjusted_association,0.000130722827941,96,uNb9QFRL6hY,-0.364461525639,descriptive_adjusted_association
manual,core10_p_by_19,doorway,疑似,否,unadjusted,124,20,4,120,-0.219541666667,-0.516947167754,0.0778638344205,descriptive_adjusted_association,0.147945899986,122,uNb9QFRL6hY,,
manual,core10_p_by_19,doorway,疑似,否,n_scene,124,20,4,120,-0.0747689852361,-0.375031469868,0.225493499396,descriptive_adjusted_association,0.625511093421,110,uNb9QFRL6hY,,
manual,core10_p_by_19,doorway,疑似,否,n_scene_building,124,20,4,120,-0.0746321553199,-0.589325735796,0.440061425156,descriptive_adjusted_association,0.77625648874,92,uNb9QFRL6hY,-0.0969722776929,descriptive_adjusted_association
manual,core_tail_10,floor_boundary,partial,present,unadjusted,133,20,99,34,-0.0649985145573,-0.193573080655,0.0635760515406,descriptive_adjusted_association,0.321771597506,131,uNb9QFRL6hY,,
manual,core_tail_10,floor_boundary,partial,present,n_scene,133,20,99,34,-0.365171804032,-0.530921712564,-0.1994218955,descriptive_adjusted_association,1.57382840993e-05,119,uNb9QFRL6hY,,
manual,core_tail_10,floor_boundary,partial,present,n_scene_building,133,20,99,34,-0.379365571916,-0.570915595105,-0.187815548728,descriptive_adjusted_association,0.000103721814912,101,uNb9QFRL6hY,-0.375799626369,descriptive_adjusted_association
manual,core_tail_10,ceiling_boundary,partial,present,unadjusted,133,20,18,115,0.00514009661836,-0.207990693002,0.218270886239,descriptive_adjusted_association,0.9622991155,131,uNb9QFRL6hY,,
manual,core_tail_10,ceiling_boundary,partial,present,n_scene,133,20,18,115,0.0663116110548,-0.115085756264,0.247708978374,descriptive_adjusted_association,0.473692345901,119,uNb9QFRL6hY,,
manual,core_tail_10,ceiling_boundary,partial,present,n_scene_building,133,20,18,115,0.0501340321656,-0.231046713871,0.331314778202,descriptive_adjusted_association,0.726745399855,101,uNb9QFRL6hY,-0.131436441242,descriptive_adjusted_association
manual,core_tail_10,reflection_glass,present,unknown,unadjusted,133,20,103,30,0.0154951456311,-0.104767064683,0.135757355945,descriptive_adjusted_association,0.800630712772,131,uNb9QFRL6hY,,
manual,core_tail_10,reflection_glass,present,unknown,n_scene,133,20,103,30,-0.0596764779685,-0.175198727837,0.0558457719001,descriptive_adjusted_association,0.311309514775,119,uNb9QFRL6hY,,
manual,core_tail_10,reflection_glass,present,unknown,n_scene_building,133,20,103,30,-0.0189295339789,-0.147229846887,0.10937077893,descriptive_adjusted_association,0.77244768957,101,uNb9QFRL6hY,0.00786621032933,descriptive_adjusted_association
manual,core_tail_10,doorway,确认,否,unadjusted,128,20,8,120,-0.16525,-0.301750532157,-0.0287494678425,descriptive_adjusted_association,0.0176553658227,126,uNb9QFRL6hY,,
manual,core_tail_10,doorway,确认,否,n_scene,128,20,8,120,-0.309259890617,-0.450788540332,-0.167731240901,descriptive_adjusted_association,1.84559880677e-05,114,uNb9QFRL6hY,,
manual,core_tail_10,doorway,确认,否,n_scene_building,128,20,8,120,-0.388957128795,-0.677003374427,-0.100910883164,descriptive_adjusted_association,0.00813064883438,96,uNb9QFRL6hY,-0.495714938172,descriptive_adjusted_association
manual,core_tail_10,doorway,疑似,否,unadjusted,124,20,4,120,0.09725,-0.115060862607,0.309560862607,descriptive_adjusted_association,0.369307743658,122,uNb9QFRL6hY,,
manual,core_tail_10,doorway,疑似,否,n_scene,124,20,4,120,-0.00268382672167,-0.30957902748,0.304211374036,descriptive_adjusted_association,0.986324876285,110,uNb9QFRL6hY,,
manual,core_tail_10,doorway,疑似,否,n_scene_building,124,20,4,120,-0.0407147715834,-0.501711751445,0.420282208279,descriptive_adjusted_association,0.862571275531,92,uNb9QFRL6hY,-0.0419079350419,descriptive_adjusted_association
manual,late_quarter_new,floor_boundary,partial,present,unadjusted,133,20,99,34,-0.00727673796793,-0.109830932244,0.0952774563083,descriptive_adjusted_association,0.889395354122,131,uNb9QFRL6hY,,
manual,late_quarter_new,floor_boundary,partial,present,n_scene,133,20,99,34,0.16707322668,0.0420426299198,0.29210382344,descriptive_adjusted_association,0.00881830387162,119,uNb9QFRL6hY,,
manual,late_quarter_new,floor_boundary,partial,present,n_scene_building,133,20,99,34,0.217254459944,0.0632869435847,0.371221976304,descriptive_adjusted_association,0.00568200441482,101,uNb9QFRL6hY,0.208750240406,descriptive_adjusted_association
manual,late_quarter_new,ceiling_boundary,partial,present,unadjusted,133,20,18,115,-0.0406359098229,-0.169584938565,0.0883131189196,descriptive_adjusted_association,0.536808367785,131,uNb9QFRL6hY,,
manual,late_quarter_new,ceiling_boundary,partial,present,n_scene,133,20,18,115,-0.0394565558591,-0.14740019066,0.0684870789418,descriptive_adjusted_association,0.473729478053,119,uNb9QFRL6hY,,
manual,late_quarter_new,ceiling_boundary,partial,present,n_scene_building,133,20,18,115,-0.0897904188667,-0.314856864597,0.135276026864,descriptive_adjusted_association,0.434256284406,101,uNb9QFRL6hY,-0.032165499243,descriptive_adjusted_association
manual,late_quarter_new,reflection_glass,present,unknown,unadjusted,133,20,103,30,-0.0701499460626,-0.151682717843,0.0113828257175,descriptive_adjusted_association,0.0917317629337,131,uNb9QFRL6hY,,
manual,late_quarter_new,reflection_glass,present,unknown,n_scene,133,20,103,30,-0.0234191447389,-0.102142777066,0.055304487588,descriptive_adjusted_association,0.559852232862,119,uNb9QFRL6hY,,
manual,late_quarter_new,reflection_glass,present,unknown,n_scene_building,133,20,103,30,-0.0102084068976,-0.101068594303,0.0806517805074,descriptive_adjusted_association,0.825709426059,101,uNb9QFRL6hY,0.00694383412515,descriptive_adjusted_association
manual,late_quarter_new,doorway,确认,否,unadjusted,128,20,8,120,0.219343055556,0.0470311391936,0.391654971918,descriptive_adjusted_association,0.0125985442554,126,uNb9QFRL6hY,,
manual,late_quarter_new,doorway,确认,否,n_scene,128,20,8,120,0.258159032721,0.0794545354749,0.436863529968,descriptive_adjusted_association,0.00463459449917,114,uNb9QFRL6hY,,
manual,late_quarter_new,doorway,确认,否,n_scene_building,128,20,8,120,0.339143537504,0.164091730831,0.514195344176,descriptive_adjusted_association,0.000146331630429,96,uNb9QFRL6hY,0.297914621607,descriptive_adjusted_association
manual,late_quarter_new,doorway,疑似,否,unadjusted,124,20,4,120,0.00813472222239,-0.121366743861,0.137636188305,descriptive_adjusted_association,0.90201487412,122,uNb9QFRL6hY,,
manual,late_quarter_new,doorway,疑似,否,n_scene,124,20,4,120,0.0904265706318,-0.0574390632268,0.23829220449,descriptive_adjusted_association,0.230680695377,110,uNb9QFRL6hY,,
manual,late_quarter_new,doorway,疑似,否,n_scene_building,124,20,4,120,0.118425705763,-0.211345728733,0.448197140258,descriptive_adjusted_association,0.481525259113,92,uNb9QFRL6hY,0.0898254343922,descriptive_adjusted_association
manual,half_tv_all,floor_boundary,partial,present,unadjusted,133,20,99,34,0.0237917556024,-0.0345853903441,0.082168901549,descriptive_adjusted_association,0.424413146668,131,uNb9QFRL6hY,,
manual,half_tv_all,floor_boundary,partial,present,n_scene,133,20,99,34,0.145377148901,0.0664436972862,0.224310600516,descriptive_adjusted_association,0.000306433149052,119,uNb9QFRL6hY,,
manual,half_tv_all,floor_boundary,partial,present,n_scene_building,133,20,99,34,0.162278277026,0.0690529104797,0.255503643572,descriptive_adjusted_association,0.000645525291798,101,uNb9QFRL6hY,0.159146314736,descriptive_adjusted_association
manual,half_tv_all,ceiling_boundary,partial,present,unadjusted,133,20,18,115,-0.0128415014068,-0.106814099863,0.0811310970491,descriptive_adjusted_association,0.788828545492,131,uNb9QFRL6hY,,
manual,half_tv_all,ceiling_boundary,partial,present,n_scene,133,20,18,115,-0.0227873905751,-0.0987376639454,0.0531628827952,descriptive_adjusted_association,0.556499558128,119,uNb9QFRL6hY,,
manual,half_tv_all,ceiling_boundary,partial,present,n_scene_building,133,20,18,115,-0.0261704597225,-0.184788608408,0.132447688963,descriptive_adjusted_association,0.746411190325,101,uNb9QFRL6hY,0.02748689801,descriptive_adjusted_association
manual,half_tv_all,reflection_glass,present,unknown,unadjusted,133,20,103,30,-0.0180249019993,-0.0701388735578,0.0340890695592,descriptive_adjusted_association,0.4978339146,131,uNb9QFRL6hY,,
manual,half_tv_all,reflection_glass,present,unknown,n_scene,133,20,103,30,0.00547960035848,-0.0462710553959,0.0572302561129,descriptive_adjusted_association,0.83559587904,119,uNb9QFRL6hY,,
manual,half_tv_all,reflection_glass,present,unknown,n_scene_building,133,20,103,30,0.0155131114577,-0.0413917398411,0.0724179627566,descriptive_adjusted_association,0.593123322749,101,uNb9QFRL6hY,0.00986267315056,descriptive_adjusted_association
manual,half_tv_all,doorway,确认,否,unadjusted,128,20,8,120,0.109361354872,0.0300910374041,0.18863167234,descriptive_adjusted_association,0.00685171080778,126,uNb9QFRL6hY,,
manual,half_tv_all,doorway,确认,否,n_scene,128,20,8,120,0.155155394372,0.0776032252126,0.232707563531,descriptive_adjusted_association,8.81024017512e-05,114,uNb9QFRL6hY,,
manual,half_tv_all,doorway,确认,否,n_scene_building,128,20,8,120,0.189873945289,0.0703492806384,0.309398609939,descriptive_adjusted_association,0.00184850794253,96,uNb9QFRL6hY,0.192341271579,descriptive_adjusted_association
manual,half_tv_all,doorway,疑似,否,unadjusted,124,20,4,120,0.0249919619296,-0.0448961512568,0.0948800751159,descriptive_adjusted_association,0.483376437657,122,uNb9QFRL6hY,,
manual,half_tv_all,doorway,疑似,否,n_scene,124,20,4,120,0.0834600480529,-0.0240554507308,0.190975546837,descriptive_adjusted_association,0.128148739313,110,uNb9QFRL6hY,,
manual,half_tv_all,doorway,疑似,否,n_scene_building,124,20,4,120,0.10917289892,-0.104558281238,0.322904079078,descriptive_adjusted_association,0.316758866116,92,uNb9QFRL6hY,0.0915242389079,descriptive_adjusted_association
manual,within_cluster_median,floor_boundary,partial,present,unadjusted,145,22,113,32,0.0109722043271,0.00474705980544,0.0171973488489,descriptive_adjusted_association,0.000551194821893,143,uNb9QFRL6hY,,
manual,within_cluster_median,floor_boundary,partial,present,n_scene,145,22,113,32,0.00908792337585,-0.00822202736019,0.0263978741119,descriptive_adjusted_association,0.303477959089,132,uNb9QFRL6hY,,
manual,within_cluster_median,floor_boundary,partial,present,n_scene_building,145,22,113,32,0.0101251993003,-0.0107615190574,0.0310119176579,descriptive_adjusted_association,0.342047946575,111,uNb9QFRL6hY,0.00889077820472,descriptive_adjusted_association
manual,within_cluster_median,ceiling_boundary,partial,present,unadjusted,145,22,18,127,-0.000143692846468,-0.00628481443728,0.00599742874434,descriptive_adjusted_association,0.963421710385,143,uNb9QFRL6hY,,
manual,within_cluster_median,ceiling_boundary,partial,present,n_scene,145,22,18,127,0.00142642962237,-0.00571793381091,0.00857079305565,descriptive_adjusted_association,0.695558815154,132,uNb9QFRL6hY,,
manual,within_cluster_median,ceiling_boundary,partial,present,n_scene_building,145,22,18,127,-0.00753825461961,-0.0135813220848,-0.00149518715447,descriptive_adjusted_association,0.0144891517975,111,uNb9QFRL6hY,-0.00373631009135,descriptive_adjusted_association
manual,within_cluster_median,reflection_glass,present,unknown,unadjusted,145,22,113,32,2.85468224668e-05,-0.00697338831983,0.00703048196476,descriptive_adjusted_association,0.993624368301,143,uNb9QFRL6hY,,
manual,within_cluster_median,reflection_glass,present,unknown,n_scene,145,22,113,32,-0.00205652287513,-0.0100257978813,0.00591275213103,descriptive_adjusted_association,0.613010143789,132,uNb9QFRL6hY,,
manual,within_cluster_median,reflection_glass,present,unknown,n_scene_building,145,22,113,32,-0.0021461573538,-0.0131400112268,0.00884769651922,descriptive_adjusted_association,0.702006749628,111,uNb9QFRL6hY,-0.00446241621473,descriptive_adjusted_association
manual,within_cluster_median,doorway,确认,否,unadjusted,140,22,7,133,0.0120967819993,-0.00104951817291,0.0252430821715,descriptive_adjusted_association,0.0713108630592,138,uNb9QFRL6hY,,
manual,within_cluster_median,doorway,确认,否,n_scene,140,22,7,133,0.0164109372169,0.00268132916257,0.0301405452713,descriptive_adjusted_association,0.0191429273421,127,uNb9QFRL6hY,,
manual,within_cluster_median,doorway,确认,否,n_scene_building,140,22,7,133,0.0202525449157,-0.00149223119558,0.041997321027,descriptive_adjusted_association,0.0679313673131,106,uNb9QFRL6hY,0.03017545425,descriptive_adjusted_association
manual,within_cluster_median,doorway,疑似,否,unadjusted,137,22,4,133,0.00521569502554,-0.0147824641806,0.0252138542316,descriptive_adjusted_association,0.609227984465,135,uNb9QFRL6hY,,
manual,within_cluster_median,doorway,疑似,否,n_scene,137,22,4,133,0.0141485861598,-0.011855762535,0.0401529348545,descriptive_adjusted_association,0.286248389814,124,uNb9QFRL6hY,,
manual,within_cluster_median,doorway,疑似,否,n_scene_building,137,22,4,133,0.0145981831742,-0.0143144506047,0.0435108169532,descriptive_adjusted_association,0.322370162605,103,uNb9QFRL6hY,0.0147104193559,descriptive_adjusted_association
manual,singleton_share,floor_boundary,partial,present,unadjusted,187,22,148,39,0.0618075173567,-0.0585486379004,0.182163672614,descriptive_adjusted_association,0.314166971443,185,uNb9QFRL6hY,,
manual,singleton_share,floor_boundary,partial,present,n_scene,187,22,148,39,0.0659762268074,-0.169919149061,0.301871602676,descriptive_adjusted_association,0.58357442198,173,uNb9QFRL6hY,,
manual,singleton_share,floor_boundary,partial,present,n_scene_building,187,22,148,39,0.10894470606,-0.155941316828,0.373830728948,descriptive_adjusted_association,0.42017849392,152,uNb9QFRL6hY,0.0665813734866,descriptive_adjusted_association
manual,singleton_share,ceiling_boundary,partial,present,unadjusted,187,22,18,169,-0.161130594177,-0.308436811112,-0.0138243772419,descriptive_adjusted_association,0.0320407027666,185,uNb9QFRL6hY,,
manual,singleton_share,ceiling_boundary,partial,present,n_scene,187,22,18,169,-0.0548194666497,-0.199803182231,0.0901642489317,descriptive_adjusted_association,0.458646405966,173,uNb9QFRL6hY,,
manual,singleton_share,ceiling_boundary,partial,present,n_scene_building,187,22,18,169,-0.123744556339,-0.399781103588,0.152291990909,descriptive_adjusted_association,0.379600190742,152,uNb9QFRL6hY,-0.165090196477,descriptive_adjusted_association
manual,singleton_share,reflection_glass,present,unknown,unadjusted,187,22,135,52,-0.157346108916,-0.315463995995,0.000771778164233,descriptive_adjusted_association,0.0511287785038,185,uNb9QFRL6hY,,
manual,singleton_share,reflection_glass,present,unknown,n_scene,187,22,135,52,-0.0884876196817,-0.21158940448,0.0346141651164,descriptive_adjusted_association,0.158878089797,173,uNb9QFRL6hY,,
manual,singleton_share,reflection_glass,present,unknown,n_scene_building,187,22,135,52,-0.10088867984,-0.231985090738,0.0302077310583,descriptive_adjusted_association,0.131467104297,152,uNb9QFRL6hY,-0.107345291093,descriptive_adjusted_association
manual,singleton_share,doorway,确认,否,unadjusted,180,22,12,168,0.265613012333,0.0769225982726,0.454303426393,descriptive_adjusted_association,0.00579831559432,178,uNb9QFRL6hY,,
manual,singleton_share,doorway,确认,否,n_scene,180,22,12,168,0.332648688191,0.20471736199,0.460580014393,descriptive_adjusted_association,3.46312791081e-07,166,uNb9QFRL6hY,,
manual,singleton_share,doorway,确认,否,n_scene_building,180,22,12,168,0.358294621778,0.237946949149,0.478642294406,descriptive_adjusted_association,5.3748001913e-09,145,uNb9QFRL6hY,0.35468975432,descriptive_adjusted_association
manual,singleton_share,doorway,疑似,否,unadjusted,174,22,6,168,0.152580657896,-0.173512189237,0.478673505029,descriptive_adjusted_association,0.359101739286,172,uNb9QFRL6hY,,
manual,singleton_share,doorway,疑似,否,n_scene,174,22,6,168,0.253950251748,0.045680844068,0.462219659429,descriptive_adjusted_association,0.01685510026,160,uNb9QFRL6hY,,
manual,singleton_share,doorway,疑似,否,n_scene_building,174,22,6,168,0.256138229544,-0.0271929380607,0.539469397148,descriptive_adjusted_association,0.076418653965,139,uNb9QFRL6hY,0.254986758011,descriptive_adjusted_association
manual,point_count_disagreement,floor_boundary,partial,present,unadjusted,166,22,130,36,0.0952513511152,-0.0266350596729,0.217137761903,descriptive_adjusted_association,0.125604985205,164,uNb9QFRL6hY,,
manual,point_count_disagreement,floor_boundary,partial,present,n_scene,166,22,130,36,0.226020762398,0.0112792142398,0.440762310556,descriptive_adjusted_association,0.039121150224,152,uNb9QFRL6hY,,
manual,point_count_disagreement,floor_boundary,partial,present,n_scene_building,166,22,130,36,0.278567224855,0.0427521920289,0.514382257681,descriptive_adjusted_association,0.0205967093573,131,uNb9QFRL6hY,0.240341247385,descriptive_adjusted_association
manual,point_count_disagreement,ceiling_boundary,partial,present,unadjusted,166,22,18,148,-0.190869296218,-0.300902259807,-0.0808363326299,descriptive_adjusted_association,0.000674197478145,164,uNb9QFRL6hY,,
manual,point_count_disagreement,ceiling_boundary,partial,present,n_scene,166,22,18,148,-0.161065340166,-0.267543945411,-0.0545867349204,descriptive_adjusted_association,0.00302930650512,152,uNb9QFRL6hY,,
manual,point_count_disagreement,ceiling_boundary,partial,present,n_scene_building,166,22,18,148,-0.0968548547852,-0.336280440622,0.142570731051,descriptive_adjusted_association,0.427856821759,131,uNb9QFRL6hY,-0.124937627837,descriptive_adjusted_association
manual,point_count_disagreement,reflection_glass,present,unknown,unadjusted,166,22,127,39,-0.00279322992164,-0.164359303566,0.158772843723,descriptive_adjusted_association,0.972969034037,164,uNb9QFRL6hY,,
manual,point_count_disagreement,reflection_glass,present,unknown,n_scene,166,22,127,39,-0.0240681510924,-0.203845930698,0.155709628513,descriptive_adjusted_association,0.793017275129,152,uNb9QFRL6hY,,
manual,point_count_disagreement,reflection_glass,present,unknown,n_scene_building,166,22,127,39,-0.0165074978084,-0.20176515335,0.168750157734,descriptive_adjusted_association,0.861359529019,131,uNb9QFRL6hY,-0.0489916429535,descriptive_adjusted_association
manual,point_count_disagreement,doorway,确认,否,unadjusted,159,22,11,148,0.305364655456,0.112178671043,0.498550639868,descriptive_adjusted_association,0.00194785331754,157,uNb9QFRL6hY,,
manual,point_count_disagreement,doorway,确认,否,n_scene,159,22,11,148,0.325470202128,0.172234490292,0.478705913964,descriptive_adjusted_association,3.14186724382e-05,145,uNb9QFRL6hY,,
manual,point_count_disagreement,doorway,确认,否,n_scene_building,159,22,11,148,0.365190796329,0.144378128958,0.5860034637,descriptive_adjusted_association,0.00118908957717,124,uNb9QFRL6hY,0.373559919735,descriptive_adjusted_association
manual,point_count_disagreement,doorway,疑似,否,unadjusted,154,22,6,148,0.392092134112,0.162649484261,0.621534783962,descriptive_adjusted_association,0.000809979331061,152,uNb9QFRL6hY,,
manual,point_count_disagreement,doorway,疑似,否,n_scene,154,22,6,148,0.466067128154,0.288867531696,0.643266724612,descriptive_adjusted_association,2.53547945097e-07,140,uNb9QFRL6hY,,
manual,point_count_disagreement,doorway,疑似,否,n_scene_building,154,22,6,148,0.497878117553,0.120257004814,0.875499230292,descriptive_adjusted_association,0.00976241400809,119,uNb9QFRL6hY,0.482806082465,descriptive_adjusted_association
semi,full_p_by_8,floor_boundary,partial,present,unadjusted,42,12,30,12,0.20025,-0.00596727802053,0.406467278021,descriptive_adjusted_association,0.0570080875973,40,wc2JMjhGNzB,,
semi,full_p_by_8,floor_boundary,partial,present,n_scene,42,12,30,12,-0.148489688185,-0.382135178492,0.0851558021213,descriptive_adjusted_association,0.212902450186,30,wc2JMjhGNzB,,
semi,full_p_by_8,floor_boundary,partial,present,n_scene_building,42,12,30,12,-0.403028082775,-0.728144814223,-0.0779113513277,descriptive_adjusted_association,0.0151133249365,19,wc2JMjhGNzB,-0.45154834429,descriptive_adjusted_association
semi,full_p_by_8,ceiling_boundary,partial,present,unadjusted,42,12,8,34,0.0716544117647,-0.175281416145,0.318590239675,descriptive_adjusted_association,0.569538690101,40,wc2JMjhGNzB,,
semi,full_p_by_8,ceiling_boundary,partial,present,n_scene,42,12,8,34,0.0523004991649,-0.112002278884,0.216603277214,descriptive_adjusted_association,0.532698890521,30,wc2JMjhGNzB,,
semi,full_p_by_8,ceiling_boundary,partial,present,n_scene_building,42,12,8,34,0.152716243637,-0.0400174636723,0.345449950946,descriptive_adjusted_association,0.120419552432,19,wc2JMjhGNzB,0.171136191077,descriptive_adjusted_association
semi,full_p_by_8,reflection_glass,present,unknown,unadjusted,42,12,34,8,0.118272058824,-0.190570317015,0.427114434662,descriptive_adjusted_association,0.452909232719,40,wc2JMjhGNzB,,
semi,full_p_by_8,reflection_glass,present,unknown,n_scene,42,12,34,8,-0.0348977221125,-0.187255651816,0.117460207591,descriptive_adjusted_association,0.65348105019,30,wc2JMjhGNzB,,
semi,full_p_by_8,reflection_glass,present,unknown,n_scene_building,42,12,34,8,-0.169185784211,-0.485816155487,0.147444587064,descriptive_adjusted_association,0.294974260406,19,wc2JMjhGNzB,-0.0947167616257,descriptive_adjusted_association
semi,full_p_by_8,doorway,确认,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,full_p_by_8,doorway,确认,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,full_p_by_8,doorway,确认,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,full_p_by_8,doorway,疑似,否,unadjusted,42,12,0,42,,,,insufficient,,,,,
semi,full_p_by_8,doorway,疑似,否,n_scene,42,12,0,42,,,,insufficient,,,,,
semi,full_p_by_8,doorway,疑似,否,n_scene_building,42,12,0,42,,,,insufficient,,,,,
semi,core10_p_by_19,floor_boundary,partial,present,unadjusted,42,12,30,12,0.148833333333,-0.00840458454784,0.306071251215,descriptive_adjusted_association,0.063567501218,40,wc2JMjhGNzB,,
semi,core10_p_by_19,floor_boundary,partial,present,n_scene,42,12,30,12,-0.190946306124,-0.574237598824,0.192344986576,descriptive_adjusted_association,0.328863354529,30,wc2JMjhGNzB,,
semi,core10_p_by_19,floor_boundary,partial,present,n_scene_building,42,12,30,12,-0.465546641179,-0.912142318382,-0.0189509639754,descriptive_adjusted_association,0.0410392110143,19,wc2JMjhGNzB,-0.461341834709,descriptive_adjusted_association
semi,core10_p_by_19,ceiling_boundary,partial,present,unadjusted,42,12,8,34,-0.105073529412,-0.313227124574,0.103080065751,descriptive_adjusted_association,0.322483530996,40,wc2JMjhGNzB,,
