source_row,analysis_lane,image_id,worker_id,canonical_annotation_id,mapping_status
59,legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,2,a4b73bebf231dbe2321a,matched
60,legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,17,b5a85ea72aadddb2f09b,matched
61,legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,18,bfe1e6f3cb0a3353c928,matched
62,legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,8,caba50e4a43aa76cac46,matched
63,legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,10,d0fc4545c974fc42b662,matched
64,legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,27,d984d534dcc7fe11d643,matched
65,legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,12,efee8b0961b89129a457,matched
66,legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,32,fc6a213e57b750465697,matched
67,legacy_q095_k22_evaluable_9,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,37,454169e6fe8a9b1ba08c,matched
68,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,17,0359bc11d268822d94fd,matched
69,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,12,0ab97a7e7082f598e237,matched
70,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,37,200f0c572426f1ad5f6c,matched
71,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,29,35a9f318fa8bb9909db0,matched
72,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,33,423d83b62a6b1fee7af4,matched
73,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,35,46a22bc8081a9f80e282,matched
74,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,36,6b145ff560adec834931,matched
75,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,18,7d1b82da44ed8dd8ef72,matched
76,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,34,a4015419d4289160ce21,matched
77,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,30,a8282b826c2b83f1c177,matched
78,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,31,bed357bd88baf4c32786,matched
79,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,2,cb5e672973105a2a1c43,matched
80,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,11,cc9c520b1f8781f19e31,matched
81,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,6,d14d3e95941e544b31c6,matched
82,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,13,d82cf0aab412ea6e207e,matched
83,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,1,e141cec3bd166425f47c,matched
84,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,10,e4ccffc7a8756b7b0be4,matched
85,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,27,e53257d9b7428d4da0f5,matched
86,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,15,e714d76c74a373febbee,matched
87,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,32,e7b36064adef9c88eb38,matched
88,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,8,f579b073015ccb5f87b1,matched
89,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,28,b7e7d86f528066fab226,matched
90,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,11,006d495cbff76f46e992,matched
91,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,35,0e09f3e9552514dbad74,matched
92,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,8,19253e4ab328902a4d12,matched
93,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,28,2de8896d2c2ea564fd37,matched
94,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,29,42264e54a01908d81bbe,matched
95,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,32,88b2b69f04caf44309bc,matched
96,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,15,8b9ce3b553725840ef9d,matched
97,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,33,93cf3ac259facb9e83dc,matched
98,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,30,acb3d20a4fb6e211d3b1,matched
99,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,10,bb287f23eb43955e7502,matched
100,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,34,c53730832245059ca129,matched
101,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,36,45865dabe049ebace6d2,matched
102,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,18,48e0e1e7a86beb1ce565,matched
103,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,6,561446db19099c48c68e,matched
104,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,2,81234a56777545e31b9c,matched
105,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,13,8d7a436f7ee75b72d1ba,matched
106,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,17,8f8f293766eeffd6470a,matched
107,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,27,d9c1add75dab8315cd34,matched
108,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,12,fca31418ca45c43fa616,matched
109,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,37,432c6ebaa6bb7a54b3a9,matched
110,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,31,b7393a16aa19bd7f1989,matched
111,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,1,d6f4c71d3816fc9fef4a,matched
112,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,2,4aa250b1a35849403e62,matched
113,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,17,6e92af5ad7667f224740,matched
114,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,8,a9ffc64727b849e97700,matched
115,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,18,b73663d4e6304415c7df,matched
116,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,15,dcc9b22c32e44a2b6aed,matched
117,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,28,00df94cb0e7cc21280ba,matched
118,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,32,8b3873aaa11c92de279f,matched
119,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,35,b341f546633829a990db,matched
120,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,11,d568da825a0925474c30,matched
121,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,29,1d1473ea45cef547d01e,matched
122,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,10,dc3b60d3ab46195c79f2,matched
123,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,6,e21b795c3082b91b04f7,matched
124,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,13,efabbdc5b8f3c34605b1,matched
125,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,30,4203b3767e3303cffd5c,matched
126,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,33,511d41c2a1ae8135d56a,matched
127,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,37,74ec5ab0599eaeaf4719,matched
128,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,36,90b1682c716df1046edd,matched
129,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,12,2e29af366c8b907df0ba,matched
130,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,1,f0749422e452eec8ab7d,matched
131,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,27,f155c5b328bfdbe59187,matched
132,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,31,063a5ec4d91eccc8b4c3,matched
133,legacy_q095_k22_evaluable_9,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,34,1892d2228413184cfbd6,matched
134,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,28,64a7b681289e1d9e5c28,matched
135,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,13,8f784855d8bd4f3a9024,matched
136,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,6,ae7096d6a5b271deaac2,matched
137,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,12,b1ce4141a47902a64e35,matched
138,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,8,f235b3c540b6882e63cb,matched
139,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,36,35e84449b82da019aab5,matched
140,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,34,9d17cd836d7fc38ad108,matched
141,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,32,c6821c31452459c11f75,matched
142,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,30,e0a58597afa7f260d97e,matched
143,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,35,1f84dbf5541abdd7a52b,matched
144,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,31,d704f69a1c7c5327e638,matched
145,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,1,decd9e3adcbe39aed044,matched
146,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,33,ea7f2a3fdcd3a9d42d55,matched
147,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,11,45c7e6b9c0f075b709c5,matched
148,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,18,9468385d865a6955cb73,matched
149,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,10,cc4b77a1e08c03d24b8b,matched
150,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,15,ea7fabdfe31667749db1,matched
151,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,27,0a79e9b207c32db39202,matched
152,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,29,0ba3c33cb0e05abf58ae,matched
153,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,2,014b4e58073b849f7ed9,matched
154,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,17,097614c2e4d646b9059e,matched
155,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,37,303a694734e00bd95c83,matched
156,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,28,036f0b79fcb891d33e1d,matched
157,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,15,099f4ec32f8c8013e8b0,matched
158,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,34,23f6609f87c66a85d17b,matched
159,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,11,3df38a56b200e7f043f5,matched
160,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,18,3f55c49d23e044184588,matched
161,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,33,48a03efd0568d764b14c,matched
162,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,27,78dc36e89fc34111fd75,matched
163,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,13,b52bc566db82d02db16e,matched
164,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,17,be619ba0b00b38072876,matched
165,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,12,e1db3136aee3813a438a,matched
166,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,8,e22f9f25476a29b9265f,matched
167,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,29,e4af7c47e67b1c37bb93,matched
168,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,10,fb2bc3c1a1ab95404b2a,matched
169,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,2,ffd4f687673b44d2ffb4,matched
170,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,32,27d6bc8646fb2b446424,matched
171,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,6,5de6ccb2c6c424e63a1f,matched
172,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,35,9971c6aae0055fa67213,matched
173,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,30,ad2a6827eaaf625d72c4,matched
174,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,1,c6a0dacbc82fcd8d74f2,matched
175,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,31,f2617cc49b4c3cd19938,matched
176,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,36,f447db699b5c09a195ce,matched
177,legacy_q095_k22_evaluable_9,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,37,4f044fa1f2070a2eeaa3,matched
178,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,37,0b276bc0087988e64912,matched
179,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,6,291ad6158da57e3cad43,matched
180,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,10,433d0b582110ee0ef9b1,matched
181,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,30,4cec1169f91d22cfd064,matched
182,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,13,751369268283b179790e,matched
183,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,29,7554850145efa35545ae,matched
184,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,8,8004d58810493d894b90,matched
185,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,2,80557e6a69dbd96f145d,matched
186,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,31,87633c987c28cc7b24da,matched
187,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,17,903f5f0ce2b19ea931e6,matched
188,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,12,a3645ccc20570a3b55ac,matched
189,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,36,ad5f99c1a3eb5c22dcef,matched
190,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,15,bd7202f0572e6e29ad19,matched
191,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,35,c8ea10e8b26d4fa2d90b,matched
192,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,18,fc54690efab8e6885207,matched
193,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,33,94b9a12a91240fae6082,matched
194,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,28,a8f02e5f6ff661b1a6ea,matched
195,legacy_q095_k22_evaluable_9,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,fc42d8b4b92a825c7a00,matched
