id,image_id,code,building,worker,condition,stage,exposure,analysis_status,geometry_eligible,normalization_reason,inventory_calculation_included,raw_points,effective_points,processing_status,confirmation_source,imputed_point,exclusion_reason,raw_export_path,annotation_identity
8ffe08f072e2b12e,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge-22,rPc6DW4iMge,W002,manual,P1,none,geometry_unavailable,False,out_of_range,False,28,28.0,unchanged,,False,coordinate_invalid,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,P1|0|28|3081|2|4738
2559d23544f7b937,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY-47,uNb9QFRL6hY,W002,manual,P1,none,geometry_unavailable,False,odd_keypoint_count,True,17,17.0,unconfirmed_odd_unchanged,,False,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,P1|0|28|3080|2|4737
40ac299ba105fdef,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY-47,uNb9QFRL6hY,W037,manual,P1,none,geometry_available,True,,True,11,12.0,confirmed_point_added,user_review_20260909,True,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-39-at-2026-06-28-05-14-65ca3316.json,P1|0|39|3152|37|4510
9117118c1ce15fc9,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY-52,uNb9QFRL6hY,W037,oos,P1,none,geometry_unavailable,False,odd_keypoint_count,True,11,11.0,unconfirmed_odd_unchanged,,False,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-41-at-2026-06-28-05-13-8641854f.json,P1|0|41|3174|37|4452
af1ada91e5648762,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB-56,wc2JMjhGNzB,W037,semi,P1,model_preannotation,geometry_unavailable,False,odd_keypoint_count,True,11,11.0,unconfirmed_odd_unchanged,,False,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-40-at-2026-06-28-05-14-bb74a057.json,P1|0|40|3162|37|4472
ef46460f29fb4a76,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm-31,yqstnuAEVhm,W031,manual,P1,none,geometry_unavailable,False,odd_keypoint_count,True,9,9.0,unconfirmed_odd_unchanged,,False,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-39-at-2026-06-28-05-14-65ca3316.json,P1|0|39|3130|31|4127
837d51d499c08b0e0765,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3-01,UwV83HsGsw3,W002,manual,C1,none,confirmed_excluded,False,shape_invalid,False,15,,confirmed_ambiguous_excluded,user_explicit_four_record_table_20260909,False,ambiguous_extra_or_missing_pair,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,C1|0|71|3354|2|6147
e60a469385801f4c1279,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,UwV83HsGsw3,W031,manual,C1,none,geometry_unavailable,False,shape_invalid,False,0,0.0,unchanged,,False,empty_point_response,export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json,C1|0|67|3237|31|5976
4254da3317f7e8030a58,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC-04,q9vSo1VnCiC,W015,manual,C1,none,geometry_unavailable,False,out_of_range,False,21,21.0,unconfirmed_odd_unchanged,,False,coordinate_invalid,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,C1|0|71|3340|15|6473
dc745be5cce5949b29e1,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC-04,q9vSo1VnCiC,W002,manual,C1,none,geometry_unavailable,False,out_of_range,False,21,21.0,unconfirmed_odd_unchanged,,False,coordinate_invalid,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,C1|0|71|3340|2|6144
df8caafef388df6a815e,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC-16,q9vSo1VnCiC,W014,semi,C1,model_preannotation,geometry_unavailable,False,incomplete_pairing,True,26,26.0,unchanged,,False,,export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json,C1|0|72|3383|14|6514
7bed161c9c3ed689c7ae,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC-16,q9vSo1VnCiC,W006,semi,C1,model_preannotation,geometry_unavailable,False,incomplete_pairing,True,26,26.0,unchanged,,False,,export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json,C1|0|72|3383|6|6277
ba5291230a2bbae1658b,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY-69,uNb9QFRL6hY,W013,semi,C1,model_preannotation,geometry_available,True,,True,9,8.0,confirmed_point_removed,user_explicit_four_record_table_20260909,False,,export_label/stage2_Chinese/project-72-at-2026-07-30-13-02-f69c5ac4.json,C1|0|72|3398|13|6247
9e5409147dcedaf906b7,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY-88,uNb9QFRL6hY,W002,manual,C1,none,geometry_available,True,,True,17,16.0,confirmed_point_removed,user_explicit_four_record_table_20260909,False,,export_label/stage2_Chinese/project-71-at-2026-07-30-14-18-54a73158.json,C1|0|71|3322|2|6140
63001f819a4a6b408ae2,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB-54,wc2JMjhGNzB,W032,manual,C1,none,geometry_available,True,,True,9,8.0,confirmed_point_removed,user_explicit_four_record_table_20260909,False,,export_label/stage2_English/project-67-at-2026-07-30-13-01-f5126135.json,C1|0|67|3239|32|6372
f57527778ab111cb3df8,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM-01,S9hNv5qa7GM,W002,manual,C2-B,none,geometry_unavailable,False,incomplete_pairing,True,10,10.0,unchanged,,False,,export_label/c2B_Chinese/project-77-at-2026-08-06-14-39-a247e8c0.json,C2-B|0|77|3452|2|6671
06fcd18a585187a4c3dc,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom-07,VFuaQ6m2Qom,W028,manual,C2-B,none,geometry_unavailable,False,out_of_range,False,26,26.0,unchanged,,False,coordinate_invalid,export_label/c2B_English/project-76-at-2026-08-06-14-41-45400e98.json,C2-B|0|76|3416|28|6628
e350ecfeaafde6028fcd,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9-11,pRbA3pwrgk9,W012,manual,C2-B,none,geometry_unavailable,False,incomplete_pairing,True,16,16.0,unchanged,,False,,export_label/c2B_Chinese/project-77-at-2026-08-06-14-39-a247e8c0.json,C2-B|0|77|3485|12|6711
4df387c7c1aa91d86cee,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM-07,S9hNv5qa7GM,W037,manual,C2-A-RP,none,geometry_unavailable,False,incomplete_pairing,True,10,10.0,unchanged,,False,,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,C2-A-RP|2|85|3555|37|6821
acf40c242b1e8bb29e98,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9-05,pRbA3pwrgk9,W029,manual,C2-A-RP,none,geometry_unavailable,False,odd_keypoint_count,True,13,13.0,unconfirmed_odd_unchanged,,False,,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,C2-A-RP|2|85|3552|29|6798
