image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,method,id,worker,cluster,density_unassigned,effective_points,imputed_point
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.050,3651a92290f6ddca5577,W031,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.050,17be19782ab6f1fa54ca,W034,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.075,b7ad646fe3dc3b0d378e,W008,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.075,3651a92290f6ddca5577,W031,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.075,17be19782ab6f1fa54ca,W034,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.125,b7ad646fe3dc3b0d378e,W008,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.125,3651a92290f6ddca5577,W031,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.125,17be19782ab6f1fa54ca,W034,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.150,b7ad646fe3dc3b0d378e,W008,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.150,3651a92290f6ddca5577,W031,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.150,17be19782ab6f1fa54ca,W034,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.200,b7ad646fe3dc3b0d378e,W008,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.200,3651a92290f6ddca5577,W031,1,False,8,False
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7-06,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.200,17be19782ab6f1fa54ca,W034,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A0_legacy,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A0_legacy,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A0_legacy,022a2edfc36f1862ff6d,W034,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask,022a2edfc36f1862ff6d,W034,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A2_local,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A2_local,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A2_local,022a2edfc36f1862ff6d,W034,2,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic,022a2edfc36f1862ff6d,W034,2,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A4_adaptive,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A4_adaptive,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A4_adaptive,022a2edfc36f1862ff6d,W034,2,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A5_density,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A5_density,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A5_density,022a2edfc36f1862ff6d,W034,2,True,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A6_spectral,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A6_spectral,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A6_spectral,022a2edfc36f1862ff6d,W034,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A7_event,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A7_event,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A7_event,022a2edfc36f1862ff6d,W034,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut06,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut06,06925f70038be9cf6628,W031,2,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut06,022a2edfc36f1862ff6d,W034,3,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut08,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut08,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut08,022a2edfc36f1862ff6d,W034,2,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut10,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut10,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut10,022a2edfc36f1862ff6d,W034,2,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut14,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut14,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut14,022a2edfc36f1862ff6d,W034,2,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut16,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut16,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut16,022a2edfc36f1862ff6d,W034,2,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.050,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.050,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.050,022a2edfc36f1862ff6d,W034,2,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.075,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.075,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.075,022a2edfc36f1862ff6d,W034,2,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.125,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.125,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.125,022a2edfc36f1862ff6d,W034,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.150,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.150,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.150,022a2edfc36f1862ff6d,W034,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.200,8bdb2a37829bea126cde,W008,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.200,06925f70038be9cf6628,W031,1,False,8,False
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.200,022a2edfc36f1862ff6d,W034,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A0_legacy,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A2_local,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A4_adaptive,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A5_density,8768c3642fee588c06f4,W011,1,True,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A6_spectral,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A7_event,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic_cut06,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic_cut08,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic_cut10,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic_cut14,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic_cut16,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask_cut0.050,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask_cut0.075,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask_cut0.125,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask_cut0.150,8768c3642fee588c06f4,W011,1,False,8,False
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask_cut0.200,8768c3642fee588c06f4,W011,1,False,8,False
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A0_legacy,9ba553c8c79977374da6,W006,1,False,8,False
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A0_legacy,bd14297e6f34d6705898,W010,1,False,8,False
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A0_legacy,a3e7b70ed81a76c41c0f,W027,1,False,8,False
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A0_legacy,98fc2a900301cecb1f95,W028,1,False,8,False
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A0_legacy,d5c88ef7632f0c3ce88f,W030,2,False,12,False
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A1_mask,9ba553c8c79977374da6,W006,1,False,8,False
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A1_mask,bd14297e6f34d6705898,W010,1,False,8,False
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A1_mask,a3e7b70ed81a76c41c0f,W027,1,False,8,False
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A1_mask,98fc2a900301cecb1f95,W028,1,False,8,False
