image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,method,id,worker,cluster
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,a73527487e1ba30e,W013,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,9bf982556e9845da,W014,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,6c26d77b8fe5e104,W015,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,cbfa1db9b3b7ec4d,W017,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,b86432f92a43add3,W018,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,9130e3a10b708f2c,W021,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,2099f09dd0969482,W027,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,3040d441f80810e4,W028,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,be7a92e1f36d2292,W029,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,674ea0b8b27fa7c7,W030,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,9c964b13299f32cb,W031,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,6a317a400188cb9b,W032,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,5f9c3715d22ae336,W033,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,2c487c4855775399,W034,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,f25bd8df99652c2b,W035,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,4bfc0d70b116500c,W036,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,solid_angle,922f49b7c63582f6,W037,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,1870bb9b73b8e731,W001,5
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,dc2410f47b0ae7f6,W002,6
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,62350f1ba1f6f629,W006,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,ced04aaa4e1efa7e,W008,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,95c53ad8a5a96289,W010,7
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,255bcfbc04e42564,W011,2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,9e238cb62af7d82e,W012,2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,dcf84084e2f4a4bf,W013,8
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,85ae90c2f81b66df,W014,2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,c345eac5108fcf77,W015,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,4785d000f2625c42,W018,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,e5a17929a8d3ddab,W021,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,8cd45265d79ac735,W028,2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,f7889df0393772a8,W029,4
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,42cd5a13d2ad90e1,W030,9
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,8044ecb0849dfec0,W031,3
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,31ba2b8e12c0dae4,W032,3
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,8ada6a2e55916c35,W033,10
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,5dec5e1874a7a054,W034,3
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,b66bb9496c68e5be,W035,2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,9f069c3bb68abdf2,W036,4
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,linear_common,60bba1fdafe4c9bd,W037,11
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,1870bb9b73b8e731,W001,5
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,dc2410f47b0ae7f6,W002,3
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,62350f1ba1f6f629,W006,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,ced04aaa4e1efa7e,W008,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,95c53ad8a5a96289,W010,3
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,255bcfbc04e42564,W011,2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,9e238cb62af7d82e,W012,2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,dcf84084e2f4a4bf,W013,3
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,85ae90c2f81b66df,W014,2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,c345eac5108fcf77,W015,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,4785d000f2625c42,W018,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,e5a17929a8d3ddab,W021,1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,8cd45265d79ac735,W028,2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,f7889df0393772a8,W029,6
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,42cd5a13d2ad90e1,W030,7
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,8044ecb0849dfec0,W031,4
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,31ba2b8e12c0dae4,W032,4
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,8ada6a2e55916c35,W033,8
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,5dec5e1874a7a054,W034,4
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,b66bb9496c68e5be,W035,2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,9f069c3bb68abdf2,W036,5
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,spherical,60bba1fdafe4c9bd,W037,9
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,solid_angle,1870bb9b73b8e731,W001,2
