stage,base_task_id,condition,producer,parameters_sha256,input_artifact,input_sha256,frozen_reference_artifact,frozen_reference_sha256,consistency_test_status,mismatch_fields,recomputed_medoid_geometry_sha256,frozen_medoid_geometry_sha256,reconstruction_rule,formula_source,historical_binding_status
C1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,99ea21e65745b9c4ec95cb465bf0b4a5784fa708597f0c9d8fdb6b330f01d1e2,99ea21e65745b9c4ec95cb465bf0b4a5784fa708597f0c9d8fdb6b330f01d1e2,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,7d404b8e6f9da4dd596c2bf557eb07625112fc05161ab3470d3e31e2d4b7ad91,7d404b8e6f9da4dd596c2bf557eb07625112fc05161ab3470d3e31e2d4b7ad91,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,93398a6ca2031a0c18352e91d5ab6e81e3c7ab3cb543c42bcd48c5f0b6321799,93398a6ca2031a0c18352e91d5ab6e81e3c7ab3cb543c42bcd48c5f0b6321799,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,0b6a6a50b7e1e09aee0446cb291ff6b2c7067deaf9e0fc7909dbf9a7246a0ff5,0b6a6a50b7e1e09aee0446cb291ff6b2c7067deaf9e0fc7909dbf9a7246a0ff5,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,888bb9f4b220dd30e9d6624ca82d8f592499d74f3a82effaeaf6509bf45fca69,888bb9f4b220dd30e9d6624ca82d8f592499d74f3a82effaeaf6509bf45fca69,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,dd4ac57df933043fea61b10d9adb7ebe0816d394cd9d86ea721f3bb78627fe8a,dd4ac57df933043fea61b10d9adb7ebe0816d394cd9d86ea721f3bb78627fe8a,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,2071aa96f0708cfab9be9d5dfd5981baa7d4f3c5f2d843cead925d9141bb5e9e,2071aa96f0708cfab9be9d5dfd5981baa7d4f3c5f2d843cead925d9141bb5e9e,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,37107df08122c0df9c794d3656a31acb23281d1ac0754f27aee95b7b74461863,37107df08122c0df9c794d3656a31acb23281d1ac0754f27aee95b7b74461863,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,336ad12c19fedd108411a46b77e459a901a625fa0f383c5f6d3541a64646c330,336ad12c19fedd108411a46b77e459a901a625fa0f383c5f6d3541a64646c330,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,not_applicable,not_applicable,version-bound reconstruction_not_evaluable/source_absent,none,not_identifiable,not_applicable,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,not_applicable,not_applicable,version-bound reconstruction_not_evaluable/source_absent,none,not_identifiable,not_applicable,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,not_applicable,not_applicable,version-bound reconstruction_not_evaluable/source_absent,none,not_identifiable,not_applicable,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,029ab641e0fb5a8de64ab122fdc7c663b583eb20066fc3b74e68ddf291ed9a68,029ab641e0fb5a8de64ab122fdc7c663b583eb20066fc3b74e68ddf291ed9a68,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,26746b5597ade7701662f1b879b81a60a281d301d425fde62bc99493b32c5351,26746b5597ade7701662f1b879b81a60a281d301d425fde62bc99493b32c5351,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,not_applicable,not_applicable,version-bound reconstruction_not_evaluable/source_absent,none,not_identifiable,not_applicable,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,b8a1e62c4cf69952b52430a1c302c7979a6131c600397803edb2e0554c360dad,b8a1e62c4cf69952b52430a1c302c7979a6131c600397803edb2e0554c360dad,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,4b75166e10f9b82663cad65f9a203db0a1fcb7d439a61c5301f79086faee381a,4b75166e10f9b82663cad65f9a203db0a1fcb7d439a61c5301f79086faee381a,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
C1,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,historical_c1_producer_source_absent,50dcfaaeb9a60ca50a96b6d2fc5e7a67ab102aa2de5525721cb8218e7eddd3cf,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090,version-bound reconstruction_not_evaluable/source_absent,none,b8b3a356e939499880d44c5d92c887349c849ee4b888577707a8c36eacf8e3b5,b8b3a356e939499880d44c5d92c887349c849ee4b888577707a8c36eacf8e3b5,complete_link_partition_and_contractual_medoid,tools/thesis_main/analysis/geometry_cluster_v2.py,version-bound reconstruction_not_evaluable/source_absent
