round_id,worker_id,task_id,base_task_id,dataset_group,assignment_batch,assignment_reason,is_common_anchor,expected_completion_order,manifest_version,watch_flag,used_for_r_u,used_for_rq2,semi_family
C1,37,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,1,C1_semi_v3_1_draft,True,false,true,跨门扩张
C1,27,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,False,false,true,跨门扩张
C1,29,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,跨门扩张
C1,13,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,跨门扩张
C1,32,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,跨门扩张
C1,30,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,False,false,true,跨门扩张
C1,2,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,False,false,true,跨门扩张
C1,1,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,False,false,true,跨门扩张
C1,28,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,跨门扩张
C1,17,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,False,false,true,跨门扩张
C1,6,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,跨门扩张
C1,36,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,跨门扩张
C1,11,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,False,false,true,跨门扩张
C1,33,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,跨门扩张
C1,18,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,False,false,true,角点错位/飘移
C1,14,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,31,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,12,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,15,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,False,false,true,角点错位/飘移
C1,35,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,8,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,10,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,False,false,true,角点错位/飘移
C1,34,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,37,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,2,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,27,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,False,false,true,角点错位/飘移
C1,29,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,2,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,False,false,true,角点错位/飘移
C1,32,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,30,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,False,false,true,角点错位/飘移
C1,1,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,False,false,true,角点错位/飘移
C1,13,713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,28,713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点错位/飘移
C1,17,713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,False,false,true,角点错位/飘移
C1,18,713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,False,false,true,角点错位/飘移
C1,14,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点重复
C1,36,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点重复
C1,31,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点重复
C1,11,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,False,false,true,角点重复
C1,6,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点重复
C1,33,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点重复
C1,34,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点重复
C1,35,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点重复
C1,12,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点重复
C1,15,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,False,false,true,角点重复
C1,8,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点重复
C1,37,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,True,false,true,角点重复
C1,10,656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,3,C1_semi_v3_1_draft,False,false,true,过度解析
C1,27,656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,False,false,true,过度解析
C1,29,656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,13,656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,2,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,False,false,true,过度解析
C1,32,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,30,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,False,false,true,过度解析
C1,1,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,False,false,true,过度解析
C1,28,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,17,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,False,false,true,过度解析
C1,18,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,False,false,true,过度解析
C1,14,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,6,481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,36,481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,31,481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,33,481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,11,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,False,false,true,过度解析
C1,34,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,12,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,过度解析
C1,15,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,False,false,true,过度解析
C1,8,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,legacy_proxy_unspecified
C1,10,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,False,false,true,legacy_proxy_unspecified
C1,37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,legacy_proxy_unspecified
C1,27,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_1_draft,False,false,true,legacy_proxy_unspecified
C1,35,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,4,C1_semi_v3_1_draft,True,false,true,legacy_proxy_unspecified
C1,29,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_1_draft,True,false,true,legacy_proxy_unspecified
C1,13,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_1_draft,True,false,true,legacy_proxy_unspecified
C1,2,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_1_draft,False,false,true,legacy_proxy_unspecified
C1,32,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_1_draft,True,false,true,legacy_proxy_unspecified
C1,30,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_1_draft,False,false,true,legacy_proxy_unspecified
C1,1,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_1_draft,False,false,true,legacy_proxy_unspecified
C1,28,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,Calibration_semi,semi_rr_k4,rq2_paired_audit,false,5,C1_semi_v3_1_draft,True,false,true,legacy_proxy_unspecified
