task_id,base_task_id,image_id,image_stem,source_path,image_path,source_pool,source_files,used_in_prescreen,used_in_random_c1_deprecated,has_final_gold,geometry_gold_ready,scope_gold_ready,gt_keypoint_count,gt_pair_count,corner_count_bin,old_manual_scope_raw,old_manual_difficulty_raw,old_semi_model_issue_raw,legacy_label_status,expert_review_status,latest_human_reviewed,scope_difficulty_reviewed,legacy_proxy,unreviewed,expert_scope_confirmed,expert_proxy_family_primary,expert_proxy_family_secondary,model_issue_only,semi_only,scope_gate_only,requires_gt_fix,requires_gt_review,hard_exclude,exclude_reason,eligible_for_manual_calibration,eligible_for_core_proxy_sampling,eligible_for_anchor_candidate,eligible_for_reserve_candidate,eligible_for_semi_candidate,core_candidate_type,proxy_confidence,notes,used_in_existing_manual_or_old_label,legacy_labeled_proxy,unreviewed_pool,source_status,eligible_after_exclusion,full_pool_order,full_pool_source,calibration_split,selection_rank,selection_reason,used_for_r_u
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,data\mp3d_layout\img_v\7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,12,6,pairs_5_6,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,24,data/mp3d_layout/img_v,core,11,v3_full_pool_proxy_balanced,true
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,data\mp3d_layout\img_v\wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,16,8,pairs_7_8,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,346,data/mp3d_layout/img_v,core,12,v3_full_pool_proxy_balanced,true
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,data\mp3d_layout\img_v\e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,24,12,pairs_ge_9,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,168,data/mp3d_layout/img_v,core,13,v3_full_pool_proxy_balanced,true
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,data\mp3d_layout\img_v\Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,true,false,true,true,8,4,pairs_le_4,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,135,data/mp3d_layout/img_v,core,14,v3_full_pool_proxy_balanced,true
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,data\mp3d_layout\img_v\B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,true,false,true,true,12,6,pairs_5_6,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,63,data/mp3d_layout/img_v,core,15,v3_full_pool_proxy_balanced,true
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,data\mp3d_layout\img_v\e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,true,false,true,true,16,8,pairs_7_8,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,193,data/mp3d_layout/img_v,core,16,v3_full_pool_proxy_balanced,true
yqstnuAEVhm_6589ad7a5a0444b59adbf501c0f0fe53,yqstnuAEVhm_6589ad7a5a0444b59adbf501c0f0fe53,yqstnuAEVhm_6589ad7a5a0444b59adbf501c0f0fe53,yqstnuAEVhm_6589ad7a5a0444b59adbf501c0f0fe53,data\mp3d_layout\img_v\yqstnuAEVhm_6589ad7a5a0444b59adbf501c0f0fe53.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_6589ad7a5a0444b59adbf501c0f0fe53.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,24,12,pairs_ge_9,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,436,data/mp3d_layout/img_v,core,17,v3_full_pool_proxy_balanced,true
rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,data\mp3d_layout\img_v\rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,8,4,pairs_le_4,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,242,data/mp3d_layout/img_v,core,18,v3_full_pool_proxy_balanced,true
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,data\mp3d_layout\img_v\e9zR4mvMWw7_f624a40d100144e696a39abe258ee090.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_f624a40d100144e696a39abe258ee090.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,12,6,pairs_5_6,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,192,data/mp3d_layout/img_v,core,19,v3_full_pool_proxy_balanced,true
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,data\mp3d_layout\img_v\b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,true,false,true,true,16,8,pairs_7_8,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,145,data/mp3d_layout/img_v,core,20,v3_full_pool_proxy_balanced,true
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,data\mp3d_layout\img_v\B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,20,10,pairs_ge_9,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,73,data/mp3d_layout/img_v,core,21,v3_full_pool_proxy_balanced,true
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,data\mp3d_layout\img_v\B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,8,4,pairs_le_4,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,55,data/mp3d_layout/img_v,core,22,v3_full_pool_proxy_balanced,true
q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9,q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9,q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9,q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9,data\mp3d_layout\img_v\q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,12,6,pairs_5_6,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,229,data/mp3d_layout/img_v,core,23,v3_full_pool_proxy_balanced,true
yqstnuAEVhm_559e923d612748dd8dce2557c3b4b675,yqstnuAEVhm_559e923d612748dd8dce2557c3b4b675,yqstnuAEVhm_559e923d612748dd8dce2557c3b4b675,yqstnuAEVhm_559e923d612748dd8dce2557c3b4b675,data\mp3d_layout\img_v\yqstnuAEVhm_559e923d612748dd8dce2557c3b4b675.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_559e923d612748dd8dce2557c3b4b675.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,16,8,pairs_7_8,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,433,data/mp3d_layout/img_v,core,24,v3_full_pool_proxy_balanced,true
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,data\mp3d_layout\img_v\e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,true,false,true,true,24,12,pairs_ge_9,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,161,data/mp3d_layout/img_v,core,25,v3_full_pool_proxy_balanced,true
yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6,yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6,yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6,yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6,data\mp3d_layout\img_v\yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,8,4,pairs_le_4,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,438,data/mp3d_layout/img_v,core,26,v3_full_pool_proxy_balanced,true
uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,data\mp3d_layout\img_v\uNb9QFRL6hY_7c9caadd3cb34400893356727278e975.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_7c9caadd3cb34400893356727278e975.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,12,6,pairs_5_6,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,297,data/mp3d_layout/img_v,core,27,v3_full_pool_proxy_balanced,true
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,data\mp3d_layout\img_v\uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,16,8,pairs_7_8,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,306,data/mp3d_layout/img_v,core,28,v3_full_pool_proxy_balanced,true
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,data\mp3d_layout\img_v\UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.jpg,full_local_mp3d_layout_image_registry_v3,full_local_image_registry,false,false,false,true,true,20,10,pairs_ge_9,,,,none,unreviewed_pool,false,false,false,true,,,,false,false,false,false,false,false,,true,true,false,true,false,core_reliability_candidate,weak_proxy,,false,false,true,unreviewed_pool,true,80,data/mp3d_layout/img_v,core,29,v3_full_pool_proxy_balanced,true
