worker_id,public_worker_code,task_id,base_task_id,inner_id,task_url,dataset_group,assignment_batch,expected_completion_order,source_manifest,internal_only
1,W001,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,60,http://175.178.71.217:8000/projects/45/data?task=3241,Calibration_anchor,anchor_all,6,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,168,http://175.178.71.217:8000/projects/45/data?task=3349,Calibration_anchor,anchor_all,7,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,24,http://175.178.71.217:8000/projects/45/data?task=3205,Calibration_anchor,anchor_all,8,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,122,http://175.178.71.217:8000/projects/45/data?task=3303,Calibration_anchor,anchor_all,9,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,105,http://175.178.71.217:8000/projects/45/data?task=3286,Calibration_anchor,anchor_all,10,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,99,http://175.178.71.217:8000/projects/45/data?task=3280,Calibration_anchor,anchor_all,11,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,100,http://175.178.71.217:8000/projects/45/data?task=3281,Calibration_anchor,anchor_all,12,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,207,http://175.178.71.217:8000/projects/45/data?task=3388,Calibration_core,core_scene_aware_k5,13,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,602,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,144,http://175.178.71.217:8000/projects/45/data?task=3325,Calibration_core,core_scene_aware_k5,14,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,382,http://175.178.71.217:8000/projects/45/data?task=3563,Calibration_core,core_scene_aware_k5,15,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,41,http://175.178.71.217:8000/projects/45/data?task=3222,Calibration_core,core_scene_aware_k5,16,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,473,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,15,http://175.178.71.217:8000/projects/45/data?task=3196,Calibration_core,core_scene_aware_k5,17,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,335,http://175.178.71.217:8000/projects/45/data?task=3516,Calibration_core,core_scene_aware_k5,18,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,145,http://175.178.71.217:8000/projects/45/data?task=3326,Calibration_core,core_scene_aware_k5,19,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,597,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,139,http://175.178.71.217:8000/projects/45/data?task=3320,Calibration_core,core_scene_aware_k5,20,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,270,http://175.178.71.217:8000/projects/45/data?task=3451,Calibration_core,core_scene_aware_k5,21,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,475,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,17,http://175.178.71.217:8000/projects/45/data?task=3198,Calibration_core,core_scene_aware_k5,22,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,138,http://175.178.71.217:8000/projects/45/data?task=3319,Calibration_core,core_scene_aware_k5,23,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,293,http://175.178.71.217:8000/projects/45/data?task=3474,Calibration_core,core_scene_aware_k5,24,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,83,http://175.178.71.217:8000/projects/45/data?task=3264,Calibration_core,core_scene_aware_k5,25,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,252,http://175.178.71.217:8000/projects/45/data?task=3433,Calibration_core,core_scene_aware_k5,26,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,435,http://175.178.71.217:8000/projects/45/data?task=3616,Calibration_core,core_scene_aware_k5,27,assignment_manifest_C1_manual_draft_v3_1.csv,true
1,W001,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,42,http://175.178.71.217:8000/projects/45/data?task=3223,Calibration_core,core_scene_aware_k5,28,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,103,http://175.178.71.217:8000/projects/45/data?task=3284,Calibration_anchor,anchor_all,1,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,29,http://175.178.71.217:8000/projects/45/data?task=3210,Calibration_semi,semi_rr_k4,1,assignment_manifest_C1_semi_draft_v3_1.csv,true
2,W002,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,163,http://175.178.71.217:8000/projects/45/data?task=3344,Calibration_anchor,anchor_all,2,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,2,http://175.178.71.217:8000/projects/45/data?task=3183,Calibration_semi,semi_rr_k4,2,assignment_manifest_C1_semi_draft_v3_1.csv,true
2,W002,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,225,http://175.178.71.217:8000/projects/45/data?task=3406,Calibration_anchor,anchor_all,3,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,46,http://175.178.71.217:8000/projects/45/data?task=3227,Calibration_semi,semi_rr_k4,3,assignment_manifest_C1_semi_draft_v3_1.csv,true
2,W002,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,16,http://175.178.71.217:8000/projects/45/data?task=3197,Calibration_anchor,anchor_all,4,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,258,http://175.178.71.217:8000/projects/45/data?task=3439,Calibration_semi,semi_rr_k4,4,assignment_manifest_C1_semi_draft_v3_1.csv,true
2,W002,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,281,http://175.178.71.217:8000/projects/45/data?task=3462,Calibration_semi,semi_rr_k4,5,assignment_manifest_C1_semi_draft_v3_1.csv,true
2,W002,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,89,http://175.178.71.217:8000/projects/45/data?task=3270,Calibration_anchor,anchor_all,5,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,60,http://175.178.71.217:8000/projects/45/data?task=3241,Calibration_anchor,anchor_all,6,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,168,http://175.178.71.217:8000/projects/45/data?task=3349,Calibration_anchor,anchor_all,7,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,24,http://175.178.71.217:8000/projects/45/data?task=3205,Calibration_anchor,anchor_all,8,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,122,http://175.178.71.217:8000/projects/45/data?task=3303,Calibration_anchor,anchor_all,9,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,105,http://175.178.71.217:8000/projects/45/data?task=3286,Calibration_anchor,anchor_all,10,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,99,http://175.178.71.217:8000/projects/45/data?task=3280,Calibration_anchor,anchor_all,11,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,100,http://175.178.71.217:8000/projects/45/data?task=3281,Calibration_anchor,anchor_all,12,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,207,http://175.178.71.217:8000/projects/45/data?task=3388,Calibration_core,core_scene_aware_k5,13,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,602,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,144,http://175.178.71.217:8000/projects/45/data?task=3325,Calibration_core,core_scene_aware_k5,14,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,382,http://175.178.71.217:8000/projects/45/data?task=3563,Calibration_core,core_scene_aware_k5,15,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,519,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,61,http://175.178.71.217:8000/projects/45/data?task=3242,Calibration_core,core_scene_aware_k5,16,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,473,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,15,http://175.178.71.217:8000/projects/45/data?task=3196,Calibration_core,core_scene_aware_k5,17,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,335,http://175.178.71.217:8000/projects/45/data?task=3516,Calibration_core,core_scene_aware_k5,18,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,145,http://175.178.71.217:8000/projects/45/data?task=3326,Calibration_core,core_scene_aware_k5,19,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,597,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,139,http://175.178.71.217:8000/projects/45/data?task=3320,Calibration_core,core_scene_aware_k5,20,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,270,http://175.178.71.217:8000/projects/45/data?task=3451,Calibration_core,core_scene_aware_k5,21,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,23,http://175.178.71.217:8000/projects/45/data?task=3204,Calibration_core,core_scene_aware_k5,22,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,138,http://175.178.71.217:8000/projects/45/data?task=3319,Calibration_core,core_scene_aware_k5,23,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,293,http://175.178.71.217:8000/projects/45/data?task=3474,Calibration_core,core_scene_aware_k5,24,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,83,http://175.178.71.217:8000/projects/45/data?task=3264,Calibration_core,core_scene_aware_k5,25,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge_4350d36797324601adba7351d09602d2,343,http://175.178.71.217:8000/projects/45/data?task=3524,Calibration_core,core_scene_aware_k5,26,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,620,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,162,http://175.178.71.217:8000/projects/45/data?task=3343,Calibration_core,core_scene_aware_k5,27,assignment_manifest_C1_manual_draft_v3_1.csv,true
2,W002,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,42,http://175.178.71.217:8000/projects/45/data?task=3223,Calibration_core,core_scene_aware_k5,28,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,103,http://175.178.71.217:8000/projects/45/data?task=3284,Calibration_anchor,anchor_all,1,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,679,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,221,http://175.178.71.217:8000/projects/45/data?task=3402,Calibration_semi,semi_rr_k4,1,assignment_manifest_C1_semi_draft_v3_1.csv,true
6,W006,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,163,http://175.178.71.217:8000/projects/45/data?task=3344,Calibration_anchor,anchor_all,2,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,53,http://175.178.71.217:8000/projects/45/data?task=3234,Calibration_semi,semi_rr_k4,2,assignment_manifest_C1_semi_draft_v3_1.csv,true
6,W006,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,138,http://175.178.71.217:8000/projects/45/data?task=3319,Calibration_semi,semi_rr_k4,3,assignment_manifest_C1_semi_draft_v3_1.csv,true
6,W006,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,225,http://175.178.71.217:8000/projects/45/data?task=3406,Calibration_anchor,anchor_all,3,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,16,http://175.178.71.217:8000/projects/45/data?task=3197,Calibration_anchor,anchor_all,4,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,23,http://175.178.71.217:8000/projects/45/data?task=3204,Calibration_semi,semi_rr_k4,4,assignment_manifest_C1_semi_draft_v3_1.csv,true
6,W006,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,89,http://175.178.71.217:8000/projects/45/data?task=3270,Calibration_anchor,anchor_all,5,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,60,http://175.178.71.217:8000/projects/45/data?task=3241,Calibration_anchor,anchor_all,6,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,168,http://175.178.71.217:8000/projects/45/data?task=3349,Calibration_anchor,anchor_all,7,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,24,http://175.178.71.217:8000/projects/45/data?task=3205,Calibration_anchor,anchor_all,8,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,122,http://175.178.71.217:8000/projects/45/data?task=3303,Calibration_anchor,anchor_all,9,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,105,http://175.178.71.217:8000/projects/45/data?task=3286,Calibration_anchor,anchor_all,10,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,99,http://175.178.71.217:8000/projects/45/data?task=3280,Calibration_anchor,anchor_all,11,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,100,http://175.178.71.217:8000/projects/45/data?task=3281,Calibration_anchor,anchor_all,12,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,85,http://175.178.71.217:8000/projects/45/data?task=3266,Calibration_core,core_scene_aware_k5,13,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,357,http://175.178.71.217:8000/projects/45/data?task=3538,Calibration_core,core_scene_aware_k5,14,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,369,http://175.178.71.217:8000/projects/45/data?task=3550,Calibration_core,core_scene_aware_k5,15,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,46,http://175.178.71.217:8000/projects/45/data?task=3227,Calibration_core,core_scene_aware_k5,16,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,613,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,155,http://175.178.71.217:8000/projects/45/data?task=3336,Calibration_core,core_scene_aware_k5,17,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,606,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,148,http://175.178.71.217:8000/projects/45/data?task=3329,Calibration_core,core_scene_aware_k5,18,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,699,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,241,http://175.178.71.217:8000/projects/45/data?task=3422,Calibration_core,core_scene_aware_k5,19,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,237,http://175.178.71.217:8000/projects/45/data?task=3418,Calibration_core,core_scene_aware_k5,20,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,45,http://175.178.71.217:8000/projects/45/data?task=3226,Calibration_core,core_scene_aware_k5,21,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,242,http://175.178.71.217:8000/projects/45/data?task=3423,Calibration_core,core_scene_aware_k5,22,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,294,http://175.178.71.217:8000/projects/45/data?task=3475,Calibration_core,core_scene_aware_k5,23,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,387,http://175.178.71.217:8000/projects/45/data?task=3568,Calibration_core,core_scene_aware_k5,24,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,527,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,69,http://175.178.71.217:8000/projects/45/data?task=3250,Calibration_core,core_scene_aware_k5,25,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,344,http://175.178.71.217:8000/projects/45/data?task=3525,Calibration_core,core_scene_aware_k5,26,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,308,http://175.178.71.217:8000/projects/45/data?task=3489,Calibration_core,core_scene_aware_k5,27,assignment_manifest_C1_manual_draft_v3_1.csv,true
6,W006,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,247,http://175.178.71.217:8000/projects/45/data?task=3428,Calibration_core,core_scene_aware_k5,28,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,103,http://175.178.71.217:8000/projects/45/data?task=3284,Calibration_anchor,anchor_all,1,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,42,http://175.178.71.217:8000/projects/45/data?task=3223,Calibration_semi,semi_rr_k4,1,assignment_manifest_C1_semi_draft_v3_1.csv,true
8,W008,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,145,http://175.178.71.217:8000/projects/45/data?task=3326,Calibration_semi,semi_rr_k4,2,assignment_manifest_C1_semi_draft_v3_1.csv,true
8,W008,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,163,http://175.178.71.217:8000/projects/45/data?task=3344,Calibration_anchor,anchor_all,2,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,214,http://175.178.71.217:8000/projects/45/data?task=3395,Calibration_semi,semi_rr_k4,3,assignment_manifest_C1_semi_draft_v3_1.csv,true
8,W008,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,225,http://175.178.71.217:8000/projects/45/data?task=3406,Calibration_anchor,anchor_all,3,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,16,http://175.178.71.217:8000/projects/45/data?task=3197,Calibration_anchor,anchor_all,4,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,289,http://175.178.71.217:8000/projects/45/data?task=3470,Calibration_semi,semi_rr_k4,4,assignment_manifest_C1_semi_draft_v3_1.csv,true
8,W008,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,89,http://175.178.71.217:8000/projects/45/data?task=3270,Calibration_anchor,anchor_all,5,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,60,http://175.178.71.217:8000/projects/45/data?task=3241,Calibration_anchor,anchor_all,6,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,168,http://175.178.71.217:8000/projects/45/data?task=3349,Calibration_anchor,anchor_all,7,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,24,http://175.178.71.217:8000/projects/45/data?task=3205,Calibration_anchor,anchor_all,8,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,122,http://175.178.71.217:8000/projects/45/data?task=3303,Calibration_anchor,anchor_all,9,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,105,http://175.178.71.217:8000/projects/45/data?task=3286,Calibration_anchor,anchor_all,10,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,99,http://175.178.71.217:8000/projects/45/data?task=3280,Calibration_anchor,anchor_all,11,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,100,http://175.178.71.217:8000/projects/45/data?task=3281,Calibration_anchor,anchor_all,12,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,85,http://175.178.71.217:8000/projects/45/data?task=3266,Calibration_core,core_scene_aware_k5,13,assignment_manifest_C1_manual_draft_v3_1.csv,true
8,W008,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,375,http://175.178.71.217:8000/projects/45/data?task=3556,Calibration_core,core_scene_aware_k5,14,assignment_manifest_C1_manual_draft_v3_1.csv,true
