task_id,base_task_id,image_id,image_stem,source_path,image_path,source_pool,source_files,used_in_prescreen,used_in_random_c1_deprecated,has_final_gold,geometry_gold_ready,scope_gold_ready,gt_keypoint_count,gt_pair_count,corner_count_bin,old_manual_scope_raw,old_manual_difficulty_raw,old_semi_model_issue_raw,legacy_label_status,expert_review_status,expert_scope_confirmed,expert_proxy_family_primary,expert_proxy_family_secondary,model_issue_only,semi_only,hard_exclude,exclude_reason,eligible_for_manual_calibration,eligible_for_core_proxy_sampling,eligible_for_anchor_candidate,eligible_for_reserve_candidate,eligible_for_semi_candidate,proxy_confidence,notes,calibration_split,selection_rank,selection_reason,used_for_r_u
651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/x8F5xyUWy9e_9077f8ffceb943808934837db41e5616.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,occlusion,over_parsing,legacy_proxy,unreviewed,,过度解析,过度解析,false,false,false,,true,true,false,true,true,legacy_proxy,,core,62,draft_proxy_balanced,true
527,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,core,63,draft_proxy_balanced,true
713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion,corner_drift,legacy_proxy,unreviewed,,角点错位/飘移,角点错位/飘移,false,false,false,,true,true,false,true,true,legacy_proxy,,core,64,draft_proxy_balanced,true
593,x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077,x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077,x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/x8F5xyUWy9e_2669f5ba693c4e729d7d2c4f3fa0a077.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,core,65,draft_proxy_balanced,true
686,wc2JMjhGNzB_48a93a3b61354385b30974c248c11ef2,wc2JMjhGNzB_48a93a3b61354385b30974c248c11ef2,wc2JMjhGNzB_48a93a3b61354385b30974c248c11ef2,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_48a93a3b61354385b30974c248c11ef2.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,low_texture,corner_drift;corner_duplicate,legacy_proxy,unreviewed,,角点错位/飘移,角点错位/飘移,false,false,false,,true,true,false,true,true,legacy_proxy,,core,66,draft_proxy_balanced,true
481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,reflection,corner_drift;over_parsing,legacy_proxy,unreviewed,,过度解析,过度解析,false,false,false,,true,true,false,true,true,legacy_proxy,,core,67,draft_proxy_balanced,true
485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,trivial,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,core,68,draft_proxy_balanced,true
491,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion;trivial,corner_drift;acceptable,legacy_proxy,unreviewed,,角点错位/飘移,角点错位/飘移,false,false,false,,true,true,false,true,true,legacy_proxy,,core,69,draft_proxy_balanced,true
691,UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0,UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0,UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,core,70,draft_proxy_balanced,true
701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,occlusion;seam,corner_drift,legacy_proxy,unreviewed,,角点错位/飘移,角点错位/飘移,false,false,false,,true,true,false,true,true,legacy_proxy,,core,71,draft_proxy_balanced,true
535,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,occlusion;reflection,over_parsing,legacy_proxy,unreviewed,,过度解析,过度解析,false,false,false,,true,true,false,true,true,legacy_proxy,,core,72,draft_proxy_balanced,true
537,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,core,73,draft_proxy_balanced,true
502,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion;reflection,corner_drift,legacy_proxy,unreviewed,,角点错位/飘移,角点错位/飘移,false,false,false,,true,true,false,true,true,legacy_proxy,,core,74,draft_proxy_balanced,true
689,UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f,UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f,UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,core,75,draft_proxy_balanced,true
461,rPc6DW4iMge_7316bf706e0d46368334c0c989210e09,rPc6DW4iMge_7316bf706e0d46368334c0c989210e09,rPc6DW4iMge_7316bf706e0d46368334c0c989210e09,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_7316bf706e0d46368334c0c989210e09.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,trivial,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,1,draft_proxy_balanced,true
463,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,12,6,pairs_5_6,normal,trivial,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,2,draft_proxy_balanced,true
464,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,trivial,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,3,draft_proxy_balanced,true
465,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,trivial,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,4,draft_proxy_balanced,true
466,B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99,B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99,B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,trivial;occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,5,draft_proxy_balanced,true
467,X7HyMhZNoso_445ae0203f294b5c9889505576e37998,X7HyMhZNoso_445ae0203f294b5c9889505576e37998,X7HyMhZNoso_445ae0203f294b5c9889505576e37998,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/X7HyMhZNoso_445ae0203f294b5c9889505576e37998.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,6,draft_proxy_balanced,true
471,B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,trivial;reflection,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,7,draft_proxy_balanced,true
472,wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995,wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995,wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_074ac1d681e3415081b89cf582e1e995.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,low_texture,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,8,draft_proxy_balanced,true
478,q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,12,6,pairs_5_6,normal,trivial;occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,9,draft_proxy_balanced,true
483,rPc6DW4iMge_0a84204ae666476f97095e784a772323,rPc6DW4iMge_0a84204ae666476f97095e784a772323,rPc6DW4iMge_0a84204ae666476f97095e784a772323,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_0a84204ae666476f97095e784a772323.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,trivial;occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,10,draft_proxy_balanced,true
484,X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20,X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20,X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,trivial;occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,11,draft_proxy_balanced,true
486,wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635,wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635,wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,true,false,true,true,8,4,pairs_le_4,normal,trivial;occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,12,draft_proxy_balanced,true
487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,export_label/project-2-at-2026-03-25-10-52-c04c6496.json,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.png,legacy_project2_full_annotation,old_label_json;旧标注补充清单;校准semi模型问题整理,false,false,false,true,true,8,4,pairs_le_4,normal,trivial;occlusion,acceptable,legacy_proxy,unreviewed,,模型标注质量好,模型标注质量好,false,false,false,,true,true,false,true,true,legacy_proxy,,reserve,13,draft_proxy_balanced,true
