image_id,building_id,split,population_role,image_url,image_url_provenance,local_image_source,room_instance_id,room_identity_status,region_class_values_json,room_mapping_status,coordinate_width,coordinate_height,model_count,reference_count,reference_floor_available,bi_equal,bi_floor,bi_band,bi_linear,bi_solid,hoho_E_floor,hoho_X_floor,historical_rows,historical_workers,historical_contexts,human_floor_mean,floor_count,human30_id,ai50_id,extended73_partitions,historical42_partitions
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,1,False,0.004061956309096115,0.006473387325224511,0.006801346248449414,0.004583192365467892,0.45795295385778645,0.459352040701801,26,26,1,0.42081938480922754,10.0,,,1,0
7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,7y3sRwLe3Va,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040.jpg,public_GT_import,data/mp3d_layout/test/img/7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.045941045617507226,0.045941045617507226,0,0,0,,,P30-014,,0,0
7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e,7y3sRwLe3Va,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e.jpg,public_GT_import,data/mp3d_layout/test/img/7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.0015252630861424255,,,,0.18622080064319146,0.18475361262156687,0,0,0,,,P30-027,,0,0
7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,7y3sRwLe3Va,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861.jpg,public_GT_import,data/mp3d_layout/test/img/7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.033196438074089785,,,,0.1416758454536029,0.11970526599409537,0,0,0,,,,,0,0
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,2,False,0.005697502162889223,0.009980675519634996,0.007516498941577354,0.006073798349859549,0.26519173214453284,0.2610986397583097,26,26,1,0.44656823104127075,14.0,,,1,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,True,0.0,0.0,0.0,0.0,0.17896017728873959,0.17896017728873959,26,26,1,0.31574195216921874,19.0,,,1,0
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.029458868892209167,0.004110361232145254,0.006615367967800712,0.0040288970339885655,0.24915508851899204,0.2594893962289967,5,5,1,,0.0,,,0,0
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.011610698831029942,,,,0.1765170880158925,0.1775806361779131,6,6,1,0.2591294908951411,4.0,,,0,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.0006960169524077298,,,,0.10082396384547565,0.10092306338893442,10,10,2,0.07522482411765745,7.0,,,0,0
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,7y3sRwLe3Va,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64.jpg,public_GT_import,data/mp3d_layout/test/img/7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.026910393287873036,,,,0.15444769796633617,0.14075962857288693,0,0,0,,,,,0,0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.6702095268053168,,,,0.7210963791689893,0.19415580302186786,9,9,2,0.09296408956147569,4.0,,,0,0
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.004193346170422885,,,,0.2842482643141311,0.28655423927628254,5,5,1,0.5223520982347476,3.0,,,0,0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.004009284984401562,0.0023702328941255235,0.0015640887446729534,0.0019541533719303894,0.10078918661585157,0.09885776476600716,5,5,1,0.2206775571981042,4.0,,,0,0
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df.jpg,public_GT_import,data/mp3d_layout/test/img/7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.004604677041917915,,,,0.09356825129971236,0.09007910359270266,0,0,0,,,,R50-002,0,0
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67.jpg,public_GT_import,data/mp3d_layout/test/img/7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.20195434397113388,,,,0.0736847797325697,0.21819047846543538,0,0,0,,,,,0,0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.00393448065441937,0.002892319283032685,0.0034079615483800785,0.002157607781676729,0.09505649202607369,0.09162853131769133,5,5,1,0.2209751352228213,2.0,,,0,0
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.22265018991552277,0.030605738772457425,0.1454231064396111,0.025898969155948137,0.21161952261958272,0.14033416557812695,0,0,0,,,,R50-003,0,0
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.021722218885028677,0.0029544432178628677,0.0030683576436022486,0.0028469484694449987,0.11979300411381333,0.10787522610626976,0,0,0,,,,,0,0
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.05237827558791408,0.015089101430043494,0.021040965160154967,0.014122209254256002,0.23214976910712226,0.2664566450721225,0,0,0,,,,,0,0
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,2,False,0.012861417050185397,0.004658622432473503,0.002331671349348974,0.004276568005101122,0.160996764020231,0.15945627705349574,26,26,1,0.14002251678943603,24.0,,,1,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,2,False,0.07014834147584004,0.008031804759997097,0.007867711787820086,0.0064484765876695604,0.2457396116366698,0.2858069565908854,26,26,1,0.197725850337518,18.0,,,1,1
B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.005468538286556024,0.0038249131106883327,0.001648418740037072,0.0023828553595051094,0.05609062078784355,0.0584592583185265,0,0,0,,,P30-028,,0,0
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.04491089997295428,0.0147385028301249,0.009226224016665285,0.010343904357531741,0.28212896248414643,0.289731072887489,0,0,0,,,,,0,0
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.2222037123631727,,,,0.528532966431442,0.5762103824195868,0,0,0,,,,R50-004,0,0
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.01072943746946442,0.005515851406363126,0.0029943049939499256,0.003706835276995224,0.2115551804584367,0.2078222331967039,0,0,0,,,,,0,0
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.13985803138101116,0.06048063258084424,0.07510067615263571,0.05141343670523901,0.2532637660303746,0.2510775600048287,9,9,2,0.18598131662070116,6.0,,,0,0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.021892120856394803,0.0054858658522898285,0.0031584295341562374,0.004047359050660226,0.08467876249510942,0.07160048221779391,9,9,2,0.22822658758454814,7.0,,,0,0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,True,0.0,0.0,0.0,0.0,0.32365542056219376,0.32365542056219376,26,26,1,0.2701909062652506,21.0,,,1,0
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.05839997385612172,,,,0.459140906833459,0.4785163479213633,0,0,0,,,,,0,0
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.0,0.001554168732821326,0.0018761665493389756,0.0012232236045329747,0.03607317565598256,0.03607317565598256,0,0,0,,,,R50-005,0,0
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.01306022312872368,0.005182738442872092,0.015192336476575363,0.003915323420723982,0.21129816087940434,0.20796607767021147,0,0,0,,,,,0,0
B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.009064873863855905,0.002261176819527755,0.001932069512623924,0.0017153563289670215,0.07454913269716035,0.07242308626232397,0,0,0,,,P30-015,,0,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,2,False,0.0,0.008188953536301335,0.015582913578743973,0.006003422545492909,0.6905035622692932,0.6905035622692932,26,26,1,0.22591703587765286,12.0,,,1,1
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.020910377815550496,0.007027774571629397,0.01048622202218219,0.005458546815776066,0.11932009987810055,0.1348814549275541,0,0,0,,,,R50-006,0,0
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,1,1,False,0.004450555641687726,0.001465785632136174,0.0028539882923983573,0.0009805630757774297,0.4115460169305477,0.409807898896845,10,10,2,0.3404916317281673,8.0,,,0,0
B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,True,0.0,0.0,0.0,0.0,0.17919725862085234,0.17919725862085234,0,0,0,,,P30-002,,0,0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,test,historical_annotated,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,historical_registry,,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,3,2,2,False,0.052913407339468366,0.007911581653464173,0.019280591747080744,0.005368461655923529,0.5638576015584595,0.5686021818012064,26,26,1,0.5261705724262282,9.0,,,1,1
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.19612309246535242,,,,0.6772470476477787,0.6781172393133283,0,0,0,,,,R50-007,0,0
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs,test,candidate_without_historical_annotation,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.jpg,public_GT_import,data/mp3d_layout/test/img/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.png,,unknown_not_inferred_from_building_or_class,[],unmapped,1024,512,4,2,2,False,0.0,0.001563284856839875,0.0019981555487242897,0.0011301205280106474,0.1163004515065943,0.1163004515065943,0,0,0,,,,,0,0
