image_id,code,building,scene,scene_source,display_groups,supported_groups,room_state,manual_people,manual_band,semi_people,submitters_all_ids,no_saved_submission_or_draft,unseen_english,in_original_112,in_any_current_candidate_pool,in_required,in_H,in_followup_proposal,oos_status,image_path,group_physical_same_states
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs-44,B6ByNegPMKs,工作与学习,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.png,{}
B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd,B6ByNegPMKs-46,B6ByNegPMKs,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd.png,{}
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs-48,B6ByNegPMKs,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,6,3—7,0,6,False,"[28, 29, 30, 33, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.png,{}
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs-50,B6ByNegPMKs,工作与学习,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,5,3—7,0,5,False,"[28, 29, 31, 32, 33, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.png,{}
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,1,1—2,0,1,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f.png,{}
S9hNv5qa7GM_947f02de64db4ccbbe220a9f9124a815,S9hNv5qa7GM-13,S9hNv5qa7GM,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_947f02de64db4ccbbe220a9f9124a815.png,{}
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM-20,S9hNv5qa7GM,卧室,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,1,1—2,0,1,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2.png,{}
UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,UwV83HsGsw3-07,UwV83HsGsw3,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.png,{}
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,UwV83HsGsw3,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,24,8+,0,26,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.png,{}
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,UwV83HsGsw3-15,UwV83HsGsw3,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186.png,{}
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3-17,UwV83HsGsw3,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,23,8+,0,23,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.png,{}
X7HyMhZNoso_0595477618f44940b004970372df16dc,X7HyMhZNoso-01,X7HyMhZNoso,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,人工曾明确OOS,data/mp3d_layout/test/img/X7HyMhZNoso_0595477618f44940b004970372df16dc.png,{}
X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc,X7HyMhZNoso-06,X7HyMhZNoso,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc.png,{}
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,X7HyMhZNoso-16,X7HyMhZNoso,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_a830b673f439458aa54a716194d972b7.png,{}
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso-17,X7HyMhZNoso,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_b1e740fa45384144b55ef6675440756b.png,{}
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,X7HyMhZNoso-20,X7HyMhZNoso,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd.png,{}
b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2,b8cTxDM8gDG-01,b8cTxDM8gDG,起居与休闲,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2.png,{}
b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd,b8cTxDM8gDG-02,b8cTxDM8gDG,卧室,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd.png,{}
b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4,b8cTxDM8gDG-13,b8cTxDM8gDG,,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,人工曾明确OOS,data/mp3d_layout/test/img/b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4.png,{}
b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,b8cTxDM8gDG-15,b8cTxDM8gDG,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e.png,{}
e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,e9zR4mvMWw7-01,e9zR4mvMWw7,特殊用途,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,{}
e9zR4mvMWw7_184edf3d3a4d482dae288e4811945331,e9zR4mvMWw7-05,e9zR4mvMWw7,卧室,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/e9zR4mvMWw7_184edf3d3a4d482dae288e4811945331.png,{}
e9zR4mvMWw7_75ea3fd50c1c4b8ba66dccc4247b8b81,e9zR4mvMWw7-25,e9zR4mvMWw7,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/e9zR4mvMWw7_75ea3fd50c1c4b8ba66dccc4247b8b81.png,{}
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,e9zR4mvMWw7-30,e9zR4mvMWw7,特殊用途,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342.png,{}
e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08,e9zR4mvMWw7-31,e9zR4mvMWw7,卧室,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08.png,{}
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,e9zR4mvMWw7-33,e9zR4mvMWw7,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978.png,{}
jtcxE69GiFV_0465bba4a7724a20876d042cab3b9ca1,jtcxE69GiFV-02,jtcxE69GiFV,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/jtcxE69GiFV_0465bba4a7724a20876d042cab3b9ca1.png,{}
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV-04,jtcxE69GiFV,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,3,3—7,0,3,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad.png,{}
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV-09,jtcxE69GiFV,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,1,1—2,0,1,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a.png,{}
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV-10,jtcxE69GiFV,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,1,1—2,0,1,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0.png,{}
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV-13,jtcxE69GiFV,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,2,1—2,0,2,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36.png,{}
jtcxE69GiFV_63929ab917fd40f3ac0b6917b1bc97ff,jtcxE69GiFV-14,jtcxE69GiFV,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/jtcxE69GiFV_63929ab917fd40f3ac0b6917b1bc97ff.png,{}
jtcxE69GiFV_eb93e479aeae4b59a26c3ea106f9be7a,jtcxE69GiFV-29,jtcxE69GiFV,起居与休闲,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/jtcxE69GiFV_eb93e479aeae4b59a26c3ea106f9be7a.png,{}
jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5,jtcxE69GiFV-34,jtcxE69GiFV,开放复合空间,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5.png,{}
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9-07,pRbA3pwrgk9,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,5,3—7,0,5,False,"[28, 30, 31, 32, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1.png,{}
q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342,q9vSo1VnCiC-14,q9vSo1VnCiC,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342.png,{}
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,q9vSo1VnCiC,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,6,3—7,0,6,False,"[28, 30, 31, 32, 33, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.png,{}
rPc6DW4iMge_073ce382f78d4a81b8c673591a954997,rPc6DW4iMge-03,rPc6DW4iMge,,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/rPc6DW4iMge_073ce382f78d4a81b8c673591a954997.png,{}
rPc6DW4iMge_0a84204ae666476f97095e784a772323,rPc6DW4iMge-04,rPc6DW4iMge,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/rPc6DW4iMge_0a84204ae666476f97095e784a772323.png,{}
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge-17,rPc6DW4iMge,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,24,26,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.png,{}
rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,rPc6DW4iMge-21,rPc6DW4iMge,起居与休闲,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a.png,{}
rqfALeAoiTq_543b6ae7daa84e4eae377957999e7c8e,rqfALeAoiTq-01,rqfALeAoiTq,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/rqfALeAoiTq_543b6ae7daa84e4eae377957999e7c8e.png,{}
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk-10,pa4otMbVnkk,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,3,3—7,0,3,False,"[28, 29, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657.png,{}
pa4otMbVnkk_637126917ec84d1aa32c986159ce2dc9,pa4otMbVnkk-16,pa4otMbVnkk,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pa4otMbVnkk_637126917ec84d1aa32c986159ce2dc9.png,{}
pa4otMbVnkk_8370daaebb5145ee80f7e362fabc9d5b,pa4otMbVnkk-24,pa4otMbVnkk,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pa4otMbVnkk_8370daaebb5145ee80f7e362fabc9d5b.png,{}
pa4otMbVnkk_8c292f0d6db5479fb361ac01a935863a,pa4otMbVnkk-27,pa4otMbVnkk,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pa4otMbVnkk_8c292f0d6db5479fb361ac01a935863a.png,{}
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk-48,pa4otMbVnkk,卫浴,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,1,1—2,0,1,False,"[28, 29, 30, 31, 32, 33, 34, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1.png,{}
uNb9QFRL6hY_5dd7b4cf99584011ac17b25d45c6197c,uNb9QFRL6hY-27,uNb9QFRL6hY,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_5dd7b4cf99584011ac17b25d45c6197c.png,{}
uNb9QFRL6hY_68efbeec805f437bb3f3421f93fa4f56,uNb9QFRL6hY-31,uNb9QFRL6hY,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_68efbeec805f437bb3f3421f93fa4f56.png,{}
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY-56,uNb9QFRL6hY,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,24,26,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.png,{}
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY-69,uNb9QFRL6hY,通行与连接,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,5,3—7,4,9,False,"[28, 30, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e.png,{}
uNb9QFRL6hY_dcbe971afee14c57beb3c76980ead77a,uNb9QFRL6hY-76,uNb9QFRL6hY,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/uNb9QFRL6hY_dcbe971afee14c57beb3c76980ead77a.png,{}
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,zsNo4HB9uLZ-02,zsNo4HB9uLZ,起居与休闲,current_coarse_review；不采用未确认的新模型建议,[],[],无同房展示组,1,1—2,0,1,False,"[28, 29, 30, 31, 32, 33, 34, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455.png,{}
