group,building,number,image_id,path,tier,review_role,review_decision,difficulty_review,rationale,group_issue,group_review_state,group_original_note,adopted_coarse_type,coarse_source,legacy_coarse_type,ai_coarse_type,spatial_conflicts,doorway,oos_evidence,main_visual_space,extent,information,manual_raw,manual_included,manual_active19,manual_other,semi,semi_active19,seen_active19,clean_new_active19,max_pooled_manual,max_active19_manual,manual_workers,semi_workers,clean_workers,group_semi_active19,raw_url,github_url,new_to_6_pooled,feasible_6_pooled,new_to_6_active19,feasible_6_active19,new_to_8_pooled,feasible_8_pooled,new_to_8_active19,feasible_8_active19,new_to_15_pooled,feasible_15_pooled,new_to_15_active19,feasible_15_active19,new_to_19_pooled,feasible_19_pooled,new_to_19_active19,feasible_19_active19
G184,uNb9QFRL6hY,26,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,data/mp3d_layout/test/img/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,50、60号均有23人；26、66、88各有5人，具备双源和低成本补齐条件。,67主空间与其余不同；排除67后的8图组仍待确认。原main_visual_alignment待定；高难度不自动等于OOS。,explicit_discussion,"这标注难度很高,我记得有标过. 67的标注空间和剩余的不一致,它是站在浴室里了,但是我记得也有人标了外面的空间",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],大主浴室梳妆台端,长台、浴缸、淋浴及外门围合,更近入口一端，厕位另有独立门,5,5,5,0,0,0,5,14,19,19,"[6, 17, 28, 29, 36]",[],"[1, 2, 8, 10, 12, 13, 15, 30, 31, 32, 33, 34, 35, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.png,1,True,1,True,3,True,3,True,10,True,10,True,14,True,14,True
G184,uNb9QFRL6hY,41,uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3,data/mp3d_layout/test/img/uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,50、60号均有23人；26、66、88各有5人，具备双源和低成本补齐条件。,67主空间与其余不同；排除67后的8图组仍待确认。原main_visual_alignment待定；高难度不自动等于OOS。,explicit_discussion,"这标注难度很高,我记得有标过. 67的标注空间和剩余的不一致,它是站在浴室里了,但是我记得也有人标了外面的空间",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],大主浴室台前,长梳妆台与浴缸、淋浴大厅,靠镜台，反射辨识,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G184,uNb9QFRL6hY,50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,data/mp3d_layout/test/img/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.png,先审高历史价值组,已有来源，优先复用,待审,未定,50、60号均有23人；26、66、88各有5人，具备双源和低成本补齐条件。,67主空间与其余不同；排除67后的8图组仍待确认。原main_visual_alignment待定；高难度不自动等于OOS。,explicit_discussion,"这标注难度很高,我记得有标过. 67的标注空间和剩余的不一致,它是站在浴室里了,但是我记得也有人标了外面的空间",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],大主浴室厕位门边,浴缸、长台、淋浴主厅,内厕位门大幅可见，但独立隔室,23,23,19,4,0,0,19,0,23,19,"[1, 2, 6, 8, 10, 11, 12, 13, 14, 15, 17, 18, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[],[],0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.png,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
G184,uNb9QFRL6hY,59,uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,data/mp3d_layout/test/img/uNb9QFRL6hY_b98c9460586e4f138658181461df9f51.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,50、60号均有23人；26、66、88各有5人，具备双源和低成本补齐条件。,67主空间与其余不同；排除67后的8图组仍待确认。原main_visual_alignment待定；高难度不自动等于OOS。,explicit_discussion,"这标注难度很高,我记得有标过. 67的标注空间和剩余的不一致,它是站在浴室里了,但是我记得也有人标了外面的空间",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],大主浴室淋浴旁,玻璃淋浴、浴缸及梳妆台主厅,透明隔断与台阶明显,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_b98c9460586e4f138658181461df9f51.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_b98c9460586e4f138658181461df9f51.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G184,uNb9QFRL6hY,60,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,data/mp3d_layout/test/img/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.png,先审高历史价值组,已有来源，优先复用,待审,未定,50、60号均有23人；26、66、88各有5人，具备双源和低成本补齐条件。,67主空间与其余不同；排除67后的8图组仍待确认。原main_visual_alignment待定；高难度不自动等于OOS。,explicit_discussion,"这标注难度很高,我记得有标过. 67的标注空间和剩余的不一致,它是站在浴室里了,但是我记得也有人标了外面的空间",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],大主浴室外门阶旁,双外门、台阶、浴缸和长台,近淋浴玻璃，仍主要呈现主厅,23,23,19,4,0,0,19,0,23,19,"[1, 2, 6, 8, 10, 11, 12, 13, 14, 15, 17, 18, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[],[],0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.png,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
G184,uNb9QFRL6hY,66,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,data/mp3d_layout/test/img/uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,50、60号均有23人；26、66、88各有5人，具备双源和低成本补齐条件。,67主空间与其余不同；排除67后的8图组仍待确认。原main_visual_alignment待定；高难度不自动等于OOS。,explicit_discussion,"这标注难度很高,我记得有标过. 67的标注空间和剩余的不一致,它是站在浴室里了,但是我记得也有人标了外面的空间",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],大主浴室浴缸端,浴缸、淋浴、长台和外门,近浴缸视点，仍含主厅,5,5,4,1,0,0,4,15,20,19,"[11, 15, 31, 32, 33]",[],"[1, 2, 6, 8, 10, 12, 13, 17, 28, 29, 30, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449.png,1,True,2,True,3,True,4,True,10,True,11,True,14,True,15,True
G184,uNb9QFRL6hY,67,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,data/mp3d_layout/test/img/uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b.png,先审高历史价值组,替代/特殊视点，另审,待审,未定,50、60号均有23人；26、66、88各有5人，具备双源和低成本补齐条件。,67主空间与其余不同；排除67后的8图组仍待确认。原main_visual_alignment待定；高难度不自动等于OOS。,explicit_discussion,"这标注难度很高,我记得有标过. 67的标注空间和剩余的不一致,它是站在浴室里了,但是我记得也有人标了外面的空间",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],大主浴室淋浴内部,玻璃隔间及石墙淋浴围合,主厅在玻璃门外，内外信息明显不同,5,5,4,1,0,0,4,15,20,19,"[8, 11, 31, 32, 33]",[],"[1, 2, 6, 10, 12, 13, 15, 17, 28, 29, 30, 34, 35, 36, 37]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b.png,1,True,2,True,3,True,4,True,10,True,11,True,14,True,15,True
G184,uNb9QFRL6hY,88,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,data/mp3d_layout/test/img/uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,50、60号均有23人；26、66、88各有5人，具备双源和低成本补齐条件。,67主空间与其余不同；排除67后的8图组仍待确认。原main_visual_alignment待定；高难度不自动等于OOS。,explicit_discussion,"这标注难度很高,我记得有标过. 67的标注空间和剩余的不一致,它是站在浴室里了,但是我记得也有人标了外面的空间",卫浴,早期争议复核导出.user_type,卫浴,卫浴,[],否,[],大主浴室入口端,浴缸、梳妆台、淋浴与两独立厕门,两个厕位分别隔门，不能因同时可见合并,5,5,5,0,0,0,5,14,19,19,"[1, 2, 12, 34, 37]",[],"[6, 8, 10, 13, 15, 17, 28, 29, 30, 31, 32, 33, 35, 36]",0,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.png,1,True,1,True,3,True,3,True,10,True,10,True,14,True,14,True
G172,uNb9QFRL6hY,1,uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,data/mp3d_layout/test/img/uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c.png,先审高历史价值组,替代/特殊视点，另审,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅窗侧,壁炉、钢琴与弧形白沙发大厅,近外门及柱边，沙发背遮挡,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G172,uNb9QFRL6hY,3,uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0,data/mp3d_layout/test/img/uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅中心,壁炉、拱窗与沙发大厅,入口短阶可见，镜面应与真实开口分开,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G172,uNb9QFRL6hY,4,uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8,data/mp3d_layout/test/img/uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8.png,先审高历史价值组,替代/特殊视点，另审,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅侧墙边,沙发与壁炉侧墙围合,近镜面及入口侧墙，远端信息较弱,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G172,uNb9QFRL6hY,9,uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398,data/mp3d_layout/test/img/uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅钢琴侧,钢琴、壁炉与沙发大厅一端,钢琴及近侧镜面占据主要视线，另一端较远,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G172,uNb9QFRL6hY,12,uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,data/mp3d_layout/test/img/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅镜墙侧,沙发区与壁炉侧墙围合,近侧镜面及入口，远角遮挡,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G172,uNb9QFRL6hY,20,uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea,data/mp3d_layout/test/img/uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅沙发中心,壁炉与两列沙发大厅,镜面及沙发遮挡,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G172,uNb9QFRL6hY,40,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,data/mp3d_layout/test/img/uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.png,先审高历史价值组,替代/特殊视点，另审,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅外门侧,弧形沙发、壁炉与钢琴厅,靠外门，柱边与沙发背遮挡,5,5,5,0,4,3,8,11,16,16,"[6, 8, 17, 31, 32]","[11, 12, 15, 34]","[1, 2, 10, 13, 28, 29, 30, 33, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.png,1,True,1,True,3,True,3,True,10,True,10,True,14,False,14,False
G172,uNb9QFRL6hY,43,uNb9QFRL6hY_84722e58b32f4646acc12614994f835b,data/mp3d_layout/test/img/uNb9QFRL6hY_84722e58b32f4646acc12614994f835b.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅钢琴端,钢琴、拱形外门与客厅,钢琴遮挡较重，沙发端远,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_84722e58b32f4646acc12614994f835b.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_84722e58b32f4646acc12614994f835b.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G172,uNb9QFRL6hY,45,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,data/mp3d_layout/test/img/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.png,先审高历史价值组,已有来源，优先复用,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅中心,壁炉、沙发与外门大厅,两列沙发墙脚遮挡,23,23,19,4,0,0,19,0,23,19,"[1, 2, 6, 8, 10, 11, 12, 13, 14, 15, 17, 18, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[],[],3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.png,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True
G172,uNb9QFRL6hY,53,uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3,data/mp3d_layout/test/img/uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅壁炉前,壁炉、沙发与钢琴厅,贴近壁炉，侧镜面反射明显,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G172,uNb9QFRL6hY,58,uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407,data/mp3d_layout/test/img/uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407.png,先审高历史价值组,优先审查目标（未选定）,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],否,[],正式客厅钢琴旁,壁炉、外门及沙发大厅,钢琴遮挡，主厅仍广泛可见,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_b73ae36f994747e196380b1cb71cf407.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
G172,uNb9QFRL6hY,71,uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43,data/mp3d_layout/test/img/uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43.png,先审高历史价值组,替代/特殊视点，另审,待审,未定,45号已有23人；可从中心、钢琴、壁炉、镜墙等不同信息条件选新视点，避免只增加卧室。,71门洞交界应单列；内部子集仍未正式确认。40存在Manual/Semi历史，需要人员级暴露核对。,viewed_per_user_statement,71是站在门洞交界处了,起居与休闲,早期争议复核导出.user_type,起居与休闲,起居与休闲,[],确认,[],正式客厅入口侧,壁炉及沙发大厅,贴近高差入口，外通道可见,0,0,0,0,0,0,0,19,19,19,[],[],"[1, 2, 6, 8, 10, 12, 13, 15, 17, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",3,https://raw.githubusercontent.com/Sparkling-Flames/3D_Manhattan_label/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43.png,https://github.com/Sparkling-Flames/3D_Manhattan_label/blob/844a4694627e1eacc6bfb48911897335e48ecc17/data/mp3d_layout/test/img/uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43.png,6,True,6,True,8,True,8,True,15,True,15,True,19,True,19,True
