candidate,condition,training_workers,actual_workers,rule,images,buildings,mean_unified,mean_stable_multi
local_T,manual,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W036;W037,D10_distribution,1,1,0,0
local_T,manual,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W036;W037,D20_distribution,1,1,0,0
local_T,manual,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W036;W037,G10_geometry,1,1,0,0
local_T,manual,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W036;W037,P_pattern,1,1,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,D10_distribution,7,3,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,D20_distribution,7,3,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,G10_geometry,7,3,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,P_pattern,7,3,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W013;W017,D10_distribution,1,1,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W013;W017,D20_distribution,1,1,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W013;W017,G10_geometry,1,1,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W013;W017,P_pattern,1,1,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W013;W030,D10_distribution,1,1,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W013;W030,D20_distribution,1,1,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W013;W030,G10_geometry,1,1,0,0
local_T,semi,W001;W002;W006;W010;W012;W013;W017;W021;W030,W013;W030,P_pattern,1,1,0,0
local_T,semi,W002;W010;W017;W030,W002;W010;W017;W030,D10_distribution,1,1,0,0
local_T,semi,W002;W010;W017;W030,W002;W010;W017;W030,D20_distribution,1,1,0,0
local_T,semi,W002;W010;W017;W030,W002;W010;W017;W030,G10_geometry,1,1,0,0
local_T,semi,W002;W010;W017;W030,W002;W010;W017;W030,P_pattern,1,1,0,0
local_T,semi,W006;W013;W021,W006;W013;W021,D10_distribution,9,5,0,0
local_T,semi,W006;W013;W021,W006;W013;W021,D20_distribution,9,5,0,0
local_T,semi,W006;W013;W021,W006;W013;W021,G10_geometry,9,5,0,0
local_T,semi,W006;W013;W021,W006;W013;W021,P_pattern,9,5,0,0
local_T,semi,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,D10_distribution,1,1,1,0
local_T,semi,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,D20_distribution,1,1,1,0
local_T,semi,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,G10_geometry,1,1,0.975,0
local_T,semi,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,P_pattern,1,1,1,0
local_T,semi,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W027;W037,D10_distribution,1,1,0,0
local_T,semi,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W027;W037,D20_distribution,1,1,0,0
local_T,semi,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W027;W037,G10_geometry,1,1,0,0
local_T,semi,W008;W015;W027;W028;W029;W031;W032;W033;W035;W036;W037,W027;W037,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W001;W002,D10_distribution,2,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W001;W002,D20_distribution,2,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W001;W002,G10_geometry,2,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W001;W002,P_pattern,2,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,D10_distribution,4,1,0.25,0.09375
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,D20_distribution,4,1,0.25,0.09375
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,G10_geometry,4,1,0.25,0.09375
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,P_pattern,4,1,0.25,0.09375
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W006;W010;W013;W018,D10_distribution,1,1,1,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W006;W010;W013;W018,D20_distribution,1,1,1,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W006;W010;W013;W018,G10_geometry,1,1,0.75,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W006;W010;W013;W018,P_pattern,1,1,1,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W006;W010;W017,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W006;W010;W017,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W006;W010;W017,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W006;W010;W017,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W011;W012;W030,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W011;W012;W030,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W011;W012;W030,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W011;W012;W030,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W012;W030,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W012;W030,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W012;W030,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W012;W030,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W013;W018,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W013;W018,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W013;W018,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W018;W021;W030,W013;W018,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,D10_distribution,4,1,0,0.01875
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,D20_distribution,4,1,0,0.03125
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,G10_geometry,4,1,0,0.01875
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,P_pattern,4,1,0,0.03125
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W030,D10_distribution,2,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W030,D20_distribution,2,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W030,G10_geometry,2,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W006;W010;W011;W012;W013;W017;W030,P_pattern,2,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W012,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W012,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W012,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W001;W002;W012,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W006;W010;W017,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W006;W010;W017,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W006;W010;W017,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W006;W010;W017,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W006;W017,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W006;W017,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W006;W017,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W006;W017,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W010;W013,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W010;W013,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W010;W013,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W010;W013,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W011;W013,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W011;W013,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W011;W013,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W006;W010;W011;W012;W013;W017;W021;W030,W011;W013,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002,D10_distribution,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002,D20_distribution,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002,G10_geometry,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002,P_pattern,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,D10_distribution,21,6,0.190476190476,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,D20_distribution,21,6,0.190476190476,0.022619047619
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,G10_geometry,21,6,0.189285714286,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,P_pattern,21,6,0.190476190476,0.022619047619
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W030,D10_distribution,2,1,0.5,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W030,D20_distribution,2,1,0.5,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W030,G10_geometry,2,1,0.4125,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W030,P_pattern,2,1,0.5,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012,D10_distribution,4,4,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012,D20_distribution,4,4,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012,G10_geometry,4,4,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012,P_pattern,4,4,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012;W030,D10_distribution,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012;W030,D20_distribution,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012;W030,G10_geometry,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012;W030,P_pattern,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W010,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W010,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W010,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W010,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W012;W017,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W012;W017,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W012;W017,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W012;W017,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W012;W030,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W012;W030,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W012;W030,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W001;W012;W030,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W013;W018,D10_distribution,4,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W013;W018,D20_distribution,4,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W013;W018,G10_geometry,4,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W013;W018,P_pattern,4,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017,D10_distribution,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017,D20_distribution,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017,G10_geometry,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017,P_pattern,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017;W018,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017;W018,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017;W018,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017;W018,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017;W030,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017;W030,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017;W030,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017;W030,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W030,D10_distribution,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W030,D20_distribution,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W030,G10_geometry,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W010;W030,P_pattern,2,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W012;W013;W030,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W012;W013;W030,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W012;W013;W030,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W012;W013;W030,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W012;W030,D10_distribution,3,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W012;W030,D20_distribution,3,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W012;W030,G10_geometry,3,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W012;W030,P_pattern,3,2,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W013;W018,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W013;W018,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W013;W018,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W018;W030,W013;W018,P_pattern,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W030,W001;W002;W010,D10_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W030,W001;W002;W010,D20_distribution,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W030,W001;W002;W010,G10_geometry,1,1,0,0
local_TB,manual,W001;W002;W010;W012;W013;W017;W030,W001;W002;W010,P_pattern,1,1,0,0
