image_id,base_task_id,task_id,building_id,source_split_allowed,future_holdout_clear,history_overlap,history_clear,scope_ready,reference_ready,feature_ready,risk_ready,leakage_clear,assignment_eligible,candidate_image_sha256,candidate_layout_sha256,risk_design_vector_A,risk_design_score_A,risk_design_stratum,risk_design_stratum_status,risk_contract_sha256,image_path,exclusion_reason,inventory_sha256,task_risk_sha256,source_split_evidence_sha256,future_holdout_evidence_sha256,history_overlap_audit_sha256,scope_registry_sha256,reference_registry_sha256,feature_manifest_sha256
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,558,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,1ecdfab59dbdf679a1aae2d9699a8425c501f6bff109bfc8880081d495527f4c,f0fffe0f1d30321c72fdb3e9467c15b102531905a0301e14071c95ed93a95370,"[1.4910189508599514,3.104987074494038,1.2759176190213881,0.18700189319601224]",3.677909422917679,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,626,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,54677e06ee672014c59812a08c06df9050e7b58eb877f1302079ab9045c3f813,57c264df2012c573bf64f59641e7284dccd57ea598262e2dede8e23a5f676791,"[2.556825249006007,4.626264117287495,1.2374214874177112,0.5470038368194153]",5.4561983259293925,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,f9667feed1a6b32d15c98cefb465c21dcc77650e9e8652473e9a4a8e5ea528d1,87d25ecd88a4c21153ca263d1276c61286d7b1ef2dcd85838ca6b20b8f25cb12,"[1.9869592638661253,4.578493133453731,1.5403429941858588,0.5201647678495077]",5.249174641293216,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,602,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,8abf84ff39d52a0acc17b96cdab95a720c13a88a79ef001b2ce3710785ecf814,7e2bdcca868679c36c52f4d6d35dccbd9c05e92e39dc7eaf0d2eaf34c4fac4fb,"[2.434954175194985,4.191579237305963,0.609476254996783,0.7908999967996111]",4.949274941671401,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,627,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,3f7e34dad32f51616cc69b200f7e9268038f5d31cf78f1813393f2c2b45012b2,77662d69bea9b7679eec4a159aec50346f525719d7bfb856968e9f853f69e079,"[2.694572795690949,4.7754976349081035,1.625270013324755,0.33183865144389546]",5.728675215012227,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,,false,false,false,true,false,false,true,false,true,false,55e4d85d93f5383aee8d2f7294424bd3d5898cf78c680d009bad548be3abd49a,5817f621ede8d94bc52019c6bcd079176f008df1348e7963ee6e437da51d6993,"[2.447166680911083,4.074835899381959,0.2072219266989063,0.8097746229480256]",4.82613595311288,,not_evaluable,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2.jpg,source_split_not_clear;future_holdout_not_clear;scope_not_in_scope;reference_not_ready;risk_not_frozen;authoritative_building_missing,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,672,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,675a2709a1f511705cbee941de7936d4116c2f47686632f9f2a2240ad810bffe,1f33236ca685f16131fe6e491fc07b80702f4a361e06caec1916bc760e98545d,"[2.9154308280388332,3.9817600112246723,0.609476254996783,0.9658611109057397]",5.065421867034578,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,543,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,74a2a85d2b3859acb8661d98b12b82a55b1b1254374fc5e6c954eeba0642adce,acecc95f4bde024209b4099256d0fc2167e1beba5372607063c6c60963aef7a6,"[2.127579024711731,4.249353569541247,0.20505743158770273,0.7159563090066217]",4.810222474275175,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,487,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,f44498b45927f422ca5d0a6e94b06c0b5d6736306430c484f0e2166d5f9009cd,c11b9730fa148d1c9d1467ca966d225283bdfccbfec6d90ecb4a6937340d8f6a,"[1.3787747077842867,2.8338440634751083,1.280198898363341,0.38265987134181273]",3.4230147045294452,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,474,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,9745297eed30c473db1cf642d9cac9c5804e6cc8fa38771cfb6ba9ceec4289b4,c8a5c4569b383c20bdd2daaacf80149cc82853d28fe192bba2504082f581a45c,"[2.2100213977170573,3.7909697110500313,0.5264578946816066,0.4408098349797328]",4.441521941176635,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,518,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,0a4cecaa6e0d4fb6dc7fe3845276f5de27e32b9c54a63eb54add5d7044142329,63238304d98df0b6acdb627d4231a7f7ad5cff7afbf244b432c529244c82f7e6,"[2.124421587967208,4.732794801540394,1.201120393859909,0.5587051343454763]",5.3541904471730435,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,00e86dda9af8524e27011ff8e07cf4a2acae8713b26766d08aeda4cbd4554e8d,8df7d636723aae99d08bccde5351176cd0c505ad515aae0d022a6bb348ab0d8d,"[8.311417213192394,9.034560537826083,4.063175033311888,8.413792115386245]",15.427385692840506,stress,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,f731952376797d163ca8486f15c32b873cba35fe81028f6a363ad34ece677033,340192a2e33251b004191ca368f642a07f8603a2a3fcee34ccd29d72b9255303,"[2.910414597031898,4.672956666165995,1.5995174955079894,0.3718537682220798]",5.7448906494256855,stress,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,482,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,3b6a0c0ee2efe0fffab4058da6492c950efad9d92cf873fe128baf40715444ea,2948339d495b51c09a6dcf543d0620dce898def8ee005df06e23af75f63a80ba,"[3.068344843247107,4.862104812655675,4.063175033311888,1.0427311330492204]",7.1169855173022345,stress,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,600,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,c9a6f6739331b6695ba8a317b62e06d5ce76ad8630ca91d19d8703ba842b0dd0,8e8fa75621bd22e22438fade9549973b1233f9692f55ff4a484aab8721318f74,"[2.002195033218687,3.9726861909441564,1.5978161279645395,0.41556736960936985]",4.745179990288209,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,a65c71faa009946ab82461cec59053b5a59c1099d3dab16a7ff4ac3f8c695d3c,23744b7fbe8860413240723dc81d62fd5a607f13f5bbde6e3a0dd6812a385ece,"[2.237405159578541,4.730648567832314,0.2566215810512771,0.846362276909096]",5.307278159290184,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,701,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,e2e74cf21c7ea24ccdca2019818344315afb87b2a843f0f40f990161473e1437,3508b074d71ae0da6994112f9c4339d03ac7da01a40c4e33bc5a4611bd0e3037,"[1.849651579957382,3.529608207638725,0.25302016852346865,0.3800810790762128]",4.010963213371681,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,656,uNb9QFRL6hY,false,false,true,false,false,false,true,true,true,false,f4b96a1cf6512a1469e4ef9e7ef4502b695705a5b842db2bf445af85b1b92e26,d29066ab4d1e9424bc8e23b41d27b80979597ab3aa068b1af2d0d4ba93aad603,"[2.10622359715937,3.9340247346419805,0.3047381274983915,0.4643670518809453]",4.49680225707443,ordinary,frozen_from_C1,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e.jpg,source_split_not_clear;future_holdout_not_clear;history_overlap;scope_not_in_scope;reference_not_ready,e9a13f3ebb8f9ca792403bf8ff589a5e76f53c127426148a561832bfacfc05a0,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,e7263f02d724323a99f3eb9d82308395a43c22f8ce8f6abc159de71f5a7332d5,94731fa4b8d181ffbe4444653cf6dcbc1fb390cccaf299fce29776282da25db1,b6d26d3da737f8eeea3b29174a27621162ab263206262febbfab454690af239c,abb2c945e11f8ac0de458fd26e9d86aaf6e83a66163d3e01faf62ce56ba7c143,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48
