case_id,image_id,displayed_variant,displayed_source_id,gt_source,gt_task_id,gt_annotation_id,current_gt_file,displayed_points,source_points,raw_coordinate_sequence_equal,max_distance_in_min_sum_point_assignment_px,source_identity_does_not_establish_geometric_correctness
V04,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,reference_0,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2507,2174,False,8,8,True,0.0,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_0,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|reference|dataset_label|candidate_dataset_reference,export_label\groudTruth(prescreen时使用的).json,2776,2443,False,8,8,False,1.5440808901921287e-05,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_0,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|reference|dataset_label|candidate_dataset_reference,export_label\groudTruth.json,3597,5146,True,8,8,False,1.5440808901921287e-05,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_0,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|reference|dataset_label|candidate_dataset_reference,export_label\groudTruth_106错误.json,2776,2443,False,8,8,False,1.5440808901921287e-05,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_0,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|reference|dataset_label|candidate_dataset_reference,export_label\groudTruth_2(61_84_194双标注).json,2776,2443,False,8,8,False,1.5440808901921287e-05,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_0,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|reference|dataset_label|candidate_dataset_reference,export_label\groudTruth_gt100错误.json,3473,5134,False,8,8,False,1.5440808901921287e-05,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_0,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|reference|dataset_label|candidate_dataset_reference,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2776,2443,False,8,8,False,1.5440808901921287e-05,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_0,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|reference|dataset_label|candidate_dataset_reference,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2776,2443,False,8,8,False,1.5440808901921287e-05,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_0,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|reference|dataset_label|candidate_dataset_reference,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2776,2443,False,8,8,False,1.5440808901921287e-05,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_0,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|reference|dataset_label|candidate_dataset_reference,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2776,2443,False,8,8,False,1.5440808901921287e-05,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_1,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2776,2443,False,8,8,True,0.0,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_1,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|public_import|test|0,export_label\groudTruth.json,3597,5146,True,8,8,True,0.0,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_1,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|public_import|test|0,export_label\groudTruth_106错误.json,2776,2443,False,8,8,True,0.0,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_1,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2776,2443,False,8,8,True,0.0,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_1,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|public_import|test|0,export_label\groudTruth_gt100错误.json,3473,5134,False,8,8,True,0.0,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_1,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2776,2443,False,8,8,True,0.0,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_1,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2776,2443,False,8,8,True,0.0,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_1,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2776,2443,False,8,8,True,0.0,True
V05,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,reference_1,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2776,2443,False,8,8,True,0.0,True
V06,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,reference_0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2698,2365,False,8,8,True,1.1718571004216928e-13,True
V06,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,reference_0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|public_import|test|0,export_label\groudTruth.json,3519,5068,True,8,8,True,1.1718571004216928e-13,True
V06,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,reference_0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|public_import|test|0,export_label\groudTruth_106错误.json,2698,2365,False,8,8,True,1.1718571004216928e-13,True
V06,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,reference_0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2698,2365,False,8,8,True,1.1718571004216928e-13,True
V06,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,reference_0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|public_import|test|0,export_label\groudTruth_gt100错误.json,3395,5056,False,8,8,True,1.1718571004216928e-13,True
V06,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,reference_0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2698,2365,False,8,8,True,1.1718571004216928e-13,True
V06,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,reference_0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2698,2365,False,8,8,True,1.1718571004216928e-13,True
V06,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,reference_0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2698,2365,False,8,8,True,1.1718571004216928e-13,True
V06,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,reference_0,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2698,2365,False,8,8,True,1.1718571004216928e-13,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_0,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2559,3425,False,20,20,True,5.684341886080802e-14,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_0,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|public_import|test|0,export_label\groudTruth.json,3380,4929,True,20,20,True,5.684341886080802e-14,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_0,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|public_import|test|0,export_label\groudTruth_106错误.json,2559,3425,False,20,20,True,5.684341886080802e-14,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_0,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2559,3425,False,20,20,True,5.684341886080802e-14,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_0,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|public_import|test|0,export_label\groudTruth_gt100错误.json,3256,4917,False,20,20,True,5.684341886080802e-14,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_0,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2559,2226,False,20,16,False,,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_0,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2559,2226,False,20,16,False,,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_0,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2559,2226,False,20,16,False,,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_0,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2559,2226,False,20,16,False,,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_1,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|historical_adjudicated,export_label\groudTruth(prescreen时使用的).json,2559,3425,False,16,20,False,,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_1,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|historical_adjudicated,export_label\groudTruth.json,3380,4929,True,16,20,False,,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_1,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|historical_adjudicated,export_label\groudTruth_106错误.json,2559,3425,False,16,20,False,,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_1,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|historical_adjudicated,export_label\groudTruth_2(61_84_194双标注).json,2559,3425,False,16,20,False,,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_1,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|historical_adjudicated,export_label\groudTruth_gt100错误.json,3256,4917,False,16,20,False,,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_1,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2559,2226,False,16,16,False,5.684341886080802e-14,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_1,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2559,2226,False,16,16,False,5.684341886080802e-14,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_1,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2559,2226,False,16,16,False,5.684341886080802e-14,True
V07,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,reference_1,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2559,2226,False,16,16,False,5.684341886080802e-14,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2656,2323,False,8,8,True,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|public_import|test|0,export_label\groudTruth.json,3477,5026,True,8,8,True,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|public_import|test|0,export_label\groudTruth_106错误.json,2656,2323,False,8,8,True,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2656,2323,False,8,8,True,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|public_import|test|0,export_label\groudTruth_gt100错误.json,3353,5014,False,8,8,True,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2656,2323,False,8,8,True,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2656,2323,False,8,8,True,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2656,2323,False,8,8,True,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2656,2323,False,8,8,True,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|historical_adjudicated,export_label\groudTruth(prescreen时使用的).json,2656,2323,False,8,8,False,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|historical_adjudicated,export_label\groudTruth.json,3477,5026,True,8,8,False,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|historical_adjudicated,export_label\groudTruth_106错误.json,2656,2323,False,8,8,False,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|historical_adjudicated,export_label\groudTruth_2(61_84_194双标注).json,2656,2323,False,8,8,False,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|historical_adjudicated,export_label\groudTruth_gt100错误.json,3353,5014,False,8,8,False,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2656,2323,False,8,8,False,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2656,2323,False,8,8,False,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2656,2323,False,8,8,False,0.0,True
V08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,reference_1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|historical_adjudicated,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2656,2323,False,8,8,False,0.0,True
V09,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,reference_0,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2819,2486,False,16,16,True,0.0,True
V09,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,reference_0,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2|public_import|test|0,export_label\groudTruth.json,3640,5189,True,16,16,True,0.0,True
V09,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,reference_0,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2|public_import|test|0,export_label\groudTruth_106错误.json,2819,2486,False,16,16,True,0.0,True
V09,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,reference_0,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2819,2486,False,16,16,True,0.0,True
V09,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,reference_0,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2|public_import|test|0,export_label\groudTruth_gt100错误.json,3516,5177,False,16,16,True,0.0,True
V09,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,reference_0,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2819,2486,False,16,16,True,0.0,True
V09,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,reference_0,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2819,2486,False,16,16,True,0.0,True
V09,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,reference_0,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2819,2486,False,16,16,True,0.0,True
V09,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,reference_0,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2819,2486,False,16,16,True,0.0,True
V11,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,reference_0,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2551,2218,False,32,32,True,5.684341886080802e-14,True
V11,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,reference_0,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc|public_import|test|0,export_label\groudTruth.json,3372,4921,True,32,32,True,5.684341886080802e-14,True
V11,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,reference_0,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc|public_import|test|0,export_label\groudTruth_106错误.json,2551,2218,False,32,32,True,5.684341886080802e-14,True
V11,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,reference_0,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2551,2218,False,32,32,True,5.684341886080802e-14,True
V11,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,reference_0,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc|public_import|test|0,export_label\groudTruth_gt100错误.json,3248,4909,False,32,32,True,5.684341886080802e-14,True
V11,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,reference_0,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2551,2218,False,32,32,True,5.684341886080802e-14,True
V11,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,reference_0,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc|public_import|test|0,export_label\人工精标\project-20-at-2026-03-25-01-17-926f4b7f.json,2551,2218,False,32,32,True,5.684341886080802e-14,True
V11,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,reference_0,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-10-01-6cfd5abe.json,2551,2218,False,32,32,True,5.684341886080802e-14,True
V11,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,reference_0,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc|public_import|test|0,export_label\人工精标\project-20-at-2026-03-27-14-57-e66c6481.json,2551,2218,False,32,32,True,5.684341886080802e-14,True
V12,B6ByNegPMKs_75327de9719945aa8b893a6404667884,reference_0,B6ByNegPMKs_75327de9719945aa8b893a6404667884|public_import|test|0,export_label\groudTruth(prescreen时使用的).json,2766,4613,False,8,8,True,0.0,True
V12,B6ByNegPMKs_75327de9719945aa8b893a6404667884,reference_0,B6ByNegPMKs_75327de9719945aa8b893a6404667884|public_import|test|0,export_label\groudTruth.json,3587,5136,True,8,8,True,0.0,True
V12,B6ByNegPMKs_75327de9719945aa8b893a6404667884,reference_0,B6ByNegPMKs_75327de9719945aa8b893a6404667884|public_import|test|0,export_label\groudTruth_106错误.json,2766,4613,False,8,8,True,0.0,True
V12,B6ByNegPMKs_75327de9719945aa8b893a6404667884,reference_0,B6ByNegPMKs_75327de9719945aa8b893a6404667884|public_import|test|0,export_label\groudTruth_2(61_84_194双标注).json,2766,4613,False,8,8,True,0.0,True
V12,B6ByNegPMKs_75327de9719945aa8b893a6404667884,reference_0,B6ByNegPMKs_75327de9719945aa8b893a6404667884|public_import|test|0,export_label\groudTruth_gt100错误.json,3463,5124,False,8,8,True,0.0,True
V12,B6ByNegPMKs_75327de9719945aa8b893a6404667884,reference_0,B6ByNegPMKs_75327de9719945aa8b893a6404667884|public_import|test|0,export_label\人工精标\project-20-at-2026-03-24-16-24-a7e7c114.json,2766,2433,False,8,8,False,17.76323238224393,True
