partition_id,context_key,building_id,stage,condition,partition_status,top_support_tie,second_support_tie,raw_context_N,archived_member_N,current20_archived_N,original_clusters,current20_represented_clusters
extended73|C2-B|manual|S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,C2-B|0|S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf|manual,S9hNv5qa7GM,C2-B,manual,unique,False,False,20,20,20,1,1
extended73|C2-B|manual|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,C2-B|0|VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|manual,VFuaQ6m2Qom,C2-B,manual,unique,False,False,20,19,19,5,5
extended73|C2-B|manual|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,C2-B|0|pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494|manual,pRbA3pwrgk9,C2-B,manual,unique,False,False,20,19,19,10,10
extended73|P1|manual|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,P1|0|7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a|manual,7y3sRwLe3Va,P1,manual,unique,False,False,26,25,20,2,1
extended73|P1|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,P1|0|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|manual,B6ByNegPMKs,P1,manual,unique,False,False,26,25,20,3,3
extended73|P1|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1|0|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|manual,B6ByNegPMKs,P1,manual,unique,False,True,26,24,19,3,2
extended73|P1|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,P1|0|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624|manual,B6ByNegPMKs,P1,manual,unique,False,False,26,25,20,2,2
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3,P1,manual,unique,False,False,26,24,20,9,8
extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,P1|0|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|manual,UwV83HsGsw3,P1,manual,unique,False,False,26,24,20,6,6
extended73|P1|manual|X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,P1|0|X7HyMhZNoso_987fd31155514f6facb131bd5c14881d|manual,X7HyMhZNoso,P1,manual,unique,False,False,26,25,20,2,1
extended73|P1|manual|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,P1|0|b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|manual,b8cTxDM8gDG,P1,manual,not_evaluable,False,False,26,0,0,0,0
extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,P1|0|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|manual,e9zR4mvMWw7,P1,manual,unique,False,False,26,24,20,5,5
extended73|P1|manual|q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,P1|0|q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e|manual,q9vSo1VnCiC,P1,manual,unique,False,False,26,24,20,1,1
extended73|P1|manual|q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,P1|0|q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4|manual,q9vSo1VnCiC,P1,manual,not_evaluable,False,False,26,0,0,0,0
extended73|P1|manual|q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,P1|0|q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a|manual,q9vSo1VnCiC,P1,manual,unique,False,False,26,25,20,2,1
extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0,P1|0|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|manual,q9vSo1VnCiC,P1,manual,unique,False,False,26,25,20,5,4
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,rPc6DW4iMge,P1,manual,unique,False,False,26,25,20,9,7
extended73|P1|manual|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,P1|0|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7|manual,rPc6DW4iMge,P1,manual,unique,False,False,26,25,20,4,3
extended73|P1|manual|rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,P1|0|rPc6DW4iMge_cc15fb105d86466faafdd633f89148de|manual,rPc6DW4iMge,P1,manual,unique,False,False,26,25,20,2,2
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge,P1,manual,unique,False,False,26,23,19,12,10
extended73|P1|manual|uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,P1|0|uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283|manual,uNb9QFRL6hY,P1,manual,unique,False,False,26,25,20,5,3
extended73|P1|manual|uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,P1|0|uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9|manual,uNb9QFRL6hY,P1,manual,unique,False,True,25,25,20,9,7
extended73|P1|manual|uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,P1|0|uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5|manual,uNb9QFRL6hY,P1,manual,unique,False,False,26,24,18,6,4
extended73|P1|manual|uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,P1|0|uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a|manual,uNb9QFRL6hY,P1,manual,unique,False,True,26,25,20,4,3
extended73|P1|manual|uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,P1|0|uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7|manual,uNb9QFRL6hY,P1,manual,unique,False,True,26,25,20,4,2
extended73|P1|manual|uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1|0|uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384|manual,uNb9QFRL6hY,P1,manual,unique,False,True,26,25,20,3,2
extended73|P1|manual|wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,P1|0|wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31|manual,wc2JMjhGNzB,P1,manual,unique,False,False,26,24,20,1,1
extended73|P1|manual|wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1|0|wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e|manual,wc2JMjhGNzB,P1,manual,unique,False,False,26,24,20,2,2
extended73|P1|manual|x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,P1|0|x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23|manual,x8F5xyUWy9e,P1,manual,unique,False,True,26,24,20,5,5
extended73|P1|manual|yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,P1|0|yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599|manual,yqstnuAEVhm,P1,manual,unique,False,False,26,25,20,2,1
extended73|P1|manual|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,P1|0|yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|manual,yqstnuAEVhm,P1,manual,unique,False,False,26,24,19,10,9
extended73|P1|manual|yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,P1|0|yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65|manual,yqstnuAEVhm,P1,manual,unique,False,False,26,24,19,12,10
extended73|P1|manual|yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,P1|0|yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5|manual,yqstnuAEVhm,P1,manual,unique,False,False,26,25,20,2,1
extended73|P1|oos|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,P1|0|7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce|oos,7y3sRwLe3Va,P1,oos,unique,False,False,26,25,20,10,8
extended73|P1|oos|7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,P1|0|7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09|oos,7y3sRwLe3Va,P1,oos,unique,False,True,26,24,19,6,5
extended73|P1|oos|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,P1|0|UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282|oos,UwV83HsGsw3,P1,oos,unique,False,True,26,25,20,13,11
extended73|P1|oos|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,P1|0|UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940|oos,UwV83HsGsw3,P1,oos,unique,True,False,26,23,18,11,9
extended73|P1|oos|UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,P1|0|UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407|oos,UwV83HsGsw3,P1,oos,unique,False,False,26,25,20,6,4
extended73|P1|oos|b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,P1|0|b8cTxDM8gDG_f63819c407e64c2897b703080766cb60|oos,b8cTxDM8gDG,P1,oos,unique,False,False,26,24,19,1,1
extended73|P1|oos|q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,P1|0|q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb|oos,q9vSo1VnCiC,P1,oos,unique,False,True,26,25,20,8,7
extended73|P1|oos|uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,P1|0|uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2|oos,uNb9QFRL6hY,P1,oos,unique,False,False,26,24,19,7,6
extended73|P1|oos|yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,P1|0|yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5|oos,yqstnuAEVhm,P1,oos,unique,False,False,26,26,20,6,4
extended73|P1|semi|7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,P1|0|7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456|semi,7y3sRwLe3Va,P1,semi,not_evaluable,False,False,26,0,0,0,0
extended73|P1|semi|B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,P1|0|B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8|semi,B6ByNegPMKs,P1,semi,unique,False,False,26,26,20,4,3
extended73|P1|semi|B6ByNegPMKs_75327de9719945aa8b893a6404667884,P1|0|B6ByNegPMKs_75327de9719945aa8b893a6404667884|semi,B6ByNegPMKs,P1,semi,unique,False,False,26,26,20,2,1
extended73|P1|semi|X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,P1|0|X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a|semi,X7HyMhZNoso,P1,semi,unique,False,True,26,26,20,4,4
extended73|P1|semi|Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,P1|0|Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12|semi,Z6MFQCViBuw,P1,semi,unique,False,False,26,26,20,3,2
extended73|P1|semi|b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,P1|0|b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df|semi,b8cTxDM8gDG,P1,semi,not_evaluable,False,False,26,0,0,0,0
extended73|P1|semi|e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,P1|0|e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8|semi,e9zR4mvMWw7,P1,semi,unique,False,False,26,26,20,2,2
extended73|P1|semi|e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,P1|0|e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76|semi,e9zR4mvMWw7,P1,semi,unique,False,False,26,26,20,1,1
extended73|P1|semi|e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,P1|0|e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45|semi,e9zR4mvMWw7,P1,semi,unique,False,False,26,26,20,1,1
extended73|P1|semi|e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,P1|0|e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a|semi,e9zR4mvMWw7,P1,semi,unique,False,False,26,26,20,2,2
extended73|P1|semi|e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,P1|0|e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814|semi,e9zR4mvMWw7,P1,semi,unique,False,False,26,25,19,5,4
extended73|P1|semi|q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,P1|0|q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103|semi,q9vSo1VnCiC,P1,semi,unique,False,False,26,26,20,2,2
extended73|P1|semi|rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,P1|0|rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a|semi,rPc6DW4iMge,P1,semi,unique,False,True,26,24,18,8,8
extended73|P1|semi|uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,P1|0|uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359|semi,uNb9QFRL6hY,P1,semi,unique,False,False,26,26,20,4,4
extended73|P1|semi|wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,P1|0|wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c|semi,wc2JMjhGNzB,P1,semi,unique,False,False,26,26,20,2,1
extended73|P1|semi|wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,P1|0|wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3|semi,wc2JMjhGNzB,P1,semi,unique,False,False,26,26,20,1,1
extended73|P1|semi|wc2JMjhGNzB_77962388887942148ee65c2892600e02,P1|0|wc2JMjhGNzB_77962388887942148ee65c2892600e02|semi,wc2JMjhGNzB,P1,semi,unique,False,False,26,26,20,1,1
extended73|P1|semi|wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,P1|0|wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b|semi,wc2JMjhGNzB,P1,semi,unique,False,False,26,25,19,5,5
