image_id,condition,building,n_observed,n_excluded,min_sub80_jaccard,review_draft_grade,review_draft_reason,full_p_by_8,core10_p_by_19,full_tail_no_gate,core_tail_10,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,grade_v1,status_v1,cut,source_split,scene_category,scene_source,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_function_primary,main_function_primary_source,review_status,reviewed_grade,full_requested8_exceeds_n,core_requested19_exceeds_n,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts,support_modes_equal_count_strata,weak_geometry_separation
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,e9zR4mvMWw7,6,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0.685,0.685,0,0,0.025,0.0566666666666,0,0,0.123333333333,0.123333333333,,limited_horizon_or_order_sensitive,,test,厨房与用餐,早期争议复核导出.user_type,厨房或用餐为主（旧粗类未区分二者比重）,厨房或用餐为主（旧粗类未区分二者比重）,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,否,supported_component:e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kitchen+dining,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,6,2,2,0,1,0,1,0.666666666667,1.8,0.918295834054,0,0.0394956254331,4;2,0,1,0,0,1,0,False,1,False,False
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,e9zR4mvMWw7,24,0,0.858179713242,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0.065,0.74,0.77,0.83,0,0.000416666666666,0,0.0121696025242,0.0620833333334,0.0620833333334,,stable_outside_three_tier_limits,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,2,2,0,0,0,1,0.833333333333,1.38461538462,0.650022421648,0,0.0162932677392,20;4,0,1,0,0,0.961805555556,0.7625,True,1,False,True
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,e9zR4mvMWw7,24,0,0.754043650794,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.65,0.685,0.785,0.0425000000001,0.0433333333333,0,0.0262510437918,0.100833333333,0.084761198946,,stable_outside_three_tier_limits,,test,起居与休闲,早期争议复核导出.user_type,起居休闲为主,起居休闲为主,AI_new_spatial_review,new_original,,未有人工作答,,厨房|起居休闲|通行,否,supported_component:e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,3,2,1,0,0.0416666666667,0.958333333333,0.666666666667,1.88235294118,1.09948398179,0,0.0158901573588,16;7;1,0.0416666666667,1,1,0,0.94246031746,0.848214285714,True,1,False,True
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,e9zR4mvMWw7,24,0,0.916401960784,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.455,0.62,0.62,0.00666666666668,0.0175,0.00666666666668,0.0149777210309,0.0850000000001,0.0850000000001,,stable_outside_three_tier_limits,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,3,3,0,1,0,1,0.666666666667,1.94594594595,1.18872187554,0.159420289855,0.0227406102284,16;6;2,0,1,0,0,0.975,0.9375,True,2,False,True
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,e9zR4mvMWw7,24,1,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.965,0.64,0.975,0.124166666667,0.135,0.0108333333334,0,0.142391304348,0.074827020202,,invalid_response_evidence,,test,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,23,5,2,3,0,0.130434782609,0.869565217391,0.739130434783,1.75747508306,1.29565952982,0.379446640316,0.0410421642098,17;3;1;1;1,0.130434782609,0.875236294896,3,0,1,0,False,2,True,False
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,jtcxE69GiFV,4,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0,0,0,0,0.1875,0,0,0.1875,0.1875,,limited_horizon_or_order_sensitive,,valid,起居与休闲,早期争议复核导出.user_type,起居休闲为主,起居休闲为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,4,2,2,0,2,0,1,0.5,2,1,0.666666666667,0.0597197416014,2;2,0,1,0,0,1,0,False,2,True,False
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,q9vSo1VnCiC,24,0,0.967889908257,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.63,0.775,0.775,0,0,0,0.000968184349763,0.0329166666667,0.0329166666667,,stable_outside_three_tier_limits,,test,卫浴,早期争议复核导出.user_type,双盆长台中央,双盆长台中央,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,overlap_with_pending_or_unsupported,partial,partial,present,present,present,absent,partial,partial,present,present,present,absent,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,2,2,0,1,0,1,0.916666666667,1.18032786885,0.413816850304,0,0.0393240211776,22;2,0,1,0,0,1,0.568181818182,True,1,False,True
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,q9vSo1VnCiC,24,0,0.845541438545,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.455,0.28,0.695,0.0925000000001,0.0816666666667,0.0925000000001,0.0339613196202,0.122708333333,0.081446969697,,order_sensitive_or_other_trajectory,,test,卫浴,早期争议复核导出.user_type,双盆洗漱区,双盆洗漱区,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,4,2,2,0,0.0833333333333,0.916666666667,0.541666666667,2.28571428571,1.39183577785,0.163043478261,0.042959594601,13;9;1;1,0.0833333333333,0.923333333333,2,0,0.973106060606,0.837606837607,True,1,False,True
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,rPc6DW4iMge,23,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.645,0.715,0.715,0.0108333333334,0.0225,0.0108333333334,0,0.0459090909091,0.0459090909091,,stable_outside_three_tier_limits,,test,卫浴,后续41图亲审.current_classification.coarse_type,内侧厕间,内侧厕间,AI_new_spatial_review,carried_visual_record,内侧厕间,后续41图亲审.current_classification.focus,如厕,卫浴,否,unresolved:rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,23,2,2,0,1,0,1,0.913043478261,1.18876404494,0.426228656998,0.166007905138,0.0212102660422,21;2,0,1,0,0,1,0,False,2,True,False
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,rPc6DW4iMge,5,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.195,0,0,0.2975,0.406666666666,0.2975,0,0.359,0.2875,,limited_horizon_or_order_sensitive,,test,卫浴,早期争议复核导出.user_type,淋浴与两侧洗手台,淋浴与两侧洗手台,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0.8,0.0689065641553,2;2;1,0.2,0.9,1,0,1,0,False,2,True,False
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,rPc6DW4iMge,24,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.905,0.83,0.98,0.0525000000001,0.0533333333333,0.0525000000001,0,0.0810416666667,0.0632954545455,,stable_outside_three_tier_limits,,test,卫浴,后续41图亲审.current_classification.coarse_type,磨砂门内厕间,磨砂门内厕间,AI_new_spatial_review,carried_visual_record,磨砂门内厕间,后续41图亲审.current_classification.focus,如厕,卫浴,否,unresolved:rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,3,2,1,0,0.0416666666667,0.958333333333,0.833333333333,1.40487804878,0.785235442392,0.300724637681,0.0276600046382,20;3;1,0.0416666666667,1,1,0,1,0,False,2,True,False
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,rPc6DW4iMge,23,0,0.856961734782,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.745,0.72,0.84,0.0341666666667,0.03875,0.0341666666667,0.0182380245958,0.0936166007906,0.0695454545455,,stable_outside_three_tier_limits,,test,卧室,早期争议复核导出.user_type,床头靠衣柜侧,床头靠衣柜侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep+storage,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,23,3,2,1,0,0.0434782608696,0.95652173913,0.782608695652,1.55131964809,0.912316302754,0.0869565217391,0.0429578969865,18;4;1,0.0434782608696,1,1,0,1,0.763888888889,True,1,False,True
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,rPc6DW4iMge,6,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0.49,0.655,0,0,0.2175,0.245,0.2175,0,0.2525,0.201666666667,,limited_horizon_or_order_sensitive,,test,卫浴,早期争议复核导出.user_type,角淋浴与单盆台,角淋浴与单盆台,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,unresolved:rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,6,3,2,1,1,0.166666666667,0.833333333333,0.5,2.57142857143,1.45914791703,0.733333333333,0.00750496760897,3;2;1,0.166666666667,0.880952380952,1,0,1,0,False,2,True,False
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,rPc6DW4iMge,24,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.55,0.655,0.655,0.0158333333334,0.0258333333333,0.0158333333334,0,0.0416666666666,0.0416666666666,,stable_outside_three_tier_limits,,test,通行与连接,早期争议复核导出.user_type,浴室门外走道,浴室门外走道,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,否,supported_component:rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32,supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom+circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,False,False,24,2,2,0,1,0,1,0.916666666667,1.18032786885,0.413816850304,0.159420289855,0.0388149909178,22;2,0,1,0,0,1,0,False,2,True,False
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,uNb9QFRL6hY,5,0,1,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,0,0.145,0,0,0.295,0.393333333333,0.0525,0,0.352,0.29,,limited_horizon_or_order_sensitive,,test,通行与连接,后续41图亲审.current_classification.coarse_type,过道与台阶连接为主,过道与台阶连接为主,AI_new_spatial_review,carried_visual_record,过道与台阶连接为主,后续41图亲审.current_classification.focus,通行,通行,否,unresolved:uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,not_in_supported_component,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics,not_provided,,True,True,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0.6,0.0434831964444,2;2;1,0.2,0.9,1,0,1,0,False,2,True,False
