code,image_id,building,condition,N,unit,key,id_a,id_b,worker_a,worker_b,count,sphere_deg,image_px,top_max_deg,bottom_max_deg,mean_endpoint_deg,split_fixed_deg,split_cyclic_deg,split_free_deg,bound_cyclic_deg,bound_free_deg,cyclic_mapping_1based,free_mapping_1based
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,0f5e3fb0af36b839fed2,3a54a9c43fb6058d2199,W028,W002,12,33.024649406431763,94.524263747578019,29.801418925841567,33.024649406431763,11.639215935907814,33.024649406431763,33.024649406431763,7.4566811231854242,33.024649406431763,7.4566811231854242,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,0f5e3fb0af36b839fed2,be57cb53717844759758,W028,W012,12,30.426068540846419,86.579111269588807,29.50396718164977,30.426068540846419,12.170538122935261,30.426068540846419,30.426068540846419,7.9748033960581362,30.426068540846419,7.9748033960581362,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,0f5e3fb0af36b839fed2,e103e2fc7efc3e275cdd,W028,W013,12,30.767591752215168,87.543435424922365,29.80176647572252,30.767591752215168,11.022468418356695,30.767591752215168,30.767591752215168,7.4425208307367834,30.767591752215168,7.4425208307367834,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,0f5e3fb0af36b839fed2,ea5ea60ff63ef367d326,W028,W018,12,33.024649406431763,94.524263747578019,29.801418925841567,33.024649406431763,11.639215935907814,33.024649406431763,33.024649406431763,7.4566811231854242,33.024649406431763,7.4566811231854242,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,19571b3b0505b7a26c30,a7cd831fc464ecea2892,W008,W035,12,31.300694847851126,89.730556766511455,28.019573261262124,31.300694847851126,11.369838386208578,31.300694847851126,31.300694847851126,9.5556763629345909,31.300694847851126,9.5556763629345909,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,19571b3b0505b7a26c30,f4fb215d725bea31d572,W008,W033,12,32.190453888330822,92.613802908743011,27.481790621996581,32.190453888330822,10.88829651029924,32.190453888330822,32.190453888330822,10.372362757715212,32.190453888330822,10.372362757715212,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,378b6a5c80d93f0bd228,a7cd831fc464ecea2892,W017,W035,12,28.42610020461602,81.345335003683715,27.896245236944626,28.42610020461602,10.954151730659779,28.42610020461602,28.42610020461602,6.9259812176026117,28.42610020461602,6.9259812176026117,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,378b6a5c80d93f0bd228,f4fb215d725bea31d572,W017,W033,12,30.615551962343744,87.219987379536647,28.363141832038323,30.615551962343744,10.679845075274478,30.615551962343744,30.615551962343744,9.0017694604511149,30.615551962343744,9.0017694604511149,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,3a54a9c43fb6058d2199,a7cd831fc464ecea2892,W002,W035,12,32.36282619448086,92.489397929883111,30.556788402083971,32.36282619448086,12.159495598675962,32.36282619448086,32.36282619448086,9.2885945354407724,32.36282619448086,9.2885945354407724,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,3a54a9c43fb6058d2199,f4fb215d725bea31d572,W002,W033,12,33.199975364269854,95.150806051321808,29.86005656570638,33.199975364269854,11.169970671689493,33.199975364269854,33.199975364269854,9.1973110716244335,33.199975364269854,9.1973110716244335,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,3a54a9c43fb6058d2199,f52f3c5633b4d227b132,W002,W036,12,32.139671783881155,91.933804185154798,30.315944439715299,32.139671783881155,12.20698579614322,32.139671783881155,32.139671783881155,9.7698585333121706,32.139671783881155,9.7698585333121706,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,a7cd831fc464ecea2892,be57cb53717844759758,W035,W012,12,29.869740104409146,84.967713856692271,29.776304104634214,29.869740104409146,11.185541132978846,29.869740104409146,29.869740104409146,6.7431682232084675,29.869740104409146,6.7431682232084675,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,a7cd831fc464ecea2892,e103e2fc7efc3e275cdd,W035,W013,12,28.42610020461602,81.345335003683715,27.896245236944626,28.42610020461602,10.986429351404874,28.42610020461602,28.42610020461602,6.9259812176026117,28.42610020461602,6.9259812176026117,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,a7cd831fc464ecea2892,ea5ea60ff63ef367d326,W035,W018,12,32.36282619448086,92.489397929883111,30.556788402083971,32.36282619448086,12.159495598675962,32.36282619448086,32.36282619448086,9.2885945354407724,32.36282619448086,9.2885945354407724,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,e103e2fc7efc3e275cdd,f4fb215d725bea31d572,W013,W033,12,30.615551962343744,87.219987379536647,28.363141832038323,30.615551962343744,10.848174945076964,30.615551962343744,30.615551962343744,9.0017694604511149,30.615551962343744,9.0017694604511149,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,ea5ea60ff63ef367d326,f4fb215d725bea31d572,W018,W033,12,33.199975364269854,95.150806051321808,29.86005656570638,33.199975364269854,11.169970671689493,33.199975364269854,33.199975364269854,9.1973110716244335,33.199975364269854,9.1973110716244335,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-25,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,224,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2|manual,ea5ea60ff63ef367d326,f52f3c5633b4d227b132,W018,W036,12,32.139671783881155,91.933804185154798,30.315944439715299,32.139671783881155,12.20698579614322,32.139671783881155,32.139671783881155,9.7698585333121706,32.139671783881155,9.7698585333121706,1|2|3|4|5|6,1|2|3|5|4|6
yqstnuAEVhm-31,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,20,229,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|manual,4d4eeebacecb850a,6decc656fd10407c,W002,W015,20,38.04635286376449,108.39349483029784,29.190354072067677,38.04635286376449,8.8162199227895606,38.04635286376449,38.04635286376449,8.0850033296337411,38.04635286376449,8.0850033296337411,1|2|3|4|5|6|7|8|9|10,2|1|3|4|5|6|7|8|9|10
yqstnuAEVhm-31,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,20,229,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|manual,4d4eeebacecb850a,899b2864942e642d,W002,W021,20,38.04635286376449,108.39349483029784,29.190354072067677,38.04635286376449,8.8162199227895606,38.04635286376449,38.04635286376449,8.0850033296337411,38.04635286376449,8.0850033296337411,1|2|3|4|5|6|7|8|9|10,2|1|3|4|5|6|7|8|9|10
zsNo4HB9uLZ-16,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,zsNo4HB9uLZ,manual,2,237,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b|manual,689916ee7ab74788c194,68dfb0359f4ee26ffa9d,W032,W033,12,13.704383891516777,39.146596318482494,11.06097030387224,13.704383891516777,5.3609947176570616,13.704383891516777,13.704383891516777,6.9189062041410327,13.704383891516777,6.9189062041410327,1|2|3|4|5|6,1|2|4|3|5|6
