base_task_id,building_id,condition,worker_id,annotation_id,cluster_rank,cluster_support,cluster_count,is_largest_mode,is_supported_minority_mode,n_pairs,task_centered_n_pairs,assignment_provenance,formal_use_allowed,worker_process_class
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,semi,11,a63b28ab3b493bd3ee11,1,4,1,True,False,8.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,semi,6,4486738211819be8d3d4,1,4,1,True,False,8.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,33,517087c6def062efa361,1,3,3,True,False,10.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,1,d22e8df3dcff4100efb5,1,3,3,True,False,10.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,2,a25753564e8d0fb8f8d6,1,3,3,True,False,10.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,37,8125fd4575ecfc155a63,2,1,3,False,False,8.0,-2.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,34,84ac11f23b306b7457b4,3,1,3,False,False,6.0,-4.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,semi,10,2aea8c4c7647e5dcbf4f,1,2,3,True,False,8.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,semi,8,aa3b4f3365dda18b56bc,1,2,3,True,False,8.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,semi,35,8f8a8cc073aa91a7c1c7,2,1,3,False,False,7.0,-1.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,semi,15,e8a846d937e3ed039131,3,1,3,False,False,10.0,2.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,29,b81af97c20cfc379eb17,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,36,24cb9518cba9fc374e36,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,1,c9e40b1fe2b3537ffc79,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,12,8cd8fc36522e0668f25d,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,2,ca89b9306226c9c332c3,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,31,046e2c37842123ec2f46,1,4,2,True,False,6.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,32,27b18dbca838c732fe36,1,4,2,True,False,6.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,37,9f3ef0966bba166ccf67,1,4,2,True,False,6.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,15,60f051ba3d820f7cf2c1,1,4,2,True,False,6.0,0.0,original_assignment,False,standard_assignment
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,34,e989d5cbe8078c1ac797,2,1,2,False,False,5.0,-1.0,original_assignment,False,standard_assignment
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,33,9378da78037a5091f22e,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,34,260cf962d9bea8512f9e,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,11,8a2600447847d5ab7f5f,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,15,ad005008336266edcd64,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,37,ecd4e736ab99493cf8bd,2,1,2,False,False,6.0,2.0,original_assignment,False,standard_assignment
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,29,198b56fd7f0946ac5b09,1,4,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,35,b47f07e34df3a99ff20d,1,4,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,13,72dc231b20fe4c8a589d,1,4,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,2,1a60a6ad7849198e802c,1,4,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,27,ef96b87ef5fb03c9889e,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,28,53a1af9cac0415879d2f,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,29,04c900e4f73f755265b3,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,35,25a1ba6fcd4fbb14c433,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,36,cc1c0c89b7e5fdacc836,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,30,bbb44530a7ff92f92b27,1,3,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,32,bf6d1e98afbb6306ebff,1,3,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,2,9b7c8a47533d55322728,1,3,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,1,456be942f0947a669713,2,1,2,False,False,5.0,1.0,original_assignment,False,standard_assignment
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,28,0d42858d359ebfc9e871,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,29,d93ff4eb834a154c4cd4,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,35,c7ef5fbf6e03cd67ae11,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,13,26a3cf470c4ab78ffaea,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,34,83822f0c9ce15f483174,2,1,2,False,False,5.0,1.0,authorized_replacement_assignment,False,standard_assignment
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,27,a54fcd23c12204b62cba,1,3,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,37,bb9ad0084abc09c47837,1,3,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,10,70e8f5079c7b09c6af6d,1,3,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,8,5ba67a30243635c3cbe3,2,1,2,False,False,6.0,2.0,original_assignment,False,standard_assignment
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,27,c498069d0547cb81a534,1,3,3,True,False,10.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,1,79f3478ea5e43fc1f95a,1,3,3,True,False,10.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,2,495d562be7d142d5bbc5,1,3,3,True,False,10.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,36,f4b7f477de2247b38b2d,2,1,3,False,False,4.0,-6.0,original_assignment,False,standard_assignment
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,12,974f94a2b16103ea9324,3,1,3,False,False,9.0,-1.0,original_assignment,False,standard_assignment
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,31,22dcfad23c6ac14bd521,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,32,381c007b1df27d00b6ab,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,34,d102c6b86a1606f32bd3,1,5,1,True,False,4.0,0.0,authorized_replacement_assignment,False,standard_assignment
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,13,f8d2cd60e9a8ecf91058,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,18,0cb5a7c23d9bc70208b1,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,30,8e4588afd83a55aaaa18,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,10,265f63ba09442d63389c,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,17,62d758541221214e1490,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,6,b3eba7756056bb941dfb,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,8,ead3f8ac14ab1a6ddfd9,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,30,df7008318a29295ca160,1,2,3,True,False,4.0,-1.0,original_assignment,False,standard_assignment
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,35,5265086307bacf7df849,1,2,3,True,False,4.0,-1.0,original_assignment,False,standard_assignment
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,1,72eebdfddb78a8d5da2a,2,2,3,False,True,6.0,1.0,authorized_replacement_assignment,False,standard_assignment
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,18,6e436e9879b7e6c528d0,2,2,3,False,True,6.0,1.0,original_assignment,False,standard_assignment
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,13,4b06a3805f8a5aeac160,3,1,3,False,False,5.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,29,e33b39ba56ff49c56427,1,2,3,True,False,4.0,-0.5,original_assignment,False,standard_assignment
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,34,013253d9bc0db4d66615,1,2,3,True,False,4.0,-0.5,original_assignment,False,standard_assignment
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,37,fcb7e53adf42c4422ae7,2,1,3,False,False,5.0,0.5,original_assignment,False,standard_assignment
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,27,b078bba0e08aacd86658,3,1,3,False,False,6.0,1.5,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,27,0f006ad814591f20f1d7,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,28,a5582527e1e55759fca4,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,29,ddc38d03eaf0ed686dbe,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,30,762aad63d41c0473582f,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,31,944fc693a5243b08b5ee,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,32,d37f314fba3b67c55956,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,33,9e082eaf47377454a352,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,34,779f777343654b55ad95,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,35,3e053dc275632e30f220,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,1,c71f04cf03f04f83010c,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,10,1aa87c4e8b0db18c1ccd,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,11,efdd3af8bbe9661a922f,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,12,0545d5cfd8fca3b793bc,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,13,a899e204555a9b64f4b5,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,15,b52612c32e32fb20b8c2,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,17,bbe40bd3ad25e4383c92,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,18,b26eb0a9d329d8a255fd,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,2,6037abe04bcfa1d308ed,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,6,432d23215497f235714b,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,8,58fcb37f432cd01e22a1,1,20,3,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,36,beebb1979f052693f701,2,1,3,False,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,37,1623fbedf957f0be9421,3,1,3,False,False,6.0,2.0,original_assignment,False,standard_assignment
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,30,3b3f16f395140c417e16,1,3,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,32,1f0da2ca6730dfb60599,1,3,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,11,ea1f939ba15f6d10754b,1,3,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,31,9bc471f05cac744132c6,2,2,2,False,True,6.0,2.0,original_assignment,False,standard_assignment
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,33,62b93b940622881f9e7b,2,2,2,False,True,6.0,2.0,original_assignment,False,standard_assignment
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,31,385caf3701dee7042d51,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,17,d6077bf8866533197810,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,6,bb2170e2f627c3cc30fb,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,8,b009f871ba470e85127d,1,4,2,True,False,4.0,0.0,original_assignment,False,standard_assignment
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,32,11f19b08afaff69c9e6a,2,1,2,False,False,6.0,2.0,original_assignment,False,standard_assignment
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,33,adc213fc12f5f948aa56,1,3,3,True,False,8.0,0.0,original_assignment,False,standard_assignment
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,11,c599740d3bc3761f8f39,1,3,3,True,False,8.0,0.0,original_assignment,False,standard_assignment
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,15,a68c32790d01e6b27d0d,1,3,3,True,False,8.0,0.0,original_assignment,False,standard_assignment
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,37,ae929aa9e6dd3cd587ac,2,1,3,False,False,6.0,-2.0,original_assignment,False,standard_assignment
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,34,5f7815f3a489b8007a97,3,1,3,False,False,4.0,-4.0,original_assignment,False,standard_assignment
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,1,fba833f7e946e03406f0,1,3,2,True,False,8.0,0.0,original_assignment,False,standard_assignment
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,17,be0ea7a0849f9bf057cb,1,3,2,True,False,8.0,0.0,original_assignment,False,standard_assignment
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,2,7fc54cc83e44fb28abe2,1,3,2,True,False,8.0,0.0,original_assignment,False,standard_assignment
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,28,4d6cdfa4951e9653e815,2,1,2,False,False,4.0,-4.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,32,093a8b4511bd56f93784,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,33,8ad07f7e5b4a42e18f5c,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,37,ca1a2d8aefa7219707d8,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,11,81236ef5be5b11e8be3e,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,15,8bd2b6db1b57ba08a132,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,28,87dd86ac11a2a77e63bf,1,4,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,13,98e444841935f5508d75,1,4,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,17,eda8291573ff053225c7,1,4,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,18,936511830ce393b70d38,1,4,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,30,55c92f0f123df48b05be,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,34,d7bf0e74078389ee9bf0,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,1,c1c621753a9818e3a816,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,12,91d132fab64b21bf307f,1,5,1,True,False,4.0,0.0,original_assignment,False,standard_assignment
