case_category,base_task_id,image_reference,stage,condition,detail_zh,evidence_values_json
persistent_geometry_split,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,PreScreen,manual,在最大已观察支持量下仍有至少两个受支持模式；该状态不证明无限增加工人仍不会变化。,"{""base_task_id"": ""UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65"", ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 8.0, ""cluster_margin_all"": ""0.17391304347826086"", ""cluster_margin_top2"": ""0.3333333333333333"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.3478260869565217, ""largest_cluster_support"": 8, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": 0.1739130434782608, ""second_cluster_support"": 4, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
persistent_geometry_split,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,PreScreen,manual,在最大已观察支持量下仍有至少两个受支持模式；该状态不证明无限增加工人仍不会变化。,"{""base_task_id"": ""yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65"", ""building_id"": ""yqstnuAEVhm"", ""cluster_count"": 10.0, ""cluster_margin_all"": ""0.2608695652173913"", ""cluster_margin_top2"": ""0.5"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.391304347826087, ""largest_cluster_support"": 9, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": 0.1304347826086956, ""second_cluster_support"": 3, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
persistent_geometry_split,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,PreScreen,manual,在最大已观察支持量下仍有至少两个受支持模式；该状态不证明无限增加工人仍不会变化。,"{""base_task_id"": ""e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab"", ""building_id"": ""e9zR4mvMWw7"", ""cluster_count"": 5.0, ""cluster_margin_all"": ""0.13043478260869565"", ""cluster_margin_top2"": ""0.17647058823529413"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.4347826086956521, ""largest_cluster_support"": 10, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": 0.3043478260869565, ""second_cluster_support"": 7, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
persistent_geometry_split,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.jpg,PreScreen,manual,在最大已观察支持量下仍有至少两个受支持模式；该状态不证明无限增加工人仍不会变化。,"{""base_task_id"": ""rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5"", ""building_id"": ""rPc6DW4iMge"", ""cluster_count"": 8.0, ""cluster_margin_all"": ""0.2608695652173913"", ""cluster_margin_top2"": ""0.42857142857142855"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.4347826086956521, ""largest_cluster_support"": 10, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": 0.1739130434782608, ""second_cluster_support"": 4, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
persistent_geometry_split,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.jpg,PreScreen,manual,在最大已观察支持量下仍有至少两个受支持模式；该状态不证明无限增加工人仍不会变化。,"{""base_task_id"": ""B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086"", ""building_id"": ""B6ByNegPMKs"", ""cluster_count"": 3.0, ""cluster_margin_all"": ""0.34782608695652173"", ""cluster_margin_top2"": ""0.36363636363636365"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.6521739130434783, ""largest_cluster_support"": 15, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": 0.3043478260869565, ""second_cluster_support"": 7, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
persistent_geometry_split,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283.jpg,PreScreen,manual,在最大已观察支持量下仍有至少两个受支持模式；该状态不证明无限增加工人仍不会变化。,"{""base_task_id"": ""uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283"", ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 4.0, ""cluster_margin_all"": ""0.391304347826087"", ""cluster_margin_top2"": ""0.42857142857142855"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.6521739130434783, ""largest_cluster_support"": 15, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": 0.2608695652173913, ""second_cluster_support"": 6, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
persistent_geometry_split,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,PreScreen,manual,在最大已观察支持量下仍有至少两个受支持模式；该状态不证明无限增加工人仍不会变化。,"{""base_task_id"": ""UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596"", ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 6.0, ""cluster_margin_all"": ""0.6521739130434783"", ""cluster_margin_top2"": ""0.7894736842105263"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.7391304347826086, ""largest_cluster_support"": 17, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": 0.0869565217391304, ""second_cluster_support"": 2, ""severe_persistent_split"": false, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 23}"
persistent_geometry_split,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.jpg,Calibration,manual,在最大已观察支持量下仍有至少两个受支持模式；该状态不证明无限增加工人仍不会变化。,"{""base_task_id"": ""uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8"", ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 7.0, ""cluster_margin_all"": ""0.045454545454545456"", ""cluster_margin_top2"": ""0.1111111111111111"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.2272727272727272, ""largest_cluster_support"": 5, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""frozen_geometry_pool"", ""second_cluster_share"": 0.1818181818181818, ""second_cluster_support"": 4, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""Calibration"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 22}"
persistent_geometry_split,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6.jpg,Calibration,manual,在最大已观察支持量下仍有至少两个受支持模式；该状态不证明无限增加工人仍不会变化。,"{""base_task_id"": ""wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6"", ""building_id"": ""wc2JMjhGNzB"", ""cluster_count"": 7.0, ""cluster_margin_all"": ""0.045454545454545456"", ""cluster_margin_top2"": ""0.1111111111111111"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.2272727272727272, ""largest_cluster_support"": 5, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""frozen_geometry_pool"", ""second_cluster_share"": 0.1818181818181818, ""second_cluster_support"": 4, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""Calibration"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 22}"
persistent_geometry_split,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.jpg,PreScreen,manual,在最大已观察支持量下仍有至少两个受支持模式；该状态不证明无限增加工人仍不会变化。,"{""base_task_id"": ""yqstnuAEVhm_e3face7b2196414d95ed97151aa13058"", ""building_id"": ""yqstnuAEVhm"", ""cluster_count"": 9.0, ""cluster_margin_all"": ""0.13636363636363635"", ""cluster_margin_top2"": ""0.2727272727272727"", ""interpretation"": ""finite_full_support_development_diagnostic"", ""largest_cluster_share"": 0.3181818181818182, ""largest_cluster_support"": 7, ""not_evaluable_partition"": false, ""partition_status"": ""unique"", ""scenario"": ""c1_eligible_combined"", ""second_cluster_share"": 0.1818181818181818, ""second_cluster_support"": 4, ""severe_persistent_split"": true, ""similarity_threshold"": 0.95, ""stage"": ""PreScreen"", ""strong_persistent_split"": true, ""structure_reason"": ""unique_complete_link_partition"", ""support_band"": ""high_support_k_ge_20"", ""supported_multimodal"": true, ""task_crowd_structure_status"": ""supported_multimodal"", ""valid_k"": 22}"
crowd_gt_relationship_case,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.jpg,C1,manual,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.31197034542239965, ""base_task_id"": ""wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd"", ""best_cluster_median_iou"": 0.9056130853119684, ""best_cluster_rank"": 2.0, ""building_id"": ""wc2JMjhGNzB"", ""cluster_count"": 5.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.31197034542239965, ""crowd_gt_relationship"": ""multimodal_minority_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.5936427398895687, ""largest_cluster_support"": 1, ""partition_status"": ""unique"", ""second_cluster_support"": 1.0, ""task_crowd_structure_status"": """", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146.jpg,C1,manual,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.27348983795594484, ""base_task_id"": ""q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146"", ""best_cluster_median_iou"": 0.9470142352280608, ""best_cluster_rank"": 5.0, ""building_id"": ""q9vSo1VnCiC"", ""cluster_count"": 5.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.27348983795594484, ""crowd_gt_relationship"": ""multimodal_minority_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.673524397272116, ""largest_cluster_support"": 1, ""partition_status"": ""unique"", ""second_cluster_support"": 1.0, ""task_crowd_structure_status"": """", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6.jpg,C1,manual,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.267276760880108, ""base_task_id"": ""wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6"", ""best_cluster_median_iou"": 0.97139730340746, ""best_cluster_rank"": 5.0, ""building_id"": ""wc2JMjhGNzB"", ""cluster_count"": 7.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.267276760880108, ""crowd_gt_relationship"": ""multimodal_multiple_gt_aligned_clusters"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.704120542527352, ""largest_cluster_support"": 5, ""partition_status"": ""unique"", ""second_cluster_support"": 4.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.jpg,C1,semi,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.22984929103025797, ""base_task_id"": ""q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d"", ""best_cluster_median_iou"": 0.959934937077305, ""best_cluster_rank"": 2.0, ""building_id"": ""q9vSo1VnCiC"", ""cluster_count"": 4.0, ""condition"": ""semi"", ""crowd_gt_gap_best_minus_largest"": 0.22984929103025797, ""crowd_gt_relationship"": ""multimodal_multiple_gt_aligned_clusters"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.7300856460470471, ""largest_cluster_support"": 1, ""partition_status"": ""unique"", ""second_cluster_support"": 1.0, ""task_crowd_structure_status"": """", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b.jpg,C1,manual,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.18254068324286332, ""base_task_id"": ""uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b"", ""best_cluster_median_iou"": 0.8886367738442101, ""best_cluster_rank"": 2.0, ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 2.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.18254068324286332, ""crowd_gt_relationship"": ""multimodal_minority_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.7060960906013468, ""largest_cluster_support"": 4, ""partition_status"": ""unique"", ""second_cluster_support"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,C1,manual,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.15961967880235062, ""base_task_id"": ""7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f"", ""best_cluster_median_iou"": 0.9756172597072762, ""best_cluster_rank"": 3.0, ""building_id"": ""7y3sRwLe3Va"", ""cluster_count"": 3.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.15961967880235062, ""crowd_gt_relationship"": ""multimodal_multiple_gt_aligned_clusters"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.8159975809049256, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,C1,semi,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.14343042045600596, ""base_task_id"": ""UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de"", ""best_cluster_median_iou"": 0.9747291230564662, ""best_cluster_rank"": 3.0, ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 3.0, ""condition"": ""semi"", ""crowd_gt_gap_best_minus_largest"": 0.14343042045600596, ""crowd_gt_relationship"": ""multimodal_multiple_gt_aligned_clusters"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.8312987026004602, ""largest_cluster_support"": 2, ""partition_status"": ""unique"", ""second_cluster_support"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,C1,manual,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.12222902515348544, ""base_task_id"": ""UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de"", ""best_cluster_median_iou"": 0.9205702887899492, ""best_cluster_rank"": 2.0, ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 3.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.12222902515348544, ""crowd_gt_relationship"": ""multimodal_multiple_gt_aligned_clusters"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.7983412636364637, ""largest_cluster_support"": 2, ""partition_status"": ""unique"", ""second_cluster_support"": 2.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14.jpg,C1,manual,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.12024366838442002, ""base_task_id"": ""uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14"", ""best_cluster_median_iou"": 0.8110307986379229, ""best_cluster_rank"": 2.0, ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 5.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.12024366838442002, ""crowd_gt_relationship"": ""multimodal_minority_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.6907871302535029, ""largest_cluster_support"": 1, ""partition_status"": ""unique"", ""second_cluster_support"": 1.0, ""task_crowd_structure_status"": """", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9cb726b170554b9bacd039d4db246040.jpg,C1,manual,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.11728135188150379, ""base_task_id"": ""yqstnuAEVhm_9cb726b170554b9bacd039d4db246040"", ""best_cluster_median_iou"": 0.9481568994843914, ""best_cluster_rank"": 2.0, ""building_id"": ""yqstnuAEVhm"", ""cluster_count"": 2.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.11728135188150379, ""crowd_gt_relationship"": ""multimodal_minority_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.8308755476028876, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 2.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1.jpg,C1,manual,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.11717628446146944, ""base_task_id"": ""yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1"", ""best_cluster_median_iou"": 0.9431015202496758, ""best_cluster_rank"": 2.0, ""building_id"": ""yqstnuAEVhm"", ""cluster_count"": 2.0, ""condition"": ""manual"", ""crowd_gt_gap_best_minus_largest"": 0.11717628446146944, ""crowd_gt_relationship"": ""multimodal_minority_cluster_better_gt_alignment"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.8259252357882063, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 2.0, ""task_crowd_structure_status"": ""supported_multimodal"", ""task_final_scope"": ""in_scope""}"
crowd_gt_relationship_case,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.jpg,C1,semi,先形成 GT-blind crowd 簇，再比较各簇与 GT；多数簇不自动替换 GT。,"{""abs_gap"": 0.08747980816712564, ""base_task_id"": ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37"", ""best_cluster_median_iou"": 1.0, ""best_cluster_rank"": 2.0, ""building_id"": ""B6ByNegPMKs"", ""cluster_count"": 2.0, ""condition"": ""semi"", ""crowd_gt_gap_best_minus_largest"": 0.08747980816712564, ""crowd_gt_relationship"": ""multimodal_multiple_gt_aligned_clusters"", ""display_thresholds"": ""high_alignment>=0.90;low_alignment<0.80;cluster_gap>=0.05;descriptive_only"", ""geometry_reference_status"": ""reference_ready_public_gt"", ""largest_cluster_median_iou"": 0.9125201918328744, ""largest_cluster_support"": 3, ""partition_status"": ""unique"", ""second_cluster_support"": 1.0, ""task_crowd_structure_status"": ""dominant_with_dissent"", ""task_final_scope"": ""in_scope""}"
meta_label_high_uncertainty,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.jpg,P1,manual,scope 元标签在工人之间选择分散。,"{""base_task_id"": ""rPc6DW4iMge_1f14902595544e389c9c910c444e79e7"", ""condition"": ""manual"", ""label_prevalence_json"": ""{\""oos_open_or_ambiguous_boundary\"": 0.5, \""oos_other\"": 0.5}"", ""label_union_count"": 2, ""maximum_label_entropy"": 0.6931471805599453, ""mean_label_cardinality"": 1.0, ""mean_label_entropy"": 0.6931471805599453, ""measurement_note"": ""all_observed_response_versions_descriptive_not_independent_if_same_worker_revised"", ""meta_group"": ""scope"", ""pair_count"": 15, ""pairwise_jaccard_mean"": 0.4, ""pairwise_jaccard_median"": 0.0, ""raw_or_canonical_mix"": ""matched"", ""response_count"": 6, ""sd_label_cardinality"": 0.0, ""stage"": ""P1"", ""worker_count"": 6}"
