stage,condition,base_task_id,worker_id,response_id,meta_group,label_set_json,label_cardinality,canonical_join_status,image_reference
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,6,C1|69|3294|6|6249,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,6,C1|69|3294|6|6249,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,1,C1|69|3294|1|6281,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,1,C1|69|3294|1|6281,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,12,C1|69|3294|12|6282,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,12,C1|69|3294|12|6282,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,11,C1|69|3294|11|6385,other_choice,"[""normal"", ""trivial""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,15,C1|69|3294|15|6453,other_choice,"[""normal"", ""trivial""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,14,C1|69|3294|14|6486,other_choice,"[""normal"", ""trivial""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,18,C1|69|3294|18|6522,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,18,C1|69|3294|18|6522,difficulty,"[""occlusion"", ""reflection_transparency""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,2,C1|69|3295|2|4844,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,2,C1|69|3295|2|4844,difficulty,"[""occlusion"", ""reflection_transparency""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,8,C1|69|3295|8|6106,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,8,C1|69|3295|8|6106,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,10,C1|69|3295|10|6160,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,10,C1|69|3295|10|6160,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,17,C1|69|3295|17|6189,difficulty,"[""occlusion"", ""reflection_transparency""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,17,C1|69|3295|17|6189,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,13,C1|69|3295|13|6217,difficulty,"[""occlusion"", ""reflection_transparency""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,13,C1|69|3295|13|6217,scope,"[""oos_open_or_ambiguous_boundary""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,6,C1|69|3295|6|6250,difficulty,"[""occlusion"", ""reflection_transparency""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,6,C1|69|3295|6|6250,scope,"[""oos_open_or_ambiguous_boundary""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,1,C1|69|3295|1|6284,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,1,C1|69|3295|1|6284,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,12,C1|69|3295|12|6290,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,12,C1|69|3295|12|6290,difficulty,"[""occlusion"", ""reflection_transparency""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,11,C1|69|3295|11|6386,scope,"[""oos_open_or_ambiguous_boundary""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,11,C1|69|3295|11|6386,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,15,C1|69|3295|15|6454,scope,"[""oos_open_or_ambiguous_boundary""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,15,C1|69|3295|15|6454,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,14,C1|69|3295|14|6487,scope,"[""oos_open_or_ambiguous_boundary""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,14,C1|69|3295|14|6487,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,18,C1|69|3295|18|6523,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,18,C1|69|3295|18|6523,difficulty,"[""occlusion"", ""reflection_transparency""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,2,C1|69|3296|2|4845,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,2,C1|69|3296|2|4845,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,8,C1|69|3296|8|6107,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,8,C1|69|3296|8|6107,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,10,C1|69|3296|10|6162,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,10,C1|69|3296|10|6162,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,17,C1|69|3296|17|6190,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,17,C1|69|3296|17|6190,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,13,C1|69|3296|13|6218,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,13,C1|69|3296|13|6218,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,6,C1|69|3296|6|6251,scope,"[""oos_open_or_ambiguous_boundary""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,6,C1|69|3296|6|6251,difficulty,"[""occlusion"", ""seam""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,1,C1|69|3296|1|6293,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,1,C1|69|3296|1|6293,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,12,C1|69|3296|12|6294,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,12,C1|69|3296|12|6294,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,11,C1|69|3296|11|6387,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,11,C1|69|3296|11|6387,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,15,C1|69|3296|15|6455,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,15,C1|69|3296|15|6455,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,14,C1|69|3296|14|6488,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,14,C1|69|3296|14|6488,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,18,C1|69|3296|18|6524,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,18,C1|69|3296|18|6524,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,2,C1|69|3297|2|4846,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,2,C1|69|3297|2|4846,difficulty,"[""low_texture"", ""occlusion""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,8,C1|69|3297|8|6108,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,8,C1|69|3297|8|6108,difficulty,"[""reflection_transparency""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,10,C1|69|3297|10|6164,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,10,C1|69|3297|10|6164,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,17,C1|69|3297|17|6191,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,17,C1|69|3297|17|6191,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,13,C1|69|3297|13|6219,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,13,C1|69|3297|13|6219,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,6,C1|69|3297|6|6252,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,6,C1|69|3297|6|6252,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,1,C1|69|3297|1|6295,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,1,C1|69|3297|1|6295,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,12,C1|69|3297|12|6299,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,12,C1|69|3297|12|6299,difficulty,"[""occlusion""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,11,C1|69|3297|11|6388,other_choice,"[""normal"", ""trivial""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,15,C1|69|3297|15|6456,other_choice,"[""normal"", ""trivial""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,14,C1|69|3297|14|6489,other_choice,"[""normal"", ""trivial""]",2,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
C1,manual,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,18,C1|69|3297|18|6525,other_choice,"[""normal""]",1,matched,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg
