stage,condition,base_task_id,building_id,worker_id_left,worker_id_right,n_corners_left,n_corners_right,same_topology,cyclic_rmse_diagonal_normalized,measurement_note
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,29,32,8,8,True,0.03608442790169281,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,29,33,8,8,True,0.1889156953405668,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,29,34,8,8,True,0.22590916014281018,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,29,35,8,8,True,0.03568598122059544,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,29,36,8,8,True,0.16027427206628905,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,29,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,29,6,8,8,True,0.1930982692192862,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,29,8,8,8,True,0.1567214582955861,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,30,31,8,8,True,0.19544943279446667,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,30,32,8,8,True,0.15542186481582554,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,30,33,8,8,True,0.19971127294077604,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,30,34,8,8,True,0.2111392253694777,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,30,35,8,8,True,0.15545353822132196,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,30,36,8,8,True,0.19736729879611759,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,30,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,30,6,8,8,True,0.16361350591117468,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,30,8,8,8,True,0.20829753986104402,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,31,32,8,8,True,0.16035518896429532,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,31,33,8,8,True,0.17102693470302646,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,31,34,8,8,True,0.21650661944370775,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,31,35,8,8,True,0.16334620595307472,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,31,36,8,8,True,0.007242519950662867,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,31,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,31,6,8,8,True,0.17845091650572803,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,31,8,8,8,True,0.031686045349822146,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,32,33,8,8,True,0.17971097033600814,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,32,34,8,8,True,0.2199854981336066,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,32,35,8,8,True,0.00941117589613916,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,32,36,8,8,True,0.1603922305673794,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,32,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,32,6,8,8,True,0.19816792813615589,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,32,8,8,8,True,0.1569918231293433,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,33,34,8,8,True,0.12191421465636801,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,33,35,8,8,True,0.1805940292720133,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,33,36,8,8,True,0.17322363344186079,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,33,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,33,6,8,8,True,0.17218250338571178,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,33,8,8,8,True,0.17478867973438378,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,34,35,8,8,True,0.22054178900453797,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,34,36,8,8,True,0.2190680118148104,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,34,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,34,6,8,8,True,0.13020651089320998,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,34,8,8,8,True,0.2181553949182817,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,35,36,8,8,True,0.1628649482069531,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,35,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,35,6,8,8,True,0.19781674166017407,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,35,8,8,8,True,0.1538854253324882,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,36,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,36,6,8,8,True,0.17853950141803354,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,36,8,8,8,True,0.0327551645668835,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,37,6,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,37,8,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,6,8,8,8,True,0.17757321287684494,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,11,15,8,8,True,0.08960110217514163,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,11,2,8,8,True,0.08954622062610103,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,11,34,8,6,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,11,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,15,2,8,8,True,0.0015811388300841867,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,15,34,8,6,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,15,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,2,34,8,6,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,2,37,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,34,37,6,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,27,28,10,18,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,27,29,10,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,27,35,10,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,27,36,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,28,29,18,12,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,28,35,18,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,28,36,18,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,29,35,12,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,29,36,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,35,36,16,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,11,15,8,8,True,0.0037354042373561156,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,11,32,8,8,True,0.14685567529165544,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,11,33,8,8,True,0.08708312204352749,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,11,37,8,8,True,0.011780276583193094,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,15,32,8,8,True,0.1468933952572646,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,15,33,8,8,True,0.08800583136816974,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,15,37,8,8,True,0.012507475746759257,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,32,33,8,8,True,0.14485595884956032,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,32,37,8,8,True,0.14965689907618313,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,33,37,8,8,True,0.09098896933057199,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,1,12,12,12,True,0.05035653203389423,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,1,17,12,12,True,0.047597248738234475,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,1,31,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,1,8,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,12,17,12,12,True,0.0695484570453581,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,12,31,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,12,8,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,17,31,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,17,8,12,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,31,8,8,8,True,0.18687119207773595,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,13,29,8,8,True,0.1319976370668957,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,13,33,8,8,True,0.13184337206887417,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,13,35,8,8,True,0.13077704559356068,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,13,8,8,8,True,0.0,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,29,33,8,8,True,0.006658520727634459,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,29,35,8,8,True,0.004117032083726523,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,29,8,8,8,True,0.1319976370668957,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,33,35,8,8,True,0.00484241148723432,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,33,8,8,8,True,0.13184337206887417,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,35,8,8,8,True,0.13077704559356068,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,10,8,8,True,0.1914225344417979,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,11,8,20,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,12,8,8,True,0.056028382530284186,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,13,8,8,True,0.054831949431652795,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,14,8,20,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,15,8,8,True,0.19176301961450087,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,17,8,8,True,0.05457927898324176,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,18,8,8,True,0.04297806739476135,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,2,8,8,True,0.04297806739476135,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,27,8,18,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,28,8,8,True,0.03832553754169872,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,29,8,8,True,0.052220654629914265,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,30,8,8,True,0.055422901217244296,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,31,8,8,True,0.1858020174058578,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,32,8,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,33,8,8,True,0.15575097363799803,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,34,8,8,True,0.14192579603570218,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,35,8,8,True,0.19201731008529338,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,36,8,8,True,0.16467201225240324,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,37,8,8,True,0.053034109969053084,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,6,8,8,True,0.1914225344417979,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,1,8,8,8,True,0.04091164669184092,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,11,8,20,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,12,8,8,True,0.18835203473847073,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,13,8,8,True,0.1894213361011063,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,14,8,20,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,15,8,8,True,0.002531950772729176,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,17,8,8,True,0.18896148611209132,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,18,8,8,True,0.1869191192943278,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,2,8,8,True,0.1869191192943278,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,27,8,18,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,28,8,8,True,0.19392199985505437,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,29,8,8,True,0.18696880111274108,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,30,8,8,True,0.1946925847170558,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,31,8,8,True,0.03608438770014292,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,32,8,16,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,33,8,8,True,0.15902974024555497,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,34,8,8,True,0.12748901798038323,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,35,8,8,True,0.03949078282318886,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,36,8,8,True,0.15809559832949868,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,37,8,8,True,0.18505374640410585,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,6,8,8,True,0.0,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,10,8,8,8,True,0.18525180532519858,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,manual,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,11,12,20,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
