stage,condition,base_task_id,meta_group,response_count,worker_count,pair_count,pairwise_jaccard_mean,pairwise_jaccard_median,mean_label_entropy,maximum_label_entropy,mean_label_cardinality,sd_label_cardinality,label_union_count,label_prevalence_json,raw_or_canonical_mix,measurement_note
C1,manual,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,scope,3,3,3,0.3333333333333333,0.0,0.6365141682948128,0.6365141682948128,1.0,0.0,2,"{""oos_open_or_ambiguous_boundary"": 0.6666666666666666, ""oos_other"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,difficulty,5,5,10,0.4166666666666667,0.41666666666666663,0.557938838028544,0.6730116670092565,1.6,0.8944271909999159,3,"{""occlusion"": 0.6, ""reflection_transparency"": 0.8, ""seam"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,other_choice,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_open_or_ambiguous_boundary"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,difficulty,5,5,10,0.5666666666666667,0.5,0.39113803018248144,0.6730116670092565,1.6,0.5477225575051661,3,"{""low_texture"": 0.4, ""occlusion"": 1.0, ""reflection_transparency"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,other_choice,3,3,3,0.6666666666666666,0.5,0.3182570841474064,0.6365141682948128,1.3333333333333333,0.5773502691896257,2,"{""normal"": 1.0, ""trivial"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,scope,3,3,3,0.3333333333333333,0.0,0.6365141682948128,0.6365141682948128,1.0,0.0,2,"{""oos_open_or_ambiguous_boundary"": 0.6666666666666666, ""oos_other"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,difficulty,4,4,6,0.24999999999999997,0.3333333333333333,0.5950381536040925,0.6931471805599453,1.75,0.5,4,"{""low_texture"": 0.5, ""occlusion"": 0.75, ""reflection_transparency"": 0.25, ""seam"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,other_choice,3,3,3,0.3333333333333333,0.0,0.6365141682948128,0.6365141682948128,1.0,0.0,2,"{""normal"": 0.6666666666666666, ""trivial"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,scope,3,3,3,0.3333333333333333,0.0,0.6365141682948128,0.6365141682948128,1.0,0.0,2,"{""oos_open_or_ambiguous_boundary"": 0.3333333333333333, ""oos_other"": 0.6666666666666666}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,difficulty,18,18,153,0.7952069716775598,1.0,0.2480884514113532,0.5297061990576545,1.2777777777777777,0.5745131499601416,3,"{""low_texture"": 0.05555555555555555, ""occlusion"": 1.0, ""reflection_transparency"": 0.2222222222222222}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,other_choice,23,23,253,0.8221343873517787,1.0,0.2617931687406299,0.5235863374812598,1.2173913043478262,0.42174116783664994,2,"{""normal"": 1.0, ""trivial"": 0.21739130434782608}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,difficulty,4,4,6,0.5555555555555556,0.5,0.37489009641253884,0.5623351446188083,1.5,0.5773502691896257,3,"{""low_texture"": 0.25, ""occlusion"": 1.0, ""seam"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,other_choice,4,4,6,0.75,0.75,0.28116757230940415,0.5623351446188083,1.25,0.5,2,"{""normal"": 1.0, ""trivial"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_open_or_ambiguous_boundary"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,difficulty,4,4,6,0.75,0.75,0.28116757230940415,0.5623351446188083,1.25,0.5,2,"{""low_texture"": 0.25, ""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,other_choice,5,5,10,0.8,1.0,0.25020121176909393,0.5004024235381879,1.2,0.4472135954999579,2,"{""normal"": 1.0, ""trivial"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,difficulty,3,3,3,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,other_choice,4,4,6,0.6666666666666666,0.5,0.34657359027997264,0.6931471805599453,1.5,0.5773502691896257,2,"{""normal"": 1.0, ""trivial"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_open_or_ambiguous_boundary"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,difficulty,5,5,10,0.6,1.0,0.5004024235381879,0.5004024235381879,1.0,0.0,2,"{""low_texture"": 0.2, ""occlusion"": 0.8}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,other_choice,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_open_or_ambiguous_boundary"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,difficulty,5,5,10,0.45,0.5,0.5004024235381879,0.5004024235381879,1.2,0.4472135954999579,3,"{""low_texture"": 0.2, ""occlusion"": 0.8, ""seam"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,other_choice,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_open_or_ambiguous_boundary"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,difficulty,5,5,10,0.7,0.5,0.33650583350462826,0.6730116670092565,1.4,0.5477225575051661,2,"{""low_texture"": 0.4, ""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,other_choice,5,5,10,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,difficulty,3,3,3,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,other_choice,5,5,10,0.7,0.5,0.33650583350462826,0.6730116670092565,1.4,0.5477225575051661,2,"{""normal"": 1.0, ""trivial"": 0.4}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,difficulty,5,5,10,0.6,1.0,0.5004024235381879,0.5004024235381879,1.0,0.0,2,"{""low_texture"": 0.2, ""occlusion"": 0.8}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,other_choice,6,6,15,0.8333333333333334,1.0,0.22528060443315231,0.45056120886630463,1.1666666666666667,0.408248290463863,2,"{""normal"": 1.0, ""trivial"": 0.16666666666666666}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,difficulty,1,1,0,,,0.0,0.0,2.0,0.0,2,"{""low_texture"": 1.0, ""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,other_choice,6,6,15,0.8333333333333334,1.0,0.22528060443315231,0.45056120886630463,1.8333333333333333,0.408248290463863,2,"{""normal"": 1.0, ""trivial"": 0.8333333333333334}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,difficulty,2,2,1,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,other_choice,5,5,10,0.8,1.0,0.25020121176909393,0.5004024235381879,1.8,0.4472135954999579,2,"{""normal"": 1.0, ""trivial"": 0.8}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_open_or_ambiguous_boundary"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,difficulty,5,5,10,0.7333333333333332,1.0,0.33360161569212526,0.5004024235381879,1.4,0.8944271909999159,3,"{""low_texture"": 0.2, ""occlusion"": 1.0, ""seam"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,other_choice,4,4,6,0.75,0.75,0.28116757230940415,0.5623351446188083,1.25,0.5,2,"{""normal"": 1.0, ""trivial"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,scope,2,2,1,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0,0.0,2,"{""oos_other"": 0.5, ""oos_split_or_multi_level"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,difficulty,4,4,6,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,other_choice,5,5,10,0.8,1.0,0.25020121176909393,0.5004024235381879,1.2,0.4472135954999579,2,"{""normal"": 1.0, ""trivial"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,difficulty,4,4,6,0.6666666666666666,0.6666666666666666,0.37489009641253884,0.5623351446188083,1.5,1.0,3,"{""occlusion"": 1.0, ""reflection_transparency"": 0.25, ""seam"": 0.25}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,other_choice,5,5,10,0.8,1.0,0.25020121176909393,0.5004024235381879,1.2,0.44721359549995804,2,"{""normal"": 1.0, ""trivial"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,difficulty,4,4,6,0.6666666666666666,0.5,0.34657359027997264,0.6931471805599453,1.5,0.5773502691896257,2,"{""occlusion"": 1.0, ""seam"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,other_choice,5,5,10,0.3833333333333333,0.5,0.557938838028544,0.6730116670092565,1.4,0.5477225575051661,3,"{""low_quality"": 0.4, ""normal"": 0.8, ""trivial"": 0.2}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,scope,1,1,0,,,0.0,0.0,1.0,0.0,1,"{""oos_other"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,difficulty,5,5,10,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,other_choice,5,5,10,0.8,1.0,0.25020121176909393,0.5004024235381879,1.2,0.4472135954999579,2,"{""low_quality"": 0.2, ""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,difficulty,6,6,15,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""occlusion"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,other_choice,6,6,15,1.0,1.0,0.0,0.0,1.0,0.0,1,"{""normal"": 1.0}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,difficulty,3,3,3,0.2222222222222222,0.0,0.6365141682948128,0.6365141682948128,2.0,1.0,4,"{""low_texture"": 0.6666666666666666, ""occlusion"": 0.6666666666666666, ""reflection_transparency"": 0.3333333333333333, ""seam"": 0.3333333333333333}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
C1,manual,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,other_choice,4,4,6,0.6666666666666666,0.5,0.34657359027997264,0.6931471805599453,1.5,0.5773502691896257,2,"{""normal"": 1.0, ""trivial"": 0.5}",matched,all_observed_response_versions_descriptive_not_independent_if_same_worker_revised
