canonical_id,stage,condition,dataset_group,source_file,project_id,runtime_task_id,base_task_id,worker_id,annotation_id,created_at,updated_at,raw_keypoint_count,raw_even_point_candidate,strict_valid,strict_reason,strict_vertical_boundary_count,pairing_method,seam_crossing_detected
C1|66|3182|37|5862,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3182,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,37,5862,2026-07-06T07:08:48.802531Z,2026-07-06T07:08:48.802546Z,12,True,True,,6,raw_order_pairing,True
C1|66|3183|27|5842,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,27,5842,2026-07-05T04:00:27.947409Z,2026-07-05T04:00:27.947423Z,10,True,True,,5,raw_order_pairing,True
C1|66|3183|28|5764,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,28,5764,2026-07-03T18:02:01.983112Z,2026-07-03T18:02:01.983135Z,12,True,True,,6,raw_order_pairing,True
C1|66|3183|29|6419,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,29,6419,2026-07-20T12:00:26.672817Z,2026-07-20T12:00:26.672834Z,10,True,True,,5,raw_order_pairing,True
C1|66|3183|30|6449,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,30,6449,2026-07-23T12:06:11.043923Z,2026-07-23T12:06:11.043940Z,10,True,True,,5,raw_order_pairing,True
C1|66|3183|31|5937,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,31,5937,2026-07-07T06:39:58.270749Z,2026-07-07T06:39:58.270765Z,10,True,True,,5,raw_order_pairing,True
C1|66|3183|32|6348,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,32,6348,2026-07-16T06:26:07.106952Z,2026-07-16T06:26:07.106967Z,10,True,True,,5,raw_order_pairing,True
C1|66|3183|33|5803,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,33,5803,2026-07-04T14:59:11.723726Z,2026-07-04T14:59:11.723739Z,12,True,True,,6,raw_order_pairing,True
C1|66|3183|34|6042,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,34,6042,2026-07-08T05:16:46.829817Z,2026-07-08T05:16:46.829833Z,8,True,True,,4,raw_order_pairing,True
C1|66|3183|35|5922,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,35,5922,2026-07-07T05:37:26.786239Z,2026-07-07T05:37:26.786255Z,12,True,True,,6,raw_order_pairing,True
C1|66|3183|36|5991,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,36,5991,2026-07-07T09:05:14.012682Z,2026-07-07T09:05:14.012702Z,12,True,True,,6,raw_order_pairing,True
C1|66|3183|37|5863,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3183,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,37,5863,2026-07-06T07:12:51.062836Z,2026-07-06T07:12:51.062856Z,8,True,True,,4,raw_order_pairing,True
C1|66|3184|27|5818,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,27,5818,2026-07-05T01:14:11.947878Z,2026-07-05T01:22:17.830615Z,8,True,True,,4,raw_order_pairing,True
C1|66|3184|28|5765,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,28,5765,2026-07-03T18:05:07.640948Z,2026-07-20T12:03:17.373654Z,8,True,True,,4,raw_order_pairing,True
C1|66|3184|29|6361,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,29,6361,2026-07-16T14:36:46.947509Z,2026-07-16T14:36:46.947522Z,8,True,True,,4,raw_order_pairing,True
C1|66|3184|30|5999,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,30,5999,2026-07-07T11:38:49.603916Z,2026-07-07T11:41:00.191866Z,8,True,True,,4,circular_x_pairing,True
C1|66|3184|31|5938,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,31,5938,2026-07-07T06:41:24.847999Z,2026-07-07T06:41:24.848015Z,8,True,True,,4,raw_order_pairing,True
C1|66|3184|32|6349,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,32,6349,2026-07-16T06:26:27.176361Z,2026-07-16T06:26:27.176375Z,8,True,True,,4,raw_order_pairing,True
C1|66|3184|33|5804,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,33,5804,2026-07-04T15:08:00.267711Z,2026-07-04T15:08:00.267726Z,8,True,True,,4,raw_order_pairing,True
C1|66|3184|34|6055,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,34,6055,2026-07-08T08:38:32.156716Z,2026-07-08T08:38:32.156733Z,8,True,True,,4,raw_order_pairing,True
C1|66|3184|35|5923,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,35,5923,2026-07-07T05:41:02.641269Z,2026-07-07T05:41:02.641285Z,8,True,True,,4,raw_order_pairing,True
C1|66|3184|36|5994,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,36,5994,2026-07-07T09:16:25.857937Z,2026-07-07T09:16:25.857955Z,8,True,True,,4,raw_order_pairing,True
C1|66|3184|37|5864,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3184,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,37,5864,2026-07-06T07:23:22.755592Z,2026-07-06T07:23:22.755607Z,10,True,True,,5,raw_order_pairing,True
C1|66|3185|27|5829,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,27,5829,2026-07-05T03:03:51.441070Z,2026-07-05T03:03:51.441084Z,12,True,True,,6,raw_order_pairing,True
C1|66|3185|28|5766,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,28,5766,2026-07-03T18:07:00.361821Z,2026-07-03T18:07:00.361835Z,8,True,True,,4,raw_order_pairing,True
C1|66|3185|29|6362,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,29,6362,2026-07-16T14:41:09.388728Z,2026-07-16T14:41:09.388743Z,8,True,True,,4,raw_order_pairing,True
C1|66|3185|30|6000,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,30,6000,2026-07-07T11:41:51.590364Z,2026-07-07T11:41:51.590380Z,8,True,True,,4,circular_x_pairing,True
C1|66|3185|31|5939,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,31,5939,2026-07-07T06:44:38.951520Z,2026-07-07T06:44:38.951538Z,14,True,True,,7,raw_order_pairing,True
C1|66|3185|32|6350,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,32,6350,2026-07-16T06:26:49.312953Z,2026-07-16T06:26:49.312969Z,8,True,True,,4,raw_order_pairing,True
C1|66|3185|33|5805,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,33,5805,2026-07-04T15:14:40.214535Z,2026-07-04T15:14:40.214550Z,8,True,True,,4,raw_order_pairing,True
C1|66|3185|34|6044,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,34,6044,2026-07-08T06:50:11.215065Z,2026-07-08T06:50:11.215083Z,8,True,True,,4,raw_order_pairing,True
C1|66|3185|35|5924,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,35,5924,2026-07-07T05:43:32.745416Z,2026-07-07T05:43:32.745431Z,8,True,True,,4,circular_x_pairing,True
C1|66|3185|36|5995,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,36,5995,2026-07-07T09:24:30.952046Z,2026-07-07T09:24:30.952060Z,12,True,True,,6,raw_order_pairing,True
C1|66|3185|37|5865,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3185,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,37,5865,2026-07-06T07:36:29.939119Z,2026-07-06T07:36:29.939133Z,14,True,True,,7,circular_x_pairing,True
C1|66|3186|27|5852,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,27,5852,2026-07-05T13:18:26.397693Z,2026-07-05T13:18:26.397711Z,18,True,True,,9,raw_order_pairing,True
C1|66|3186|28|5767,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,28,5767,2026-07-03T18:11:44.057029Z,2026-07-03T18:11:44.057048Z,8,True,True,,4,raw_order_pairing,True
C1|66|3186|29|6420,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,29,6420,2026-07-20T12:05:28.218280Z,2026-07-20T12:05:28.218298Z,8,True,True,,4,raw_order_pairing,True
C1|66|3186|30|6001,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,30,6001,2026-07-07T11:43:08.260999Z,2026-07-07T11:43:08.261014Z,8,True,True,,4,circular_x_pairing,True
C1|66|3186|31|5942,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,31,5942,2026-07-07T06:46:28.952078Z,2026-07-07T06:46:28.952092Z,8,True,True,,4,raw_order_pairing,True
C1|66|3186|32|6351,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,32,6351,2026-07-16T06:27:16.984681Z,2026-07-16T06:27:16.984695Z,16,True,True,,8,raw_order_pairing,True
C1|66|3186|33|5806,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,33,5806,2026-07-04T15:22:29.828817Z,2026-07-04T15:22:29.828831Z,8,True,True,,4,circular_x_pairing,True
C1|66|3186|34|6056,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,34,6056,2026-07-08T08:41:29.182430Z,2026-07-08T08:41:29.182446Z,8,True,True,,4,raw_order_pairing,True
C1|66|3186|35|5925,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,35,5925,2026-07-07T05:46:02.397496Z,2026-07-07T05:46:02.397516Z,8,True,True,,4,circular_x_pairing,True
C1|66|3186|36|5996,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,36,5996,2026-07-07T09:35:34.273423Z,2026-07-07T09:35:34.273440Z,8,True,True,,4,raw_order_pairing,True
C1|66|3186|37|5866,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3186,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,37,5866,2026-07-06T07:39:05.532724Z,2026-07-06T07:39:05.532738Z,8,True,True,,4,raw_order_pairing,True
C1|66|3187|27|5850,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,27,5850,2026-07-05T13:05:53.550754Z,2026-07-05T13:05:53.550772Z,18,True,True,,9,raw_order_pairing,True
C1|66|3187|28|5768,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,28,5768,2026-07-03T18:16:44.093444Z,2026-07-03T18:16:44.093462Z,14,True,True,,7,raw_order_pairing,True
C1|66|3187|29|6421,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,29,6421,2026-07-20T12:07:22.886992Z,2026-07-20T12:07:22.887010Z,8,True,True,,4,raw_order_pairing,True
C1|66|3187|30|6002,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,30,6002,2026-07-07T11:45:07.436182Z,2026-07-07T11:45:07.436215Z,12,True,True,,6,raw_order_pairing,True
C1|66|3187|31|5943,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,31,5943,2026-07-07T06:48:58.687193Z,2026-07-07T06:48:58.687225Z,10,True,True,,5,raw_order_pairing,True
C1|66|3187|32|6352,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,32,6352,2026-07-16T06:27:42.157325Z,2026-07-16T06:27:42.157339Z,14,True,True,,7,raw_order_pairing,True
C1|66|3187|33|5807,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,33,5807,2026-07-04T15:32:57.685396Z,2026-07-04T15:32:57.685411Z,12,True,True,,6,raw_order_pairing,True
C1|66|3187|34|6045,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,34,6045,2026-07-08T06:55:11.693444Z,2026-07-08T06:55:11.693462Z,8,True,True,,4,raw_order_pairing,True
C1|66|3187|35|5926,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,35,5926,2026-07-07T05:51:57.619787Z,2026-07-07T05:51:57.619800Z,14,True,True,,7,circular_x_pairing,True
C1|66|3187|36|5997,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,36,5997,2026-07-07T09:50:25.396795Z,2026-07-07T09:50:25.396809Z,12,True,True,,6,raw_order_pairing,True
C1|66|3187|37|5867,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3187,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,37,5867,2026-07-06T07:46:47.296714Z,2026-07-06T07:46:47.296730Z,12,True,True,,6,raw_order_pairing,True
C1|66|3188|27|5851,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,27,5851,2026-07-05T13:11:08.807752Z,2026-07-05T13:11:08.807766Z,14,True,True,,7,raw_order_pairing,True
C1|66|3188|28|5769,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,28,5769,2026-07-03T18:21:07.348374Z,2026-07-04T12:33:45.637518Z,16,True,True,,8,raw_order_pairing,True
C1|66|3188|29|6422,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,29,6422,2026-07-20T12:16:33.281580Z,2026-07-20T12:16:33.281596Z,14,True,True,,7,raw_order_pairing,True
C1|66|3188|30|6003,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,30,6003,2026-07-07T11:46:56.581071Z,2026-07-07T11:51:56.721524Z,12,True,True,,6,raw_order_pairing,True
C1|66|3188|31|5946,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,31,5946,2026-07-07T06:52:51.002324Z,2026-07-07T06:52:51.002343Z,12,True,True,,6,raw_order_pairing,True
C1|66|3188|32|6353,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,32,6353,2026-07-16T06:28:04.128283Z,2026-07-16T06:28:04.128301Z,14,True,True,,7,raw_order_pairing,True
C1|66|3188|33|5808,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,33,5808,2026-07-04T15:41:28.246656Z,2026-07-04T15:41:28.246674Z,16,True,True,,8,circular_x_pairing,True
C1|66|3188|34|6047,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,34,6047,2026-07-08T07:03:22.991716Z,2026-07-08T07:03:22.991732Z,8,True,True,,4,raw_order_pairing,True
C1|66|3188|35|5927,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,35,5927,2026-07-07T05:58:36.561328Z,2026-07-07T05:58:36.561343Z,10,True,True,,5,raw_order_pairing,True
C1|66|3188|36|6013,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,36,6013,2026-07-07T12:05:11.426977Z,2026-07-09T13:39:56.076052Z,16,True,True,,8,raw_order_pairing,True
C1|66|3188|37|5868,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3188,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,37,5868,2026-07-06T07:51:19.733824Z,2026-07-06T07:51:19.733842Z,14,True,True,,7,raw_order_pairing,True
C1|66|3189|27|5849,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3189,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,27,5849,2026-07-05T12:58:56.773476Z,2026-07-05T12:58:56.773495Z,16,True,True,,8,raw_order_pairing,True
C1|66|3189|28|5770,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3189,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,28,5770,2026-07-03T18:24:07.487932Z,2026-07-04T12:36:35.094673Z,14,True,True,,7,raw_order_pairing,True
C1|66|3189|29|6423,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3189,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,29,6423,2026-07-20T12:21:38.690995Z,2026-07-20T12:21:38.691016Z,12,True,True,,6,raw_order_pairing,True
C1|66|3189|30|6004,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3189,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,30,6004,2026-07-07T11:48:17.990528Z,2026-07-07T11:48:17.990542Z,12,True,True,,6,raw_order_pairing,True
C1|66|3189|31|5953,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3189,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,31,5953,2026-07-07T07:01:31.215647Z,2026-07-07T07:01:31.215666Z,12,True,True,,6,raw_order_pairing,True
C1|66|3189|32|6354,C1,manual,C1_anchor_all,export_label/stage2_English/project-66-at-2026-07-30-13-01-cdb9fe80.json,66,3189,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,32,6354,2026-07-16T06:28:31.223678Z,2026-07-16T06:28:31.223693Z,16,True,True,,8,raw_order_pairing,True
