stage,condition,dataset_group,base_task_id,selected_support,distinct_workers,even_point_candidate_support,strict_valid_support,strict_invalid_support,all_selected_pair_count,strict_pair_count,boundary_metric_pair_count,wall_metric_pair_count,metric_pair_coverage_over_all_selected,boundary_distance_mean,boundary_distance_median,boundary_distance_q90,wall_distance_mean,wall_distance_median,wall_distance_q90,vertical_boundary_count_disagreement,selected_point_counts_json,strict_vertical_boundary_counts_json,strict_boundary_count_diverse
C1,manual,C1_core_all,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,5,5,5,5,0,10,10,10,10,1.0,0.006862831672328829,0.004104110096890712,0.01285783874602986,0.021927570316134726,0.014190877149900305,0.04136944011035545,0.4,"[8, 8, 10, 8, 8]","[4, 4, 5, 4, 4]",True
C1,manual,C1_core_all,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,7,7,6,6,1,21,15,15,15,0.7142857142857143,0.02353223415789807,0.02781006737123215,0.03893826144947512,0.01538773858330007,0.013803884493539531,0.027415365177145046,0.8,"[8, 0, 8, 12, 10, 10, 12]","[4, 4, 6, 5, 5, 6]",True
C1,manual,C1_core_all,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,5,5,5,5,0,10,10,10,10,1.0,0.019059567635806962,0.020096237281680474,0.023918405239495854,0.036740477265766014,0.03925560150927215,0.05412147281335223,0.9,"[12, 12, 8, 14, 16]","[6, 6, 4, 7, 8]",True
C1,manual,C1_core_all,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,5,5,5,5,0,10,10,10,10,1.0,0.026869316327908434,0.03802123911007682,0.041280119383440186,0.024518136825439664,0.024696785655384745,0.03559808611234557,0.6,"[8, 12, 8, 12, 8]","[4, 6, 4, 6, 4]",True
C1,manual,C1_core_all,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,5,5,5,5,0,10,10,10,10,1.0,0.03840127263966422,0.021902361507527446,0.07424379328667823,0.04748084480120849,0.010725126731446988,0.10796276539754614,0.4,"[8, 12, 8, 8, 8]","[4, 6, 4, 4, 4]",True
C1,manual,C1_core_all,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,5,5,5,5,0,10,10,10,10,1.0,0.009253532748643123,0.00993225213707305,0.011782359871014657,0.018662610040569173,0.004736167212065712,0.044455605786101596,0.7,"[16, 8, 12, 16, 16]","[8, 4, 6, 8, 8]",True
C1,manual,C1_core_all,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,5,5,5,5,0,10,10,10,10,1.0,0.008369078410892882,0.007751584490647445,0.01220114447710393,0.0047096111877663275,0.004430380405670231,0.006687800161739887,0.0,"[8, 8, 8, 8, 8]","[4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,5,5,5,5,0,10,10,10,10,1.0,0.012509675450260004,0.013032088824238841,0.017210956057873227,0.008512559345493064,0.00790558227141197,0.013918905583782148,0.0,"[8, 8, 8, 8, 8]","[4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,5,5,5,5,0,10,10,10,10,1.0,0.007882016530494928,0.00580945817931916,0.013267853367649284,0.003604864576379774,0.0031882399382344717,0.005428921557822541,0.0,"[8, 8, 8, 8, 8]","[4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,5,5,5,5,0,10,10,10,10,1.0,0.008997676125756793,0.009038490208325978,0.012420368126183901,0.014140665209330638,0.006728671865885882,0.02873485487396462,0.4,"[12, 12, 12, 8, 12]","[6, 6, 6, 4, 6]",True
C1,manual,C1_core_all,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,6,6,6,6,0,15,15,15,15,1.0,0.0717252238219599,0.10089235906971128,0.1308408095629718,0.0841029987344574,0.1250452600209092,0.15133019631364442,0.0,"[8, 8, 8, 8, 8, 8]","[4, 4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,6,6,6,6,0,15,15,15,15,1.0,0.008097041249560174,0.00916653901334119,0.011595649023477561,0.004267755172795532,0.0036136726502882244,0.006492155195029459,0.0,"[8, 8, 8, 8, 8, 8]","[4, 4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,6,6,6,6,0,15,15,15,15,1.0,0.024967476400440163,0.036803663587881674,0.046321692819390935,0.020463565305366416,0.03513238289205711,0.037829381966786244,0.0,"[8, 8, 8, 8, 8, 8]","[4, 4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,6,6,6,6,0,15,15,15,15,1.0,0.01352059628057627,0.013620931354376142,0.02049524305991277,0.004958383231923754,0.004965641492108874,0.0070906012737822705,0.0,"[8, 8, 8, 8, 8, 8]","[4, 4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,5,5,5,5,0,10,10,10,10,1.0,0.011347256590273547,0.010382762628435238,0.01820476506796208,0.010207576401874575,0.012714226310605536,0.014403154506251658,0.0,"[8, 8, 8, 8, 8]","[4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,5,5,5,5,0,10,10,10,10,1.0,0.048203623261325323,0.04862287937232551,0.0791064443391233,0.07719225736224482,0.06032802108189311,0.1704375530412891,0.4,"[8, 8, 12, 8, 8]","[4, 4, 6, 4, 4]",True
C1,manual,C1_core_all,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,5,5,5,5,0,10,10,10,10,1.0,0.007029758186593804,0.005953021548463944,0.011788407455066352,0.004242138508435555,0.0038645821853453555,0.006336938908796141,0.0,"[8, 8, 8, 8, 8]","[4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,6,6,6,6,0,15,15,15,15,1.0,0.005171599932213485,0.0059649798318618386,0.007741212584158518,0.0060245791993296235,0.0072023034341361925,0.011321577777411385,0.0,"[8, 8, 8, 8, 8, 8]","[4, 4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,5,5,5,5,0,10,10,10,10,1.0,0.010597329922845834,0.010857294821527252,0.015285935418703744,0.013233209758500031,0.012292486864304786,0.021563762954909103,0.4,"[8, 8, 8, 8, 10]","[4, 4, 4, 4, 5]",True
C1,manual,C1_core_all,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,6,6,6,6,0,15,15,15,15,1.0,0.04818669533023433,0.01097572107040734,0.12794087035012636,0.05433167267998854,0.010272964189945943,0.14837103341106767,0.0,"[8, 8, 8, 8, 8, 8]","[4, 4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,5,5,5,5,0,10,10,10,10,1.0,0.011831709333655616,0.00793155009973684,0.021199038567943893,0.009899548862192664,0.004317001207056748,0.020302074625040835,0.4,"[8, 8, 8, 10, 8]","[4, 4, 4, 5, 4]",True
C1,manual,C1_core_all,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,5,5,5,5,0,10,10,10,10,1.0,0.010383530662966534,0.007091208945977423,0.019930739600740988,0.020783993787232856,0.011826272470453258,0.04019832725762394,0.4,"[8, 8, 8, 12, 8]","[4, 4, 4, 6, 4]",True
C1,manual,C1_core_all,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,5,5,5,5,0,10,10,10,10,1.0,0.02318038087643537,0.02390405259792866,0.029778485177399148,0.034974145662498915,0.04021365538057459,0.054727627036771344,0.8,"[12, 10, 28, 28, 12]","[6, 5, 14, 14, 6]",True
C1,manual,C1_core_all,rPc6DW4iMge_4350d36797324601adba7351d09602d2,5,5,5,5,0,10,10,10,10,1.0,0.010768683062261841,0.007992588113165777,0.01979467258077735,0.0031429024721770895,0.003258815807648474,0.004354964147777418,0.0,"[8, 8, 8, 8, 8]","[4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,6,6,6,6,0,15,15,15,15,1.0,0.016782167356928723,0.01772184380585129,0.028279593337680597,0.010663691999908576,0.01215649057579915,0.020673528477319736,0.7333333333333333,"[10, 12, 14, 14, 12, 14]","[5, 6, 7, 7, 6, 7]",True
C1,manual,C1_core_all,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,5,5,5,5,0,10,10,10,10,1.0,0.02371422746945533,0.025759002051672808,0.037252942341553505,0.03655539033107612,0.03535794554073812,0.06705383933967764,0.7,"[16, 8, 10, 16, 16]","[8, 4, 5, 8, 8]",True
C1,manual,C1_core_all,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,5,5,5,5,0,10,10,10,10,1.0,0.05133278896180441,0.05064293423180888,0.08891232790313043,0.053451138633863436,0.02969229484366026,0.11941539603510619,0.7,"[12, 12, 12, 14, 8]","[6, 6, 6, 7, 4]",True
C1,manual,C1_core_all,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,5,5,5,5,0,10,10,10,10,1.0,0.040598441143194886,0.03583754397627892,0.06992692615772512,0.06737856749182068,0.06826505470222666,0.10334340356914758,0.6,"[16, 8, 8, 16, 8]","[8, 4, 4, 8, 4]",True
C1,manual,C1_core_all,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,6,6,6,6,0,15,15,15,15,1.0,0.011766393466513108,0.015335185657188277,0.02000457536322464,0.009379135302946177,0.008546612321236768,0.015596430866739808,0.0,"[8, 8, 8, 8, 8, 8]","[4, 4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,5,5,5,5,0,10,10,10,10,1.0,0.006954132051485473,0.006050575484383203,0.01146393741656877,0.00608531003774917,0.0037836993157565613,0.011643242181253554,0.4,"[8, 8, 8, 10, 8]","[4, 4, 4, 5, 4]",True
C1,manual,C1_core_all,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,5,5,5,5,0,10,10,10,10,1.0,0.016677392827059934,0.007690946521846209,0.034199322790092766,0.01436958081009917,0.018814870460022393,0.021713954928551337,0.0,"[8, 8, 8, 8, 8]","[4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,6,6,6,6,0,15,15,15,15,1.0,0.017528179967064936,0.02549937088233223,0.032506430981734315,0.03577204587735286,0.04212270770608251,0.07911632215415394,0.3333333333333333,"[16, 8, 8, 8, 8, 8]","[8, 4, 4, 4, 4, 4]",True
C1,manual,C1_core_all,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,6,6,6,6,0,15,15,15,15,1.0,0.004273138583942019,0.004498724262413267,0.006747132942979905,0.0025676985310269704,0.0016233766233766378,0.005242879752583329,0.0,"[8, 8, 8, 8, 8, 8]","[4, 4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,5,5,5,5,0,10,10,10,10,1.0,0.011319186584876318,0.009124323504326126,0.01746383928029447,0.02494118766182595,0.024439266462730203,0.039102480284746326,0.9,"[14, 12, 8, 20, 12]","[7, 6, 4, 10, 6]",True
C1,manual,C1_core_all,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,5,5,5,5,0,10,10,10,10,1.0,0.042775144271378386,0.013231404982547545,0.0970900018316269,0.027124230801471562,0.007763262610067934,0.06042471314773824,0.4,"[8, 10, 8, 8, 8]","[4, 5, 4, 4, 4]",True
C1,manual,C1_core_all,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,5,5,5,5,0,10,10,10,10,1.0,0.013124002556343651,0.007548160036443097,0.02459669811661913,0.056468325291326435,0.005445366468766422,0.13598533829367396,0.4,"[8, 4, 8, 8, 8]","[4, 2, 4, 4, 4]",True
C1,manual,C1_core_all,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,5,5,5,5,0,10,10,10,10,1.0,0.04103293011261666,0.036826000201115316,0.05942019377860839,0.038267740682942544,0.042316844273071696,0.05534988647918091,0.8,"[10, 12, 10, 8, 8]","[5, 6, 5, 4, 4]",True
C1,manual,C1_core_all,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,5,5,5,5,0,10,10,10,10,1.0,0.005819824577645227,0.005193500944833118,0.008894267183315674,0.004675152068883548,0.004226807402909816,0.00822034260132759,0.0,"[8, 8, 8, 8, 8]","[4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,5,5,5,5,0,10,10,10,10,1.0,0.045946908678289655,0.04730614611612416,0.06572327173229563,0.10275899894995826,0.08889079348743695,0.16876736476816498,0.8,"[12, 8, 12, 8, 14]","[6, 4, 6, 4, 7]",True
C1,manual,C1_core_all,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,5,5,5,5,0,10,10,10,10,1.0,0.009475794948640603,0.009446463936188199,0.01338100640910511,0.014458660882691321,0.0037027446897281435,0.03219054620437358,0.4,"[8, 8, 8, 8, 12]","[4, 4, 4, 4, 6]",True
C1,manual,C1_core_all,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,5,5,5,5,0,10,10,10,10,1.0,0.050242211605881326,0.05336112118646258,0.08181322481833397,0.06932656790902195,0.07988984851488135,0.09553560817744113,0.7,"[16, 8, 10, 8, 8]","[8, 4, 5, 4, 4]",True
C1,manual,C1_core_all,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,6,6,6,6,0,15,15,15,15,1.0,0.05969639279449003,0.05695368056777872,0.0827644962146933,0.05573874883868832,0.051930601169845714,0.10688635247891502,0.8666666666666667,"[12, 12, 10, 16, 20, 20]","[6, 6, 5, 8, 10, 10]",True
C1,manual,C1_core_all,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,6,6,6,6,0,15,15,15,15,1.0,0.006551385505910782,0.00760699331151482,0.008434348235189537,0.015378937410328667,0.006455064565250912,0.03927745406600007,0.9333333333333333,"[8, 12, 20, 14, 16, 20]","[4, 6, 10, 7, 8, 10]",True
C1,manual,C1_core_all,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,7,7,7,7,0,21,21,21,21,1.0,0.007437922079987222,0.006534591293203218,0.012251632299264736,0.012819958103860093,0.007373975639552222,0.02367442073714021,0.47619047619047616,"[8, 8, 12, 12, 12, 12, 12]","[4, 4, 6, 6, 6, 6, 6]",True
C1,manual,C1_core_all,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,5,5,5,5,0,10,10,10,10,1.0,0.01769214495934889,0.016930244854494847,0.025906684546074473,0.0401454545865481,0.03486458297902412,0.07322834801729804,0.7,"[6, 10, 8, 8, 8]","[3, 5, 4, 4, 4]",True
C1,manual,C1_core_all,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,5,5,5,5,0,10,10,10,10,1.0,0.018501411369673648,0.02309666332398619,0.02525156980252411,0.04393038283020236,0.045018577575580365,0.06514879216729166,1.0,"[10, 18, 12, 16, 8]","[5, 9, 6, 8, 4]",True
C1,manual,C1_core_all,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,5,5,5,5,0,10,10,10,10,1.0,0.011074467891207451,0.009672371751536402,0.016667196264310454,0.004932966139113681,0.0052010829889149734,0.0064719911636215485,0.0,"[8, 8, 8, 8, 8]","[4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,5,5,5,5,0,10,10,10,10,1.0,0.01285130789168475,0.012218534932063374,0.01830963779786535,0.009880865427567453,0.010081343598089154,0.011950437165693228,0.6,"[8, 12, 12, 12, 8]","[4, 6, 6, 6, 4]",True
C1,manual,C1_core_all,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,5,5,5,5,0,10,10,10,10,1.0,0.005895062838049592,0.0060176810755395715,0.008353980177323882,0.003856348219388661,0.0037492251524490205,0.005622509514242046,0.0,"[8, 8, 8, 8, 8]","[4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,6,6,6,6,0,15,15,15,15,1.0,0.00732138965274484,0.008498087557058054,0.013132391353135042,0.002160269483023606,0.0023294182380479977,0.0034744245643120175,0.0,"[8, 8, 8, 8, 8, 8]","[4, 4, 4, 4, 4, 4]",False
C1,manual,C1_core_all,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,6,6,6,6,0,15,15,15,15,1.0,0.016351325303005034,0.022372666347630354,0.025994551043951587,0.018242122092516647,0.027277162572532543,0.029915012691950515,0.6,"[8, 8, 8, 16, 16, 16]","[4, 4, 4, 8, 8, 8]",True
C1,manual,C1_core_all,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,5,5,5,5,0,10,10,10,10,1.0,0.008140134490977025,0.007254972480301158,0.013361195704776263,0.02982053019571298,0.013312008015244625,0.06489783004856914,0.8,"[8, 10, 12, 12, 8]","[4, 5, 6, 6, 4]",True
C1,manual,C1_core_all,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,6,6,6,6,0,15,15,15,15,1.0,0.012281242729051156,0.009599173738799816,0.021423901022454263,0.028619185668280773,0.02897143035489802,0.04657744432367212,0.9333333333333333,"[14, 20, 28, 12, 12, 18]","[7, 10, 14, 6, 6, 9]",True
C1,manual,C1_core_all,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,5,5,5,5,0,10,10,10,10,1.0,0.02181824238413761,0.032103092118821674,0.0337580411871527,0.018605996064361842,0.025884752834452684,0.02966031562001742,0.6,"[8, 12, 8, 8, 12]","[4, 6, 4, 4, 6]",True
C1,manual,C1_core_all,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,5,5,5,5,0,10,10,10,10,1.0,0.024587974228482246,0.02723487024610477,0.04276303251147159,0.018487072202877118,0.023023683188120758,0.028382005104594443,0.6,"[12, 12, 16, 16, 16]","[6, 6, 8, 8, 8]",True
C1,manual,C1_core_all,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,5,5,5,5,0,10,10,10,10,1.0,0.012191600349744291,0.01247575731338113,0.0178699850891183,0.007169358908265466,0.00736360195739949,0.010888947266537774,0.7,"[26, 24, 24, 24, 28]","[13, 12, 12, 12, 14]",True
