p1_package,p1_import_order,gt_inner_id,gt_project20_task_id,base_task_id,source,point_order,u,v,x_px,y_px
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,current_ls_gt_project20,3,0.809677734375,0.3228515625,829.11,165.3
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,current_ls_gt_project20,4,0.809677734375,0.73900390625,829.11,378.37
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,current_ls_gt_project20,5,0.197529296875,0.3399609375,202.27,174.06
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,current_ls_gt_project20,6,0.197529296875,0.71955078125,202.27,368.41
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,current_ls_gt_project20,7,0.4137109375,0.40724609375,423.64,208.51
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,current_ls_gt_project20,8,0.4137109375,0.6345703125,423.64,324.9
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,bi_layout_all_mix_full_layout,1,0.5767768025398254,0.4042680894400799,590.6194458007812,206.98526179332092
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,bi_layout_all_mix_full_layout,2,0.5767768025398254,0.6386106610298157,590.6194458007812,326.9686584472656
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,bi_layout_all_mix_full_layout,3,0.8096791505813599,0.3228520109351407,829.1114501953125,165.30022959879204
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,bi_layout_all_mix_full_layout,4,0.8096791505813599,0.739004373550415,829.1114501953125,378.3702392578125
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,bi_layout_all_mix_full_layout,5,0.19752848148345947,0.3399576446488101,202.2691650390625,174.05831406019078
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,bi_layout_all_mix_full_layout,6,0.19752848148345947,0.7195515632629395,202.2691650390625,368.410400390625
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,bi_layout_all_mix_full_layout,7,0.4137131869792938,0.40725383374244484,423.6423034667969,208.51396287613176
P1_manual,3,39,2523,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,bi_layout_all_mix_full_layout,8,0.4137131869792938,0.6345627307891846,423.6423034667969,324.8961181640625
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,current_ls_gt_project20,1,0.640576171875,0.2299609375,655.95,117.74
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,current_ls_gt_project20,2,0.640576171875,0.8455859375,655.95,432.94
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,current_ls_gt_project20,3,0.87171875,0.24083984375,892.64,123.31
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,current_ls_gt_project20,4,0.87171875,0.83638671875,892.64,428.23
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,current_ls_gt_project20,5,0.149833984375,0.26662109375,153.43,136.51
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,current_ls_gt_project20,6,0.149833984375,0.8133984375,153.43,416.46
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,current_ls_gt_project20,7,0.33869140625,0.25890625,346.82,132.56
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,current_ls_gt_project20,8,0.33869140625,0.82046875,346.82,420.08
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,bi_layout_all_mix_full_layout,1,0.6405729055404663,0.2299572061992161,655.9466552734375,117.73808957399865
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,bi_layout_all_mix_full_layout,2,0.6405729055404663,0.8455762267112732,655.9466552734375,432.9350280761719
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,bi_layout_all_mix_full_layout,3,0.8717164397239685,0.24083201447497588,892.6376342773438,123.30599141118765
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,bi_layout_all_mix_full_layout,4,0.8717164397239685,0.8363924026489258,892.6376342773438,428.23291015625
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,bi_layout_all_mix_full_layout,5,0.1498332917690277,0.26663020011090965,153.42929077148438,136.51466245678574
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,bi_layout_all_mix_full_layout,6,0.1498332917690277,0.8133971691131592,153.42929077148438,416.4593505859375
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,bi_layout_all_mix_full_layout,7,0.3386940360069275,0.2589140342256199,346.82269287109375,132.5639855235174
P1_manual,4,51,2535,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,bi_layout_all_mix_full_layout,8,0.3386940360069275,0.8204636573791504,346.82269287109375,420.077392578125
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,current_ls_gt_project20,1,0.739365234375,0.45373046875,757.11,232.31
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,current_ls_gt_project20,2,0.739365234375,0.54853515625,757.11,280.85
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,current_ls_gt_project20,3,0.761826171875,0.45375,780.11,232.32
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,current_ls_gt_project20,4,0.761826171875,0.54849609375,780.11,280.83
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,current_ls_gt_project20,5,0.224609375,0.4034375,230.0,206.56
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,current_ls_gt_project20,6,0.224609375,0.6010546875,230.0,307.74
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,current_ls_gt_project20,7,0.2728515625,0.403203125,279.4,206.44
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,current_ls_gt_project20,8,0.2728515625,0.60126953125,279.4,307.85
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,bi_layout_all_mix_full_layout,1,0.7393697500228882,0.4537319432234747,757.1146240234375,232.31075493041905
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,bi_layout_all_mix_full_layout,2,0.7393697500228882,0.5485261678695679,757.1146240234375,280.84539794921875
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,bi_layout_all_mix_full_layout,3,0.7618294954299927,0.45375618753243174,780.1134033203125,232.32316801660505
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,bi_layout_all_mix_full_layout,4,0.7618294954299927,0.5485007762908936,780.1134033203125,280.8323974609375
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,bi_layout_all_mix_full_layout,5,0.22460496425628662,0.4034299135341274,229.9954833984375,206.55611572947322
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,bi_layout_all_mix_full_layout,6,0.22460496425628662,0.6010469198226929,229.9954833984375,307.73602294921875
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,bi_layout_all_mix_full_layout,7,0.27284955978393555,0.40320802276890244,279.39794921875,206.44250765767805
P1_manual,5,52,2536,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,bi_layout_all_mix_full_layout,8,0.27284955978393555,0.6012777090072632,279.39794921875,307.85418701171875
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,1,0.614296875,0.22091796875,629.04,113.11
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,2,0.614296875,0.7979296875,629.04,408.54
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,3,0.8458203125,0.18666015625,866.12,95.57
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,4,0.8458203125,0.83080078125,866.12,425.37
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,5,0.0716015625,0.1259765625,73.32,64.5
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,6,0.0716015625,0.88724609375,73.32,454.27
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,7,0.006806640625,0.4264453125,6.97,218.34
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,8,0.006806640625,0.58271484375,6.97,298.35
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,9,0.1347265625,0.45072265625,137.96,230.77
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,10,0.1347265625,0.555546875,137.96,284.44
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,11,0.3194140625,0.4405859375,327.08,225.58
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,12,0.3194140625,0.5669140625,327.08,290.26
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,13,0.470361328125,0.3682421875,481.65,188.54
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,14,0.470361328125,0.646640625,481.65,331.08
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,15,0.40576171875,0.2058984375,415.5,105.42
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,current_ls_gt_project20,16,0.40576171875,0.8124609375,415.5,415.98
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,bi_layout_all_mix_full_layout,1,0.6142966874361816,0.22092246302118373,629.03980793465,113.11230106684607
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,bi_layout_all_mix_full_layout,2,0.6142966874361816,0.797934066703553,629.03980793465,408.54224215221916
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,bi_layout_all_mix_full_layout,3,0.8458229569205197,0.18666238050859757,866.1227078866121,95.57113882040196
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,bi_layout_all_mix_full_layout,4,0.8458229569205197,0.8308008953515049,866.1227078866121,425.3700584199705
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,bi_layout_all_mix_full_layout,5,0.07159721538622849,0.1259853516447184,73.31554855549797,64.50450004209583
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,bi_layout_all_mix_full_layout,6,0.07159721538622849,0.8872497826419191,73.31554855549797,454.2718887126626
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,bi_layout_all_mix_full_layout,7,0.4550846768469624,0.18401391179343995,466.0067090912895,94.21512283824126
P1_manual,6,75,2559,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,bi_layout_all_mix_full_layout,8,0.4550846768469624,0.8333092874913418,466.0067090912895,426.654355195567
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,current_ls_gt_project20,1,0.640126953125,0.139140625,655.49,71.24
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,current_ls_gt_project20,2,0.640126953125,0.8550390625,655.49,437.78
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,current_ls_gt_project20,3,0.975087890625,0.37,998.49,189.44
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,current_ls_gt_project20,4,0.975087890625,0.62462890625,998.49,319.81
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,current_ls_gt_project20,5,0.11814453125,0.40060546875,120.98,205.11
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,current_ls_gt_project20,6,0.11814453125,0.59509765625,120.98,304.69
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,current_ls_gt_project20,7,0.2724609375,0.3594140625,279.0,184.02
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,current_ls_gt_project20,8,0.2724609375,0.6348828125,279.0,325.06
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,bi_layout_all_mix_full_layout,1,0.6401311159133911,0.13913372485387315,655.4942626953125,71.23646712518305
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,bi_layout_all_mix_full_layout,2,0.6401311159133911,0.8550348281860352,655.4942626953125,437.77783203125
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,bi_layout_all_mix_full_layout,3,0.9750852584838867,0.3699955740303119,998.4873046875,189.4377339035197
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,bi_layout_all_mix_full_layout,4,0.9750852584838867,0.6246322989463806,998.4873046875,319.8117370605469
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,bi_layout_all_mix_full_layout,5,0.1181423962116242,0.40059660944773245,120.97781372070318,205.10546403723902
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,bi_layout_all_mix_full_layout,6,0.11814239621162415,0.5951066613197327,120.97781372070312,304.6946105957031
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,bi_layout_all_mix_full_layout,7,0.27246564626693726,0.35940688927972736,279.00482177734375,184.0163273112204
P1_manual,7,92,2576,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,bi_layout_all_mix_full_layout,8,0.27246564626693726,0.6348909735679626,279.00482177734375,325.0641784667969
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,current_ls_gt_project20,1,0.712841796875,0.32509765625,729.95,166.45
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,current_ls_gt_project20,2,0.712841796875,0.69798828125,729.95,357.37
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,current_ls_gt_project20,3,0.7943359375,0.32677734375,813.4,167.31
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,current_ls_gt_project20,4,0.7943359375,0.6962109375,813.4,356.46
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,current_ls_gt_project20,5,0.208916015625,0.33708984375,213.93,172.59
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,current_ls_gt_project20,6,0.208916015625,0.68515625,213.93,350.8
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,current_ls_gt_project20,7,0.284384765625,0.335703125,291.21,171.88
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,current_ls_gt_project20,8,0.284384765625,0.68666015625,291.21,351.57
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,bi_layout_all_mix_full_layout,1,0.7128432989120483,0.3251025258675613,729.9515380859375,166.45249324419137
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,bi_layout_all_mix_full_layout,2,0.7128432989120483,0.6979842782020569,729.9515380859375,357.3679504394531
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,bi_layout_all_mix_full_layout,3,0.7943391799926758,0.32677303113659917,813.4033203125,167.30779194193877
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,bi_layout_all_mix_full_layout,4,0.7943391799926758,0.6962066888809204,813.4033203125,356.45782470703125
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,bi_layout_all_mix_full_layout,5,0.2089199721813202,0.3370911880224007,213.93405151367188,172.59068826746915
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,bi_layout_all_mix_full_layout,6,0.2089199721813202,0.6851655840873718,213.93405151367188,350.8047790527344
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,bi_layout_all_mix_full_layout,7,0.28438693284988403,0.3357061967630755,291.21221923828125,171.88157274269466
P1_manual,8,96,2580,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,bi_layout_all_mix_full_layout,8,0.28438693284988403,0.686653733253479,291.21221923828125,351.56671142578125
P1_manual,9,97,2581,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,current_ls_gt_project20,1,0.611572265625,0.358046875,626.25,183.32
P1_manual,9,97,2581,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,current_ls_gt_project20,2,0.611572265625,0.69076171875,626.25,353.67
P1_manual,9,97,2581,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,current_ls_gt_project20,3,0.852392578125,0.329609375,872.85,168.76
P1_manual,9,97,2581,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,current_ls_gt_project20,4,0.852392578125,0.72375,872.85,370.56
