canonical_annotation_id,worker_id,base_task_id,condition,geometry_pool_eligible,geometry_pool_exclusion_reason
2de8896d2c2ea564fd37,28,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,
42264e54a01908d81bbe,29,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,
acb3d20a4fb6e211d3b1,30,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,
b7393a16aa19bd7f1989,31,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,
88b2b69f04caf44309bc,32,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,
93cf3ac259facb9e83dc,33,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,
c53730832245059ca129,34,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,
0e09f3e9552514dbad74,35,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,
45865dabe049ebace6d2,36,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,
432c6ebaa6bb7a54b3a9,37,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,True,
cbd801dc08d6ed3f53b9,27,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
a8f02e5f6ff661b1a6ea,28,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
7554850145efa35545ae,29,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
4cec1169f91d22cfd064,30,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
87633c987c28cc7b24da,31,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
e41654f88d1993dc3e61,32,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
94b9a12a91240fae6082,33,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
d07650e36d67becee157,34,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
c8ea10e8b26d4fa2d90b,35,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
ad5f99c1a3eb5c22dcef,36,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
0b276bc0087988e64912,37,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,True,
f155c5b328bfdbe59187,27,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
00df94cb0e7cc21280ba,28,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
1d1473ea45cef547d01e,29,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
4203b3767e3303cffd5c,30,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
063a5ec4d91eccc8b4c3,31,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
8b3873aaa11c92de279f,32,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
511d41c2a1ae8135d56a,33,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
1892d2228413184cfbd6,34,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
b341f546633829a990db,35,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
90b1682c716df1046edd,36,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
74ec5ab0599eaeaf4719,37,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,True,
98f815cef49de82c7449,27,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
eb7401f8c6a2d74124c0,28,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
a2dd65d0b594bb9212ac,29,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
1b06bf8a8b92fca18545,30,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
fc858eb54d55668285a1,31,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
100cc9a45d0a0f994238,32,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
2f1944702583d6eb6860,33,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
7316a2901ae455c12625,34,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
f048b9e4877b4a6cc5d6,35,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
b93da0bbe5ffb848a0c6,36,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
2976993fc059101f9e6a,37,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,True,
266064e3bd9d27c4efda,27,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
8f2f8f8bfdaec3360646,28,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
c7aeb60e2d3b55c2a7dc,29,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
597362d2aa07f7db8a02,30,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
aaa2559a6db59dcb28a0,31,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
81cd8395dbe20dc23478,32,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
02946d1a59a1cfe17aef,33,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
cd7adf8eb45b561bc952,34,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
f26a8da3bc451c32cde9,35,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
f765bc60ba41307a048f,36,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
354632cf039452bb7976,37,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,True,
0a79e9b207c32db39202,27,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
64a7b681289e1d9e5c28,28,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
0ba3c33cb0e05abf58ae,29,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
e0a58597afa7f260d97e,30,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
d704f69a1c7c5327e638,31,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
c6821c31452459c11f75,32,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
ea7f2a3fdcd3a9d42d55,33,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
9d17cd836d7fc38ad108,34,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
1f84dbf5541abdd7a52b,35,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
35e84449b82da019aab5,36,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
303a694734e00bd95c83,37,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,True,
7392408a228d29c44684,27,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
2669e20e43502bcf1419,28,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
68b9de98f158c481d82a,29,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
2425c99671ebf414b359,30,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
bce7044b348685668b71,31,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
9a0a83ba9247dbf61861,32,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
a9bf98b8cc8fbfa40f5c,33,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
bdf544ff5d0a4bfacc09,34,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
225002de699658941ca0,35,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
1b0b4076d43ab5586a3f,36,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
73e2d1fca7e2ec1b2b59,37,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,True,
d984d534dcc7fe11d643,27,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
6c5161e9261e0ba5f8b1,28,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
20f0af1735ba9f7c5a2e,29,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
1318278d00548b081ebc,30,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
73a83925776f8e35ed8a,31,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
fc6a213e57b750465697,32,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
86e6614af35eccb013ac,33,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
82255f7bb022fd1cd129,34,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
43266379df129a98dcd9,35,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
3e5c4fe6cfe523059d12,36,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
454169e6fe8a9b1ba08c,37,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,True,
e53257d9b7428d4da0f5,27,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
b7e7d86f528066fab226,28,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
35a9f318fa8bb9909db0,29,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
a8282b826c2b83f1c177,30,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
bed357bd88baf4c32786,31,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
e7b36064adef9c88eb38,32,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
423d83b62a6b1fee7af4,33,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
a4015419d4289160ce21,34,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
46a22bc8081a9f80e282,35,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
6b145ff560adec834931,36,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
200f0c572426f1ad5f6c,37,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,True,
adc213fc12f5f948aa56,33,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,True,
5f7815f3a489b8007a97,34,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,True,
ae929aa9e6dd3cd587ac,37,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,True,
837eb32400b0afd7b92f,34,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,True,
72c467f3e5b59c7c6fe0,36,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,True,
bf0338ecb3bbe9b3ee92,37,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,True,
72209d7dd6219794fac9,27,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,True,
cc8da8c5dab40220ed0e,28,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,True,
2bbf5d65469e55f1f4e0,30,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,True,
7a99a58308f3ae658881,36,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,True,
7827115ee28a13736728,31,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,False,outside_assignment;independence_not_evaluable
12de7c2bb761564cdeed,34,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,False,outside_assignment;independence_not_evaluable
7a0778c91977ce16bfb0,33,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,True,
bcadc37ee0819d4ead2d,34,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,True,
adafd30448bdc86059f9,37,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,True,
0a731b8cdc864c572e8b,28,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,True,
41a7f33047a9e0342ac0,29,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,True,
3e41c936412b1a992027,34,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,True,
d1099761985f8bcdd357,35,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,True,
bc31ca44876dc589ed4b,27,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,True,
7cd383c42cfa1fb813df,28,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,True,
23b3ba219c2ea42e2857,29,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,True,
34724d21eb0d44dfc22d,31,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,True,
07d7b8e9b47e3b57f09b,36,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,True,
19f0ec5e2db5240ffd86,33,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,False,scope_not_resolved_in_scope
6de2c46ce6d59af34337,34,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,True,
54158b496be934232a98,37,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,True,
d6bbf7fa428498cad40f,30,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,True,
304ee8c32f0bfc188cb9,31,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,False,outside_assignment;independence_not_evaluable
d918bb91e408d8c71ff9,33,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,True,
fe6d21a2d34b078f5c0d,28,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,True,
8d84da8c6f772c4fa07a,29,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,True,
03f2a945c924203b75d1,35,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,True,
0b2b9f0ed2607655632c,36,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,True,
44e69119724a6d892e53,29,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,True,
2761fcae038de8e6bb36,33,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,True,
1f3577cc926f22ffd3fc,35,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,True,
385caf3701dee7042d51,31,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,True,
11f19b08afaff69c9e6a,32,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,True,
871218ff2db6bdec5ff2,31,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,True,
4d53581ef39bae3bf5d1,27,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,True,
c89be364009b1fc0544e,30,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,True,
1c3df8c137a169fee41d,31,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,False,outside_assignment;independence_not_evaluable
b02aea4f86afbc5430f7,35,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,True,
517087c6def062efa361,33,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,True,
84ac11f23b306b7457b4,34,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,True,
8125fd4575ecfc155a63,37,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,True,
8f3735d531f44f7b44c8,34,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,True,
6bcb7c06bee48a668fc1,37,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,True,
7f189afde4de2b5b50ec,28,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,True,
e2e73bba558362ef7df7,29,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,True,
a1f8bda6422774a397a9,36,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,True,
6608319ee6b1e7808937,34,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,False,scope_not_resolved_in_scope
99daa7429bbca37b6238,35,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,False,scope_not_resolved_in_scope
22dcfad23c6ac14bd521,31,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,True,
381c007b1df27d00b6ab,32,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,True,
d102c6b86a1606f32bd3,34,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,True,
3cf29369b9e0b392e769,27,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,True,
8527f5df56820c48bf92,28,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,True,
1d1795fcc5d614bf0698,29,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,True,
45580730e6338599d29d,31,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,False,outside_assignment;independence_not_evaluable
143e2ef82609a7f44a09,35,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,True,
1dc5dc76fab81c45cd23,36,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,True,
745e6f7ed41f5f3abf93,34,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,False,outside_assignment;independence_not_evaluable
093a8b4511bd56f93784,32,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,True,
8ad07f7e5b4a42e18f5c,33,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,True,
ca1a2d8aefa7219707d8,37,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,True,
55c92f0f123df48b05be,30,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,True,
d7bf0e74078389ee9bf0,34,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,True,
5c4bc2c80ab7d3766846,34,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,True,
33ba025501b4349772a9,35,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,True,
ef96b87ef5fb03c9889e,27,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,True,
53a1af9cac0415879d2f,28,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,True,
04c900e4f73f755265b3,29,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,True,
25a1ba6fcd4fbb14c433,35,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,True,
cc1c0c89b7e5fdacc836,36,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,True,
4f5e2f801a33ddacfbff,27,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,True,
e377c53531a08df384d9,30,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,True,
a3e7b70ed81a76c41c0f,27,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,True,
98fc2a900301cecb1f95,28,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,True,
d5c88ef7632f0c3ce88f,30,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,True,
07d4896d9cf6dc52b90b,31,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,False,scope_not_resolved_in_scope
3df3015de1972caf5140,32,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,False,scope_not_resolved_in_scope
f594274720a125c6be57,33,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,False,scope_not_resolved_in_scope
5c79ca3a486aa69a57d2,28,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,False,scope_not_resolved_in_scope
b5c13db450fa7496d8e9,29,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,False,scope_not_resolved_in_scope
268bafd92e9f27eee478,36,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,False,scope_not_resolved_in_scope
046e2c37842123ec2f46,31,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,True,
27b18dbca838c732fe36,32,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,True,
e989d5cbe8078c1ac797,34,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,True,
9f3ef0966bba166ccf67,37,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,True,
e8fa392d317f408e138f,34,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,True,
6051dfca1aade85a07a8,31,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,True,
e6f01175aabbf9fcafe7,32,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,True,
dec8403a4ddac6db3115,34,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,True,
cd8a51a17f5953c4b19c,27,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,True,
6fde03b86adc8ddd0722,30,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,True,
5010682cb541531f7457,32,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,True,
51a6919e74648167a773,33,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,True,
8066ad223dec81c40daa,34,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,True,
53530603e76707ac6f94,37,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,True,
90d428978149e1e537ed,29,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,True,
9378f37adf8af804e6b4,34,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,True,
d97070648108845c9bde,35,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,True,
da673f309d1ef7438656,27,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,False,scope_not_resolved_in_scope
1b43bb0b9af4438c92c7,28,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,False,scope_not_resolved_in_scope
fd8b73557a1821706e79,29,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,False,scope_not_resolved_in_scope
e959490574d8d0e7f163,36,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,False,scope_not_resolved_in_scope
c0e23bd981313dc96d38,27,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,True,
4ca9095576123a8afec3,28,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,True,
60aa2b33dce2beedc029,29,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,True,
aa9565bd4989480666d5,30,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,True,
