image_id,condition,building,cut,n_observed,n_excluded,n_reviewed_retained,n_imputed_retained,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts,orders,actual_n,full_p_any,full_onset_median_conditional,full_p_by_2,full_requested_2_exceeds_observation,full_p_by_3,full_requested_3_exceeds_observation,full_p_by_4,full_requested_4_exceeds_observation,full_p_by_5,full_requested_5_exceeds_observation,full_p_by_6,full_requested_6_exceeds_observation,full_p_by_7,full_requested_7_exceeds_observation,full_p_by_8,full_requested_8_exceeds_observation,full_p_by_10,full_requested_10_exceeds_observation,full_p_by_12,full_requested_12_exceeds_observation,full_p_by_15,full_requested_15_exceeds_observation,full_p_by_18,full_requested_18_exceeds_observation,full_p_by_19,full_requested_19_exceeds_observation,core10_p_any,core10_onset_median_conditional,core10_p_by_2,core10_requested_2_exceeds_observation,core10_p_by_3,core10_requested_3_exceeds_observation,core10_p_by_4,core10_requested_4_exceeds_observation,core10_p_by_5,core10_requested_5_exceeds_observation,core10_p_by_6,core10_requested_6_exceeds_observation,core10_p_by_7,core10_requested_7_exceeds_observation,core10_p_by_8,core10_requested_8_exceeds_observation,core10_p_by_10,core10_requested_10_exceeds_observation,core10_p_by_12,core10_requested_12_exceeds_observation,core10_p_by_15,core10_requested_15_exceeds_observation,core10_p_by_18,core10_requested_18_exceeds_observation,core10_p_by_19,core10_requested_19_exceeds_observation,core15_p_any,core15_onset_median_conditional,core15_p_by_2,core15_requested_2_exceeds_observation,core15_p_by_3,core15_requested_3_exceeds_observation,core15_p_by_4,core15_requested_4_exceeds_observation,core15_p_by_5,core15_requested_5_exceeds_observation,core15_p_by_6,core15_requested_6_exceeds_observation,core15_p_by_7,core15_requested_7_exceeds_observation,core15_p_by_8,core15_requested_8_exceeds_observation,core15_p_by_10,core15_requested_10_exceeds_observation,core15_p_by_12,core15_requested_12_exceeds_observation,core15_p_by_15,core15_requested_15_exceeds_observation,core15_p_by_18,core15_requested_18_exceeds_observation,core15_p_by_19,core15_requested_19_exceeds_observation,core20_p_any,core20_onset_median_conditional,core20_p_by_2,core20_requested_2_exceeds_observation,core20_p_by_3,core20_requested_3_exceeds_observation,core20_p_by_4,core20_requested_4_exceeds_observation,core20_p_by_5,core20_requested_5_exceeds_observation,core20_p_by_6,core20_requested_6_exceeds_observation,core20_p_by_7,core20_requested_7_exceeds_observation,core20_p_by_8,core20_requested_8_exceeds_observation,core20_p_by_10,core20_requested_10_exceeds_observation,core20_p_by_12,core20_requested_12_exceeds_observation,core20_p_by_15,core20_requested_15_exceeds_observation,core20_p_by_18,core20_requested_18_exceeds_observation,core20_p_by_19,core20_requested_19_exceeds_observation,full_tail_no_gate,core_tail_10,core_tail_15,core_tail_20,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,expert_tag,comment_json,selection_record_json,display_group,group_comment,source,use,previous_grade,previous_status,previous_cdf_by19,previous_any,scene_category,main_function_primary,room_id,room_status,draft_grade,draft_reason,strict_process_grade,strict_process_reason,singleton_count_limit,valid_only,semantic_status,evidence_qualifier,nearby_cuts_evaluated,nearby_all_same_grade,nearby_grade_pattern,nearby_same_assigned_grade,user_final_grade,user_decision_reason,user_cluster_semantics,user_singleton_assessment
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,VFuaQ6m2Qom,0.1,2,0,0,0,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a"", ""number"": 1, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,insufficient_people,0,0,卫浴,bathroom,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,,too_few_valid_people,,too_few_valid_people,0,False,not_adjudicated,short_observed_pool,,,,,,,,
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,VFuaQ6m2Qom,0.1,2,0,0,0,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,supported_component,,too_few_valid_people,,too_few_valid_people,0,False,not_adjudicated,short_observed_pool,,,,,,,,
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,VFuaQ6m2Qom,0.1,7,0,0,0,7,3,2,1,1,0.142857142857,0.857142857143,0.571428571429,2.33333333333,1.37878349349,0.666666666667,0.0564633984323,4;2;1,0.142857142857,0.892857142857,1,0,1,0,False,2,200,7,0.585,6,0,False,0,False,0,False,0,False,0.585,False,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.565,6,0,False,0,False,0,False,0.14,False,0.565,False,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,6,0,False,0,False,0,False,0.14,False,0.565,False,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,6,0,False,0,False,0.075,False,0.28,False,0.565,False,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0,0,0,0.075,0.165,0.22625,0.165,0,0.25,0.1775,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85"", ""number"": 4, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,1,False,requires_local_review,short_observed_pool,3,False,;medium_candidate;medium_candidate,False,,,,
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,VFuaQ6m2Qom,0.1,20,1,0,0,19,6,4,2,2,0.105263157895,0.894736842105,0.421052631579,3.64646464646,2.16320959374,0.719298245614,0.0382801226227,8;5;2;2;1;1,0.105263157895,0.905263157895,1,1,1,0,False,4,200,19,0.71,17,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.165,False,0.71,False,0.71,True,0.77,16,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.245,False,0.77,False,0.77,True,0.77,16,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.07,False,0.3,False,0.77,False,0.77,True,0.77,16,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.11,False,0.33,False,0.77,False,0.77,True,0.28,0.43,0.495,0.495,0.071,0.1075,0.071,0,0.202076023392,0.160873015873,困难,"{""note"": ""这张图历史的分歧都有点大""}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d"", ""number"": 7, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""困难"", ""note"": ""这张图历史的分歧都有点大"", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,invalid_response_evidence,0,0,卫浴,bathroom,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,True,requires_local_review,none_of_these_flags,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,VFuaQ6m2Qom,0.1,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.9,0.0794784990697,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1,200,5,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.585,4,0.095,False,0.29,False,0.585,False,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,4,0.095,False,0.29,False,0.585,False,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,4,0.095,False,0.29,False,0.585,False,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0,0.095,0.095,0.095,0.645,0.698333333334,0.645,0,0.479,0.3,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8"", ""number"": 10, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,VLzqgDo317F,0.1,2,0,0,0,2,1,1,0,1,0,1,1,1,-0,0,0.000921623958422,2,0,1,0,0,,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,起居与休闲,living,unresolved:VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,not_in_supported_component,,too_few_valid_people,,too_few_valid_people,0,False,not_adjudicated,short_observed_pool,,,,,,,,
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,0.1,24,0,0,0,24,5,2,3,1,0.125,0.875,0.791666666667,1.5652173913,1.13868655258,0.235507246377,0.00430640097743,19;2;1;1;1,0.125,0.878521126761,3,0,1,0,False,2,200,24,0.865,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.215,False,0.325,False,0.945,17,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.13,False,0.375,False,0.6,False,0.705,False,0.945,17,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.105,False,0.185,False,0.375,False,0.6,False,0.705,False,0.945,17,0,False,0,False,0,False,0,False,0,False,0.03,False,0.065,False,0.135,False,0.185,False,0.375,False,0.6,False,0.705,False,0.54,0.81,0.81,0.81,0.125833333333,0.14625,0.0466666666668,0,0.11375,0.0430804473305,,,,,,,,,singleton_support_unresolved,0,0,复合／待定,storage,supported_component:X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,supported_component,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,none_of_these_flags,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,X7HyMhZNoso,0.1,5,0,0,0,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0.4,0.0411047156361,2;2;1,0.2,0.9,1,0,0.888888888889,0.5,False,1,200,5,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.175,4,0,False,0,False,0.175,False,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,4,0,False,0,False,0.175,False,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,4,0,False,0,False,0.175,False,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0.175,True,0,0,0,0,0.215,0.258333333333,0.19,0.0675000000001,0.36,0.3025,,,,,,,,,limited_horizon_or_order_sensitive,0,0,厨房与用餐,kitchen,supported_component:X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268,supported_component,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,1,False,requires_local_review,short_observed_pool,,,,,,,,
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,0.1,24,0,0,0,24,2,2,0,0,0,1,0.75,1.6,0.811278124459,0,0.0275991289816,18;6,0,1,0,0,0.900724637681,0.944444444444,True,1,200,24,0.9,20,0,False,0,False,0,False,0,False,0.005,False,0.005,False,0.005,False,0.015,False,0.055,False,0.135,False,0.345,False,0.435,False,0.9,20,0,False,0,False,0,False,0,False,0.005,False,0.005,False,0.005,False,0.015,False,0.055,False,0.135,False,0.345,False,0.435,False,0.9,20,0,False,0,False,0,False,0.005,False,0.005,False,0.005,False,0.01,False,0.03,False,0.075,False,0.19,False,0.35,False,0.435,False,0.9,20,0,False,0,False,0,False,0.005,False,0.005,False,0.01,False,0.01,False,0.03,False,0.095,False,0.19,False,0.35,False,0.435,False,0.705,0.705,0.705,0.705,0,0,0,0.0400563008991,0.0675,0.0675,,,,,,,,,stable_outside_three_tier_limits,0.55,0.91,卫浴,bathroom,supported_component:X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,weak_same_point_cluster_separation,3,False,medium_candidate;medium_candidate;simple_candidate,False,,,,
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,X7HyMhZNoso,0.1,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.7,0.0597743087537,3;1;1,0.4,0.733333333333,2,0,1,0,False,1,200,5,0.47,4,0,False,0,False,0.47,False,0.47,True,0.47,True,0.47,True,0.47,True,0.47,True,0.47,True,0.47,True,0.47,True,0.47,True,0.815,3,0.175,False,0.45,False,0.815,False,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,3,0.175,False,0.45,False,0.815,False,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,3,0.175,False,0.45,False,0.815,False,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0,0.175,0.175,0.175,0.3575,0.423333333333,0.3575,0,0.3645,0.125,,,,,,,,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,X7HyMhZNoso,0.1,4,0,0,0,4,2,1,1,0,0.25,0.75,0.75,1.6,0.811278124459,0.5,0.0696778568214,3;1,0.25,1,1,0,1,0,False,1,200,4,0.475,3,0,False,0.475,False,0.475,True,0.475,True,0.475,True,0.475,True,0.475,True,0.475,True,0.475,True,0.475,True,0.475,True,0.475,True,0.69,3,0.295,False,0.69,False,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,3,0.295,False,0.69,False,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,3,0.295,False,0.69,False,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0.69,True,0,0.295,0.295,0.295,0.215,0.2125,0.215,0,0.25,0,,,,,,,,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,Z6MFQCViBuw,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0575182402261,4;1,0.2,1,0,1,1,0,False,1,200,5,0.75,4,0,False,0,False,0.75,False,0.75,True,0.75,True,0.75,True,0.75,True,0.75,True,0.75,True,0.75,True,0.75,True,0.75,True,1,2,0.645,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.645,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.645,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.645,0.645,0.645,0.0225,0.0433333333333,0,0,0.2355,0,简单,"{""note"": """"}","{""group"": ""G078"", ""image_id"": ""Z6MFQCViBuw_2008e72476f84104858e908beeac0193"", ""number"": 2, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G078,较简单,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,厨房与用餐,dining,supported_component:Z6MFQCViBuw_2008e72476f84104858e908beeac0193,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,Z6MFQCViBuw,0.1,4,0,0,0,4,1,1,0,0,0,1,1,1,-0,0,0.000842867407285,4,0,1,0,0,1,0,False,1,200,4,1,2,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,1,1,1,0,0,0,0,0,0,简单,"{""note"": """"}","{""group"": ""G078"", ""image_id"": ""Z6MFQCViBuw_2008e72476f84104858e908beeac0193"", ""number"": 2, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G078,较简单,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,simple,assigned_observed_early,1,1,厨房与用餐,dining,supported_component:Z6MFQCViBuw_2008e72476f84104858e908beeac0193,overlap_with_pending_or_unsupported,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,False,not_adjudicated,short_observed_pool,,,,,,,,
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,Z6MFQCViBuw,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0572270208612,4;1,0.2,1,0,1,0.95,0,False,1,200,5,0.56,4,0,False,0,False,0.56,False,0.56,True,0.56,True,0.56,True,0.56,True,0.56,True,0.56,True,0.56,True,0.56,True,0.56,True,1,3,0.335,False,0.575,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.335,False,0.575,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.335,False,0.575,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.335,0.335,0.335,0,0,0,0.1125,0.239,0,,,,,,,,,limited_horizon_or_order_sensitive,0,0,复合／待定,special,unresolved:Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,not_in_supported_component,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,Z6MFQCViBuw,0.1,5,0,0,0,5,1,1,0,0,0,1,1,1,-0,0,0.0764048005976,5,0,1,0,0,1,0,False,1,200,5,0.64,2,0.405,False,0.64,False,0.64,False,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,2,0.405,False,0.64,False,0.64,False,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,2,0.405,False,0.64,False,0.64,False,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,2,0.405,False,0.64,False,0.64,False,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.64,True,0.405,0.405,0.405,0.405,0,0,0,0,0,0,,,,,,,,,limited_horizon_or_order_sensitive,0.6,0.6,复合／待定,special,unresolved:Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,not_in_supported_component,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,Z6MFQCViBuw,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0389265898881,4;1,0.2,1,0,1,0.95,0,False,1,200,5,0.61,4,0,False,0,False,0.61,False,0.61,True,0.61,True,0.61,True,0.61,True,0.61,True,0.61,True,0.61,True,0.61,True,0.61,True,0.79,3,0.35,False,0.64,False,0.79,False,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,3,0.35,False,0.64,False,0.79,False,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,3,0.35,False,0.64,False,0.79,False,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0.79,True,0,0.35,0.35,0.35,0,0,0,0.1025,0.246,0,,,,,,,,,limited_horizon_or_order_sensitive,0,0,起居与休闲,living,unresolved:Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,not_in_supported_component,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,0.1,24,0,0,0,24,4,3,1,0,0.0416666666667,0.958333333333,0.583333333333,2.42016806723,1.54693710975,0.289855072464,0.0273830999047,14;5;4;1,0.0416666666667,1,0,1,0.979166666667,0.1,False,2,200,24,0.93,18,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.045,False,0.145,False,0.525,False,0.605,False,0.83,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.025,False,0.175,False,0.255,False,0.83,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.025,False,0.21,False,0.285,False,0.83,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.025,False,0.21,False,0.285,False,0.76,0.5,0.51,0.51,0.00333333333334,0.0158333333333,0.000833333333335,0.00319744179483,0.126458333333,0.11256916996,,,,,,,,,stable_outside_three_tier_limits,0.5,0.93,复合／待定,special,unresolved:Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,not_in_supported_component,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,none_of_these_flags,3,False,;medium_candidate;medium_candidate,False,,,,
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,0.1,24,0,0,0,24,15,5,10,3,0.416666666667,0.583333333333,0.208333333333,10.2857142857,3.65310716836,0.728260869565,0.0485658494263,5;3;2;2;2;1;1;1;1;1;1;1;1;1;1,0.416666666667,0.593926553672,9,1,1,0,False,4,200,24,0.29,23,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.71,22,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.05,False,0.075,False,0.71,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.105,False,0.145,False,0.71,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.01,False,0.105,False,0.165,False,0.005,0.335,0.4,0.4,0.405,0.451666666667,0.00500000000001,5.4466230937e-06,0.335208333333,0.220547619048,,,,,,,,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,通行与连接,circulation,supported_component:b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,supported_component,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,3,False,requires_local_review,none_of_these_flags,3,True,difficult_candidate;difficult_candidate;difficult_candidate,True,,,,
