image_id,condition,h,grade,n_valid,cut,requested_h_exceeds_observation
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,18,simple_candidate,24,0.1,False
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,19,simple_candidate,24,0.1,False
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,10,,24,0.1,False
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,12,,24,0.1,False
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,15,,24,0.1,False
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,18,,24,0.1,False
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,19,,24,0.1,False
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,10,,5,0.1,True
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,12,,5,0.1,True
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,15,,5,0.1,True
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,18,,5,0.1,True
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,19,,5,0.1,True
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,10,,6,0.1,True
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,12,,6,0.1,True
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,15,,6,0.1,True
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,18,,6,0.1,True
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,19,,6,0.1,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,10,,6,0.1,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,12,,6,0.1,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,15,,6,0.1,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,18,,6,0.1,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,19,,6,0.1,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,10,simple_candidate,4,0.1,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,12,simple_candidate,4,0.1,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,15,simple_candidate,4,0.1,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,18,simple_candidate,4,0.1,True
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,19,simple_candidate,4,0.1,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,10,,5,0.1,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,12,,5,0.1,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,15,,5,0.1,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,18,,5,0.1,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,19,,5,0.1,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,10,,4,0.1,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,12,,4,0.1,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,15,,4,0.1,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,18,,4,0.1,True
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,19,,4,0.1,True
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,10,,5,0.1,True
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,12,,5,0.1,True
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,15,,5,0.1,True
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,18,,5,0.1,True
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,19,,5,0.1,True
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,10,,5,0.1,True
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,12,,5,0.1,True
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,15,,5,0.1,True
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,18,,5,0.1,True
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,19,,5,0.1,True
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,10,,5,0.1,True
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,12,,5,0.1,True
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,15,,5,0.1,True
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,18,,5,0.1,True
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,19,,5,0.1,True
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,10,,24,0.1,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,12,,24,0.1,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,15,,24,0.1,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,18,,24,0.1,False
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,19,,24,0.1,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,10,,24,0.1,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,12,,24,0.1,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,15,,24,0.1,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,18,,24,0.1,False
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,19,,24,0.1,False
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,10,,5,0.1,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,12,,5,0.1,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,15,,5,0.1,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,18,,5,0.1,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,19,,5,0.1,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,10,simple_candidate,4,0.1,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,12,simple_candidate,4,0.1,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,15,simple_candidate,4,0.1,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,18,simple_candidate,4,0.1,True
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,19,simple_candidate,4,0.1,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,10,simple_candidate,5,0.1,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,12,simple_candidate,5,0.1,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,15,simple_candidate,5,0.1,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,18,simple_candidate,5,0.1,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,19,simple_candidate,5,0.1,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,10,,4,0.1,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,12,,4,0.1,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,15,,4,0.1,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,18,,4,0.1,True
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,19,,4,0.1,True
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,10,,24,0.1,False
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,12,,24,0.1,False
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,15,,24,0.1,False
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,18,,24,0.1,False
B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,19,,24,0.1,False
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,10,difficult_candidate,23,0.1,False
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,12,difficult_candidate,23,0.1,False
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,15,difficult_candidate,23,0.1,False
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,18,difficult_candidate,23,0.1,False
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,19,difficult_candidate,23,0.1,False
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,10,,6,0.1,True
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,12,,6,0.1,True
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,15,,6,0.1,True
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,18,,6,0.1,True
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,19,,6,0.1,True
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,10,,4,0.1,True
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,12,,4,0.1,True
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,15,,4,0.1,True
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,18,,4,0.1,True
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,19,,4,0.1,True
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,10,difficult_candidate,24,0.1,False
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,12,difficult_candidate,24,0.1,False
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,15,difficult_candidate,24,0.1,False
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,18,difficult_candidate,24,0.1,False
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,19,difficult_candidate,24,0.1,False
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,10,,5,0.1,True
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,12,,5,0.1,True
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,15,,5,0.1,True
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,18,,5,0.1,True
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,19,,5,0.1,True
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,10,,6,0.1,True
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,12,,6,0.1,True
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,15,,6,0.1,True
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,18,,6,0.1,True
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,19,,6,0.1,True
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,10,,5,0.1,True
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,12,,5,0.1,True
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,15,,5,0.1,True
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,18,,5,0.1,True
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,19,,5,0.1,True
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,10,,19,0.1,False
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,12,,19,0.1,False
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,15,,19,0.1,False
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,18,,19,0.1,False
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,19,,19,0.1,True
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,10,,1,0.1,True
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,12,,1,0.1,True
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,15,,1,0.1,True
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,18,,1,0.1,True
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,19,,1,0.1,True
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,10,,2,0.1,True
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,12,,2,0.1,True
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,15,,2,0.1,True
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,18,,2,0.1,True
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,19,,2,0.1,True
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,10,,3,0.1,True
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,12,,3,0.1,True
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,15,,3,0.1,True
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,18,,3,0.1,True
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,19,,3,0.1,True
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,10,,1,0.1,True
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,12,,1,0.1,True
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,15,,1,0.1,True
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,18,,1,0.1,True
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,19,,1,0.1,True
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,10,,2,0.1,True
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,12,,2,0.1,True
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,15,,2,0.1,True
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,18,,2,0.1,True
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,19,,2,0.1,True
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,10,,20,0.1,False
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,12,,20,0.1,False
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,15,,20,0.1,False
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,18,,20,0.1,False
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,manual,19,,20,0.1,False
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,10,,2,0.1,True
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,12,,2,0.1,True
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,15,,2,0.1,True
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,18,,2,0.1,True
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,manual,19,,2,0.1,True
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,10,,1,0.1,True
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,12,,1,0.1,True
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,15,,1,0.1,True
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,18,,1,0.1,True
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,manual,19,,1,0.1,True
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,10,,3,0.1,True
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,12,,3,0.1,True
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,15,,3,0.1,True
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,18,,3,0.1,True
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,19,,3,0.1,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,10,,4,0.1,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,12,,4,0.1,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,15,,4,0.1,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,18,,4,0.1,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,19,,4,0.1,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,10,,4,0.1,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,12,,4,0.1,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,15,,4,0.1,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,18,,4,0.1,True
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,19,,4,0.1,True
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,10,,5,0.1,True
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,12,,5,0.1,True
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,15,,5,0.1,True
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,18,,5,0.1,True
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,19,,5,0.1,True
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,10,,24,0.1,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,12,,24,0.1,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,15,,24,0.1,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,18,,24,0.1,False
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,manual,19,,24,0.1,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,10,,24,0.1,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,12,,24,0.1,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,15,,24,0.1,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,18,,24,0.1,False
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,manual,19,,24,0.1,False
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,10,,6,0.1,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,12,,6,0.1,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,15,,6,0.1,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,18,,6,0.1,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,19,,6,0.1,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,10,,4,0.1,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,12,,4,0.1,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,15,,4,0.1,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,18,,4,0.1,True
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,19,,4,0.1,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,10,,5,0.1,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,12,,5,0.1,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,15,,5,0.1,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,18,,5,0.1,True
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,19,,5,0.1,True
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,10,,23,0.1,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,12,,23,0.1,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,15,,23,0.1,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,18,,23,0.1,False
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,19,,23,0.1,False
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,10,,5,0.1,True
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,12,,5,0.1,True
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,15,,5,0.1,True
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,18,,5,0.1,True
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,19,,5,0.1,True
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,10,,2,0.1,True
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,12,,2,0.1,True
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,15,,2,0.1,True
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,18,,2,0.1,True
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,manual,19,,2,0.1,True
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,10,,2,0.1,True
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,12,,2,0.1,True
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,15,,2,0.1,True
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,18,,2,0.1,True
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,manual,19,,2,0.1,True
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,10,,7,0.1,True
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,12,,7,0.1,True
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,15,,7,0.1,True
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,18,,7,0.1,True
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,19,,7,0.1,True
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,10,,19,0.1,False
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,12,,19,0.1,False
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,15,,19,0.1,False
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,18,,19,0.1,False
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,19,,19,0.1,True
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,10,,5,0.1,True
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,12,,5,0.1,True
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,15,,5,0.1,True
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,18,,5,0.1,True
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,19,,5,0.1,True
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,10,,2,0.1,True
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,12,,2,0.1,True
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,15,,2,0.1,True
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,18,,2,0.1,True
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,19,,2,0.1,True
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,10,,24,0.1,False
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,12,,24,0.1,False
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,15,,24,0.1,False
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,18,,24,0.1,False
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,19,,24,0.1,False
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,10,,5,0.1,True
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,12,,5,0.1,True
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,15,,5,0.1,True
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,18,,5,0.1,True
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,19,,5,0.1,True
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,10,,24,0.1,False
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,12,,24,0.1,False
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,15,,24,0.1,False
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,18,,24,0.1,False
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,19,,24,0.1,False
