image_id,condition,building,cut,n_observed,n_excluded,n_reviewed_retained,n_imputed_retained,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts,orders_x,actual_n,full_p_any,full_onset_median_conditional,full_p_by_2,full_requested_2_exceeds_observation,full_p_by_3,full_requested_3_exceeds_observation,full_p_by_4,full_requested_4_exceeds_observation,full_p_by_5,full_requested_5_exceeds_observation,full_p_by_6,full_requested_6_exceeds_observation,full_p_by_7,full_requested_7_exceeds_observation,full_p_by_8,full_requested_8_exceeds_observation,full_p_by_10,full_requested_10_exceeds_observation,full_p_by_12,full_requested_12_exceeds_observation,full_p_by_15,full_requested_15_exceeds_observation,full_p_by_18,full_requested_18_exceeds_observation,full_p_by_19,full_requested_19_exceeds_observation,core10_p_any,core10_onset_median_conditional,core10_p_by_2,core10_requested_2_exceeds_observation,core10_p_by_3,core10_requested_3_exceeds_observation,core10_p_by_4,core10_requested_4_exceeds_observation,core10_p_by_5,core10_requested_5_exceeds_observation,core10_p_by_6,core10_requested_6_exceeds_observation,core10_p_by_7,core10_requested_7_exceeds_observation,core10_p_by_8,core10_requested_8_exceeds_observation,core10_p_by_10,core10_requested_10_exceeds_observation,core10_p_by_12,core10_requested_12_exceeds_observation,core10_p_by_15,core10_requested_15_exceeds_observation,core10_p_by_18,core10_requested_18_exceeds_observation,core10_p_by_19,core10_requested_19_exceeds_observation,core15_p_any,core15_onset_median_conditional,core15_p_by_2,core15_requested_2_exceeds_observation,core15_p_by_3,core15_requested_3_exceeds_observation,core15_p_by_4,core15_requested_4_exceeds_observation,core15_p_by_5,core15_requested_5_exceeds_observation,core15_p_by_6,core15_requested_6_exceeds_observation,core15_p_by_7,core15_requested_7_exceeds_observation,core15_p_by_8,core15_requested_8_exceeds_observation,core15_p_by_10,core15_requested_10_exceeds_observation,core15_p_by_12,core15_requested_12_exceeds_observation,core15_p_by_15,core15_requested_15_exceeds_observation,core15_p_by_18,core15_requested_18_exceeds_observation,core15_p_by_19,core15_requested_19_exceeds_observation,core20_p_any,core20_onset_median_conditional,core20_p_by_2,core20_requested_2_exceeds_observation,core20_p_by_3,core20_requested_3_exceeds_observation,core20_p_by_4,core20_requested_4_exceeds_observation,core20_p_by_5,core20_requested_5_exceeds_observation,core20_p_by_6,core20_requested_6_exceeds_observation,core20_p_by_7,core20_requested_7_exceeds_observation,core20_p_by_8,core20_requested_8_exceeds_observation,core20_p_by_10,core20_requested_10_exceeds_observation,core20_p_by_12,core20_requested_12_exceeds_observation,core20_p_by_15,core20_requested_15_exceeds_observation,core20_p_by_18,core20_requested_18_exceeds_observation,core20_p_by_19,core20_requested_19_exceeds_observation,full_tail_no_gate,core_tail_10,core_tail_15,core_tail_20,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,expert_tag,comment_json,selection_record_json,display_group,group_comment,source,use,previous_grade,previous_status,previous_cdf_by19,previous_any,scene_category,main_function_primary,room_id,room_status,draft_grade,draft_reason,strict_process_grade,strict_process_reason,singleton_count_limit,valid_only,semantic_status,evidence_qualifier,nearby_cuts_evaluated,nearby_all_same_grade,nearby_grade_pattern,nearby_same_assigned_grade,user_final_grade,user_decision_reason,user_cluster_semantics,user_singleton_assessment,requested_h,observed_k,horizon_shorter_than_requested,orders_y,n_orders_supported_at_k,p_all_modes_seen_twice_exact,p_all_modes_seen_twice_replay,p_stable_core10_unconditional,p_stable_core10_given_support,p_stable_core15_unconditional,p_stable_core15_given_support,p_stable_core20_unconditional,p_stable_core20_given_support,rare_mode_adjusted_medium,min_sub80_jaccard,min_sub80_prob_retains_two,review_draft_grade,review_draft_reason,near_order_fraction_boundary
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,uNb9QFRL6hY,0.1,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.7,0.0726186934161,3;1;1,0.4,0.733333333333,2,0,1,0,False,1,200,5,0.445,4,0,False,0,False,0.445,False,0.445,True,0.445,True,0.445,True,0.445,True,0.445,True,0.445,True,0.445,True,0.445,True,0.445,True,0.825,3,0.17,False,0.495,False,0.825,False,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,3,0.17,False,0.495,False,0.825,False,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,3,0.17,False,0.495,False,0.825,False,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0.825,True,0,0.17,0.17,0.17,0.3725,0.418333333333,0.3725,0,0.357,0.105,困难,"{""note"": ""这图可能不至于 不收敛,但是确实较难""}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab"", ""number"": 26, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": ""这图可能不至于 不收敛,但是确实较难"", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,,19,4,True,200,200,1,1,0.825,0.825,0.825,0.825,0.825,0.825,False,1,1,,short_horizon_or_unconfirmed_multi_pattern,True
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,uNb9QFRL6hY,0.1,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.7,0.0627485123536,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1,200,5,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.6,4,0.085,False,0.25,False,0.6,False,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,4,0.085,False,0.25,False,0.6,False,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,4,0.085,False,0.25,False,0.6,False,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0.6,True,0,0.085,0.085,0.085,0.625,0.695,0.35,0,0.471,0.27,中等,"{""note"": ""现有标注已经出现了不同的标注方法了,但是我觉得就3种左右的分歧,但是基本上是可以收敛的""}","{""group"": ""G179"", ""image_id"": ""uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd"", ""number"": 29, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""中等"", ""note"": ""现有标注已经出现了不同的标注方法了,但是我觉得就3种左右的分歧,但是基本上是可以收敛的"", ""legacy_review"": null}",G179,10优先级稍低,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卧室,sleep,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,,19,4,True,200,120,0.6,0.6,0.6,1,0.6,1,0.6,1,False,1,0.62,,short_horizon_or_unconfirmed_multi_pattern,False
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,uNb9QFRL6hY,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0312724166825,4;1,0.2,1,1,0,1,0,False,1,200,5,0.815,4,0,False,0,False,0.815,False,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,0.815,True,1,2,0.545,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.545,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.545,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.545,0.545,0.545,0.21,0.181666666666,0.21,0,0.2455,0,中等,"{""note"": """"}","{""group"": ""G172"", ""image_id"": ""uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62"", ""number"": 40, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G172,这个房间中等难度,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,起居与休闲,living,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,False,not_adjudicated,short_observed_pool,,,,,,,,,19,4,True,200,200,1,1,1,1,1,1,1,1,False,1,1,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,True
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,uNb9QFRL6hY,0.1,4,0,0,0,4,2,1,1,0,0.25,0.75,0.75,1.6,0.811278124459,0.5,0,3;1,0.25,1,1,0,1,0,False,1,200,4,0.77,3,0,False,0.77,False,0.77,True,0.77,True,0.77,True,0.77,True,0.77,True,0.77,True,0.77,True,0.77,True,0.77,True,0.77,True,1,3,0.485,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.485,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.485,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.485,0.485,0.485,0.23,0.2425,0.23,0,0.25,0,中等,"{""note"": """"}","{""group"": ""G172"", ""image_id"": ""uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62"", ""number"": 40, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G172,这个房间中等难度,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,起居与休闲,living,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,,19,3,True,200,200,1,1,1,1,1,1,1,1,False,1,1,,short_horizon_or_unconfirmed_multi_pattern,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,uNb9QFRL6hY,0.1,23,0,0,0,23,6,4,2,1,0.0869565217391,0.913043478261,0.391304347826,3.64827586207,2.13505339216,0.624505928854,0.0397319751544,9;7;3;2;1;1,0.0869565217391,0.916824196597,1,1,0.974637681159,0.703703703704,True,3,200,23,0.795,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.135,False,0.26,False,0.86,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.02,False,0.23,False,0.335,False,0.86,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.11,False,0.305,False,0.385,False,0.86,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.025,False,0.13,False,0.315,False,0.385,False,0.47,0.535,0.55,0.55,0.0641666666668,0.0658333333334,0.0641666666668,0.00463916261613,0.191185770751,0.154114718615,中等,"{""note"": """"}","{""group"": ""G172"", ""image_id"": ""uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97"", ""number"": 45, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G172,这个房间中等难度,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,stable_outside_three_tier_limits,0.38,0.84,起居与休闲,living,supported_component:uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,supported_component,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,weak_same_point_cluster_separation,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,,19,19,False,200,115,0.622021456804,0.575,0.335,0.582608695652,0.385,0.669565217391,0.385,0.669565217391,False,0.907497085463,0.58,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,False
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,uNb9QFRL6hY,0.1,24,1,1,1,23,10,4,6,2,0.260869565217,0.739130434783,0.304347826087,5.34343434343,2.82089850133,0.624505928854,0.0491924691421,7;6;2;2;1;1;1;1;1;1,0.260869565217,0.746803069054,3,3,0.930272108844,0.857142857143,True,2,200,23,0.425,22,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.725,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.105,False,0.2,False,0.725,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.03,False,0.14,False,0.225,False,0.725,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.035,False,0.14,False,0.225,False,0.04,0.345,0.35,0.35,0.1325,0.144583333333,0.0491666666668,0.00887504746715,0.262015810277,0.173258032001,中等,"{""note"": """"}","{""group"": ""G197"", ""image_id"": ""uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5"", ""number"": 47, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G197,这场景较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,invalid_response_evidence,0,0,卫浴,bathroom,supported_component:uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,overlap_with_pending_or_unsupported,,singleton_rich_boundary;not_automatically_difficult,,singleton_rich_boundary;not_automatically_difficult,3,True,requires_local_review,weak_same_point_cluster_separation,3,False,difficult_candidate;;,False,,,,,19,19,False,200,88,0.437718802936,0.44,0.2,0.454545454545,0.225,0.511363636364,0.225,0.511363636364,False,0.678761061947,0.565,,singleton_rich_boundary;not_automatically_difficult,False
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,uNb9QFRL6hY,0.1,23,0,0,0,23,8,5,3,0,0.130434782609,0.869565217391,0.217391304348,6.22352941176,2.76858247881,0.845849802372,0.0374580861185,5;4;4;4;3;1;1;1,0.130434782609,0.875236294896,3,0,1,0,False,5,200,23,0.875,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.14,False,0.245,False,1,19,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.125,False,0.455,False,0.59,False,1,17,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.265,False,0.69,False,0.81,False,1,17,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.02,False,0.295,False,0.695,False,0.81,False,0.545,0.755,0.89,0.89,0.13,0.149583333333,0.0408333333334,0,0.230335968379,0.184689393939,困难,"{""note"": ""这个标注出现不收敛了""}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8"", ""number"": 50, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""困难"", ""note"": ""这个标注出现不收敛了"", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,singleton_support_unresolved,0,0,卫浴,bathroom,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,,many_supported_clusters_with_stable_core_not_never_convergent,,many_supported_clusters_with_stable_core_not_never_convergent,3,False,requires_local_review,none_of_these_flags,3,True,;;,False,,,,,19,19,False,200,184,0.906719367589,0.92,0.59,0.641304347826,0.81,0.880434782609,0.81,0.880434782609,False,1,0.85,,many_supported_clusters_with_stable_core_not_never_convergent,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,uNb9QFRL6hY,0.1,23,0,0,0,23,11,5,6,1,0.260869565217,0.739130434783,0.217391304348,7.66666666667,3.17054389176,0.837944664032,0.060917625066,5;4;3;3;2;1;1;1;1;1;1,0.260869565217,0.743024010383,3,3,0.985507246377,0,False,5,200,23,0.595,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.02,False,0.85,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.155,False,0.315,False,0.85,19,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.045,False,0.31,False,0.43,False,0.85,19,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.06,False,0.33,False,0.445,False,0.16,0.485,0.56,0.565,0.150833333333,0.186666666667,0.0441666666667,0.000523880631466,0.3004743083,0.217967808335,困难,"{""note"": ""这可能不太收敛""}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d"", ""number"": 60, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""困难"", ""note"": ""这可能不太收敛"", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,卫浴,bathroom,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,3,False,requires_local_review,none_of_these_flags,3,False,difficult_candidate;difficult_candidate;,False,,,,,19,19,False,200,116,0.560813099944,0.58,0.315,0.543103448276,0.43,0.741379310345,0.445,0.76724137931,False,0.946296296296,0.64,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,False
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,uNb9QFRL6hY,0.1,24,0,0,0,24,7,3,4,1,0.166666666667,0.833333333333,0.625,2.38016528926,1.86170223254,0.163043478261,0.0474153323665,15;3;2;1;1;1;1,0.166666666667,0.836879432624,4,0,0.9375,0.933333333333,True,1,200,24,0.67,22,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.02,False,0.09,False,0.82,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.04,False,0.195,False,0.33,False,0.82,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.085,False,0.21,False,0.33,False,0.82,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.09,False,0.21,False,0.33,False,0.24,0.545,0.545,0.545,0.17,0.17,0.0850000000001,0.0187808400202,0.175416666667,0.0998914141414,中等,"{""note"": """"}","{""group"": ""G179"", ""image_id"": ""uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7"", ""number"": 65, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G179,10优先级稍低,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,singleton_support_unresolved,0,0,卧室,sleep,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,,singleton_rich_boundary;not_automatically_difficult,,singleton_rich_boundary;not_automatically_difficult,3,False,requires_local_review,weak_same_point_cluster_separation,3,True,;;,False,,,,,19,19,False,200,104,0.54714850367,0.52,0.33,0.634615384615,0.33,0.634615384615,0.33,0.634615384615,False,0.74034581238,0.59,,singleton_rich_boundary;not_automatically_difficult,False
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,uNb9QFRL6hY,0.1,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.9,0.0572893267935,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1,200,5,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.66,3,0.125,False,0.38,False,0.66,False,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,3,0.125,False,0.38,False,0.66,False,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,3,0.125,False,0.38,False,0.66,False,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0.66,True,0,0.125,0.125,0.125,0.69,0.708333333334,0.69,0,0.483,0.29,困难,"{""note"": ""这图可能不至于 不收敛,但是确实较难""}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449"", ""number"": 66, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": ""这图可能不至于 不收敛,但是确实较难"", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,,19,4,True,200,132,0.6,0.66,0.66,1,0.66,1,0.66,1,False,1,0.645,,short_horizon_or_unconfirmed_multi_pattern,False
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,uNb9QFRL6hY,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0290902680518,4;1,0.2,1,1,0,1,0,False,1,200,5,0.785,4,0,False,0,False,0.785,False,0.785,True,0.785,True,0.785,True,0.785,True,0.785,True,0.785,True,0.785,True,0.785,True,0.785,True,1,2,0.595,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.595,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.595,False,1,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.595,0.595,0.595,0.2125,0.198333333333,0.2125,0,0.2405,0,中等,"{""note"": """"}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b"", ""number"": 67, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""中等"", ""note"": """", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,,19,4,True,200,200,1,1,1,1,1,1,1,1,False,1,1,,short_horizon_or_unconfirmed_multi_pattern,True
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,uNb9QFRL6hY,0.1,5,0,1,0,5,5,0,5,0,1,0,0.2,5,2.32192809489,0.9,,1;1;1;1;1,1,0.111111111111,5,0,,0,False,0,200,5,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,0,0,0,1,1,0.6175,0,0.6,1,困难,"{""note"": """"}","{""group"": ""G184"", ""image_id"": ""uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14"", ""number"": 88, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G184,这个房间的构造本身就较难,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,,19,4,True,200,0,0,0,0,,0,,0,,False,,,,short_horizon_or_unconfirmed_multi_pattern,False
