image_id,expert_tag,comment_json,selection_record_json,display_group,group_comment,source,use,condition,building,cut,n_observed,n_excluded,n_reviewed_retained,n_imputed_retained,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts,orders,actual_n,full_p_any,full_onset_median_conditional,full_p_by_2,full_requested_2_exceeds_observation,full_p_by_3,full_requested_3_exceeds_observation,full_p_by_4,full_requested_4_exceeds_observation,full_p_by_5,full_requested_5_exceeds_observation,full_p_by_6,full_requested_6_exceeds_observation,full_p_by_7,full_requested_7_exceeds_observation,full_p_by_8,full_requested_8_exceeds_observation,full_p_by_10,full_requested_10_exceeds_observation,full_p_by_12,full_requested_12_exceeds_observation,full_p_by_15,full_requested_15_exceeds_observation,full_p_by_18,full_requested_18_exceeds_observation,full_p_by_19,full_requested_19_exceeds_observation,core10_p_any,core10_onset_median_conditional,core10_p_by_2,core10_requested_2_exceeds_observation,core10_p_by_3,core10_requested_3_exceeds_observation,core10_p_by_4,core10_requested_4_exceeds_observation,core10_p_by_5,core10_requested_5_exceeds_observation,core10_p_by_6,core10_requested_6_exceeds_observation,core10_p_by_7,core10_requested_7_exceeds_observation,core10_p_by_8,core10_requested_8_exceeds_observation,core10_p_by_10,core10_requested_10_exceeds_observation,core10_p_by_12,core10_requested_12_exceeds_observation,core10_p_by_15,core10_requested_15_exceeds_observation,core10_p_by_18,core10_requested_18_exceeds_observation,core10_p_by_19,core10_requested_19_exceeds_observation,core15_p_any,core15_onset_median_conditional,core15_p_by_2,core15_requested_2_exceeds_observation,core15_p_by_3,core15_requested_3_exceeds_observation,core15_p_by_4,core15_requested_4_exceeds_observation,core15_p_by_5,core15_requested_5_exceeds_observation,core15_p_by_6,core15_requested_6_exceeds_observation,core15_p_by_7,core15_requested_7_exceeds_observation,core15_p_by_8,core15_requested_8_exceeds_observation,core15_p_by_10,core15_requested_10_exceeds_observation,core15_p_by_12,core15_requested_12_exceeds_observation,core15_p_by_15,core15_requested_15_exceeds_observation,core15_p_by_18,core15_requested_18_exceeds_observation,core15_p_by_19,core15_requested_19_exceeds_observation,core20_p_any,core20_onset_median_conditional,core20_p_by_2,core20_requested_2_exceeds_observation,core20_p_by_3,core20_requested_3_exceeds_observation,core20_p_by_4,core20_requested_4_exceeds_observation,core20_p_by_5,core20_requested_5_exceeds_observation,core20_p_by_6,core20_requested_6_exceeds_observation,core20_p_by_7,core20_requested_7_exceeds_observation,core20_p_by_8,core20_requested_8_exceeds_observation,core20_p_by_10,core20_requested_10_exceeds_observation,core20_p_by_12,core20_requested_12_exceeds_observation,core20_p_by_15,core20_requested_15_exceeds_observation,core20_p_by_18,core20_requested_18_exceeds_observation,core20_p_by_19,core20_requested_19_exceeds_observation,full_tail_no_gate,core_tail_10,core_tail_15,core_tail_20,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,expert_tag_replay,comment_json_replay,selection_record_json_replay,display_group_replay,group_comment_replay,source_replay,use_replay,previous_grade,previous_status,previous_cdf_by19,previous_any,scene_category,main_function_primary,room_id,room_status,draft_grade,draft_reason,strict_process_grade,strict_process_reason,singleton_count_limit,valid_only,semantic_status,evidence_qualifier,nearby_cuts_evaluated,nearby_all_same_grade,nearby_grade_pattern,nearby_same_assigned_grade,user_final_grade,user_decision_reason,user_cluster_semantics,user_singleton_assessment
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,简单,"{""note"": """"}","{""group"": ""G036"", ""image_id"": ""B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993"", ""number"": 33, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G036,这图反而比我想象中的歧义要大,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,manual,B6ByNegPMKs,0.1,24,1,0,0,23,11,5,6,2,0.260869565217,0.739130434783,0.217391304348,7.45070422535,3.14922976152,0.0869565217391,0.0410193457332,5;4;4;2;2;1;1;1;1;1;1,0.260869565217,0.746803069054,4,2,0.946894409938,0.75,True,1,200,23,0.31,22,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.69,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.07,False,0.145,False,0.69,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.01,False,0.085,False,0.165,False,0.69,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.01,False,0.095,False,0.165,False,0.04,0.245,0.265,0.265,0.215,0.229583333333,0.0450000000001,0.00581442809713,0.287272727273,0.202900729989,简单,"{""note"": """"}","{""group"": ""G036"", ""image_id"": ""B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993"", ""number"": 33, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G036,这图反而比我想象中的歧义要大,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,invalid_response_evidence,0,0,通行与连接,circulation,supported_component:B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,overlap_with_pending_or_unsupported,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,3,True,requires_local_review,weak_same_point_cluster_separation,3,False,difficult_candidate;difficult_candidate;,False,,,,
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,简单,"{""note"": ""12人""}","{""group"": ""G036"", ""image_id"": ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37"", ""number"": 37, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""12人"", ""legacy_review"": null}",G036,这图反而比我想象中的歧义要大,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,manual,B6ByNegPMKs,0.1,6,0,0,0,6,4,2,2,2,0.333333333333,0.666666666667,0.333333333333,3.6,1.91829583405,0.333333333333,0.0278884200636,2;2;1;1,0.333333333333,0.761904761905,2,0,1,0,False,1,200,6,0,,0,False,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.28,5,0,False,0,False,0.05,False,0.28,False,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,5,0,False,0,False,0.05,False,0.28,False,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,5,0,False,0,False,0.05,False,0.28,False,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0.28,True,0,0,0,0,0.385,0.433333333333,0.1475,0,0.289166666667,0.241666666667,简单,"{""note"": ""12人""}","{""group"": ""G036"", ""image_id"": ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37"", ""number"": 37, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""12人"", ""legacy_review"": null}",G036,这图反而比我想象中的歧义要大,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,通行与连接,circulation,supported_component:B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,requires_local_review,short_observed_pool,3,True,;;,False,,,,
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,简单,"{""note"": ""12人""}","{""group"": ""G036"", ""image_id"": ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37"", ""number"": 37, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""12人"", ""legacy_review"": null}",G036,这图反而比我想象中的歧义要大,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,semi,B6ByNegPMKs,0.1,4,0,0,0,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.5,0.0267439092136,2;1;1,0.5,0.625,2,0,1,0,False,1,200,4,0,,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.46,3,0.105,False,0.46,False,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,3,0.105,False,0.46,False,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,3,0.105,False,0.46,False,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0.46,True,0,0.105,0.105,0.105,0.46,0.5525,0.235,0,0.3175,0.165,简单,"{""note"": ""12人""}","{""group"": ""G036"", ""image_id"": ""B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37"", ""number"": 37, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""12人"", ""legacy_review"": null}",G036,这图反而比我想象中的歧义要大,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,通行与连接,circulation,supported_component:B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,"{""note"": ""12人""}","{""group"": ""G027"", ""image_id"": ""B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb"", ""number"": 45, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""12人"", ""legacy_review"": null}",G027,这是形成了稳定2簇,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,简单,"{""note"": """"}","{""group"": ""G047"", ""image_id"": ""S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636"", ""number"": 6, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G047,简单房间,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54,简单,"{""note"": """"}","{""group"": ""G047"", ""image_id"": ""S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54"", ""number"": 10, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G047,简单房间,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,简单,"{""note"": """"}","{""group"": ""G047"", ""image_id"": ""S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf"", ""number"": 15, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G047,简单房间,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,manual,S9hNv5qa7GM,0.1,20,0,0,0,20,2,1,1,0,0.05,0.95,0.95,1.10497237569,0.286396957116,0,0.0360594464715,19;1,0.05,1,0,1,0.997368421053,0,False,1,200,20,0.91,16,0,False,0,False,0,False,0,False,0,False,0.045,False,0.095,False,0.155,False,0.225,False,0.42,False,0.775,False,0.91,False,1,2,0.54,False,0.63,False,0.74,False,0.775,False,0.805,False,0.825,False,0.835,False,0.845,False,0.865,False,0.905,False,0.98,False,1,False,1,2,0.54,False,0.63,False,0.74,False,0.775,False,0.805,False,0.825,False,0.835,False,0.845,False,0.865,False,0.905,False,0.98,False,1,False,1,2,0.54,False,0.63,False,0.74,False,0.775,False,0.805,False,0.825,False,0.835,False,0.845,False,0.865,False,0.905,False,0.98,False,1,False,0.65,0.945,0.945,0.945,0,0,0,0.0146800936164,0.05,0,简单,"{""note"": """"}","{""group"": ""G047"", ""image_id"": ""S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf"", ""number"": 15, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G047,简单房间,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,medium,assigned_observed_later,0.95,0.95,卧室,sleep,supported_component:S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,supported_component,,order_partition_or_count_boundary,,order_partition_or_count_boundary,3,False,not_adjudicated,none_of_these_flags,3,False,medium_candidate;;simple_candidate,False,,,,
S9hNv5qa7GM_dbcf0a37c275473094e1160770291679,简单,"{""note"": """"}","{""group"": ""G047"", ""image_id"": ""S9hNv5qa7GM_dbcf0a37c275473094e1160770291679"", ""number"": 17, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G047,简单房间,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d,简单,"{""note"": """"}","{""group"": ""G047"", ""image_id"": ""S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d"", ""number"": 19, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""0–8人"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G047,简单房间,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a"", ""number"": 1, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,manual,VFuaQ6m2Qom,0.1,2,0,0,0,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a"", ""number"": 1, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,insufficient_people,0,0,卫浴,bathroom,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,,too_few_valid_people,,too_few_valid_people,0,False,not_adjudicated,short_observed_pool,,,,,,,,
VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4"", ""number"": 2, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85"", ""number"": 4, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,manual,VFuaQ6m2Qom,0.1,7,0,0,0,7,3,2,1,1,0.142857142857,0.857142857143,0.571428571429,2.33333333333,1.37878349349,0.666666666667,0.0564633984323,4;2;1,0.142857142857,0.892857142857,1,0,1,0,False,2,200,7,0.585,6,0,False,0,False,0,False,0,False,0.585,False,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.565,6,0,False,0,False,0,False,0.14,False,0.565,False,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,6,0,False,0,False,0,False,0.14,False,0.565,False,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,6,0,False,0,False,0.075,False,0.28,False,0.565,False,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0,0,0,0.075,0.165,0.22625,0.165,0,0.25,0.1775,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85"", ""number"": 4, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,1,False,requires_local_review,short_observed_pool,3,False,;medium_candidate;medium_candidate,False,,,,
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,困难,"{""note"": ""这张图历史的分歧都有点大""}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d"", ""number"": 7, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""困难"", ""note"": ""这张图历史的分歧都有点大"", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,manual,VFuaQ6m2Qom,0.1,20,1,0,0,19,6,4,2,2,0.105263157895,0.894736842105,0.421052631579,3.64646464646,2.16320959374,0.719298245614,0.0382801226227,8;5;2;2;1;1,0.105263157895,0.905263157895,1,1,1,0,False,4,200,19,0.71,17,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.165,False,0.71,False,0.71,True,0.77,16,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.245,False,0.77,False,0.77,True,0.77,16,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.07,False,0.3,False,0.77,False,0.77,True,0.77,16,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.11,False,0.33,False,0.77,False,0.77,True,0.28,0.43,0.495,0.495,0.071,0.1075,0.071,0,0.202076023392,0.160873015873,困难,"{""note"": ""这张图历史的分歧都有点大""}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d"", ""number"": 7, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""困难"", ""note"": ""这张图历史的分歧都有点大"", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,invalid_response_evidence,0,0,卫浴,bathroom,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,True,requires_local_review,none_of_these_flags,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8"", ""number"": 10, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,manual,VFuaQ6m2Qom,0.1,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.9,0.0794784990697,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1,200,5,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.585,4,0.095,False,0.29,False,0.585,False,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,4,0.095,False,0.29,False,0.585,False,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,4,0.095,False,0.29,False,0.585,False,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0.585,True,0,0.095,0.095,0.095,0.645,0.698333333334,0.645,0,0.479,0.3,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8"", ""number"": 10, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
VFuaQ6m2Qom_f75a440593bb4140b899730917096859,困难,"{""note"": """"}","{""group"": ""G057"", ""image_id"": ""VFuaQ6m2Qom_f75a440593bb4140b899730917096859"", ""number"": 11, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G057,"这房间较难,出现不同标法的情况多见",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
