dataset_group,base_task_id,building_id,strict_valid_support,task_boundary_dispersion,active_time_observed_count,active_time_median,active_time_mean,difficulty_response_count,difficulty_nontrivial_rate,difficulty_trivial_rate,difficulty_nontrivial_tag_count_mean,difficulty_occlusion_rate,difficulty_low_texture_rate,difficulty_seam_rate,difficulty_reflection_rate,difficulty_low_quality_rate
C1_core_all,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.014422075042997166,0,,,6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
C1_core_all,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,5,0.020693587549895455,0,,,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1_core_all,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,5,0.03557957978089874,0,,,5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
C1_core_all,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,5,0.021647045098489304,0,,,5,0.8,0.2,1.0,0.8,0.0,0.2,0.0,0.0
C1_core_all,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,5,0.012870915531018434,0,,,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1_core_all,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,5,0.026151876580603983,0,,,5,0.6,0.2,1.0,0.4,0.0,0.4,0.2,0.0
C1_core_all,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,5,0.011650089985680257,0,,,5,0.8,0.2,0.8,0.8,0.0,0.0,0.0,0.0
C1_core_all,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,0.03251429241446242,0,,,6,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0
C1_core_all,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,5,0.046519633606067715,0,,,5,0.6,0.2,0.8,0.6,0.0,0.2,0.0,0.0
C1_core_all,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,6,0.007917128791897484,0,,,6,0.5,0.0,0.6666666666666666,0.0,0.0,0.5,0.16666666666666666,0.0
C1_core_all,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,5,0.021025286880571138,0,,,5,1.0,0.0,1.8,0.8,0.0,0.0,1.0,0.0
C1_core_all,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,5,0.006862831672328829,0,,,5,1.0,0.0,1.6,0.6,0.0,0.2,0.8,0.0
C1_core_all,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,6,0.02353223415789807,0,,,6,0.8333333333333334,0.16666666666666666,1.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0
C1_core_all,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,5,0.019059567635806962,0,,,5,0.6,0.2,1.0,0.6,0.0,0.2,0.2,0.0
C1_core_all,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,5,0.026869316327908434,0,,,5,0.8,0.2,1.0,0.8,0.0,0.2,0.0,0.0
C1_core_all,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,5,0.03840127263966422,0,,,5,0.8,0.2,0.8,0.8,0.0,0.0,0.0,0.0
C1_core_all,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,5,0.009253532748643123,0,,,5,0.6,0.4,0.6,0.6,0.0,0.0,0.0,0.0
C1_core_all,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,0.008369078410892882,0,,,5,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.0
C1_core_all,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,5,0.012509675450260004,0,,,5,0.8,0.0,1.0,0.8,0.0,0.2,0.0,0.0
C1_core_all,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,5,0.007882016530494928,0,,,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1_core_all,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,5,0.008997676125756793,0,,,5,0.6,0.4,0.6,0.6,0.0,0.0,0.0,0.0
C1_core_all,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,6,0.0717252238219599,0,,,6,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
C1_core_all,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,6,0.008097041249560174,0,,,6,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
C1_core_all,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,6,0.024967476400440163,0,,,6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
C1_core_all,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,6,0.01352059628057627,0,,,6,0.8333333333333334,0.16666666666666666,1.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0
C1_core_all,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,5,0.011347256590273547,0,,,5,0.8,0.2,0.8,0.8,0.0,0.0,0.0,0.0
C1_core_all,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,5,0.048203623261325323,0,,,5,0.8,0.2,1.2,0.8,0.0,0.2,0.2,0.0
C1_core_all,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,5,0.007029758186593804,0,,,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1_core_all,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,6,0.005171599932213485,0,,,6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1_core_all,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,5,0.010597329922845834,0,,,5,0.6,0.4,0.8,0.4,0.0,0.2,0.2,0.0
C1_core_all,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,6,0.04818669533023433,0,,,6,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0
C1_core_all,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,5,0.011831709333655616,0,,,5,0.2,0.8,0.2,0.2,0.0,0.0,0.0,0.0
C1_core_all,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,5,0.010383530662966534,0,,,5,0.8,0.2,1.0,0.8,0.0,0.2,0.0,0.0
C1_core_all,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,5,0.02318038087643537,0,,,5,1.0,0.0,2.0,1.0,0.0,0.2,0.8,0.0
C1_core_all,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,5,0.010768683062261841,0,,,5,0.2,0.8,0.2,0.2,0.0,0.0,0.0,0.0
C1_core_all,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,6,0.016782167356928723,0,,,6,1.0,0.0,1.6666666666666667,1.0,0.0,0.0,0.6666666666666666,0.0
C1_core_all,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,0.02371422746945533,0,,,5,0.6,0.4,1.2,0.6,0.0,0.0,0.6,0.0
C1_core_all,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,0.05133278896180441,0,,,5,0.8,0.2,1.0,0.6,0.0,0.4,0.0,0.0
C1_core_all,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,5,0.040598441143194886,0,,,5,0.6,0.4,0.8,0.4,0.0,0.4,0.0,0.0
C1_core_all,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,6,0.011766393466513108,0,,,6,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
C1_core_all,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,0.006954132051485473,0,,,5,0.8,0.2,1.0,0.8,0.0,0.0,0.2,0.0
C1_core_all,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,5,0.016677392827059934,0,,,5,0.6,0.4,1.0,0.6,0.0,0.2,0.2,0.0
C1_core_all,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,6,0.017528179967064936,0,,,6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1_core_all,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,6,0.004273138583942019,0,,,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C1_core_all,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,0.011319186584876318,0,,,5,0.6,0.4,0.6,0.4,0.0,0.0,0.2,0.0
C1_core_all,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,0.042775144271378386,0,,,5,0.2,0.6,0.2,0.0,0.0,0.0,0.2,0.0
C1_core_all,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,0.013124002556343651,0,,,5,0.4,0.6,0.4,0.4,0.0,0.0,0.0,0.0
C1_core_all,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,5,0.04103293011261666,0,,,5,0.8,0.2,1.0,0.8,0.0,0.2,0.0,0.0
C1_core_all,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,5,0.005819824577645227,0,,,5,0.2,0.8,0.2,0.2,0.0,0.0,0.0,0.0
C1_core_all,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,5,0.045946908678289655,0,,,5,0.8,0.2,1.0,0.6,0.0,0.4,0.0,0.0
C1_core_all,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,0.009475794948640603,0,,,5,0.8,0.2,0.8,0.8,0.0,0.0,0.0,0.0
C1_core_all,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,5,0.050242211605881326,0,,,5,0.8,0.0,1.0,0.8,0.0,0.2,0.0,0.0
C1_core_all,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,0.05969639279449003,0,,,6,1.0,0.0,1.5,1.0,0.0,0.3333333333333333,0.16666666666666666,0.0
C1_core_all,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,6,0.006551385505910782,0,,,6,1.0,0.0,1.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0
C1_core_all,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,7,0.007437922079987222,0,,,7,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0
C1_core_all,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,5,0.01769214495934889,0,,,5,0.2,0.6,0.2,0.2,0.0,0.0,0.0,0.0
C1_core_all,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,5,0.018501411369673648,0,,,5,0.6,0.4,0.8,0.6,0.0,0.2,0.0,0.0
C1_core_all,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,5,0.011074467891207451,0,,,5,0.6,0.4,0.6,0.6,0.0,0.0,0.0,0.0
C1_core_all,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,5,0.01285130789168475,0,,,5,0.2,0.6,0.2,0.2,0.0,0.0,0.0,0.0
C1_core_all,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,5,0.005895062838049592,0,,,5,0.8,0.2,0.8,0.8,0.0,0.0,0.0,0.0
C1_core_all,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,6,0.00732138965274484,0,,,6,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0
C1_core_all,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,6,0.016351325303005034,0,,,6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1_core_all,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,5,0.008140134490977025,0,,,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1_core_all,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,6,0.012281242729051156,0,,,6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1_core_all,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,5,0.02181824238413761,0,,,5,0.2,0.6,0.2,0.0,0.0,0.0,0.2,0.0
C1_core_all,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,5,0.024587974228482246,0,,,5,0.4,0.6,0.6,0.4,0.0,0.2,0.0,0.0
C1_core_all,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,5,0.012191600349744291,0,,,5,0.6,0.2,1.0,0.6,0.0,0.4,0.0,0.0
