stage,dataset_group,base_task_id,building_id,worker_id,project_id,runtime_task_id,annotation_id,strict_valid_support,task_boundary_dispersion,leave_one_worker_out_boundary_dispersion,active_time_seconds,log1p_active_time,active_time_match_status,difficulty_tags_json,difficulty_raw_values_json,difficulty_trivial,difficulty_nontrivial,difficulty_nontrivial_tag_count,difficulty_occlusion,difficulty_low_texture,difficulty_seam,difficulty_reflection,difficulty_low_quality
C1,C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,13,69,3294,6216,23,0.011003371092163238,0.011263870492281784,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,14,69,3294,6486,23,0.011003371092163238,0.011279939379251381,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,15,69,3294,6453,23,0.011003371092163238,0.011265841938257741,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,17,69,3294,6188,23,0.011003371092163238,0.011205588916490485,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,18,69,3294,6522,23,0.011003371092163238,0.011262348283287255,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,2,69,3294,4843,23,0.011003371092163238,0.011262348283287255,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,6,69,3294,6249,23,0.011003371092163238,0.011263870492281784,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,8,69,3294,6105,23,0.011003371092163238,0.011314387280881265,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,27,66,3191,5819,23,0.009226610127568827,0.009319486361830562,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,28,66,3191,5772,23,0.009226610127568827,0.009127912688545563,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,29,66,3191,6425,23,0.009226610127568827,0.009351083549396353,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,30,66,3191,6006,23,0.009226610127568827,0.008782974287287911,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,31,66,3191,5955,23,0.009226610127568827,0.009393690385374473,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,32,66,3191,6356,23,0.009226610127568827,0.008889644581492226,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,33,66,3191,5811,23,0.009226610127568827,0.009370066932518384,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,34,66,3191,6050,23,0.009226610127568827,0.009285077419776957,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,35,66,3191,5930,23,0.009226610127568827,0.009158183373332894,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,36,66,3191,6082,23,0.009226610127568827,0.009406349817128111,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,37,66,3191,5871,23,0.009226610127568827,0.008613638330858715,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_quality""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,69,3303,6305,23,0.009226610127568827,0.008787996741371934,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,69,3303,6170,23,0.009226610127568827,0.009355174744433672,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,69,3303,6394,23,0.009226610127568827,0.00942530113327068,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,69,3303,6311,23,0.009226610127568827,0.008559021216978482,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,69,3303,6225,23,0.009226610127568827,0.009386387417181738,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,69,3303,6495,23,0.009226610127568827,0.00942530113327068,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,69,3303,6462,23,0.009226610127568827,0.009403961689111912,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,69,3303,6197,23,0.009226610127568827,0.009439873822963735,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,18,69,3303,6531,23,0.009226610127568827,0.009437270602611209,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,2,69,3303,4852,23,0.009226610127568827,0.009437270602611209,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,6,69,3303,6258,23,0.009226610127568827,0.009386387417181738,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,8,69,3303,6114,23,0.009226610127568827,0.009469978685553842,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,27,66,3192,5820,23,0.011999526280647457,0.012231332987681911,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,28,66,3192,5773,23,0.011999526280647457,0.01207915334203171,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,29,66,3192,6426,23,0.011999526280647457,0.012252694583408361,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,30,66,3192,6007,23,0.011999526280647457,0.012228008567844615,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,31,66,3192,5957,23,0.011999526280647457,0.01190517592520197,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_quality""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,32,66,3192,6357,23,0.011999526280647457,0.012161643984265603,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,33,66,3192,5812,23,0.011999526280647457,0.011912804872229262,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,34,66,3192,6053,23,0.011999526280647457,0.01207915334203171,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,35,66,3192,5931,23,0.011999526280647457,0.01189461286266685,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,36,66,3192,6083,23,0.011999526280647457,0.012280240107148205,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,37,66,3192,5872,23,0.011999526280647457,0.010184458208381143,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,1,69,3304,6306,23,0.011999526280647457,0.011766482937822549,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,10,69,3304,6171,23,0.011999526280647457,0.012229863438537573,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,11,69,3304,6395,23,0.011999526280647457,0.011988462064333485,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,12,69,3304,6313,23,0.011999526280647457,0.011260309554939502,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,13,69,3304,6226,23,0.011999526280647457,0.012267173220314256,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,14,69,3304,6496,23,0.011999526280647457,0.011988462064333485,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,15,69,3304,6463,23,0.011999526280647457,0.012297737208450718,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,17,69,3304,6198,23,0.011999526280647457,0.012267173220314256,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,18,69,3304,6532,23,0.011999526280647457,0.012301289390796064,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,2,69,3304,4853,23,0.011999526280647457,0.012301289390796064,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,6,69,3304,6259,23,0.011999526280647457,0.012267173220314256,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,8,69,3304,6115,23,0.011999526280647457,0.01184440996104789,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,27,66,3193,5821,23,0.011540258453763436,0.01178285586959106,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,28,66,3193,5774,23,0.011540258453763436,0.0078059189326960465,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,29,66,3193,6427,23,0.011540258453763436,0.011052579052056834,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,30,66,3193,6008,23,0.011540258453763436,0.011824165323431203,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,31,66,3193,5958,23,0.011540258453763436,0.01180326489106908,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,32,66,3193,6358,23,0.011540258453763436,0.011278947291054744,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,33,66,3193,5813,23,0.011540258453763436,0.011813489190408196,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,34,66,3193,6054,23,0.011540258453763436,0.011846090333682089,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,35,66,3193,5932,23,0.011540258453763436,0.011803264891069082,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,36,66,3193,6084,23,0.011540258453763436,0.011937901265688992,,,annotation_missing_task_level_ambiguous,"[""trivial""]","[""trivial""]",1,0,0,0,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,37,66,3193,5873,23,0.011540258453763436,0.01135179459734356,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,1,69,3305,6308,23,0.011540258453763436,0.01179605197812144,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,10,69,3305,6172,23,0.011540258453763436,0.011194432676971042,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,11,69,3305,6396,23,0.011540258453763436,0.011924561993611024,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,12,69,3305,6315,23,0.011540258453763436,0.011243612426813734,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,13,69,3305,6227,23,0.011540258453763436,0.011916584620898691,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,14,69,3305,6497,23,0.011540258453763436,0.011924561993611024,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,15,69,3305,6464,23,0.011540258453763436,0.011715028832439793,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,17,69,3305,6199,23,0.011540258453763436,0.011916584620898691,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,18,69,3305,6533,23,0.011540258453763436,0.011911734988175552,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,2,69,3305,4854,23,0.011540258453763436,0.011911734988175552,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,6,69,3305,6260,23,0.011540258453763436,0.011916584620898691,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,8,69,3305,6116,23,0.011540258453763436,0.011754199057852946,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion"", ""low_texture""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,27,66,3188,5851,23,0.036798460070723495,0.037140410554829965,,,annotation_missing_task_level_ambiguous,"[""occlusion"", ""reflection""]","[""occlusion"", ""reflection""]",0,1,2,1,0,0,1,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,28,66,3188,5769,23,0.036798460070723495,0.03705220180056275,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
C1,C1_anchor_all,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,29,66,3188,6422,23,0.036798460070723495,0.03709882296053535,,,annotation_missing_task_level_ambiguous,"[""occlusion""]","[""occlusion""]",0,1,1,1,0,0,0,0
