dry_run_only,no_C2_freeze_yet,tau_d_not_final,not_thesis_facing_artifact,do_not_use_for_split,task_id,base_task_id,image_path,image_url,render_status,prediction_status,prediction_model_version,keypoint_count,polygon_point_count,polygon_area_pct2,duplicate_corner_pair_count,g_score_raw,g_bucket,g_hard_failure_flag,g_complexity_flag,g_reason_codes,legacy_risk_score,legacy_primary_bucket,manual_review_label,manual_review_notes
true,true,true,true,true,470,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,D:\Work\HOHONET\data\mp3d_layout\test\img\UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.png,ok,ok,HoHoNet_v1,20,182,2804.302423,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,493,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,D:\Work\HOHONET\data\mp3d_layout\test\img\e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814.png,ok,ok,HoHoNet_v1,16,142,4992.49136,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,519,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,D:\Work\HOHONET\data\mp3d_layout\test\img\q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20.png,ok,ok,HoHoNet_v1,16,142,3234.771188,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,526,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,D:\Work\HOHONET\data\mp3d_layout\test\img\UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.png,ok,ok,HoHoNet_v1,24,222,2767.977016,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,D:\Work\HOHONET\data\mp3d_layout\test\img\yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.png,ok,ok,HoHoNet_v1,16,142,3696.960099,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,587,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,D:\Work\HOHONET\data\mp3d_layout\test\img\7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.png,ok,ok,HoHoNet_v1,20,182,2416.825013,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,595,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,D:\Work\HOHONET\data\mp3d_layout\test\img\q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.png,ok,ok,HoHoNet_v1,20,182,4092.73417,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,600,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449.png,ok,ok,HoHoNet_v1,16,142,3018.095523,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.png,ok,ok,HoHoNet_v1,16,142,4906.306855,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,635,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,D:\Work\HOHONET\data\mp3d_layout\test\img\q9vSo1VnCiC_e74e843601574864a14517f990c748a0.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_e74e843601574864a14517f990c748a0.png,ok,ok,HoHoNet_v1,20,182,4323.30048,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,649,q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55,D:\Work\HOHONET\data\mp3d_layout\test\img\q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55.png,ok,ok,HoHoNet_v1,16,142,2665.033716,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,677,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,D:\Work\HOHONET\data\mp3d_layout\test\img\rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.png,ok,ok,HoHoNet_v1,16,142,5399.272217,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,707,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,D:\Work\HOHONET\data\mp3d_layout\test\img\yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.png,ok,ok,HoHoNet_v1,20,182,2164.296386,0,13,hard_prediction_failure,true,true,topology_pairing_failure;high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,3,topology_pairing_failure,,
true,true,true,true,true,478,q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,D:\Work\HOHONET\data\mp3d_layout\test\img\q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d.png,ok,ok,HoHoNet_v1,12,102,2954.079839,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,D:\Work\HOHONET\data\mp3d_layout\test\img\Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.png,ok,ok,HoHoNet_v1,12,102,4099.52343,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,D:\Work\HOHONET\data\mp3d_layout\test\img\yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089.png,ok,ok,HoHoNet_v1,12,102,3012.163724,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,549,wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a.png,ok,ok,HoHoNet_v1,12,102,2504.643783,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,569,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.png,ok,ok,HoHoNet_v1,12,102,4631.700655,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,594,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,D:\Work\HOHONET\data\mp3d_layout\test\img\yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257.png,ok,ok,HoHoNet_v1,12,102,2424.272359,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.png,ok,ok,HoHoNet_v1,12,102,3693.544833,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,615,uNb9QFRL6hY_28cd285e6d5545dda080d949bb00f1c0,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_28cd285e6d5545dda080d949bb00f1c0.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_28cd285e6d5545dda080d949bb00f1c0.png,ok,ok,HoHoNet_v1,12,102,4232.198803,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,634,B6ByNegPMKs_29138c57da06404d8a009f0deb20537f,D:\Work\HOHONET\data\mp3d_layout\test\img\B6ByNegPMKs_29138c57da06404d8a009f0deb20537f.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_29138c57da06404d8a009f0deb20537f.png,ok,ok,HoHoNet_v1,12,102,4857.013149,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,D:\Work\HOHONET\data\mp3d_layout\test\img\x8F5xyUWy9e_9077f8ffceb943808934837db41e5616.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/x8F5xyUWy9e_9077f8ffceb943808934837db41e5616.png,ok,ok,HoHoNet_v1,12,102,4850.731813,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,662,wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383.png,ok,ok,HoHoNet_v1,12,102,1417.254322,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d.png,ok,ok,HoHoNet_v1,12,102,3394.892583,2,11,hard_prediction_failure,true,true,topology_pairing_failure;duplicated_corner_cluster,3,topology_pairing_failure,,
true,true,true,true,true,475,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c.png,ok,ok,HoHoNet_v1,8,80,548.749326,0,10,hard_prediction_failure,true,false,self_intersection_or_invalid_polygon,3,self_intersection_or_invalid_polygon,,
true,true,true,true,true,477,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.png,ok,ok,HoHoNet_v1,12,102,4545.918789,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,D:\Work\HOHONET\data\mp3d_layout\test\img\q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.png,ok,ok,HoHoNet_v1,12,102,2374.050089,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,539,yqstnuAEVhm_f2eeae1a36f14f6cb7b934efd9becb4d,D:\Work\HOHONET\data\mp3d_layout\test\img\yqstnuAEVhm_f2eeae1a36f14f6cb7b934efd9becb4d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/yqstnuAEVhm_f2eeae1a36f14f6cb7b934efd9becb4d.png,ok,ok,HoHoNet_v1,12,102,1657.42822,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,540,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.png,ok,ok,HoHoNet_v1,12,102,4354.624025,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62.png,ok,ok,HoHoNet_v1,12,102,4304.556888,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,582,7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a,D:\Work\HOHONET\data\mp3d_layout\test\img\7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a.png,ok,ok,HoHoNet_v1,12,102,2646.548153,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b.png,ok,ok,HoHoNet_v1,12,102,5213.235865,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,659,uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea.png,ok,ok,HoHoNet_v1,12,102,2647.488224,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,D:\Work\HOHONET\data\mp3d_layout\test\img\wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.png,ok,ok,HoHoNet_v1,12,102,3012.716344,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d.png,ok,ok,HoHoNet_v1,12,102,2960.146033,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,D:\Work\HOHONET\data\mp3d_layout\test\img\B6ByNegPMKs_7018ca302c584d0d85024187f3568460.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.png,ok,ok,HoHoNet_v1,12,102,5137.251916,0,10,hard_prediction_failure,true,false,topology_pairing_failure,2,topology_pairing_failure,,
true,true,true,true,true,609,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,D:\Work\HOHONET\data\mp3d_layout\test\img\UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.png,ok,ok,HoHoNet_v1,24,222,3348.273551,1,4,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;duplicated_corner_cluster;oversegmentation_candidate,2,duplicated_corner_cluster,,
true,true,true,true,true,476,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,D:\Work\HOHONET\data\mp3d_layout\test\img\uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.png,ok,ok,HoHoNet_v1,16,142,3932.725208,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,498,b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4,D:\Work\HOHONET\data\mp3d_layout\test\img\b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4.png,ok,ok,HoHoNet_v1,16,142,2865.067688,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
true,true,true,true,true,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,D:\Work\HOHONET\data\mp3d_layout\test\img\7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.png,http://106.53.106.49:8000/data/mp3d_layout/test/img/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.png,ok,ok,HoHoNet_v1,16,142,3041.012007,0,3,soft_prediction_complexity,false,true,high_keypoint_count;high_polygon_point_count;oversegmentation_candidate,1,high_complexity_prediction,,
