project_id,ls_runtime_task_id,task_id,base_task_id,condition,inventory_review_status,scope_source,task_outcome_status,gt_reference_present,pending_reason
67,3200,535,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3201,695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
67,3202,597,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3203,710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3204,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3205,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3206,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
67,3207,613,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3208,587,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3209,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3210,665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3211,652,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3212,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
67,3213,465,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3214,479,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3215,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3216,713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3217,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,legacy_labeled_proxy,,pending,True,unreviewed_or_ambiguous_scope
67,3217,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,legacy_labeled_proxy,,pending,True,unreviewed_or_ambiguous_scope
67,3218,594,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3219,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
67,3220,602,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3221,503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3222,656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3223,698,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
67,3224,605,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3226,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3227,679,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3228,519,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3229,595,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3230,525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3231,627,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3232,527,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3234,481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3235,475,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
67,3236,606,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3237,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3238,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3239,708,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3240,620,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3241,600,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3242,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3243,604,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
67,3244,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3244,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3244,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3245,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3247,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3248,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3248,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3248,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3248,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3249,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3249,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3249,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3250,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3250,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3250,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3251,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3251,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3251,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3252,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3252,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3252,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3252,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3253,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3253,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3253,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3253,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3255,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3255,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3256,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3256,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3256,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3256,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3256,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3258,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3258,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3258,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3259,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3259,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3259,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3260,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3260,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3261,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3261,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3261,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3262,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3262,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3263,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3263,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3264,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3264,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3264,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3265,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3265,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3265,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3265,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3265,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3266,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
67,3267,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,manual,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
68,3269,487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3270,708,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3272,597,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3273,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,legacy_labeled_proxy,,pending,True,unreviewed_or_ambiguous_scope
68,3273,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,legacy_labeled_proxy,,pending,True,unreviewed_or_ambiguous_scope
68,3274,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3275,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3276,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,latest_human_reviewed,expert_adjudicated,resolved,True,
68,3277,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3278,701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3279,603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3280,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3281,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3282,713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3283,700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3284,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3285,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,latest_human_reviewed,expert_adjudicated,resolved,True,
68,3286,656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3287,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,latest_human_reviewed,expert_adjudicated,resolved,True,
68,3288,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3289,481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3290,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,legacy_labeled_proxy,legacy_human_label_frozen,resolved,True,
68,3291,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
68,3291,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
68,3292,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
68,3292,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
68,3293,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
68,3293,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
68,3293,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,unreviewed_pool,,pending,True,unreviewed_or_ambiguous_scope
69,3294,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3295,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3296,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3297,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3298,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3299,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3300,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3301,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3302,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3303,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3304,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
69,3305,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,latest_human_reviewed,expert_adjudicated,resolved,True,
