round_id,planned_project_name,project_id,ls_runtime_task_id,planned_inner_id,task_code,task_id,base_task_id,dataset_group,worker_id,annotation_id,canonical_annotation_id,assigned_expected,appears_in_internal_distribution,outside_assignment_submission,missing_submission,duplicate_worker_task_submission,reserve_realized_submission
C1,C1_anchor_all,66,3183,2,A-002,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,Calibration_anchor,34,6042,a56ee6d45d0f25f3eed8,true,true,false,false,false,false
C1,C1_anchor_all,66,3183,2,A-002,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,Calibration_anchor,35,5922,a7cd831fc464ecea2892,true,true,false,false,false,false
C1,C1_anchor_all,66,3183,2,A-002,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,Calibration_anchor,36,5991,f52f3c5633b4d227b132,true,true,false,false,false,false
C1,C1_anchor_all,66,3183,2,A-002,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,Calibration_anchor,37,5863,7ac0106c722944ffcdb5,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,27,5818,78dc36e89fc34111fd75,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,28,5765,036f0b79fcb891d33e1d,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,29,6361,e4af7c47e67b1c37bb93,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,30,5999,ad2a6827eaaf625d72c4,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,31,5938,f2617cc49b4c3cd19938,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,32,6349,27d6bc8646fb2b446424,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,33,5804,48a03efd0568d764b14c,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,34,6055,23f6609f87c66a85d17b,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,35,5923,9971c6aae0055fa67213,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,36,5994,f447db699b5c09a195ce,true,true,false,false,false,false
C1,C1_anchor_all,66,3184,3,A-003,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,Calibration_anchor,37,5864,4f044fa1f2070a2eeaa3,true,true,false,false,false,false
C1,C1_anchor_all,66,3185,4,A-004,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,27,5829,d9c1add75dab8315cd34,true,true,false,false,false,false
C1,C1_anchor_all,66,3185,4,A-004,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,28,5766,2de8896d2c2ea564fd37,true,true,false,false,false,false
C1,C1_anchor_all,66,3185,4,A-004,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,29,6362,42264e54a01908d81bbe,true,true,false,false,false,false
C1,C1_anchor_all,66,3185,4,A-004,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,30,6000,acb3d20a4fb6e211d3b1,true,true,false,false,false,false
C1,C1_anchor_all,66,3185,4,A-004,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,31,5939,b7393a16aa19bd7f1989,true,true,false,false,false,false
C1,C1_anchor_all,66,3185,4,A-004,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,32,6350,88b2b69f04caf44309bc,true,true,false,false,false,false
C1,C1_anchor_all,66,3185,4,A-004,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,33,5805,93cf3ac259facb9e83dc,true,true,false,false,false,false
C1,C1_anchor_all,66,3185,4,A-004,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,35,5924,0e09f3e9552514dbad74,true,true,false,false,false,false
C1,C1_anchor_all,66,3185,4,A-004,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,36,5995,45865dabe049ebace6d2,true,true,false,false,false,false
C1,C1_anchor_all,66,3185,4,A-004,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,Calibration_anchor,37,5865,432c6ebaa6bb7a54b3a9,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,27,5852,cbd801dc08d6ed3f53b9,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,28,5767,a8f02e5f6ff661b1a6ea,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,29,6420,7554850145efa35545ae,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,30,6001,4cec1169f91d22cfd064,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,31,5942,87633c987c28cc7b24da,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,32,6351,e41654f88d1993dc3e61,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,33,5806,94b9a12a91240fae6082,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,34,6056,d07650e36d67becee157,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,35,5925,c8ea10e8b26d4fa2d90b,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,36,5996,ad5f99c1a3eb5c22dcef,true,true,false,false,false,false
C1,C1_anchor_all,66,3186,5,A-005,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,37,5866,0b276bc0087988e64912,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,27,5850,f155c5b328bfdbe59187,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,28,5768,00df94cb0e7cc21280ba,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,29,6421,1d1473ea45cef547d01e,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,30,6002,4203b3767e3303cffd5c,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,31,5943,063a5ec4d91eccc8b4c3,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,32,6352,8b3873aaa11c92de279f,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,33,5807,511d41c2a1ae8135d56a,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,34,6045,1892d2228413184cfbd6,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,35,5926,b341f546633829a990db,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,36,5997,90b1682c716df1046edd,true,true,false,false,false,false
C1,C1_anchor_all,66,3187,6,A-006,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,37,5867,74ec5ab0599eaeaf4719,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,27,5851,98f815cef49de82c7449,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,28,5769,eb7401f8c6a2d74124c0,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,29,6422,a2dd65d0b594bb9212ac,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,30,6003,1b06bf8a8b92fca18545,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,31,5946,fc858eb54d55668285a1,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,32,6353,100cc9a45d0a0f994238,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,33,5808,2f1944702583d6eb6860,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,34,6047,7316a2901ae455c12625,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,35,5927,f048b9e4877b4a6cc5d6,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,36,6013,b93da0bbe5ffb848a0c6,true,true,false,false,false,false
C1,C1_anchor_all,66,3188,7,A-007,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,Calibration_anchor,37,5868,2976993fc059101f9e6a,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,27,5849,266064e3bd9d27c4efda,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,28,5770,8f2f8f8bfdaec3360646,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,29,6423,c7aeb60e2d3b55c2a7dc,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,30,6004,597362d2aa07f7db8a02,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,31,5953,aaa2559a6db59dcb28a0,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,32,6354,81cd8395dbe20dc23478,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,33,5809,02946d1a59a1cfe17aef,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,34,6049,cd7adf8eb45b561bc952,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,35,5928,f26a8da3bc451c32cde9,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,36,6023,f765bc60ba41307a048f,true,true,false,false,false,false
C1,C1_anchor_all,66,3189,8,A-008,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,Calibration_anchor,37,5869,354632cf039452bb7976,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,27,5848,0a79e9b207c32db39202,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,28,5771,64a7b681289e1d9e5c28,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,29,6424,0ba3c33cb0e05abf58ae,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,30,6005,e0a58597afa7f260d97e,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,31,5949,d704f69a1c7c5327e638,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,32,6355,c6821c31452459c11f75,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,33,5810,ea7f2a3fdcd3a9d42d55,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,34,6048,9d17cd836d7fc38ad108,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,35,5929,1f84dbf5541abdd7a52b,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,36,6081,35e84449b82da019aab5,true,true,false,false,false,false
C1,C1_anchor_all,66,3190,9,A-009,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,37,5870,303a694734e00bd95c83,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,27,5819,7392408a228d29c44684,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,28,5772,2669e20e43502bcf1419,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,29,6425,68b9de98f158c481d82a,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,30,6006,2425c99671ebf414b359,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,31,5955,bce7044b348685668b71,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,32,6356,9a0a83ba9247dbf61861,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,33,5811,a9bf98b8cc8fbfa40f5c,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,34,6050,bdf544ff5d0a4bfacc09,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,35,5930,225002de699658941ca0,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,36,6082,1b0b4076d43ab5586a3f,true,true,false,false,false,false
C1,C1_anchor_all,66,3191,10,A-010,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,37,5871,73e2d1fca7e2ec1b2b59,true,true,false,false,false,false
C1,C1_anchor_all,66,3192,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,27,5820,d984d534dcc7fe11d643,true,true,false,false,false,false
C1,C1_anchor_all,66,3192,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,28,5773,6c5161e9261e0ba5f8b1,true,true,false,false,false,false
C1,C1_anchor_all,66,3192,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,29,6426,20f0af1735ba9f7c5a2e,true,true,false,false,false,false
C1,C1_anchor_all,66,3192,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,30,6007,1318278d00548b081ebc,true,true,false,false,false,false
C1,C1_anchor_all,66,3192,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,31,5957,73a83925776f8e35ed8a,true,true,false,false,false,false
C1,C1_anchor_all,66,3192,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,32,6357,fc6a213e57b750465697,true,true,false,false,false,false
C1,C1_anchor_all,66,3192,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,33,5812,86e6614af35eccb013ac,true,true,false,false,false,false
C1,C1_anchor_all,66,3192,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,35,5931,43266379df129a98dcd9,true,true,false,false,false,false
C1,C1_anchor_all,66,3192,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,36,6083,3e5c4fe6cfe523059d12,true,true,false,false,false,false
C1,C1_anchor_all,66,3192,11,A-011,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,37,5872,454169e6fe8a9b1ba08c,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,27,5821,e53257d9b7428d4da0f5,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,28,5774,b7e7d86f528066fab226,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,29,6427,35a9f318fa8bb9909db0,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,30,6008,a8282b826c2b83f1c177,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,31,5958,bed357bd88baf4c32786,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,32,6358,e7b36064adef9c88eb38,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,33,5813,423d83b62a6b1fee7af4,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,34,6054,a4015419d4289160ce21,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,35,5932,46a22bc8081a9f80e282,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,36,6084,6b145ff560adec834931,true,true,false,false,false,false
C1,C1_anchor_all,66,3193,12,A-012,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,37,5873,200f0c572426f1ad5f6c,true,true,false,false,false,false
C1,C1_core_all,67,3194,1,B-001,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_core,33,5814,adc213fc12f5f948aa56,true,true,false,false,false,false
C1,C1_core_all,67,3194,1,B-001,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_core,34,6057,5f7815f3a489b8007a97,true,true,false,false,false,false
C1,C1_core_all,67,3194,1,B-001,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,Calibration_core,37,5874,ae929aa9e6dd3cd587ac,true,true,false,false,false,false
C1,C1_core_all,67,3195,2,B-002,473,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,Calibration_core,34,6058,837eb32400b0afd7b92f,true,true,false,false,false,false
C1,C1_core_all,67,3195,2,B-002,473,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,Calibration_core,36,6096,72c467f3e5b59c7c6fe0,true,true,false,false,false,false
C1,C1_core_all,67,3195,2,B-002,473,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,Calibration_core,37,5876,bf0338ecb3bbe9b3ee92,true,true,false,false,false,false
C1,C1_core_all,67,3196,3,B-003,487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,Calibration_core,27,5822,72209d7dd6219794fac9,true,true,false,false,false,false
C1,C1_core_all,67,3196,3,B-003,487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,Calibration_core,28,5778,cc8da8c5dab40220ed0e,true,true,false,false,false,false
C1,C1_core_all,67,3196,3,B-003,487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,Calibration_core,30,6011,2bbf5d65469e55f1f4e0,true,true,false,false,false,false
C1,C1_core_all,67,3196,3,B-003,487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,Calibration_core,36,6085,7a99a58308f3ae658881,true,true,false,false,false,false
