project_id,ls_runtime_task_id,task_id,base_task_id,worker_id,annotation_id,canonical_annotation_id,condition,dataset_group,iou_to_gt,quality_evaluable,structurally_valid,independence_status,failure_attribution,outside_assignment_submission,duplicate_worker_task_submission,worker_caused_structural_failure,task_outcome_status,reference_identity,reference_sha256,score_reason
66,3183,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,29,6419,9fe10525cafa9b114fa8,manual,Calibration_anchor,0.8182533174919259,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3468:5017,65194d0594fcb1c5653ee3cb77df09f20535ed9f4681d931be1a78041b563f0d,
66,3183,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,31,5937,169fc30c432425281989,manual,Calibration_anchor,0.9268385662954521,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3468:5017,65194d0594fcb1c5653ee3cb77df09f20535ed9f4681d931be1a78041b563f0d,
66,3183,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,32,6348,e4c35e7a0869954598a0,manual,Calibration_anchor,0.899267801953911,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3468:5017,65194d0594fcb1c5653ee3cb77df09f20535ed9f4681d931be1a78041b563f0d,
66,3183,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,33,5803,f4fb215d725bea31d572,manual,Calibration_anchor,0.9395493583914317,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3468:5017,65194d0594fcb1c5653ee3cb77df09f20535ed9f4681d931be1a78041b563f0d,
66,3183,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,34,6042,a56ee6d45d0f25f3eed8,manual,Calibration_anchor,0.9442992620350739,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3468:5017,65194d0594fcb1c5653ee3cb77df09f20535ed9f4681d931be1a78041b563f0d,
66,3183,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,35,5922,a7cd831fc464ecea2892,manual,Calibration_anchor,0.8847201750859798,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3468:5017,65194d0594fcb1c5653ee3cb77df09f20535ed9f4681d931be1a78041b563f0d,
66,3183,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,36,5991,f52f3c5633b4d227b132,manual,Calibration_anchor,0.8916001126786299,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3468:5017,65194d0594fcb1c5653ee3cb77df09f20535ed9f4681d931be1a78041b563f0d,
66,3183,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,37,5863,7ac0106c722944ffcdb5,manual,Calibration_anchor,0.9200975696868354,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3468:5017,65194d0594fcb1c5653ee3cb77df09f20535ed9f4681d931be1a78041b563f0d,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,27,5818,78dc36e89fc34111fd75,manual,Calibration_anchor,0.9686771236532365,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,28,5765,036f0b79fcb891d33e1d,manual,Calibration_anchor,0.9191664600721704,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,29,6361,e4af7c47e67b1c37bb93,manual,Calibration_anchor,0.9423659802303539,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,30,5999,ad2a6827eaaf625d72c4,manual,Calibration_anchor,0.941422649820023,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,31,5938,f2617cc49b4c3cd19938,manual,Calibration_anchor,0.9180849062112728,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,32,6349,27d6bc8646fb2b446424,manual,Calibration_anchor,0.9342629283571877,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,33,5804,48a03efd0568d764b14c,manual,Calibration_anchor,0.9636022717272844,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,34,6055,23f6609f87c66a85d17b,manual,Calibration_anchor,0.9412184039760689,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,35,5923,9971c6aae0055fa67213,manual,Calibration_anchor,0.9288731484457049,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,36,5994,f447db699b5c09a195ce,manual,Calibration_anchor,0.9197563472964072,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3184,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,37,5864,4f044fa1f2070a2eeaa3,manual,Calibration_anchor,0.8905242487467311,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3530:5079,21f266c9e024199f757213674c06a60738803b2783bb22435c4bc65a1c8fd03e,
66,3185,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,27,5829,d9c1add75dab8315cd34,manual,Calibration_anchor,0.9007058722564312,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3321:4870,18639ddb2310ded7943a2417c792348d7534d8ae5dde495a2c5606facf88d2a0,
66,3185,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,28,5766,2de8896d2c2ea564fd37,manual,Calibration_anchor,0.8683959694989106,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3321:4870,18639ddb2310ded7943a2417c792348d7534d8ae5dde495a2c5606facf88d2a0,
66,3185,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,29,6362,42264e54a01908d81bbe,manual,Calibration_anchor,0.8691098651883583,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3321:4870,18639ddb2310ded7943a2417c792348d7534d8ae5dde495a2c5606facf88d2a0,
66,3185,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,30,6000,acb3d20a4fb6e211d3b1,manual,Calibration_anchor,0.8762170771318954,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3321:4870,18639ddb2310ded7943a2417c792348d7534d8ae5dde495a2c5606facf88d2a0,
66,3185,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,31,5939,b7393a16aa19bd7f1989,manual,Calibration_anchor,0.9046011584042009,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3321:4870,18639ddb2310ded7943a2417c792348d7534d8ae5dde495a2c5606facf88d2a0,
66,3185,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,32,6350,88b2b69f04caf44309bc,manual,Calibration_anchor,0.8941131528272614,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3321:4870,18639ddb2310ded7943a2417c792348d7534d8ae5dde495a2c5606facf88d2a0,
66,3185,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,33,5805,93cf3ac259facb9e83dc,manual,Calibration_anchor,0.873798288349611,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3321:4870,18639ddb2310ded7943a2417c792348d7534d8ae5dde495a2c5606facf88d2a0,
66,3185,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,35,5924,0e09f3e9552514dbad74,manual,Calibration_anchor,0.86386186506923,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3321:4870,18639ddb2310ded7943a2417c792348d7534d8ae5dde495a2c5606facf88d2a0,
66,3185,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,36,5995,45865dabe049ebace6d2,manual,Calibration_anchor,0.9844496296412296,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3321:4870,18639ddb2310ded7943a2417c792348d7534d8ae5dde495a2c5606facf88d2a0,
66,3185,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,37,5865,432c6ebaa6bb7a54b3a9,manual,Calibration_anchor,0.8873404627309284,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3321:4870,18639ddb2310ded7943a2417c792348d7534d8ae5dde495a2c5606facf88d2a0,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,27,5852,cbd801dc08d6ed3f53b9,manual,Calibration_anchor,0.6338066023536831,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,28,5767,a8f02e5f6ff661b1a6ea,manual,Calibration_anchor,0.8544199885288213,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,29,6420,7554850145efa35545ae,manual,Calibration_anchor,0.9656592668002538,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,30,6001,4cec1169f91d22cfd064,manual,Calibration_anchor,0.9618406686832167,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,31,5942,87633c987c28cc7b24da,manual,Calibration_anchor,0.9786073660274659,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,32,6351,e41654f88d1993dc3e61,manual,Calibration_anchor,0.6770275649139919,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,33,5806,94b9a12a91240fae6082,manual,Calibration_anchor,0.8835615455790901,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,34,6056,d07650e36d67becee157,manual,Calibration_anchor,0.33269139734044845,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,35,5925,c8ea10e8b26d4fa2d90b,manual,Calibration_anchor,0.9618844434262478,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,36,5996,ad5f99c1a3eb5c22dcef,manual,Calibration_anchor,0.9736735194200259,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3186,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,37,5866,0b276bc0087988e64912,manual,Calibration_anchor,0.9497072796715227,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3394:4943,63dde7e8513039d44ab004f385ddcc9241391ac9c57a9c6a19068681a4a20671,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,27,5850,f155c5b328bfdbe59187,manual,Calibration_anchor,0.9396133599981611,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,28,5768,00df94cb0e7cc21280ba,manual,Calibration_anchor,0.8778174524264458,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,29,6421,1d1473ea45cef547d01e,manual,Calibration_anchor,0.7508583828851658,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,30,6002,4203b3767e3303cffd5c,manual,Calibration_anchor,0.9023104579999826,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,31,5943,063a5ec4d91eccc8b4c3,manual,Calibration_anchor,0.906569310959115,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,32,6352,8b3873aaa11c92de279f,manual,Calibration_anchor,0.901111627784553,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,33,5807,511d41c2a1ae8135d56a,manual,Calibration_anchor,0.8645692569414378,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,34,6045,1892d2228413184cfbd6,manual,Calibration_anchor,0.8850024921918942,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,35,5926,b341f546633829a990db,manual,Calibration_anchor,0.9198177064016022,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,36,5997,90b1682c716df1046edd,manual,Calibration_anchor,0.8744473186531313,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3187,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,37,5867,74ec5ab0599eaeaf4719,manual,Calibration_anchor,0.9108141285064262,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3365:4914,df8aca9c41b41bf518e804460378cf21e9aa66aa81d91bd08feb6444cc0880b4,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,27,5851,98f815cef49de82c7449,manual,Calibration_anchor,0.9220021340576195,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,28,5769,eb7401f8c6a2d74124c0,manual,Calibration_anchor,0.8653262125434169,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,29,6422,a2dd65d0b594bb9212ac,manual,Calibration_anchor,0.8590273410595035,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,30,6003,1b06bf8a8b92fca18545,manual,Calibration_anchor,0.8947381908572726,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,31,5946,fc858eb54d55668285a1,manual,Calibration_anchor,0.8536599032056984,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,32,6353,100cc9a45d0a0f994238,manual,Calibration_anchor,0.8300952423537828,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,33,5808,2f1944702583d6eb6860,manual,Calibration_anchor,0.8046055285587923,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,34,6047,7316a2901ae455c12625,manual,Calibration_anchor,0.8623171354202491,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,35,5927,f048b9e4877b4a6cc5d6,manual,Calibration_anchor,0.7982678384819529,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,36,6013,b93da0bbe5ffb848a0c6,manual,Calibration_anchor,0.8221556632429606,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3188,626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,37,5868,2976993fc059101f9e6a,manual,Calibration_anchor,0.8766568713843794,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3473:5022,6e454d3d9c1bb75a32469a15212e0a8b60385be6f1913e1b85887fb7a0753ad8,
66,3189,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,27,5849,266064e3bd9d27c4efda,manual,Calibration_anchor,0.7123841002940554,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3329:4878,737f6ac0924d4341a7cf19fa0606a386310285e081002aba392a25c3d2165959,
66,3189,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,28,5770,8f2f8f8bfdaec3360646,manual,Calibration_anchor,0.77779542494634,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3329:4878,737f6ac0924d4341a7cf19fa0606a386310285e081002aba392a25c3d2165959,
66,3189,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,29,6423,c7aeb60e2d3b55c2a7dc,manual,Calibration_anchor,0.8630449248255522,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3329:4878,737f6ac0924d4341a7cf19fa0606a386310285e081002aba392a25c3d2165959,
66,3189,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,30,6004,597362d2aa07f7db8a02,manual,Calibration_anchor,0.8246108714566185,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3329:4878,737f6ac0924d4341a7cf19fa0606a386310285e081002aba392a25c3d2165959,
66,3189,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,31,5953,aaa2559a6db59dcb28a0,manual,Calibration_anchor,0.8632479748582075,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3329:4878,737f6ac0924d4341a7cf19fa0606a386310285e081002aba392a25c3d2165959,
66,3189,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,32,6354,81cd8395dbe20dc23478,manual,Calibration_anchor,,False,False,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3329:4878,737f6ac0924d4341a7cf19fa0606a386310285e081002aba392a25c3d2165959,insufficient_pairs
66,3189,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,33,5809,02946d1a59a1cfe17aef,manual,Calibration_anchor,0.8785234230643817,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3329:4878,737f6ac0924d4341a7cf19fa0606a386310285e081002aba392a25c3d2165959,
66,3189,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,34,6049,cd7adf8eb45b561bc952,manual,Calibration_anchor,0.8698896133993943,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3329:4878,737f6ac0924d4341a7cf19fa0606a386310285e081002aba392a25c3d2165959,
66,3189,482,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,35,5928,f26a8da3bc451c32cde9,manual,Calibration_anchor,0.8793349620839547,True,True,not_evaluable,not_evaluable,false,false,false,resolved,gt:70:3329:4878,737f6ac0924d4341a7cf19fa0606a386310285e081002aba392a25c3d2165959,
