round_id,project_id,ls_runtime_task_id,worker_id,task_id,base_task_id,condition,dataset_group,annotation_id,canonical_annotation_id,response_hash,source_export_sha256,annotation_version_id,assigned_expected,outside_assignment_submission,canonical_eligibility_status,eligible_independent_evidence,r_u_evidence_classification,r_u_evidence_included,r_u_evidence_exclusion_reason,task_final_scope,task_outcome_adjudication_status,duplicate_review_status,duplicate_decision,independence_status,process_evaluable,process_failure_observed,geometry_valid,scope_reference_mode,geometry_reference_mode,reference_identity,reference_worker_excluded,geometry_reference_status,reference_evidence_status,r_u_metric_name,r_u_metric_value,r_u_metric_direction,r_u_normalization_rule,r_u_score_status,r_u_score_source,r_u_score_or_outcome,r_u_reference_mode,r_u_reference_identity,r_u_reference_sha256,r_u_reference_excludes_worker,r_u_reference_support
C1,66,3182,37,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,Calibration_anchor,5862,1623fbedf957f0be9421,5d6585637709a258d583dafe8cca331ff00001a265cd0c627d443465e2bf7bfa,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,a61f698b90535b08981f3965,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3408:4957,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3183,27,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,5842,3c91745dff848ace0009,9117491c1adb11632195d78157443a017935786e3400650f3a22f4a63a18c543,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,b3fd47286b8492242cdabdfb,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3468:5017,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3183,28,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,5764,0f5e3fb0af36b839fed2,dbe815ed1ec3627ad3ef7230cfdcce2415687f771300fd56a1c0dbb01314e08e,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,40c4e0a72be7f612d3b2ad76,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3468:5017,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3183,29,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,6419,9fe10525cafa9b114fa8,ed355092eff70b77fc90aedffabab300f0888c5a30baf846eb30893d2eeaafc1,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,c1adacf70e3e02fb8b333f3c,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3468:5017,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3183,31,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,5937,169fc30c432425281989,0e7a978a12def247fbeb4469560bf8cbbe0e05dc096bfaac4795c1c0e0afb660,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,043922d654743cc8474c9ebd,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3468:5017,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3183,32,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,6348,e4c35e7a0869954598a0,29f0b84914e3751d9747a7aae65ac1d65b81c94e0c21fd2ee6dd28eb00868160,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,19aa658df0ee88fda92512d9,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3468:5017,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3183,33,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,5803,f4fb215d725bea31d572,f57d77987df77b8a9738041124ccdd45499b453202f5850cb9cf8dd237eb0bc8,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,4c32a2c569ff47b7e09ddb77,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3468:5017,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3183,34,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,6042,a56ee6d45d0f25f3eed8,cc9ae0178f53635ff2a1c178dfd5920edf213242ec83c023510e26155d75abd5,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,52307e77c8485eb1b80dacd5,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3468:5017,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3183,35,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,5922,a7cd831fc464ecea2892,fb2e2e96fe362452d31c99ac0fa71e75e1ec59fb74bde094fb0e135a946207fe,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,3e23cb035c8e2d7926e9db0d,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3468:5017,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3183,36,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,5991,f52f3c5633b4d227b132,5dc1ffdd198017c038c50f037f8a2ac5511344279532e806dc9d6afb471fd54f,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,cd98a2f004d544b33e7e16ab,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3468:5017,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3183,37,621,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,Calibration_anchor,5863,7ac0106c722944ffcdb5,cacdf20b8d78eee7269111b9ac7faa5ed42a40849008b7de0c5e362fa34025d1,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,63afad0f33ea155d9a79996b,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3468:5017,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,27,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,5818,78dc36e89fc34111fd75,2f16dab5e01d1c703fb4cb38bb34bfe437b0c03c0f0cc64cb7d0b8a1568fab24,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,5214a27bdaf3e9ddc11f11e1,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,28,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,5765,036f0b79fcb891d33e1d,415028f1282b002a52335dbfaec4cce2cc91e35baa57d26d9c98f7760b3b5e93,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,a4818dd17ee36ae515167b67,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,29,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,6361,e4af7c47e67b1c37bb93,1399d1604df17254227eaa9021e6e9620779795564e93def30c3d7c14961e82e,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,37f1bb728f91d99bfa2579f9,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,30,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,5999,ad2a6827eaaf625d72c4,49a6bbe26d08f8dbdc3e98c0c69ba70e60111baa8fdea83bf72f236d2bcf842d,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,57d08ed76ad2bdac5cc2144b,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,31,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,5938,f2617cc49b4c3cd19938,25dfeaeec6e7ff8ffc782082c23b042eae52dcab7fb0cbfdd570647d00419868,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f3e716bc6c96b4c2a558fdb0,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,32,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,6349,27d6bc8646fb2b446424,119ddabdc62acbadc82d12e7fed51be04f6660e07aa613b52448944e1f872d38,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,caf0581479b9e46792c9a66b,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,33,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,5804,48a03efd0568d764b14c,08e789e412fbc99b6c13d77e0e69f818fb5802e60ae1a1cc3c7a8c192dc6c413,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,2b6c5508cbca8323f4177c07,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,34,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,6055,23f6609f87c66a85d17b,38e6e99b5b3fcb62fc8daf99b1b5f59666b6543648190243a5c72d0c5947d5fa,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,d0aba01ac9d3ac92228fa96a,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,35,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,5923,9971c6aae0055fa67213,7eb63d9dc15d76c7f20aa44b895f2f48dcb4d2c3e1bbfe5dcf1bf3e5e27979b8,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,29af29a5d1ed7a63656594d0,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,36,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,5994,f447db699b5c09a195ce,7b1a5a66cc221be64f250dad14dccf46809c73339166aff586f3aee1db3f6b26,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,6275c0a6032be7b91dca46b5,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3184,37,683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,Calibration_anchor,5864,4f044fa1f2070a2eeaa3,1fe4efcb84fdfff37783cccfed64c60da904d60e71020cd003f029e039d790ec,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,5426aea91c20e318605640fe,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3530:5079,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3185,27,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,5829,d9c1add75dab8315cd34,3f9c40868274ff852526be24a222c84a6884c76396a32e2efb69d0858c638d9a,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,cd13f68569577655379e32b2,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3321:4870,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3185,28,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,5766,2de8896d2c2ea564fd37,6ee57293c16576fc1ef2c9bf47e2ca11fe02a97c47dc16b4bd413bd54f0c8454,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,deea4f449e7e7c2c804e100d,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3321:4870,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3185,29,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,6362,42264e54a01908d81bbe,fbb06bcb82b7035dcd6a84e618a13076d2d8e2951c105a532595dfb60c8f7b7f,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,77525d9502a1a6e97f0a2499,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3321:4870,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3185,30,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,6000,acb3d20a4fb6e211d3b1,40e0cde74bcf3bcd59d8f37b8a8a4f5e988850d05223b868f9ee7297cba1986b,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,c5776ed9898e13eac771f1a8,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3321:4870,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3185,31,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,5939,b7393a16aa19bd7f1989,884caaa254e32e7411c3a2f65d778ef6ed0e0efdc1023480ef82dd10a9d029d1,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,c981906fa1d7db3f1c73e508,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3321:4870,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3185,32,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,6350,88b2b69f04caf44309bc,57d1e40f729297c414e785b3e9e2ed80462f5fcd66949d53b69cc3c9c86ff306,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,6bcd86ba3bf31f2644819047,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3321:4870,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3185,33,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,5805,93cf3ac259facb9e83dc,25fb78165f341bfcfb0d6a1f2114149b3d58ff424f44c826538a22cf007d52d9,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,d00bcec81450e6d1008595a3,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3321:4870,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3185,35,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,5924,0e09f3e9552514dbad74,d7631124fe3cef0b7b75baffe82b292b5bb849ffd23937ab75b47fdf83fd4f8e,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f107f00e844e929030505d42,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3321:4870,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3185,36,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,5995,45865dabe049ebace6d2,3407438fbd575fb7b9b794d1bd6e7cc6446f66aef359adea7625297ca390a010,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,01266e5d7e7c63a7ab3f826f,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3321:4870,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3185,37,474,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,Calibration_anchor,5865,432c6ebaa6bb7a54b3a9,e2629c47cec0d2d315358eafaa8c45aab4362cffcc46624c1e7a42bfd28cfddf,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,38f7998228a2d86e6802b3ab,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3321:4870,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3186,27,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,5852,cbd801dc08d6ed3f53b9,4fc60a309ebeacd6b80ab214ba7410b7169345077d9790ecbd641346f042a57b,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,a084da005759c3ec329e3f4d,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3394:4943,false,expert_hard_single,evaluable,,,,,,,,,,,,
C1,66,3186,28,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,Calibration_anchor,5767,a8f02e5f6ff661b1a6ea,1afcf1687dcfc9c2d94d55c034369f4feb0917f513ae422f249a9676f81a5fbf,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,e23b925e1eb4d9e81c90ddf6,true,false,invalid,false,excluded,false,not_protocol_r_u_candidate,in_scope,resolved,not_required,,not_evaluable,false,false,true,expert_adjudicated,expert_hard_gt,gt:70:3394:4943,false,expert_hard_single,evaluable,,,,,,,,,,,,
