schema_version,rule_version,source_artifact,source_sha256,dependency_bundle_id,dependency_bundle_json,stage,pool,condition,validity_status,interpretation_allowed,task_id,base_task_id,dataset_group,n_observations,n_independent_workers,n_independence_not_evaluable,n_non_independent_confirmed,n_invalid_geometry,n_invalid_schema,n_unassigned_or_duplicate,geometry_valid_k,primary_active_time_k,explicit_issue_k,support_gap_candidate,evidence_complete_candidate,snapshot_id,routing_eligible
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Calibration_core,9,0,9,0,0,0,1,0,0,0,True,False,3e4bce20642b63948b00,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,6fae576f23ba067a0b77,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_semi,semi,dry_run,false,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,Calibration_semi,5,0,5,0,0,0,0,0,0,0,True,False,52e031fbe143288ef520,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,Calibration_core,7,0,7,0,0,0,0,0,0,0,True,False,f07eaad3ca012946ff55,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_anchor,manual,dry_run,false,518,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,Calibration_anchor,20,0,20,0,0,0,0,0,0,0,True,False,7acbffaea0b0ecc59c28,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,519,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,Calibration_core,4,0,4,0,0,0,0,0,0,0,True,False,c844a5f27fbd62c7779d,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,112f3356ab3eefb7da90,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,527,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,dad5d141e382b6621eb4,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,Calibration_core,6,0,6,0,0,0,0,0,0,0,True,False,730bfcdb259fc696b534,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,535,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,Calibration_core,5,0,5,0,0,0,0,0,0,0,True,False,823b123c8698515d87bd,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,Calibration_core,8,0,8,0,0,0,0,0,0,0,True,False,0629cb0a387a75813659,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,Calibration_core,4,0,4,0,0,0,0,0,0,0,True,False,c397319476b23b3350db,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,Calibration_core,8,0,8,0,0,0,0,0,0,0,True,False,6414912f095061a211cb,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_anchor,manual,dry_run,false,547,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,Calibration_anchor,20,0,20,0,0,0,0,0,0,0,True,False,0aadfa6fea35df0bdd10,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_anchor,manual,dry_run,false,557,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,Calibration_anchor,19,0,19,0,0,0,0,0,0,0,True,False,a90eb615cea09ecdd0f6,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_anchor,manual,dry_run,false,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,20,0,20,0,0,0,0,0,0,0,True,False,0ca6a7f72ebf792f75a7,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_anchor,manual,dry_run,false,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,20,0,20,0,0,0,0,0,0,0,True,False,eb622b2f1891d788e685,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_anchor,manual,dry_run,false,563,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,Calibration_anchor,20,0,20,0,0,0,0,0,0,0,True,False,6605c541fc6d32b7f4f0,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_anchor,manual,dry_run,false,580,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,Calibration_anchor,20,0,20,0,0,0,0,0,0,0,True,False,a134cc5f86f145a64877,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,587,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,Calibration_core,6,0,6,0,0,0,1,0,0,0,True,False,7697d934aa349f8c6f66,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,594,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,Calibration_core,3,0,3,0,0,0,0,0,0,0,True,False,1a8e899e914b543db54b,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,595,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,Calibration_core,3,0,3,0,0,0,0,0,0,0,True,False,20554c063aec3b20ddc8,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,Calibration_core,8,0,8,0,0,0,1,0,0,0,True,False,6cb7ee421cc64d8f87da,false
paper_a_vfinal_sidecar_v1,sequential_routing_candidate_v1,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,fc411eb016bf1f562f3b1445fe9aaf0cfe7c17047c18c6064c2d7028912fa242,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,Calibration_core,manual,dry_run,false,597,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,Calibration_core,9,0,9,0,0,0,0,0,0,0,True,False,d953336bf5bcc9a3a264,false
