task_id,base_task_id,base_task_id_source,dataset_group,dataset_group_source,n_annotations,n_unique_annotators,n_duplicate_annotator_rows,n_difficulty_conflicted_annotators,n_model_issue_conflicted_annotators,difficulty_consensus,difficulty_consensus_confidence,model_issue_consensus,model_issue_consensus_confidence,consensus_method,consensus_version,artifact_role,routing_eligible,scene_profile_primary,secondary_difficulty_labels,secondary_model_issue_labels,consensus_notes,n_difficulty_nonempty,n_model_issue_nonempty,difficulty_defaulted,model_issue_defaulted,dataset_group_conflict,dataset_group_conflict_values,base_task_id_conflict,base_task_id_conflict_values,difficulty_vote_counts_json,model_issue_vote_counts_json
626,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,base_task_id,Calibration_anchor,dataset_group,20,20,0,0,0,occlusion,0.95,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,reflection;seam;low_quality;low_texture,,,20,0,False,True,False,Calibration_anchor,False,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,"{""low_quality"": 3, ""low_texture"": 1, ""occlusion"": 19, ""reflection"": 8, ""seam"": 6, ""trivial"": 1}",{}
683,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,base_task_id,Calibration_anchor,dataset_group,20,20,0,0,0,occlusion,0.95,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam;low_quality;low_texture,,,20,0,False,True,False,Calibration_anchor,False,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,"{""low_quality"": 1, ""low_texture"": 1, ""occlusion"": 19, ""seam"": 2, ""trivial"": 1}",{}
460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,base_task_id,Calibration_core,dataset_group,7,7,0,0,0,occlusion,0.571429,underextend,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,reflection,,,7,2,False,False,True,Calibration_core;Calibration_semi,False,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,"{""occlusion"": 4, ""reflection"": 1, ""trivial"": 3}","{""underextend"": 2}"
465,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,base_task_id,Calibration_core,dataset_group,3,3,0,0,0,low_quality,0.666667,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;seam,,,3,0,False,True,False,Calibration_core,False,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,"{""low_quality"": 2, ""low_texture"": 1, ""seam"": 1}",{}
473,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.8,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,reflection;seam,,,5,0,False,True,False,Calibration_core,False,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,"{""occlusion"": 4, ""reflection"": 1, ""seam"": 1, ""trivial"": 1}",{}
475,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.8,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;seam,,,5,0,False,True,False,Calibration_core,False,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,"{""low_texture"": 2, ""occlusion"": 4, ""seam"": 1}",{}
479,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,base_task_id,Calibration_core,dataset_group,6,6,0,0,0,low_texture,0.166667,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,occlusion,,,6,0,False,True,False,Calibration_core,False,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,"{""low_texture"": 1, ""occlusion"": 1, ""trivial"": 5}",{}
481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,base_task_id,Calibration_core,dataset_group,8,8,0,0,0,occlusion,0.25,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_quality,,,8,0,False,True,True,Calibration_core;Calibration_semi,False,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,"{""low_quality"": 1, ""occlusion"": 2, ""trivial"": 5}",{}
487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,base_task_id,Calibration_core,dataset_group,10,10,0,0,0,occlusion,0.7,overextend_adjacent,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam;low_texture;reflection,corner_drift,,10,3,False,False,True,Calibration_core;Calibration_semi,False,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,"{""low_texture"": 1, ""occlusion"": 7, ""reflection"": 1, ""seam"": 4, ""trivial"": 3}","{""corner_drift"": 1, ""overextend_adjacent"": 3}"
499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,base_task_id,Calibration_core,dataset_group,9,9,0,0,0,occlusion,0.777778,corner_duplicate,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;reflection;seam,corner_drift;over_parsing,,9,3,False,False,True,Calibration_core;Calibration_semi,False,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,"{""low_texture"": 1, ""occlusion"": 7, ""reflection"": 1, ""seam"": 1, ""trivial"": 1}","{""corner_drift"": 2, ""corner_duplicate"": 3, ""over_parsing"": 2}"
500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,base_task_id,Calibration_core,dataset_group,9,9,0,0,0,occlusion,0.555556,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;seam,,,9,0,False,True,True,Calibration_core;Calibration_semi,False,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,"{""low_texture"": 1, ""occlusion"": 5, ""seam"": 1, ""trivial"": 3}",{}
503,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam,,,5,0,False,True,False,Calibration_core,False,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,"{""occlusion"": 5, ""seam"": 1}",{}
511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,base_task_id,Calibration_core,dataset_group,7,7,0,0,0,occlusion,0.571429,corner_drift,0.5,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,over_parsing;topology_failure,,7,2,False,False,True,Calibration_core;Calibration_semi,False,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,"{""occlusion"": 4, ""trivial"": 3}","{""corner_drift"": 1, ""over_parsing"": 1, ""topology_failure"": 1}"
519,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,occlusion,0.75,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_quality;seam,,,4,0,False,True,False,Calibration_core,False,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,"{""low_quality"": 2, ""occlusion"": 3, ""seam"": 1, ""trivial"": 1}",{}
525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.6,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;reflection;seam,,,5,0,False,True,False,Calibration_core,False,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,"{""low_texture"": 2, ""occlusion"": 3, ""reflection"": 1, ""seam"": 1, ""trivial"": 1}",{}
527,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture,,,5,0,False,True,False,Calibration_core,False,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,"{""low_texture"": 2, ""occlusion"": 5}",{}
528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,base_task_id,Calibration_core,dataset_group,6,6,0,0,0,occlusion,0.833333,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,6,0,False,True,True,Calibration_core;Calibration_semi,False,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,"{""occlusion"": 5, ""trivial"": 1}",{}
535,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.6,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,5,0,False,True,False,Calibration_core,False,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,"{""occlusion"": 3, ""trivial"": 2}",{}
541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,base_task_id,Calibration_core,dataset_group,8,8,0,0,0,occlusion,0.75,over_parsing,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,reflection;seam;low_texture,corner_drift;fail;overextend_adjacent;underextend,,8,3,False,False,True,Calibration_core;Calibration_semi,False,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,"{""low_texture"": 1, ""occlusion"": 6, ""reflection"": 5, ""seam"": 2, ""trivial"": 1}","{""corner_drift"": 1, ""fail"": 1, ""over_parsing"": 3, ""overextend_adjacent"": 1, ""underextend"": 1}"
542,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam;reflection,,,4,0,False,True,False,Calibration_core,False,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,"{""occlusion"": 4, ""reflection"": 1, ""seam"": 2}",{}
543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,base_task_id,Calibration_core,dataset_group,8,8,0,0,0,occlusion,0.5,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,reflection;low_quality;low_texture,,,8,0,False,True,True,Calibration_core;Calibration_semi,False,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,"{""low_quality"": 1, ""low_texture"": 1, ""occlusion"": 4, ""reflection"": 2, ""trivial"": 2}",{}
587,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,base_task_id,Calibration_core,dataset_group,6,6,0,0,0,occlusion,0.833333,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;seam,,,6,0,False,True,False,Calibration_core,False,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,"{""low_texture"": 1, ""occlusion"": 5, ""seam"": 1, ""trivial"": 1}",{}
594,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,base_task_id,Calibration_core,dataset_group,3,3,0,0,0,occlusion,0.666667,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,3,0,False,True,False,Calibration_core,False,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,"{""occlusion"": 2, ""trivial"": 1}",{}
595,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,base_task_id,Calibration_core,dataset_group,3,3,0,0,0,occlusion,0.666667,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,3,0,False,True,False,Calibration_core,False,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,"{""occlusion"": 2, ""trivial"": 1}",{}
596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,base_task_id,Calibration_core,dataset_group,8,8,0,0,0,occlusion,0.75,over_parsing,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;seam,,,8,1,False,False,True,Calibration_core;Calibration_semi,False,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,"{""low_texture"": 1, ""occlusion"": 6, ""seam"": 1, ""trivial"": 2}","{""over_parsing"": 1}"
597,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,base_task_id,Calibration_core,dataset_group,9,9,0,0,0,occlusion,0.222222,corner_drift,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam,,,9,1,False,False,True,Calibration_core;Calibration_semi,False,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,"{""occlusion"": 2, ""seam"": 1, ""trivial"": 7}","{""corner_drift"": 1}"
600,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,occlusion,0.5,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,reflection,,,4,0,False,True,False,Calibration_core,False,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,"{""occlusion"": 2, ""reflection"": 1, ""trivial"": 1}",{}
602,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,occlusion,0.75,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam;low_texture,,,4,0,False,True,False,Calibration_core,False,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,"{""low_texture"": 1, ""occlusion"": 3, ""seam"": 2}",{}
603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,base_task_id,Calibration_core,dataset_group,7,7,0,0,0,occlusion,1.0,corner_drift,0.5,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_quality,over_parsing,,7,2,False,False,True,Calibration_core;Calibration_semi,False,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,"{""low_quality"": 1, ""occlusion"": 7}","{""corner_drift"": 1, ""over_parsing"": 1}"
604,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,base_task_id,Calibration_core,dataset_group,3,3,0,0,0,occlusion,0.666667,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,3,0,False,True,False,Calibration_core,False,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,"{""occlusion"": 2, ""trivial"": 1}",{}
605,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_quality,,,4,0,False,True,False,Calibration_core,False,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,"{""low_quality"": 2, ""occlusion"": 4}",{}
606,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_quality,,,5,0,False,True,False,Calibration_core,False,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,"{""low_quality"": 1, ""occlusion"": 5}",{}
613,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_quality,,,5,0,False,True,False,Calibration_core,False,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,"{""low_quality"": 1, ""occlusion"": 5}",{}
620,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,reflection;low_texture;seam,,,5,0,False,True,False,Calibration_core,False,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,"{""low_texture"": 1, ""occlusion"": 5, ""reflection"": 4, ""seam"": 1}",{}
627,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.4,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam;low_texture,,,5,0,False,True,False,Calibration_core,False,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,"{""low_texture"": 1, ""occlusion"": 2, ""seam"": 2, ""trivial"": 2}",{}
652,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,occlusion,0.5,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_quality;low_texture;seam,,,4,0,False,True,False,Calibration_core,False,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,"{""low_quality"": 1, ""low_texture"": 1, ""occlusion"": 2, ""seam"": 1, ""trivial"": 1}",{}
656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,base_task_id,Calibration_core,dataset_group,9,9,0,0,0,occlusion,0.777778,over_parsing,0.666667,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,seam,corner_drift;corner_duplicate;overextend_adjacent,,9,3,False,False,True,Calibration_core;Calibration_semi,False,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,"{""occlusion"": 7, ""seam"": 2, ""trivial"": 2}","{""corner_drift"": 1, ""corner_duplicate"": 1, ""over_parsing"": 2, ""overextend_adjacent"": 1}"
665,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,occlusion,0.8,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;reflection,,,5,0,False,True,False,Calibration_core,False,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,"{""low_texture"": 3, ""occlusion"": 4, ""reflection"": 1}",{}
672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,base_task_id,Calibration_core,dataset_group,6,6,0,0,0,seam,0.166667,underextend,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,6,1,False,False,True,Calibration_core;Calibration_semi,False,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,"{""seam"": 1, ""trivial"": 5}","{""underextend"": 1}"
678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,base_task_id,Calibration_core,dataset_group,8,8,0,0,0,occlusion,0.857143,corner_drift,0.5,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;reflection,over_parsing,,7,2,False,False,True,Calibration_core;Calibration_semi,False,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,"{""low_texture"": 1, ""occlusion"": 6, ""reflection"": 1, ""trivial"": 1}","{""corner_drift"": 1, ""over_parsing"": 1}"
679,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,base_task_id,Calibration_core,dataset_group,6,6,0,0,0,occlusion,0.5,corner_duplicate,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,low_texture;reflection;seam,over_parsing,,6,1,False,False,True,Calibration_core;Calibration_semi,False,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,"{""low_texture"": 2, ""occlusion"": 3, ""reflection"": 1, ""seam"": 1, ""trivial"": 2}","{""corner_duplicate"": 1, ""over_parsing"": 1}"
695,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,base_task_id,Calibration_core,dataset_group,5,5,0,0,0,low_texture,0.6,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,occlusion,,,5,0,False,True,False,Calibration_core,False,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,"{""low_texture"": 3, ""occlusion"": 1, ""trivial"": 2}",{}
698,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,base_task_id,Calibration_core,dataset_group,4,4,0,0,0,low_quality,0.25,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,4,0,False,True,False,Calibration_core,False,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,"{""low_quality"": 1, ""trivial"": 3}",{}
699,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,base_task_id,Calibration_core,dataset_group,3,3,0,0,0,occlusion,1.0,acceptable,0.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,3,0,False,True,False,Calibration_core,False,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,"{""occlusion"": 3}",{}
700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,base_task_id,Calibration_core,dataset_group,9,8,1,0,0,occlusion,0.375,corner_drift,1.0,majority_token_presence_demote_default_after_task_annotator_dedup,v2,legacy_descriptive_proxy,False,False,,,,8,1,False,False,True,Calibration_core;Calibration_semi,False,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,"{""occlusion"": 3, ""trivial"": 5}","{""corner_drift"": 1}"
