image_id,condition,n,scope_counts,scope_known,scope_categories_supported,scope_entropy_known,not_geometry_policy_truth
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,3,"{""normal"": 3}",3,1,-0,True
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,5,"{""normal"": 5}",5,1,-0,True
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,2,"{""normal"": 2}",2,1,-0,True
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,20,"{""normal"": 8, ""oos_open_boundary"": 7, ""oos_split_level"": 3, ""oos_geometry"": 1, ""oos_insufficient"": 1}",20,3,1.90160949706,True
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,2,"{""normal"": 2}",2,1,-0,True
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,2,"{""normal"": 2}",2,1,-0,True
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,2,"{""oos_open_boundary"": 1, ""normal"": 1}",2,0,1,True
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,2,"{""normal"": 2}",2,1,-0,True
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,1,"{""normal"": 1}",1,0,-0,True
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,2,"{""normal"": 2}",2,1,-0,True
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,3,"{""oos_open_boundary"": 1, ""normal"": 2}",3,1,0.918295834054,True
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,1,"{""normal"": 1}",1,0,-0,True
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,6,"{""normal"": 3, ""oos_geometry"": 2, ""oos_open_boundary"": 1}",6,2,1.45914791703,True
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,3,"{""normal"": 3}",3,1,-0,True
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,1,"{""oos_insufficient"": 1}",1,0,-0,True
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,1,"{""oos_open_boundary"": 1}",1,0,-0,True
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,1,"{""oos_open_boundary"": 1}",1,0,-0,True
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,1,"{""normal"": 1}",1,0,-0,True
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,5,"{""normal"": 5}",5,1,-0,True
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,4,"{""oos_open_boundary"": 2, ""normal"": 2}",4,2,1,True
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,24,"{""normal"": 23, ""oos_open_boundary"": 1}",24,1,0.249882292833,True
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,5,"{""normal"": 5}",5,1,-0,True
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,5,"{""normal"": 4, ""oos_geometry"": 1}",5,1,0.721928094887,True
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos,24,"{""oos_split_level"": 6, ""normal"": 16, ""oos_geometry"": 1, ""oos_open_boundary"": 1}",24,2,1.27205520887,True
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,5,"{""normal"": 5}",5,1,-0,True
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,6,"{""normal"": 6}",6,1,-0,True
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,4,"{""normal"": 3, ""oos_open_boundary"": 1}",4,1,0.811278124459,True
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,24,"{""normal"": 8, ""oos_open_boundary"": 9, ""oos_split_level"": 3, ""oos_geometry"": 2, ""oos_insufficient"": 2}",24,5,2.03145364592,True
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,24,"{""normal"": 23, ""oos_geometry"": 1}",24,1,0.249882292833,True
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,5,"{""normal"": 4, ""oos_open_boundary"": 1}",5,1,0.721928094887,True
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,5,"{""normal"": 5}",5,1,-0,True
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,24,"{""normal"": 22, ""oos_open_boundary"": 2}",24,2,0.413816850304,True
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,6,"{""oos_geometry"": 3, ""normal"": 3}",6,2,1,True
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,5,"{""normal"": 4, ""oos_open_boundary"": 1}",5,1,0.721928094887,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,5,"{""normal"": 4, ""oos_geometry"": 1}",5,1,0.721928094887,True
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,24,"{""normal"": 23, ""oos_geometry"": 1}",24,1,0.249882292833,True
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,5,"{""normal"": 4, ""oos_geometry"": 1}",5,1,0.721928094887,True
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,23,"{""normal"": 22, ""oos_geometry"": 1}",23,1,0.258018668665,True
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,"{""normal"": 4, ""oos_geometry"": 1}",5,1,0.721928094887,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,24,"{""normal"": 22, ""oos_open_boundary"": 2}",24,2,0.413816850304,True
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,24,"{""normal"": 19, ""oos_geometry"": 2, ""oos_open_boundary"": 2, ""oos_insufficient"": 1}",24,3,1.05535321924,True
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,"{""normal"": 5}",5,1,-0,True
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,"{""normal"": 23}",23,1,-0,True
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,6,"{""normal"": 6}",6,1,-0,True
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,24,"{""normal"": 20, ""oos_open_boundary"": 2, ""oos_geometry"": 2}",24,3,0.816689088315,True
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,24,"{""normal"": 22, ""oos_open_boundary"": 2}",24,2,0.413816850304,True
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,24,"{""normal"": 13, ""oos_split_level"": 1, ""oos_open_boundary"": 9, ""oos_geometry"": 1}",24,2,1.39183577785,True
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,24,"{""normal"": 16, ""oos_open_boundary"": 6, ""oos_geometry"": 2}",24,3,1.18872187554,True
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,23,"{""normal"": 23}",23,1,-0,True
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,24,"{""normal"": 20, ""oos_open_boundary"": 2, ""oos_insufficient"": 1, ""oos_geometry"": 1}",24,2,0.900022421648,True
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,23,"{""normal"": 17, ""oos_open_boundary"": 2, ""oos_insufficient"": 1, ""oos_geometry"": 3}",23,3,1.20870300808,True
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,5,"{""normal"": 4, ""oos_split_level"": 1}",5,1,0.721928094887,True
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,5,"{""normal"": 4, ""oos_geometry"": 1}",5,1,0.721928094887,True
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,5,"{""normal"": 2, ""oos_geometry"": 1, ""oos_open_boundary"": 1, ""oos_split_level"": 1}",5,1,1.92192809489,True
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,6,"{""normal"": 5, ""oos_open_boundary"": 1}",6,1,0.650022421648,True
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,4,"{""normal"": 4}",4,1,-0,True
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,5,"{""normal"": 5}",5,1,-0,True
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,4,"{""normal"": 4}",4,1,-0,True
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,5,"{""normal"": 5}",5,1,-0,True
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,5,"{""normal"": 5}",5,1,-0,True
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,23,"{""normal"": 22, ""oos_open_boundary"": 1}",23,1,0.258018668665,True
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,24,"{""normal"": 18, ""oos_open_boundary"": 5, ""oos_geometry"": 1}",24,2,0.973783729871,True
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,23,"{""normal"": 20, ""oos_geometry"": 2, ""oos_open_boundary"": 1}",23,2,0.678407090938,True
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,6,"{""normal"": 4, ""oos_open_boundary"": 2}",6,2,0.918295834054,True
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,24,"{""oos_split_level"": 3, ""normal"": 18, ""oos_open_boundary"": 2, ""oos_insufficient"": 1}",24,3,1.17606510372,True
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,6,"{""normal"": 6}",6,1,-0,True
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,4,"{""normal"": 2, ""oos_open_boundary"": 2}",4,2,1,True
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,24,"{""normal"": 22, ""oos_open_boundary"": 1, ""oos_geometry"": 1}",24,1,0.497150183637,True
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,23,"{""normal"": 18, ""oos_geometry"": 3, ""oos_open_boundary"": 1, ""oos_split_level"": 1}",23,2,1.05340815049,True
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,24,"{""normal"": 22, ""oos_split_level"": 1, ""oos_open_boundary"": 1}",24,1,0.497150183637,True
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,24,"{""normal"": 24}",24,1,-0,True
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,5,"{""normal"": 5}",5,1,-0,True
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,5,"{""oos_open_boundary"": 1, ""normal"": 2, ""oos_geometry"": 1, ""oos_split_level"": 1}",5,1,1.92192809489,True
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,5,"{""normal"": 5}",5,1,-0,True
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,5,"{""normal"": 5}",5,1,-0,True
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,5,"{""normal"": 4, ""oos_split_level"": 1}",5,1,0.721928094887,True
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,4,"{""oos_split_level"": 2, ""normal"": 2}",4,2,1,True
