image_id,building,condition,cut,n,point_count,mode_a,mode_b,people_a,people_b,min_cross_distance,median_cross_distance,cross_pairs_compatible_at_cut,two_mode_silhouette,medoid_a,medoid_b,medoid_distance,weak_numeric_separation,physical_meaning
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,24,8,1,6,2,2,0.399805258033,0.426926852252,0,0.830884650547,a81657f0ac5d7807,89af3c23558522cb,0.440534149395,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,24,8,1,7,2,13,0.501098443679,0.519031471809,0,0.967164390253,a81657f0ac5d7807,b17159a624da813a,0.535093397448,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,24,8,2,6,3,2,0.356183057449,0.370733962418,0,0.872017087576,5429d9e5ae4acde8,89af3c23558522cb,0.356294338573,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,24,8,2,7,3,13,0.464838239715,0.465091547993,0,0.972954735461,5429d9e5ae4acde8,b17159a624da813a,0.465091547993,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.1,24,8,6,7,2,13,0.14961959161,0.166448058281,0,0.932972143715,89af3c23558522cb,b17159a624da813a,0.176604659729,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,24,8,1,2,2,4,0.0926784862803,0.140249343029,0.75,0.415391207176,a81657f0ac5d7807,5429d9e5ae4acde8,0.130866972081,True,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,24,8,1,3,2,2,0.344711361686,0.370996483062,0,0.659940831649,a81657f0ac5d7807,b21b9e1bc1f9748c,0.410399503942,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,24,8,1,4,2,2,0.399805258033,0.426926852252,0,0.830884650547,a81657f0ac5d7807,89af3c23558522cb,0.440534149395,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,24,8,1,5,2,14,0.501098443679,0.534964387875,0,0.939720429173,a81657f0ac5d7807,b17159a624da813a,0.535093397448,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,24,8,2,3,4,2,0.324928569325,0.352183239029,0,0.701641129833,5429d9e5ae4acde8,b21b9e1bc1f9748c,0.325046393119,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,24,8,2,4,4,2,0.311472678809,0.36348695663,0,0.80130880691,5429d9e5ae4acde8,89af3c23558522cb,0.356294338573,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,24,8,2,5,4,14,0.424901140069,0.465045311633,0,0.92349427828,5429d9e5ae4acde8,b17159a624da813a,0.465091547993,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,24,8,3,4,2,2,0.183790189613,0.236894843552,0.5,0.540997466592,b21b9e1bc1f9748c,89af3c23558522cb,0.193907971484,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,24,8,3,5,2,14,0.235198572474,0.279973036441,0,0.853887271256,b21b9e1bc1f9748c,b17159a624da813a,0.240635355959,False,not adjudicated
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0.2,24,8,4,5,2,14,0.14961959161,0.176377118207,0.928571428571,0.854870774024,89af3c23558522cb,b17159a624da813a,0.176604659729,True,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.05,23,8,2,3,2,2,0.0363486162743,0.0433755482054,0.75,0.214889616747,f62e67027c50f0e4,8dead0c156b490f4,0.0406626239768,True,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.05,23,8,2,6,2,4,0.18985843757,0.210319542953,0,0.866840946539,f62e67027c50f0e4,829002ca0158f88b,0.18985843757,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.05,23,8,2,7,2,2,0.19314516129,0.208897519066,0,0.825664163882,f62e67027c50f0e4,662e08a9d9d5c8b2,0.209626699836,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.05,23,8,2,14,2,2,0.327234442475,0.336061575798,0,0.947533448744,f62e67027c50f0e4,c9e70c42a286d3fc,0.327234442475,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.05,23,8,3,6,2,4,0.191693485655,0.219543050496,0,0.863583326653,8dead0c156b490f4,829002ca0158f88b,0.191693485655,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.05,23,8,3,7,2,2,0.212461547391,0.239628709029,0,0.839908774151,8dead0c156b490f4,662e08a9d9d5c8b2,0.24146413048,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.05,23,8,3,14,2,2,0.354334455561,0.364708121676,0,0.947232946281,8dead0c156b490f4,c9e70c42a286d3fc,0.354334455561,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.05,23,8,6,7,4,2,0.0674085573756,0.0989904099365,0,0.69199238729,829002ca0158f88b,662e08a9d9d5c8b2,0.101563919442,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.05,23,8,6,14,4,2,0.235251430543,0.244545360784,0,0.931578115922,829002ca0158f88b,c9e70c42a286d3fc,0.235251430543,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.05,23,8,7,14,2,2,0.148800247445,0.164473762476,0,0.883571200768,662e08a9d9d5c8b2,c9e70c42a286d3fc,0.148800247445,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.1,23,8,2,4,5,4,0.152306700635,0.210319542953,0,0.795228825419,8dead0c156b490f4,829002ca0158f88b,0.191693485655,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.1,23,8,2,5,5,4,0.157285067873,0.210494218757,0,0.727822557192,8dead0c156b490f4,d97a4c0b5bbe5fb7,0.212461547391,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.1,23,8,2,8,5,2,0.146020328858,0.202147199167,0,0.676011438978,8dead0c156b490f4,16f93817216fbedd,0.171791730475,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.1,23,8,2,9,5,2,0.327234442475,0.344888709121,0,0.888501238216,8dead0c156b490f4,c9e70c42a286d3fc,0.354334455561,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.1,23,8,4,5,4,4,0.0545945703924,0.0820714284755,0.75,0.498811160915,829002ca0158f88b,d97a4c0b5bbe5fb7,0.0674085573756,True,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.1,23,8,4,8,4,2,0.222772406927,0.266596794748,0,0.821202761405,829002ca0158f88b,16f93817216fbedd,0.279498976146,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.1,23,8,4,9,4,2,0.235251430543,0.244545360784,0,0.931578115922,829002ca0158f88b,c9e70c42a286d3fc,0.235251430543,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.1,23,8,5,8,4,2,0.182383200434,0.240604318847,0,0.70884185215,d97a4c0b5bbe5fb7,16f93817216fbedd,0.270925792135,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.1,23,8,5,9,4,2,0.148800247445,0.187820459439,0,0.787312792825,d97a4c0b5bbe5fb7,c9e70c42a286d3fc,0.180147277507,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.1,23,8,8,9,2,2,0.15390370775,0.190045534756,0,0.753660511034,16f93817216fbedd,c9e70c42a286d3fc,0.226187361762,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.2,23,8,2,3,6,8,0.152306700635,0.214146805617,0.3125,0.694744235255,8dead0c156b490f4,829002ca0158f88b,0.191693485655,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.2,23,8,2,4,6,2,0.173052662461,0.264994585628,0.25,0.665858269232,8dead0c156b490f4,474404c2ac9d79ca,0.201747290083,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.2,23,8,2,5,6,2,0.146020328858,0.207837744108,0.416666666667,0.657014861342,8dead0c156b490f4,16f93817216fbedd,0.171791730475,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.2,23,8,2,6,6,3,0.251603953529,0.332516446781,0,0.792286304507,8dead0c156b490f4,c9e70c42a286d3fc,0.354334455561,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.2,23,8,3,4,8,2,0.103848187977,0.152412489377,0.875,0.443467092816,829002ca0158f88b,474404c2ac9d79ca,0.137784910814,True,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.2,23,8,3,5,8,2,0.182383200434,0.247853670252,0.0625,0.713280320229,829002ca0158f88b,16f93817216fbedd,0.279498976146,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.2,23,8,3,6,8,3,0.0698440299294,0.187820459439,0.583333333333,0.593250038569,829002ca0158f88b,c9e70c42a286d3fc,0.235251430543,True,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.2,23,8,4,5,2,2,0.175884724113,0.243167147326,0.25,0.507803497082,474404c2ac9d79ca,16f93817216fbedd,0.219077820595,False,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.2,23,8,4,6,2,3,0.139882354362,0.159759336919,0.666666666667,0.406138798598,474404c2ac9d79ca,c9e70c42a286d3fc,0.219763493736,True,not adjudicated
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,0.2,23,8,5,6,2,3,0.15390370775,0.197118692062,0.5,0.583237809266,16f93817216fbedd,c9e70c42a286d3fc,0.226187361762,False,not adjudicated
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,0.05,6,8,1,2,2,2,0.257147486313,0.272949843739,0,0.897754703729,26a3cf470c4ab78ffaea,0d42858d359ebfc9e871,0.268579558928,False,not adjudicated
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,0.1,6,8,1,2,2,2,0.257147486313,0.272949843739,0,0.897754703729,26a3cf470c4ab78ffaea,0d42858d359ebfc9e871,0.268579558928,False,not adjudicated
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,0.2,6,8,1,2,2,3,0.257147486313,0.283172937425,0,0.765323358917,26a3cf470c4ab78ffaea,0d42858d359ebfc9e871,0.268579558928,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.05,24,8,3,13,2,2,0.441296359511,0.441296359511,0,1,60f415b63bc6abc8,901942d47886d494,0.441296359511,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.05,24,8,3,14,2,4,0.413303947105,0.413303947105,0,1,60f415b63bc6abc8,902c7685cf8d8d7f,0.413303947105,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.05,24,8,13,14,2,4,0.0606399566131,0.0606399566131,0,1,901942d47886d494,902c7685cf8d8d7f,0.0606399566131,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,24,8,1,2,2,2,0.221897285124,0.23571311702,0,0.868249527506,b9d7de702dfef712,60f415b63bc6abc8,0.221897285124,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,24,8,1,6,2,2,0.644730664497,0.656494308477,0,0.889201466778,b9d7de702dfef712,25a1d0d06f3c7ffa,0.644730664497,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,24,8,1,11,2,6,0.54003255188,0.556877289791,0,0.928890155955,b9d7de702dfef712,902c7685cf8d8d7f,0.54003255188,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,24,8,1,12,2,2,0.583335941657,0.59809393981,0,0.891519460764,b9d7de702dfef712,6ef72d6a7373d51d,0.583335941657,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,24,8,2,6,2,2,0.544165779804,0.550912632276,0,0.924162121731,60f415b63bc6abc8,25a1d0d06f3c7ffa,0.544165779804,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,24,8,2,11,2,6,0.413303947105,0.413303947105,0,0.943173353973,60f415b63bc6abc8,902c7685cf8d8d7f,0.413303947105,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,24,8,2,12,2,2,0.4653922612,0.474538663882,0,0.928516136041,60f415b63bc6abc8,6ef72d6a7373d51d,0.4653922612,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,24,8,6,11,2,6,0.221389094237,0.250991261517,0,0.82096865089,25a1d0d06f3c7ffa,902c7685cf8d8d7f,0.247535744323,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,24,8,6,12,2,2,0.123342894798,0.150775889117,0,0.489743818014,25a1d0d06f3c7ffa,6ef72d6a7373d51d,0.158277947875,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.1,24,8,11,12,6,2,0.284778225806,0.298295713461,0,0.85916643346,902c7685cf8d8d7f,6ef72d6a7373d51d,0.298295713461,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,24,8,1,2,2,2,0.221897285124,0.23571311702,0,0.868249527506,b9d7de702dfef712,60f415b63bc6abc8,0.221897285124,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,24,8,1,6,2,5,0.644730664497,0.669807638265,0,0.834204515328,b9d7de702dfef712,25a1d0d06f3c7ffa,0.644730664497,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,24,8,1,8,2,6,0.54003255188,0.556877289791,0,0.928890155955,b9d7de702dfef712,902c7685cf8d8d7f,0.54003255188,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,24,8,1,9,2,2,0.583335941657,0.59809393981,0,0.891519460764,b9d7de702dfef712,6ef72d6a7373d51d,0.583335941657,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,24,8,2,6,2,5,0.544165779804,0.569787755266,0,0.836213170604,60f415b63bc6abc8,25a1d0d06f3c7ffa,0.544165779804,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,24,8,2,8,2,6,0.413303947105,0.413303947105,0,0.943173353973,60f415b63bc6abc8,902c7685cf8d8d7f,0.413303947105,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,24,8,2,9,2,2,0.4653922612,0.474538663882,0,0.928516136041,60f415b63bc6abc8,6ef72d6a7373d51d,0.4653922612,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,24,8,6,8,5,6,0.221389094237,0.271035350958,0,0.718323224409,25a1d0d06f3c7ffa,902c7685cf8d8d7f,0.247535744323,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,24,8,6,9,5,2,0.123342894798,0.203106467186,0.5,0.413476979816,25a1d0d06f3c7ffa,6ef72d6a7373d51d,0.158277947875,False,not adjudicated
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0.2,24,8,8,9,6,2,0.284778225806,0.298295713461,0,0.85916643346,902c7685cf8d8d7f,6ef72d6a7373d51d,0.298295713461,False,not adjudicated
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,0.1,5,8,1,2,2,3,0.171176560432,0.200819550692,0,0.73524009528,ead3f8ac14ab1a6ddfd9,b3eba7756056bb941dfb,0.171176560432,False,not adjudicated
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,0.2,5,8,1,2,2,3,0.171176560432,0.200819550692,0.5,0.73524009528,ead3f8ac14ab1a6ddfd9,b3eba7756056bb941dfb,0.171176560432,False,not adjudicated
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,0.05,19,8,6,7,4,2,0.0419572424831,0.0578378755639,0.375,0.342092362803,93e9f86d9eab9e11871e,39827a17d6d532fc4d52,0.0445088464013,False,not adjudicated
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,0.05,19,8,6,10,4,2,0.0671081633869,0.071957056006,0,0.63778014059,93e9f86d9eab9e11871e,a30b88572c63c71c10f3,0.075427017674,False,not adjudicated
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,0.05,19,8,6,11,4,2,0.0799053569219,0.0958469644331,0,0.674520159225,93e9f86d9eab9e11871e,f1f1b71b8c500b8fdf5a,0.0950528438149,False,not adjudicated
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,0.05,19,8,7,10,2,2,0.0456821753609,0.0571169835759,0.25,0.371648661672,39827a17d6d532fc4d52,a30b88572c63c71c10f3,0.0696385074047,False,not adjudicated
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,0.05,19,8,7,11,2,2,0.0843709034894,0.0868990268455,0,0.540790197505,39827a17d6d532fc4d52,f1f1b71b8c500b8fdf5a,0.0868395428689,False,not adjudicated
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,0.05,19,8,10,11,2,2,0.0567739912189,0.0691305601016,0,0.584621027996,a30b88572c63c71c10f3,f1f1b71b8c500b8fdf5a,0.0800810291321,False,not adjudicated
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,0.1,19,8,1,3,2,8,0.132495818978,0.191330479415,0,0.672837191382,86fc3ae9363a9f67b104,4ae36274a9f6a2b97a64,0.217417121847,False,not adjudicated
