image_id,count_hohonet,count_yaw_range_hohonet,hohonet_fallback_phases,rotation_hohonet,count_bi_enclosed,count_yaw_range_bi_enclosed,count_bi_extended,count_yaw_range_bi_extended,bi_head_geometry_gap,bi_height_head_gap,rotation_bi_enclosed,rotation_bi_extended,rotation_ulayout,gap_hohonet_bi_enclosed,gap_hohonet_bi_extended,gap_hohonet_ulayout,gap_bi_enclosed_bi_extended,gap_bi_enclosed_ulayout,gap_bi_extended_ulayout
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,24,0,0,0.00354919838544,13,4,14,4,0.002711023979,1.04552400112,0.0113791229681,0.010412515612,0.000669541258562,0.307716427447,0.308082668171,0.0810430239139,0.002711023979,0.346140789804,0.347014708167
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,20,0,0,0.00361346721431,12,0,12,0,0.00233486274423,1.05677843094,0.00872597543492,0.00988950839726,0.000708309858389,0.395590678802,0.395666226975,0.036616303752,0.00233486274423,0.397311353035,0.397367791363
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,28,0,0,0.00441371039461,16,0,16,0,0.00460340799602,1.07716286182,0.0172247461565,0.016732510821,0.0022425533472,0.156952982954,0.157478710697,0.0833354939131,0.00460340799602,0.160575031188,0.161564444523
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,8,0,0,0.00373392799996,8,0,8,0,0.00230717167804,3.61790418625,0.0125988741493,0.0127254414489,0.000799156924747,0.229797631111,0.228686754203,0.0236317544623,0.00230717167804,0.244890427067,0.243816871169
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,12,0,0,0.00262195986511,12,0,12,0,0.00325437628222,1.01027476788,0.0139387034072,0.0136344167285,0.000438316288527,0.266436080155,0.266080270729,0.0149741651527,0.00325437628222,0.275941477858,0.275391798209
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,12,4,0,0.00252195692578,17,2,17,2,0.00268521769439,1.30100655556,0.0252280714669,0.0281373821924,0.000461426300519,0.31474967218,0.315760721707,0.0161225259113,0.00268521769439,0.322886912925,0.323894753151
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,8,0,0,0.00254175091531,8,0,8,0,0.000734669382903,0.930896580219,0.00640961877884,0.0061296653963,0.000405196621026,0.171430314818,0.17150379689,0.0182257081925,0.000734669382903,0.171675229368,0.171755824924
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,24,0,0,0.00685280284258,27,2,28,2,0.00430216248528,0.544638812542,0.00980933931209,0.0109067758054,0.00462452376073,0.131161537594,0.13274059093,0.0799687126897,0.00430216248528,0.144027141335,0.14234195879
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,8,0,0,0.00616151734586,8,0,8,4,0.00386180915975,4.17973899841,0.00519905109578,0.00670336196586,0.00122976957289,0.272139146409,0.27213399073,0.058359847475,0.00386180915975,0.249300918709,0.249581415661
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,12,0,0,0.00558838815979,8,0,8,0,0.00159908990759,3.53807687759,0.00440047918588,0.00546108543715,0.00152456674157,0.185642999372,0.185166483737,0.0601238274169,0.00159908990759,0.221933263512,0.221483714205
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,8,0,0,0.00512786562546,16,0,16,0,0.0251883630708,2.99605894089,0.0255444972799,0.022033160049,0.00233606014095,0.10832407528,0.108813216188,0.0774148224379,0.0251883630708,0.128488685756,0.13979119125
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,8,0,0,0.00559772114701,8,0,8,0,0.00255575064624,4.03230381012,0.0068404703833,0.00624222760601,0.00094339140123,0.194246179397,0.195403700073,0.0467063644553,0.00255575064624,0.231193318017,0.232302904341
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,20,4,0,0.00465483485639,12,0,12,0,0.00721676768087,0.650551021099,0.0315232602702,0.0318101316267,0.00110533973766,0.366106095452,0.363434578811,0.051955029039,0.00721676768087,0.354628476237,0.353077153179
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,8,0,0,0.00268676673271,12,0,12,0,0.00317572791816,1.42559111118,0.00993322961563,0.013922674662,0.000771172213424,0.248226047347,0.245939581843,0.0353377040217,0.00317572791816,0.249267836433,0.247027346594
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,12,0,0,0.00275097142612,13,2,13,2,0.00141210752512,1.43729257584,0.0121957919141,0.0123822129533,0.000564485039771,0.228774155732,0.228422603024,0.0254336507815,0.00141210752512,0.240774911108,0.240341832184
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,20,0,0,0.00442851876829,16,0,16,0,0.0168248323246,1.29771602154,0.0282422104937,0.0330252032854,0.00130515823309,0.225807794645,0.225272802938,0.0362387469376,0.0168248323246,0.219651991019,0.219264996499
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,8,0,0,0.00234590425087,8,0,8,0,0.00143244839927,0.614406645298,0.0175288627804,0.015467904761,0.000485637037169,0.269563987312,0.269061747925,0.0179552180591,0.00143244839927,0.275704452011,0.275185071695
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,8,0,0,0.00353492137433,8,0,8,0,0.00229578856129,0.567088365555,0.0146045810601,0.0169103533107,0.000828483550374,0.270530504044,0.269182170372,0.0235627209723,0.00229578856129,0.280087142526,0.27872378661
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,8,0,0,0.00358690453419,8,0,14,2,0.100440670694,0.724623084068,0.00796050509545,0.0227675687493,0.000943590446878,0.372154058081,0.31700008534,0.0116923255539,0.100440670694,0.375111984743,0.317781825073
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,8,0,0,0.00289897525325,8,0,8,0,0.00042968720673,0.640871465206,0.00809038925916,0.00804195445512,0.000514966193547,0.221972626336,0.221963759128,0.0107029937687,0.00042968720673,0.223004791839,0.222997801597
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,8,0,0,0.00438782590139,8,0,8,0,0.000855236469585,0.781845808029,0.0150500904799,0.0150279583244,0.000759158192021,0.384504529781,0.384865898661,0.0203491429372,0.000855236469585,0.37599661161,0.376362880354
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,8,0,0,0.00524117130916,8,0,8,0,0.00562248631287,0.764215230942,0.0109336401809,0.0110881526846,0.00360229466074,0.383087730112,0.379720279497,0.0584063104673,0.00562248631287,0.385637254707,0.382165324342
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,12,0,0,0.00377029449009,13,2,13,2,0.00165289193932,0.554313182831,0.0318839651984,0.0320026579215,0.00101475046436,0.610315866623,0.609867237148,0.0270809647276,0.00165289193932,0.614849181745,0.614427464655
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,8,0,0,0.00235336059523,8,0,8,0,0.000158477707715,0.649903953075,0.0128771049457,0.0128573262587,0.000495200508435,0.268195234857,0.268302467632,0.0133175466475,0.000158477707715,0.270149776959,0.270258534606
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,12,0,0,0.00505352306004,8,0,20,0,0.293419091445,0.547482013702,0.0321899237924,0.040001483537,0.00111437114845,0.324993439499,0.365961429535,0.155396633468,0.293419091445,0.292281362118,0.262257987219
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,8,0,0,0.00537499907346,8,0,8,0,0.00647593534375,3.68301105499,0.012157527016,0.00827884631567,0.00193290586801,0.294425511235,0.291462923194,0.0648418485367,0.00647593534375,0.26023075274,0.257400220614
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,20,0,0,0.00485114044809,21,2,21,2,0.00209067803275,1.42001008987,0.0135990799912,0.0125795500468,0.000876719157031,0.132309680777,0.131618626288,0.0164477168148,0.00209067803275,0.130925686443,0.13037412102
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,20,0,0,0.00349191213823,28,4,24,6,0.0318827672506,1.37427043915,0.107231865652,0.106672917299,0.00141123083245,0.194770736382,0.206182872773,0.0550410396562,0.0318827672506,0.19114137692,0.203440461654
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,20,0,0,0.00320202860418,24,4,22,4,0.0330369840188,1.39324593544,0.0454130191098,0.0581094069462,0.000733271795368,0.196796416103,0.212011349755,0.0211102268275,0.0330369840188,0.197798488414,0.213318593521
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,12,0,0,0.00248916055275,12,0,12,0,0.00356469780581,1.39630842209,0.0054996938535,0.0065777034756,0.000990346251428,0.131233287895,0.131850050698,0.0255469891897,0.00356469780581,0.127857783218,0.128895267053
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,12,0,0,0.00331489435396,12,0,12,0,0.00115856983448,1.39584863186,0.0120172652573,0.0116618352632,0.000524554350684,0.276416627653,0.276604951138,0.0302504736726,0.00115856983448,0.290875768263,0.291082426243
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,12,0,0,0.00325829477993,13,2,15,6,0.0826685242613,1.30110120773,0.0701095677878,0.143382208232,0.000871241616261,0.478465852929,0.453542347779,0.031995370254,0.0826685242613,0.490144026924,0.463392888991
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,8,0,0,0.00402118320211,8,0,8,0,0.00188904198312,1.10617101192,0.00924749879963,0.0111463721846,0.000882137475785,0.344526582183,0.345507155737,0.0244439121815,0.00188904198312,0.337641974636,0.338658145151
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,8,0,0,0.00216306760651,8,0,8,0,0.00155251211105,0.758785128593,0.00669242014434,0.00706743598628,0.000525938422814,0.172929659946,0.173175654912,0.0190124916129,0.00155251211105,0.18219237447,0.1824398399
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,8,0,0,0.012502980257,20,8,20,8,0.000871450718247,0.612473428249,0.0876189960144,0.08761685769,0.000992793491937,0.518714365506,0.519051728277,0.0520608293674,0.000871450718247,0.536527863106,0.536884509054
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,8,0,0,0.00255676492459,8,0,8,0,0.00494739496372,0.597691059113,0.00443312643171,0.00617299799795,0.00226489638262,0.172761478574,0.172409160781,0.0654893722921,0.00494739496372,0.16066398849,0.162912303987
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,8,0,0,0.00208354780443,8,0,8,0,0.000505631371623,1.089168787,0.00482514631505,0.00469073613198,0.000662569738237,0.106616526249,0.106288992735,0.0653674561612,0.000505631371623,0.149346880615,0.148932767024
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,12,0,0,0.00249021286983,18,8,16,0,0.0482054126502,0.712519884109,0.02668268085,0.0162441492346,0.000654546402924,0.264032943776,0.241475685272,0.034896808826,0.0482054126502,0.247798518326,0.220611933229
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,12,0,0,0.00270290911558,12,0,12,0,0.00574673436478,0.841821789742,0.0257194789381,0.0276325751307,0.000718249882413,0.561653269571,0.562263496595,0.0396216495101,0.00574673436478,0.57136539862,0.571952923002
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,12,0,0,0.00273809117689,8,0,8,0,0.0017744062204,0.847826957703,0.00561572711886,0.00480817219942,0.000569755433757,0.182388556411,0.182324521689,0.0195743380792,0.0017744062204,0.177481332364,0.177456497735
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,12,0,0,0.00307298706709,22,8,26,0,0.050355851386,0.807018339634,0.101296796277,0.0320165239658,0.00114936897831,0.209394587291,0.188353727895,0.0628389206537,0.050355851386,0.22101250779,0.192770096455
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,14,4,0,0.00374165993412,13,2,13,2,0.000296428299984,0.785367131233,0.0344585402757,0.0344641852349,0.00131893918846,0.422202773255,0.422326609455,0.0619357013521,0.000296428299984,0.392645421423,0.39279092381
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,8,0,0,0.00252980622576,16,0,16,0,0.00790667528027,0.926546692848,0.026168453884,0.0298683893395,0.000624015899019,0.225660336558,0.225976235476,0.0690206746212,0.00790667528027,0.251184071328,0.250940895431
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,8,0,0,0.00305349145171,8,0,8,0,6.01753501083e-05,0.839389145374,0.00767113505461,0.00770848548595,0.000587480352949,0.280175026399,0.280158895392,0.0421965552015,6.01753501083e-05,0.305925449206,0.305909932585
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,16,0,0,0.00295907822792,12,0,16,0,0.0829993588783,1.14531350136,0.0116370354884,0.0162890134361,0.000908700844734,0.259880353749,0.202217508619,0.0812675058533,0.0829993588783,0.237230698826,0.1933465356
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,16,0,0,0.00331909180329,20,0,20,4,0.00672009391332,1.14611339569,0.00975559269837,0.00903217275756,0.00127010134237,0.182539710957,0.186250069099,0.0498120764343,0.00672009391332,0.172207218394,0.17388466415
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,8,0,0,0.00237632331907,12,0,12,0,0.00141392442897,0.693522274494,0.00930054672269,0.00892627469757,0.000523954637006,0.20483123584,0.204491888296,0.0304574739368,0.00141392442897,0.201722887499,0.2013307215
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,12,0,0,0.00274760983226,12,0,12,0,0.00123283372903,0.949295282364,0.0127395322521,0.0127414739331,0.000948831605605,0.210451635381,0.21019957266,0.0246661619489,0.00123283372903,0.207100466003,0.206914436703
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,16,0,0,0.00720893028239,28,10,32,4,0.0676728728979,0.742308855057,0.157132652508,0.173216771243,0.00359975379752,0.333538892964,0.300547573786,0.106140342472,0.0676728728979,0.312963613741,0.283164141796
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,8,0,0,0.00408154843231,12,4,16,0,0.0189879780173,0.647788882256,0.0126653244259,0.00744073295564,0.010816490511,0.0741812673046,0.0819643796225,0.0966666685684,0.0189879780173,0.132145025584,0.136321270976
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,8,0,0,0.00237545114822,8,0,8,0,0.000535272664261,0.987085878849,0.0102722549328,0.0103070768157,0.000543702414763,0.292662635699,0.293033631675,0.0203860649319,0.000535272664261,0.295386389692,0.295746446898
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,8,0,0,0.00241554392906,8,0,8,0,0.000754476982375,0.411507070065,0.0071515081481,0.00735659948815,0.000680185309866,0.170358209626,0.170143806438,0.0237706962678,0.000754476982375,0.158242174887,0.158041400772
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,8,0,0,0.0033741966563,8,0,8,0,0.00121932134019,1.09331202507,0.00586241250376,0.00643680352096,0.000796117251151,0.214902159485,0.214152533069,0.0125848204006,0.00121932134019,0.2102880538,0.209526206642
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,8,0,0,0.00346622541043,8,0,8,0,0.00400547454516,0.357149839401,0.00414591425467,0.00455219925414,0.000891968766183,0.100662548417,0.10318676703,0.00867808627036,0.00400547454516,0.0963806982598,0.0991744382179
